Short Window,Long Window
47,89
48,87
48,88
48,89
49,86
49,87
49,88
49,89
50,84
50,85
50,86
50,87
50,88
51,83
51,84
51,85
51,86
51,87
52,82
52,83
52,84
52,85
53,80
53,81
53,82
53,83
53,84
54,79
54,80
54,81
54,82
54,83
55,78
55,79
55,80
55,81
56,77
56,78
56,79
56,80
57,75
57,76
57,77
57,78
57,79
58,74
58,75
58,76
58,77
58,78
59,73
59,74
59,75
59,76
60,72
60,73
60,74
60,75
61,71
61,72
61,73
61,74
62,70
62,71
62,72
62,73
63,69
63,70
63,71
63,72
64,68
64,69
64,70
64,71
65,67
65,68
65,69
65,70
66,67
66,68
66,69
67,68
