Short Window,Long Window
5,8
5,53
5,54
5,55
5,56
5,57
5,58
5,59
5,60
5,61
5,62
5,63
5,64
5,65
5,66
5,67
6,55
6,56
6,57
6,58
6,59
6,60
6,61
6,62
6,63
6,64
6,65
6,66
7,55
7,56
7,57
7,58
7,59
7,60
7,61
7,62
7,63
7,64
8,54
8,55
8,56
8,57
8,58
8,59
8,60
8,61
8,62
9,53
9,54
9,55
9,56
9,57
9,58
9,59
10,52
10,53
10,54
10,55
10,56
11,50
11,51
11,52
11,53
11,54
12,48
12,49
12,50
12,51
13,46
13,47
13,48
13,49
14,45
14,46
14,47
15,43
15,44
15,45
16,42
16,43
17,40
17,41
17,42
18,39
18,40
19,38
20,36
20,37
21,35
21,36
22,34
23,33
24,31
24,32
25,30
25,31
26,29
26,30
27,28
