Short Window,Long Window
7,15
8,14
8,15
8,16
8,17
8,18
8,19
8,20
8,21
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
8,30
9,13
9,14
9,15
9,17
9,18
9,19
9,20
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,29
9,30
9,31
9,32
9,33
10,11
10,12
10,13
10,20
10,27
10,29
10,30
10,31
10,32
10,33
10,34
10,35
10,36
11,34
11,35
17,22
17,23
17,27
18,21
18,22
18,23
18,24
18,25
18,26
18,27
18,28
18,29
19,20
19,21
19,25
19,26
19,27
19,28
19,29
19,30
21,27
24,25
24,27
25,27
26,27
44,89
45,51
45,52
45,53
45,54
45,55
45,56
45,57
45,58
45,59
45,60
45,64
45,65
45,67
45,68
45,69
45,70
45,71
45,80
45,81
45,82
45,83
45,84
45,85
45,86
45,87
45,88
45,89
46,51
46,52
46,60
46,61
46,62
46,63
46,64
46,65
46,66
46,67
46,68
46,69
46,70
46,71
46,79
46,80
46,81
46,82
46,83
46,84
46,85
46,86
46,87
46,88
46,89
47,50
47,51
47,61
47,62
47,63
47,64
47,65
47,66
47,67
47,68
47,70
47,71
47,72
47,73
47,78
47,79
47,80
47,81
47,82
47,83
47,84
47,85
47,86
47,87
47,88
48,49
48,50
48,73
48,74
48,75
48,77
48,78
48,79
48,80
49,73
49,77
49,78
49,79
50,79
50,80
51,68
51,80
51,81
51,82
51,83
51,84
51,85
51,86
51,87
52,68
52,69
52,84
52,87
52,88
52,89
53,88
53,89
54,88
54,89
55,56
55,57
55,58
55,87
55,88
55,89
56,88
56,89
57,88
57,89
58,88
58,89
59,68
59,69
59,83
59,84
59,86
59,87
59,88
59,89
60,64
60,65
60,67
60,68
60,69
60,70
60,71
60,80
60,81
60,82
60,83
60,84
60,85
60,86
60,87
60,88
61,62
61,63
61,64
61,65
61,66
61,67
61,68
61,71
61,80
61,81
61,82
61,83
61,84
61,85
61,86
61,87
62,67
62,80
62,81
62,83
63,67
63,80
63,81
63,83
63,86
64,67
64,68
64,80
64,81
64,82
64,83
64,84
64,86
64,87
65,68
65,80
65,81
65,82
65,83
65,84
65,86
65,87
66,67
66,68
66,80
66,81
66,82
66,83
66,84
66,85
66,86
66,87
67,80
67,81
68,87
69,84
69,87
69,88
70,81
70,82
70,83
70,84
70,85
70,86
70,87
70,88
71,80
71,81
71,82
71,83
71,84
71,85
71,86
71,87
72,78
72,79
72,80
72,81
72,83
73,78
73,79
74,75
74,77
74,78
75,77
76,77
82,83
82,86
84,87
85,86
85,87
