Short Window,Long Window
30,89
31,88
31,89
32,87
32,88
32,89
33,86
33,87
33,88
33,89
34,85
34,86
34,87
34,88
35,84
35,85
35,86
35,87
36,83
36,84
36,85
36,86
37,82
37,83
37,84
37,85
38,81
38,82
38,83
38,84
39,80
39,81
39,82
39,83
40,79
40,80
40,81
40,82
41,78
41,79
41,80
42,77
42,78
42,79
43,76
43,77
43,78
44,75
44,76
44,77
45,74
45,75
45,76
46,73
46,74
46,75
47,72
47,73
47,74
48,71
48,72
48,73
49,69
49,70
49,71
49,72
50,68
50,69
50,70
51,67
51,68
51,69
52,66
52,67
52,68
53,65
53,66
53,67
54,64
54,65
54,66
55,63
55,64
55,65
56,62
56,63
56,64
57,61
57,62
57,63
58,60
58,61
58,62
59,60
59,61
