Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Holding Period
0,0,0,0,4400,4401 days 00:00:00,1000.0,39076.701056380385,3807.670105638039,2634.4286237444326,100.0,2399.0610942314775,54.32972216255082,1435 days 00:00:00,101,100,1,-39.076701056379534,37.0,113.54024398882969,-18.266370233875474,23.631166463111846,-5.2711666152144305,53 days 08:25:56.756756757,8 days 19:48:34.285714285,2.082332450975814,381.15777757436757,0.9841559888899936,0.653920336938043,1.225441396622798,1.5159644741135128,213.67936015532726,0.4453495043741307,22.727272727272727,0.4820454545454545,1,183.73537414437126,25 days 07:11:59.999999999,1
0,0,0,0,4400,4401 days 00:00:00,1000.0,33756.098638811454,3275.609863881145,2634.4286237444326,100.0,1947.291256404317,56.506971438107946,1253 days 00:00:00,91,90,1,10210.35440578523,38.88888888888889,126.04915558995758,-18.266370233875485,23.889477847892334,-6.056378718874572,56 days 10:58:17.142857143,10 days 01:18:32.727272727,1.6989921227336613,250.50826925584704,0.9407285959125301,0.5997861966773543,1.2102197833381443,1.435741968395979,147.60588255815907,0.24338531488675236,20.454545454545453,0.4343181818181818,1,108.80029603361902,28 days 02:23:59.999999999,2
