Metric Type,Short Window,Long Window,Ticker,Strategy Type,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],64,65,APO,SMA,0,true,false,1,91,1.4073061349073697,58.88888888888889,2.1091001492946844,2.6940066844819777,1.14813532786229,-0.17282297326924784,23 days 04:32:00,0.017318000641407434,0.532608695652174,1.0593645484949832,1.434851386300184,0,3588,3589 days 00:00:00,1000.0,6763.423581740587,576.3423581740586,696.75817817612,100.0,669.4595188387794,49.94096786060064,1018 days 00:00:00,90,-6.7634235817395165,77.04911592488904,-16.980949138510574,7.39812176026569,-4.044320315964963,26 days 16:18:06.792452830,18 days 04:32:25.945945946,64.11318894802588,0.806049314456323,0.4296757717031103,1.1678403605764556,-0.24746037377273597,16.832464324769234,1.0536286601147908,1.1083984375,-0.023031146650156674,,,0.0006529902802654031,0.1645535506268816,5.763423581740596,0.14364113731293426,0.24569244745102528,0,91,5196.9047619047615,,,,
Most Total Fees Paid,64,65,APO,SMA,0,true,false,1,91,1.4073061349073697,58.88888888888889,2.1091001492946844,2.6940066844819777,1.14813532786229,-0.17282297326924784,23 days 04:32:00,0.017318000641407434,0.532608695652174,1.0593645484949832,1.434851386300184,0,3588,3589 days 00:00:00,1000.0,6763.423581740587,576.3423581740586,696.75817817612,100.0,669.4595188387794,49.94096786060064,1018 days 00:00:00,90,-6.7634235817395165,77.04911592488904,-16.980949138510574,7.39812176026569,-4.044320315964963,26 days 16:18:06.792452830,18 days 04:32:25.945945946,64.11318894802588,0.806049314456323,0.4296757717031103,1.1678403605764556,-0.24746037377273597,16.832464324769234,1.0536286601147908,1.1083984375,-0.023031146650156674,,,0.0006529902802654031,0.1645535506268816,5.763423581740596,0.14364113731293426,0.24569244745102528,0,91,5196.9047619047615,,,,
Most Avg Losing Trade [%],64,65,APO,SMA,0,true,false,1,91,1.4073061349073697,58.88888888888889,2.1091001492946844,2.6940066844819777,1.14813532786229,-0.17282297326924784,23 days 04:32:00,0.017318000641407434,0.532608695652174,1.0593645484949832,1.434851386300184,0,3588,3589 days 00:00:00,1000.0,6763.423581740587,576.3423581740586,696.75817817612,100.0,669.4595188387794,49.94096786060064,1018 days 00:00:00,90,-6.7634235817395165,77.04911592488904,-16.980949138510574,7.39812176026569,-4.044320315964963,26 days 16:18:06.792452830,18 days 04:32:25.945945946,64.11318894802588,0.806049314456323,0.4296757717031103,1.1678403605764556,-0.24746037377273597,16.832464324769234,1.0536286601147908,1.1083984375,-0.023031146650156674,,,0.0006529902802654031,0.1645535506268816,5.763423581740596,0.14364113731293426,0.24569244745102528,0,91,5196.9047619047615,,,,
Most Sharpe Ratio,64,65,APO,SMA,0,true,false,1,91,1.4073061349073697,58.88888888888889,2.1091001492946844,2.6940066844819777,1.14813532786229,-0.17282297326924784,23 days 04:32:00,0.017318000641407434,0.532608695652174,1.0593645484949832,1.434851386300184,0,3588,3589 days 00:00:00,1000.0,6763.423581740587,576.3423581740586,696.75817817612,100.0,669.4595188387794,49.94096786060064,1018 days 00:00:00,90,-6.7634235817395165,77.04911592488904,-16.980949138510574,7.39812176026569,-4.044320315964963,26 days 16:18:06.792452830,18 days 04:32:25.945945946,64.11318894802588,0.806049314456323,0.4296757717031103,1.1678403605764556,-0.24746037377273597,16.832464324769234,1.0536286601147908,1.1083984375,-0.023031146650156674,,,0.0006529902802654031,0.1645535506268816,5.763423581740596,0.14364113731293426,0.24569244745102528,0,91,5196.9047619047615,,,,
Most Calmar Ratio,64,65,APO,SMA,0,true,false,1,91,1.4073061349073697,58.88888888888889,2.1091001492946844,2.6940066844819777,1.14813532786229,-0.17282297326924784,23 days 04:32:00,0.017318000641407434,0.532608695652174,1.0593645484949832,1.434851386300184,0,3588,3589 days 00:00:00,1000.0,6763.423581740587,576.3423581740586,696.75817817612,100.0,669.4595188387794,49.94096786060064,1018 days 00:00:00,90,-6.7634235817395165,77.04911592488904,-16.980949138510574,7.39812176026569,-4.044320315964963,26 days 16:18:06.792452830,18 days 04:32:25.945945946,64.11318894802588,0.806049314456323,0.4296757717031103,1.1678403605764556,-0.24746037377273597,16.832464324769234,1.0536286601147908,1.1083984375,-0.023031146650156674,,,0.0006529902802654031,0.1645535506268816,5.763423581740596,0.14364113731293426,0.24569244745102528,0,91,5196.9047619047615,,,,
Most Omega Ratio,64,65,APO,SMA,0,true,false,1,91,1.4073061349073697,58.88888888888889,2.1091001492946844,2.6940066844819777,1.14813532786229,-0.17282297326924784,23 days 04:32:00,0.017318000641407434,0.532608695652174,1.0593645484949832,1.434851386300184,0,3588,3589 days 00:00:00,1000.0,6763.423581740587,576.3423581740586,696.75817817612,100.0,669.4595188387794,49.94096786060064,1018 days 00:00:00,90,-6.7634235817395165,77.04911592488904,-16.980949138510574,7.39812176026569,-4.044320315964963,26 days 16:18:06.792452830,18 days 04:32:25.945945946,64.11318894802588,0.806049314456323,0.4296757717031103,1.1678403605764556,-0.24746037377273597,16.832464324769234,1.0536286601147908,1.1083984375,-0.023031146650156674,,,0.0006529902802654031,0.1645535506268816,5.763423581740596,0.14364113731293426,0.24569244745102528,0,91,5196.9047619047615,,,,
Most Sortino Ratio,64,65,APO,SMA,0,true,false,1,91,1.4073061349073697,58.88888888888889,2.1091001492946844,2.6940066844819777,1.14813532786229,-0.17282297326924784,23 days 04:32:00,0.017318000641407434,0.532608695652174,1.0593645484949832,1.434851386300184,0,3588,3589 days 00:00:00,1000.0,6763.423581740587,576.3423581740586,696.75817817612,100.0,669.4595188387794,49.94096786060064,1018 days 00:00:00,90,-6.7634235817395165,77.04911592488904,-16.980949138510574,7.39812176026569,-4.044320315964963,26 days 16:18:06.792452830,18 days 04:32:25.945945946,64.11318894802588,0.806049314456323,0.4296757717031103,1.1678403605764556,-0.24746037377273597,16.832464324769234,1.0536286601147908,1.1083984375,-0.023031146650156674,,,0.0006529902802654031,0.1645535506268816,5.763423581740596,0.14364113731293426,0.24569244745102528,0,91,5196.9047619047615,,,,
Most Win Rate [%],63,66,APO,SMA,0,true,false,1,55,1.371545560831644,61.111111111111114,2.540703571436493,4.2125828143901565,1.0950984649816644,-0.25975947760064466,39 days 05:19:59.999999999,0.010390800384844459,0.3219063545150502,0.6379598662207357,1.3560571768730856,0,3588,3589 days 00:00:00,1000.0,6157.686377991143,515.7686377991142,696.75817817612,100.0,374.90386390848175,50.65176442102223,1021 days 00:00:00,54,-6.157686377990103,74.59767682706084,-10.8954429719417,10.152541690496646,-5.121638276634328,44 days 02:54:32.727272727,31 days 12:34:17.142857143,95.62674193276172,0.7703522289160748,0.4008734083609993,1.158220892301285,-0.2427950894397098,16.277844753497885,1.0149566355880562,1.1411530815109343,-0.02335903630469163,,,0.000628567229507409,0.15839894183586706,5.157686377991129,0.13613148336665093,0.2474623280790252,0,55,5196.9047619047615,,,,
Mean Best Trade [%],63,66,APO,SMA,0,true,false,1,55,1.371545560831644,61.111111111111114,2.540703571436493,4.2125828143901565,1.0950984649816644,-0.25975947760064466,39 days 05:19:59.999999999,0.010390800384844459,0.3219063545150502,0.6379598662207357,1.3560571768730856,0,3588,3589 days 00:00:00,1000.0,6157.686377991143,515.7686377991142,696.75817817612,100.0,374.90386390848175,50.65176442102223,1021 days 00:00:00,54,-6.157686377990103,74.59767682706084,-10.8954429719417,10.152541690496646,-5.121638276634328,44 days 02:54:32.727272727,31 days 12:34:17.142857143,95.62674193276172,0.7703522289160748,0.4008734083609993,1.158220892301285,-0.2427950894397098,16.277844753497885,1.0149566355880562,1.1411530815109343,-0.02335903630469163,,,0.000628567229507409,0.15839894183586706,5.157686377991129,0.13613148336665093,0.2474623280790252,0,55,5196.9047619047615,,,,
Median Best Trade [%],63,66,APO,SMA,0,true,false,1,55,1.371545560831644,61.111111111111114,2.540703571436493,4.2125828143901565,1.0950984649816644,-0.25975947760064466,39 days 05:19:59.999999999,0.010390800384844459,0.3219063545150502,0.6379598662207357,1.3560571768730856,0,3588,3589 days 00:00:00,1000.0,6157.686377991143,515.7686377991142,696.75817817612,100.0,374.90386390848175,50.65176442102223,1021 days 00:00:00,54,-6.157686377990103,74.59767682706084,-10.8954429719417,10.152541690496646,-5.121638276634328,44 days 02:54:32.727272727,31 days 12:34:17.142857143,95.62674193276172,0.7703522289160748,0.4008734083609993,1.158220892301285,-0.2427950894397098,16.277844753497885,1.0149566355880562,1.1411530815109343,-0.02335903630469163,,,0.000628567229507409,0.15839894183586706,5.157686377991129,0.13613148336665093,0.2474623280790252,0,55,5196.9047619047615,,,,
