Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Least Avg Winning Trade [%],HPQ,true,67,68,false,470,52.34042553191489,1.402629730502595,0.02953003267152551,1.3030274465330733,1.1180493611689433,0.6201306861020357,1.2402613722040714,0.8080473044283384,0.6407277572613251,0,0,15916,15917 days 00:00:00,1000.0,48767.307640432504,4776.730764043251,22367.928279980508,100.0,10205.733314504205,60.729712077728735,4473 days 00:00:00,470,0,0.0,85.68877681921066,-30.834218308839027,6.716348860757004,-4.641959463730707,24 days 22:49:45.365853658,13 days 23:15:00,101.63256944772871,0.44398989099474023,0.1535150925795294,1.0900722191938617,-0.056624867197083026,13.87263890549718,1.143732929613779,0.4053505209253046,-0.024202797093190506,None,None,0.00037412320901234673,0.09427904867111138,47.7673076404326,0.0634735010300509,0.25555728844456393,-0.7864473319007166,23052.93650793651,3.828715619643268,2.9524129592724355,19 days 17:12:30.638297871
Most Avg Losing Trade [%],HPQ,true,80,81,false,425,51.294117647058826,1.2696426162448406,0.02670268911786881,1.4827359808386005,1.2468136695190546,0.560756471475245,1.12151294295049,0.8314537967444401,0.6752654750888004,0,0,15916,15917 days 00:00:00,1000.0,59483.07433231777,5848.307433231777,22367.928279980508,100.0,18013.620452853953,57.21082039458003,2530 days 00:00:00,425,0,0.0,111.23773228263288,-30.73001554767723,6.9947229511562075,-4.322158509640812,26 days 15:44:35.229357798,16 days 17:16:31.304347826,137.60723372310076,0.45947419939395423,0.17168115269814974,1.0932257530470622,0.19952165647518189,14.740317695088915,1.1500447231067512,0.401514484458924,-0.023761302751403295,None,None,0.0003844316335518271,0.09687677165506044,58.48307433231771,0.06682313606310442,0.25374920482658864,-0.7385404960160721,23052.93650793651,3.6408152877123094,2.6247769991331245,21 days 19:35:43.058823528
Most Calmar Ratio,HPQ,true,79,84,false,188,54.78723404255319,1.5029484013510221,0.011812013068610204,3.883888665782227,3.488319956187386,0.24805227444081426,0.4961045488816285,0.9634074172221809,0.7828783736777609,0,0,15916,15917 days 00:00:00,1000.0,152627.99579443797,15162.799579443796,22367.928279980508,100.0,16353.048767208455,54.27138908278744,2011 days 00:00:00,188,0,0.0,102.79547023843499,-27.51079019423313,12.695395404119303,-6.793584205379171,62 days 05:07:34.368932039,34 days 08:11:17.647058823,806.531892523607,0.5317902491710079,0.2251820557754146,1.108214822541578,0.1763246168418532,14.574555795225216,1.1005038257332893,0.40634387701007246,-0.02358996715451599,None,None,0.0004419751874818354,0.11137774724542251,151.6279957944357,0.08285817291645192,0.2520601680229378,-0.3221187322468914,23052.93650793651,2.421492374227128,2.5590042854086623,49 days 14:40:51.063829786
Most Sortino Ratio,HPQ,true,79,84,false,188,54.78723404255319,1.5029484013510221,0.011812013068610204,3.883888665782227,3.488319956187386,0.24805227444081426,0.4961045488816285,0.9634074172221809,0.7828783736777609,0,0,15916,15917 days 00:00:00,1000.0,152627.99579443797,15162.799579443796,22367.928279980508,100.0,16353.048767208455,54.27138908278744,2011 days 00:00:00,188,0,0.0,102.79547023843499,-27.51079019423313,12.695395404119303,-6.793584205379171,62 days 05:07:34.368932039,34 days 08:11:17.647058823,806.531892523607,0.5317902491710079,0.2251820557754146,1.108214822541578,0.1763246168418532,14.574555795225216,1.1005038257332893,0.40634387701007246,-0.02358996715451599,None,None,0.0004419751874818354,0.11137774724542251,151.6279957944357,0.08285817291645192,0.2520601680229378,-0.3221187322468914,23052.93650793651,2.421492374227128,2.5590042854086623,49 days 14:40:51.063829786
Most Total Fees Paid,HPQ,true,33,35,false,521,51.439539347408825,1.1505848205191198,0.032734355365669765,1.209001049984193,1.01951568986427,0.6874214626790651,1.3748429253581302,0.8310932701606595,0.6463821190364887,0,0,15916,15917 days 00:00:00,1000.0,49619.93330379039,4861.9933303790385,22367.928279980508,100.0,25819.23299244834,59.19836965433972,2676 days 00:00:00,521,0,0.0,101.20043906174297,-36.596210070125515,6.836090660052068,-4.751710473724068,20 days 11:38:30.447761194,13 days 15:56:12.332015810,93.32040941226592,0.44630760331556246,0.1582203601910103,1.0917394673084762,-0.06566417536797584,14.05254915741811,1.161498390146209,0.3855327298050139,-0.02427181964380867,None,None,0.0003733479350269648,0.09408367962679513,48.61993330378977,0.06376536875473127,0.2537033317761548,-0.7826355096671798,23052.93650793651,4.031095088336306,2.5281233076399423,17 days 04:08:45.143953934
Most Total Trades,HPQ,true,33,35,false,521,51.439539347408825,1.1505848205191198,0.032734355365669765,1.209001049984193,1.01951568986427,0.6874214626790651,1.3748429253581302,0.8310932701606595,0.6463821190364887,0,0,15916,15917 days 00:00:00,1000.0,49619.93330379039,4861.9933303790385,22367.928279980508,100.0,25819.23299244834,59.19836965433972,2676 days 00:00:00,521,0,0.0,101.20043906174297,-36.596210070125515,6.836090660052068,-4.751710473724068,20 days 11:38:30.447761194,13 days 15:56:12.332015810,93.32040941226592,0.44630760331556246,0.1582203601910103,1.0917394673084762,-0.06566417536797584,14.05254915741811,1.161498390146209,0.3855327298050139,-0.02427181964380867,None,None,0.0003733479350269648,0.09408367962679513,48.61993330378977,0.06376536875473127,0.2537033317761548,-0.7826355096671798,23052.93650793651,4.031095088336306,2.5281233076399423,17 days 04:08:45.143953934
Least Avg Losing Trade Duration,HPQ,true,33,35,false,521,51.439539347408825,1.1505848205191198,0.032734355365669765,1.209001049984193,1.01951568986427,0.6874214626790651,1.3748429253581302,0.8310932701606595,0.6463821190364887,0,0,15916,15917 days 00:00:00,1000.0,49619.93330379039,4861.9933303790385,22367.928279980508,100.0,25819.23299244834,59.19836965433972,2676 days 00:00:00,521,0,0.0,101.20043906174297,-36.596210070125515,6.836090660052068,-4.751710473724068,20 days 11:38:30.447761194,13 days 15:56:12.332015810,93.32040941226592,0.44630760331556246,0.1582203601910103,1.0917394673084762,-0.06566417536797584,14.05254915741811,1.161498390146209,0.3855327298050139,-0.02427181964380867,None,None,0.0003733479350269648,0.09408367962679513,48.61993330378977,0.06376536875473127,0.2537033317761548,-0.7826355096671798,23052.93650793651,4.031095088336306,2.5281233076399423,17 days 04:08:45.143953934
Most Worst Trade [%],HPQ,true,64,68,false,251,52.98804780876494,1.5250574606312959,0.01577029404372958,2.408459101082573,2.0921237048134165,0.3311761749183212,0.6623523498366424,0.7976242725437448,0.630049151251868,0,0,15916,15917 days 00:00:00,1000.0,44521.335556553444,4352.133555655345,22367.928279980508,100.0,4971.745410443954,64.27356503928414,6338 days 00:00:00,251,0,0.0,83.66661866128662,-22.947355704545732,10.738053344170453,-6.979981867821561,47 days 12:27:04.060150375,25 days 01:37:37.627118644,173.3917751257107,0.43694119426940264,0.14150148639199245,1.088825006148308,-0.04253858771552209,14.132023486411523,1.0909599571407598,0.40522645007504193,-0.024271847868775932,None,None,0.0003688691661133416,0.09295502986056207,43.5213355565531,0.06194089199221797,0.2560330708605204,-0.8054297429256985,23052.93650793651,2.7979570386346304,2.3353380980794984,36 days 23:08:21.992031871
Mean Sharpe Ratio,HPQ,true,63,71,false,184,51.63043478260869,1.717126124775641,0.011560693641618497,3.4669653142301082,2.9344414188512142,0.24277456647398843,0.48554913294797686,0.8416910011425696,0.6508590252749273,0,0,15916,15917 days 00:00:00,1000.0,53433.42246077375,5243.3422460773745,22367.928279980508,100.0,4047.407387838161,54.491439593006874,2323 days 00:00:00,184,0,0.0,85.68877681921063,-24.95916348243209,14.253188194709123,-8.046418659314906,67 days 15:54:56.842105263,32 days 05:55:57.303370786,284.9642525042049,0.450468761201231,0.17529802670471392,1.091682594326877,-0.02145905405362907,14.0735521059724,1.0764840548365777,0.40609540636042407,-0.024271847868776012,None,None,0.0003803351876620292,0.09584446729083135,52.43342246077384,0.06501312134421888,0.2560640030449595,-0.7655865943217366,23052.93650793651,2.3955933154317757,2.2660952843314757,50 days 12:46:57.391304347
Mean Best Trade [%],HPQ,true,78,83,false,201,52.736318407960205,1.4139698434986916,0.01262880120633325,3.358985060827194,2.9039427163174505,0.2652048253329982,0.5304096506659964,0.8908190463528264,0.7282678253841355,0,0,15916,15917 days 00:00:00,1000.0,96198.09763498642,9519.809763498642,22367.928279980508,100.0,12630.654766789046,58.55439389069591,2624 days 00:00:00,201,0,0.0,101.63980347488646,-27.297663169953196,12.247546990551383,-6.55877877654927,61 days 00:27:10.188679245,30 days 00:15:09.473684210,473.6223762934644,0.49649406098491433,0.18853147776738385,1.1007858955575693,0.14354514473179295,14.624918299891053,1.1012659591840699,0.40473038566763747,-0.02370636811858431,None,None,0.0004136072245853377,0.10422902059550511,95.19809763498554,0.07497347445709024,0.2526508483409199,-0.5743991287731839,23052.93650793651,2.5038148436557752,2.22901737171401,46 days 08:42:59.104477611
