Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
Most Total Return [%],EDV,false,26,28,false,42,39.02439024390244,1.634035460585637,0.009484154522322461,2.0970975200447093,0.6180431077678274,0.20402498265093685,0.4031922276197085,0.4278602851444445,0.565500213497645,0,0,4323,4324 days 00:00:00,1000.0,1969.3816527749427,96.93816527749426,-27.027577805990287,100.0,139.7159259086401,27.300423321712103,1142 days 00:00:00,41,1,-10.799612725704492,34.42986931484312,-6.912410036479311,11.143261102816735,-3.6924471729293877,97 days 00:00:00,21 days 16:19:12,23.906860134162123,0.3843701397018153,0.21566002187012231,1.0825403657315313,0.2909929526136561,10.605577025806138,1.044938415185097,0.3386996904024767,-0.0161140809522671,None,None,0.00021235044733488006,0.05351231272838978,0.9693816527749324,0.040287453593655265,0.16755224114876888,4.586639023790333,6261.488095238095,0.049872933632403,51 days 01:45:21.951219511
Least Total Trades,EDV,false,26,28,false,42,39.02439024390244,1.634035460585637,0.009484154522322461,2.0970975200447093,0.6180431077678274,0.20402498265093685,0.4031922276197085,0.4278602851444445,0.565500213497645,0,0,4323,4324 days 00:00:00,1000.0,1969.3816527749427,96.93816527749426,-27.027577805990287,100.0,139.7159259086401,27.300423321712103,1142 days 00:00:00,41,1,-10.799612725704492,34.42986931484312,-6.912410036479311,11.143261102816735,-3.6924471729293877,97 days 00:00:00,21 days 16:19:12,23.906860134162123,0.3843701397018153,0.21566002187012231,1.0825403657315313,0.2909929526136561,10.605577025806138,1.044938415185097,0.3386996904024767,-0.0161140809522671,None,None,0.00021235044733488006,0.05351231272838978,0.9693816527749324,0.040287453593655265,0.16755224114876888,4.586639023790333,6261.488095238095,0.049872933632403,51 days 01:45:21.951219511
Most Profit Factor,EDV,false,26,28,false,42,39.02439024390244,1.634035460585637,0.009484154522322461,2.0970975200447093,0.6180431077678274,0.20402498265093685,0.4031922276197085,0.4278602851444445,0.565500213497645,0,0,4323,4324 days 00:00:00,1000.0,1969.3816527749427,96.93816527749426,-27.027577805990287,100.0,139.7159259086401,27.300423321712103,1142 days 00:00:00,41,1,-10.799612725704492,34.42986931484312,-6.912410036479311,11.143261102816735,-3.6924471729293877,97 days 00:00:00,21 days 16:19:12,23.906860134162123,0.3843701397018153,0.21566002187012231,1.0825403657315313,0.2909929526136561,10.605577025806138,1.044938415185097,0.3386996904024767,-0.0161140809522671,None,None,0.00021235044733488006,0.05351231272838978,0.9693816527749324,0.040287453593655265,0.16755224114876888,4.586639023790333,6261.488095238095,0.049872933632403,51 days 01:45:21.951219511
Most Expectancy,EDV,false,26,28,false,42,39.02439024390244,1.634035460585637,0.009484154522322461,2.0970975200447093,0.6180431077678274,0.20402498265093685,0.4031922276197085,0.4278602851444445,0.565500213497645,0,0,4323,4324 days 00:00:00,1000.0,1969.3816527749427,96.93816527749426,-27.027577805990287,100.0,139.7159259086401,27.300423321712103,1142 days 00:00:00,41,1,-10.799612725704492,34.42986931484312,-6.912410036479311,11.143261102816735,-3.6924471729293877,97 days 00:00:00,21 days 16:19:12,23.906860134162123,0.3843701397018153,0.21566002187012231,1.0825403657315313,0.2909929526136561,10.605577025806138,1.044938415185097,0.3386996904024767,-0.0161140809522671,None,None,0.00021235044733488006,0.05351231272838978,0.9693816527749324,0.040287453593655265,0.16755224114876888,4.586639023790333,6261.488095238095,0.049872933632403,51 days 01:45:21.951219511
Most Sharpe Ratio,EDV,false,26,28,false,42,39.02439024390244,1.634035460585637,0.009484154522322461,2.0970975200447093,0.6180431077678274,0.20402498265093685,0.4031922276197085,0.4278602851444445,0.565500213497645,0,0,4323,4324 days 00:00:00,1000.0,1969.3816527749427,96.93816527749426,-27.027577805990287,100.0,139.7159259086401,27.300423321712103,1142 days 00:00:00,41,1,-10.799612725704492,34.42986931484312,-6.912410036479311,11.143261102816735,-3.6924471729293877,97 days 00:00:00,21 days 16:19:12,23.906860134162123,0.3843701397018153,0.21566002187012231,1.0825403657315313,0.2909929526136561,10.605577025806138,1.044938415185097,0.3386996904024767,-0.0161140809522671,None,None,0.00021235044733488006,0.05351231272838978,0.9693816527749324,0.040287453593655265,0.16755224114876888,4.586639023790333,6261.488095238095,0.049872933632403,51 days 01:45:21.951219511
Most Calmar Ratio,EDV,false,26,28,false,42,39.02439024390244,1.634035460585637,0.009484154522322461,2.0970975200447093,0.6180431077678274,0.20402498265093685,0.4031922276197085,0.4278602851444445,0.565500213497645,0,0,4323,4324 days 00:00:00,1000.0,1969.3816527749427,96.93816527749426,-27.027577805990287,100.0,139.7159259086401,27.300423321712103,1142 days 00:00:00,41,1,-10.799612725704492,34.42986931484312,-6.912410036479311,11.143261102816735,-3.6924471729293877,97 days 00:00:00,21 days 16:19:12,23.906860134162123,0.3843701397018153,0.21566002187012231,1.0825403657315313,0.2909929526136561,10.605577025806138,1.044938415185097,0.3386996904024767,-0.0161140809522671,None,None,0.00021235044733488006,0.05351231272838978,0.9693816527749324,0.040287453593655265,0.16755224114876888,4.586639023790333,6261.488095238095,0.049872933632403,51 days 01:45:21.951219511
Most Omega Ratio,EDV,false,26,28,false,42,39.02439024390244,1.634035460585637,0.009484154522322461,2.0970975200447093,0.6180431077678274,0.20402498265093685,0.4031922276197085,0.4278602851444445,0.565500213497645,0,0,4323,4324 days 00:00:00,1000.0,1969.3816527749427,96.93816527749426,-27.027577805990287,100.0,139.7159259086401,27.300423321712103,1142 days 00:00:00,41,1,-10.799612725704492,34.42986931484312,-6.912410036479311,11.143261102816735,-3.6924471729293877,97 days 00:00:00,21 days 16:19:12,23.906860134162123,0.3843701397018153,0.21566002187012231,1.0825403657315313,0.2909929526136561,10.605577025806138,1.044938415185097,0.3386996904024767,-0.0161140809522671,None,None,0.00021235044733488006,0.05351231272838978,0.9693816527749324,0.040287453593655265,0.16755224114876888,4.586639023790333,6261.488095238095,0.049872933632403,51 days 01:45:21.951219511
Most Sortino Ratio,EDV,false,26,28,false,42,39.02439024390244,1.634035460585637,0.009484154522322461,2.0970975200447093,0.6180431077678274,0.20402498265093685,0.4031922276197085,0.4278602851444445,0.565500213497645,0,0,4323,4324 days 00:00:00,1000.0,1969.3816527749427,96.93816527749426,-27.027577805990287,100.0,139.7159259086401,27.300423321712103,1142 days 00:00:00,41,1,-10.799612725704492,34.42986931484312,-6.912410036479311,11.143261102816735,-3.6924471729293877,97 days 00:00:00,21 days 16:19:12,23.906860134162123,0.3843701397018153,0.21566002187012231,1.0825403657315313,0.2909929526136561,10.605577025806138,1.044938415185097,0.3386996904024767,-0.0161140809522671,None,None,0.00021235044733488006,0.05351231272838978,0.9693816527749324,0.040287453593655265,0.16755224114876888,4.586639023790333,6261.488095238095,0.049872933632403,51 days 01:45:21.951219511
Median Total Trades,EDV,false,25,29,false,43,38.095238095238095,1.6140356808922482,0.009715475364330326,2.018392253808981,0.5948475973649603,0.208882720333102,0.41290770298403884,0.4216072646748808,0.5579758887213624,0,0,4323,4324 days 00:00:00,1000.0,1945.6460400175345,94.56460400175345,-27.027577805990287,100.0,142.16363840098248,27.300423321712103,1276 days 00:00:00,42,1,-10.669452365356847,34.42986931484312,-6.912410036479311,11.145510343759321,-3.5982958015450746,96 days 13:30:00,21 days 01:50:46.153846153,22.769416485306927,0.37931929462988473,0.2116921135593013,1.0814511839984722,0.2915361009823529,10.613470779614067,1.0448421320241403,0.3382853605694831,-0.0161140809522671,None,None,0.00020952958215064057,0.052801454701961424,0.9456460400175266,0.03955257482492991,0.16752788869460306,4.498819046255582,6261.488095238095,0.046186610922173806,49 days 19:59:59.999999999
Median Win Rate [%],EDV,false,25,29,false,43,38.095238095238095,1.6140356808922482,0.009715475364330326,2.018392253808981,0.5948475973649603,0.208882720333102,0.41290770298403884,0.4216072646748808,0.5579758887213624,0,0,4323,4324 days 00:00:00,1000.0,1945.6460400175345,94.56460400175345,-27.027577805990287,100.0,142.16363840098248,27.300423321712103,1276 days 00:00:00,42,1,-10.669452365356847,34.42986931484312,-6.912410036479311,11.145510343759321,-3.5982958015450746,96 days 13:30:00,21 days 01:50:46.153846153,22.769416485306927,0.37931929462988473,0.2116921135593013,1.0814511839984722,0.2915361009823529,10.613470779614067,1.0448421320241403,0.3382853605694831,-0.0161140809522671,None,None,0.00020952958215064057,0.052801454701961424,0.9456460400175266,0.03955257482492991,0.16752788869460306,4.498819046255582,6261.488095238095,0.046186610922173806,49 days 19:59:59.999999999
