Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Median Total Trades,BNB-USD,EMA,8,30,false,41,19.362019232675582,48.78048780487805,2.9354331775231315,62.49581030083424,3.055450458450832,3.7756619242346274,36 days 01:45:21.951219511,0.015151515151515152,0.45454545454545453,0.9090909090909091,28.4071865003792,0,0,2706,2707 days 00:00:00,1000.0,1336606.830172622,133560.6830172622,27966.946809926736,100.0,47640.82713205111,65.39712566852809,503 days 00:00:00,41,0,0.0,1564.4164038756526,-13.577050533746625,135.297702841416,-6.83932545210075,61 days 06:00:00,12 days 02:17:08.571428571,32575.77634567372,1.578949745052451,2.506758125727735,1.4598361465234955,4.542634476227375,62.91855819528136,1.3277906659334324,0.41653584510727365,-0.04663589731655096,None,None,0.003460842437746262,0.872132294312058,1335.6068301726223,0.9543659314598485,0.6647528725771978,2706
Least Avg Losing Trade [%],BNB-USD,EMA,9,29,false,40,19.28616739593831,52.5,2.8269279982483098,61.79477770205696,2.9675643042711086,2.814802636669226,37 days 01:48:00,0.014781966001478197,0.44345898004434586,0.8869179600886917,27.403449091821265,0,0,2706,2707 days 00:00:00,1000.0,1067883.8243009653,106688.38243009652,27966.946809926736,100.0,35790.39722582986,70.41271394748455,552 days 00:00:00,40,0,0.0,1564.4164038756528,-13.577050533746633,124.72256618721336,-7.75698851837906,61 days 01:08:34.285714286,10 days 13:53:41.052631579,26672.095607524145,1.5399858859034998,2.216454422176801,1.4455597480071194,4.518389528238919,62.58330643437472,1.330717044193188,0.41431556948798326,-0.04676998646767067,None,None,0.003380535591212212,0.8518949689854775,1066.8838243009707,0.9139531715261824,0.6657565911888266,2706
Median Worst Trade [%],BNB-USD,EMA,6,34,false,44,18.361212991418586,50.0,2.921951339225145,55.725550293808816,2.941693615035941,2.4948318327539836,33 days 12:32:43.636363636,0.016260162601626018,0.4878048780487805,0.975609756097561,27.18319526527259,0,0,2706,2707 days 00:00:00,1000.0,978397.7597626944,97739.77597626943,27966.946809926736,100.0,42006.90886084144,72.36080101993238,502 days 00:00:00,44,0,0.0,1564.4164038756526,-17.01682414829814,117.76099427515749,-6.30989368753985,55 days 09:49:05.454545454,11 days 15:16:21.818181818,22213.58544915213,1.525487195781367,2.115269670423823,1.4417902433118703,4.528236896663418,62.70302198308197,1.3445702905185777,0.4091618948464341,-0.04687336116187824,None,None,0.00334732446436695,0.8435257650204714,977.3977597626968,0.8984231257657946,0.6654814397357017,2706
Median Calmar Ratio,BNB-USD,EMA,5,39,false,47,16.29995773362202,42.5531914893617,3.118426082123749,53.73155677375999,2.974384913509456,2.8209237552422435,31 days 14:48:30.638297872,0.01736881005173688,0.5210643015521064,1.0421286031042127,27.9975961016266,0,0,2706,2707 days 00:00:00,1000.0,1069595.7142764535,106859.57142764535,27966.946809926736,100.0,39130.68783489477,71.28575954608405,502 days 00:00:00,47,0,0.0,1617.5343526289555,-14.241730450681276,133.85033086871033,-5.615683296573584,60 days 04:48:00,10 days 10:40:00,22736.079027158587,1.5398573603232553,2.1900851278012885,1.4463964024164553,4.523733603707807,62.5109876908504,1.3603449708802886,0.41210224308815857,-0.046873361161878166,None,None,0.0033815720475167564,0.8521561559742226,1068.5957142764573,0.9142385885964717,0.6660162940366893,2706
Mean Total Trades,BNB-USD,EMA,8,28,false,43,16.009187807085656,46.51162790697674,2.618825979133456,59.79190512140501,3.01324262063435,3.2370551407026866,34 days 03:20:55.813953487,0.015890613451589063,0.4767184035476718,0.9534368070953436,28.50390155455006,0,0,2706,2707 days 00:00:00,1000.0,1185974.9575075868,118497.49575075868,27966.946809926736,100.0,48012.79136451919,64.58979074684517,550 days 00:00:00,43,0,0.0,1564.4164038756523,-17.01682414829815,136.1273627741752,-6.586753707090809,59 days 09:36:00,12 days 04:10:26.086956521,27557.557151339224,1.55857729356887,2.4727390149695094,1.4537888494324147,4.5408954984151055,62.881652292190594,1.3374118513202917,0.4098958333333334,-0.0467654323729963,None,None,0.003416962832872662,0.8610746338839108,1184.9749575075887,0.9327326717896176,0.664903490234012,2706
Most Max Drawdown Duration,BNB-USD,EMA,10,30,false,35,15.627316393341372,51.42857142857142,2.8413717781039582,59.99955748301936,2.8944351643828936,2.7721882817867507,42 days 07:32:34.285714284,0.012934220251293422,0.38802660753880264,0.7760532150776053,23.28142474396538,0,0,2706,2707 days 00:00:00,1000.0,1055965.89033759,105496.58903375898,27966.946809926736,100.0,35711.08354508555,69.03453442260273,967 days 00:00:00,35,0,0.0,1010.7045200809249,-14.24173045068127,123.12308129238278,-6.837114785718374,70 days 06:39:59.999999999,12 days 16:56:28.235294117,30141.882581073987,1.5345282923897245,2.2550940301813487,1.4485117887275527,4.234850706495084,61.85815476549088,1.3206482008197002,0.41431556948798326,-0.0464418374638677,None,None,0.0033971299854878402,0.8560767563429358,1054.9658903375848,0.9119545595372855,0.6714040665469331,2706
Median Avg Losing Trade [%],BNB-USD,EMA,9,27,false,42,15.598350583222118,45.23809523809524,2.6696208817773517,60.68144237015576,3.0201766238811576,3.3565175530001494,35 days 05:42:51.428571428,0.015521064301552107,0.4656319290465632,0.9312638580931264,28.25521706814348,0,0,2706,2707 days 00:00:00,1000.0,1219384.9468126737,121838.49468126736,27966.946809926736,100.0,48521.516641938455,66.91325851418713,550 days 00:00:00,42,0,0.0,1564.4164038756526,-14.335316190780645,142.0118478549505,-6.504544769457307,62 days 21:28:25.263157894,12 days 09:23:28.695652174,29009.16540030175,1.5629635556748867,2.4014431661355085,1.453714523539858,4.534009397136273,62.76884601076459,1.3293716460546894,0.4157949790794979,-0.046769986467670596,None,None,0.003427995266060102,0.8638548070471457,1218.384946812674,0.9377376245468751,0.6651782873877397,2706
Most Expectancy,BNB-USD,EMA,16,18,false,40,15.539831614202372,50.0,2.316940463991324,62.71874427979427,3.0686699409204348,3.849079866159668,36 days 21:00:00,0.014781966001478197,0.44345898004434586,0.8869179600886917,27.81319036797972,0,0,2706,2707 days 00:00:00,1000.0,1357139.5869397412,135613.9586939741,27966.946809926736,100.0,55615.75860850887,62.48123090153832,503 days 00:00:00,40,0,0.0,1564.4164038756523,-12.033186666753416,132.09458345520787,-6.6570948956193225,60 days 15:36:00,13 days 02:24:00,33903.48967349351,1.5822952911970845,2.6324364904554285,1.4628757803172494,4.560342065571651,63.18375151808331,1.3389659481032736,0.41283924843423797,-0.0465615651648405,None,None,0.00346458989510598,0.8730766535667069,1356.1395869397372,0.9571415216123516,0.6640656273599859,2706
Most Sharpe Ratio,BNB-USD,EMA,16,18,false,40,15.539831614202372,50.0,2.316940463991324,62.71874427979427,3.0686699409204348,3.849079866159668,36 days 21:00:00,0.014781966001478197,0.44345898004434586,0.8869179600886917,27.81319036797972,0,0,2706,2707 days 00:00:00,1000.0,1357139.5869397412,135613.9586939741,27966.946809926736,100.0,55615.75860850887,62.48123090153832,503 days 00:00:00,40,0,0.0,1564.4164038756523,-12.033186666753416,132.09458345520787,-6.6570948956193225,60 days 15:36:00,13 days 02:24:00,33903.48967349351,1.5822952911970845,2.6324364904554285,1.4628757803172494,4.560342065571651,63.18375151808331,1.3389659481032736,0.41283924843423797,-0.0465615651648405,None,None,0.00346458989510598,0.8730766535667069,1356.1395869397372,0.9571415216123516,0.6640656273599859,2706
Most Omega Ratio,BNB-USD,EMA,16,18,false,40,15.539831614202372,50.0,2.316940463991324,62.71874427979427,3.0686699409204348,3.849079866159668,36 days 21:00:00,0.014781966001478197,0.44345898004434586,0.8869179600886917,27.81319036797972,0,0,2706,2707 days 00:00:00,1000.0,1357139.5869397412,135613.9586939741,27966.946809926736,100.0,55615.75860850887,62.48123090153832,503 days 00:00:00,40,0,0.0,1564.4164038756523,-12.033186666753416,132.09458345520787,-6.6570948956193225,60 days 15:36:00,13 days 02:24:00,33903.48967349351,1.5822952911970845,2.6324364904554285,1.4628757803172494,4.560342065571651,63.18375151808331,1.3389659481032736,0.41283924843423797,-0.0465615651648405,None,None,0.00346458989510598,0.8730766535667069,1356.1395869397372,0.9571415216123516,0.6640656273599859,2706
