Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Profit Factor,BNB-USD,SMA,31,36,false,58,10.629932713350565,54.385964912280706,4.310832440771572,23.95934505887851,2.5128713414887853,0.5974857469555808,26 days 21:28:25.263157894,0.02106430155210643,0.6430155210643015,1.2749445676274944,15.406230747394163,0,0,2706,2707 days 00:00:00,1000.0,447767.9891472281,44676.79891472281,27966.946809926736,100.0,15544.783697515073,71.67540559672791,1023 days 00:00:00,57,1,-27221.34730093868,554.5336737886576,-21.50094537051821,48.62059375102189,-5.444451458677058,33 days 09:17:25.161290323,19 days 03:41:32.307692307,8315.60239382749,1.363589368158036,1.7823259668285436,1.3857834233797561,3.8594202392665315,53.14163286344716,1.3430123300655685,0.42698998418555617,-0.04976360657747734,None,None,0.003164435155469805,0.7974376591783909,446.76798914722986,0.7651913344048511,0.7038162615453898,2706
Least Max Drawdown Duration,BNB-USD,SMA,31,36,false,58,10.629932713350565,54.385964912280706,4.310832440771572,23.95934505887851,2.5128713414887853,0.5974857469555808,26 days 21:28:25.263157894,0.02106430155210643,0.6430155210643015,1.2749445676274944,15.406230747394163,0,0,2706,2707 days 00:00:00,1000.0,447767.9891472281,44676.79891472281,27966.946809926736,100.0,15544.783697515073,71.67540559672791,1023 days 00:00:00,57,1,-27221.34730093868,554.5336737886576,-21.50094537051821,48.62059375102189,-5.444451458677058,33 days 09:17:25.161290323,19 days 03:41:32.307692307,8315.60239382749,1.363589368158036,1.7823259668285436,1.3857834233797561,3.8594202392665315,53.14163286344716,1.3430123300655685,0.42698998418555617,-0.04976360657747734,None,None,0.003164435155469805,0.7974376591783909,446.76798914722986,0.7651913344048511,0.7038162615453898,2706
Least Total Trades,BNB-USD,SMA,33,39,false,54,10.597419913757587,60.37735849056604,4.1496751647328844,25.21411662410058,2.320248938934633,0.07932175366784557,28 days 20:22:38.490566037,0.01958610495195861,0.5986696230598669,1.1862527716186253,15.09492569513782,0,0,2706,2707 days 00:00:00,1000.0,302853.34075625485,30185.334075625484,27966.946809926736,100.0,10194.804927023974,70.54003120838638,1038 days 00:00:00,53,1,-18948.85415854311,590.0506626367329,-37.79320852565494,46.70772769917287,-7.538052633152427,36 days 08:15:00,17 days 10:17:08.571428571,6052.871602166,1.3069102753671715,1.6451948454975986,1.3709570095628545,3.4214862198297737,54.87455109426522,1.3150341649206152,0.4262381454162275,-0.048129499126492975,None,None,0.0030401827886755136,0.7661260627462294,301.85334075625417,0.7020912665010923,0.7055058611286139,2706
Mean Total Trades,BNB-USD,SMA,33,36,false,72,10.299088831568804,60.56338028169014,4.051999426099855,18.481506632143464,2.3536601230207794,0.2305879643742383,21 days 17:54:55.774647886,0.0262379896526238,0.7982261640798226,1.5853658536585364,14.752422145391678,0,0,2706,2707 days 00:00:00,1000.0,345157.8814459034,34415.78814459034,27966.946809926736,100.0,13663.569432428969,70.54847984675861,1038 days 00:00:00,71,1,-21595.754370277864,515.1945013214697,-46.29272004620289,35.419969478180754,-7.5311327385566535,25 days 20:39:04.186046511,15 days 10:17:08.571428571,5151.459659382834,1.3198744849566684,1.6994684004990983,1.373973956584799,3.38140746002323,52.39108068914537,1.3338090662583284,0.4353128313891834,-0.04812949912649299,None,None,0.003114583019231002,0.7848749208462125,344.1578814459022,0.7229358643077874,0.7156719250375408,2706
Least Win Rate [%],BNB-USD,SMA,13,21,false,70,8.716455556576337,50.0,1.8096714825885463,25.657788741504493,3.078215376805501,3.661206322483514,21 days 05:49:42.857142857,0.025868440502586843,0.7760532150776053,1.5521064301552105,19.911809444626545,0,0,2706,2707 days 00:00:00,1000.0,1304597.0929099065,130359.70929099065,27966.946809926736,100.0,98368.10690457361,63.97311203658326,829 days 00:00:00,70,0,0.0,677.2244624903499,-19.76648646932869,57.314021993048094,-5.998444510039108,30 days 16:27:25.714285714,11 days 19:12:00,18622.815612998667,1.577241729240043,2.5490949726480028,1.4605643355571554,4.613544142417259,63.72993334368046,1.4071515162240475,0.41431556948798326,-0.046561565164840495,None,None,0.003445238067394049,0.8681999929833003,1303.5970929099055,0.9499607916750696,0.6624722348681309,2706
Median Best Trade [%],BNB-USD,SMA,13,21,false,70,8.716455556576337,50.0,1.8096714825885463,25.657788741504493,3.078215376805501,3.661206322483514,21 days 05:49:42.857142857,0.025868440502586843,0.7760532150776053,1.5521064301552105,19.911809444626545,0,0,2706,2707 days 00:00:00,1000.0,1304597.0929099065,130359.70929099065,27966.946809926736,100.0,98368.10690457361,63.97311203658326,829 days 00:00:00,70,0,0.0,677.2244624903499,-19.76648646932869,57.314021993048094,-5.998444510039108,30 days 16:27:25.714285714,11 days 19:12:00,18622.815612998667,1.577241729240043,2.5490949726480028,1.4605643355571554,4.613544142417259,63.72993334368046,1.4071515162240475,0.41431556948798326,-0.046561565164840495,None,None,0.003445238067394049,0.8681999929833003,1303.5970929099055,0.9499607916750696,0.6624722348681309,2706
Most Expectancy,BNB-USD,SMA,13,21,false,70,8.716455556576337,50.0,1.8096714825885463,25.657788741504493,3.078215376805501,3.661206322483514,21 days 05:49:42.857142857,0.025868440502586843,0.7760532150776053,1.5521064301552105,19.911809444626545,0,0,2706,2707 days 00:00:00,1000.0,1304597.0929099065,130359.70929099065,27966.946809926736,100.0,98368.10690457361,63.97311203658326,829 days 00:00:00,70,0,0.0,677.2244624903499,-19.76648646932869,57.314021993048094,-5.998444510039108,30 days 16:27:25.714285714,11 days 19:12:00,18622.815612998667,1.577241729240043,2.5490949726480028,1.4605643355571554,4.613544142417259,63.72993334368046,1.4071515162240475,0.41431556948798326,-0.046561565164840495,None,None,0.003445238067394049,0.8681999929833003,1303.5970929099055,0.9499607916750696,0.6624722348681309,2706
Median Total Trades,BNB-USD,SMA,33,37,false,66,8.43728151341132,63.07692307692307,3.3880443831544667,19.827828085266372,2.2271713619904903,-0.18668990794283358,23 days 18:49:50.769230768,0.02402069475240207,0.7317073170731707,1.4523281596452329,14.508166891658322,0,0,2706,2707 days 00:00:00,1000.0,228458.00084539392,22745.80008453939,27966.946809926736,100.0,9890.451402920695,71.91077007008968,1041 days 00:00:00,65,1,-14294.10462688544,568.1595577042456,-39.382577718869605,36.24859993986062,-8.224323832998797,29 days 14:38:02.926829268,13 days 20:00:00,3719.2631611119887,1.2579898358710897,1.5017797731876754,1.3519163791942879,3.373939655771671,53.20567080977204,1.3286647461368966,0.4300052826201795,-0.04812949912649312,None,None,0.0029527119331997655,0.7440834071663409,227.4580008453937,0.65800549075268,0.7118535409499702,2706
Most Win Rate [%],BNB-USD,SMA,33,37,false,66,8.43728151341132,63.07692307692307,3.3880443831544667,19.827828085266372,2.2271713619904903,-0.18668990794283358,23 days 18:49:50.769230768,0.02402069475240207,0.7317073170731707,1.4523281596452329,14.508166891658322,0,0,2706,2707 days 00:00:00,1000.0,228458.00084539392,22745.80008453939,27966.946809926736,100.0,9890.451402920695,71.91077007008968,1041 days 00:00:00,65,1,-14294.10462688544,568.1595577042456,-39.382577718869605,36.24859993986062,-8.224323832998797,29 days 14:38:02.926829268,13 days 20:00:00,3719.2631611119887,1.2579898358710897,1.5017797731876754,1.3519163791942879,3.373939655771671,53.20567080977204,1.3286647461368966,0.4300052826201795,-0.04812949912649312,None,None,0.0029527119331997655,0.7440834071663409,227.4580008453937,0.65800549075268,0.7118535409499702,2706
Most Worst Trade [%],BNB-USD,SMA,13,17,false,98,7.384953869336354,51.02040816326531,1.9347914625157816,14.997840410937657,2.900813853095417,2.1314346605450845,15 days 06:36:44.081632652,0.03621581670362158,1.0864745011086474,2.172949002217295,16.294771178180603,0,0,2706,2707 days 00:00:00,1000.0,876766.6659022536,87576.66659022536,27966.946809926736,100.0,69911.01007480783,61.91190069000232,829 days 00:00:00,98,0,0.0,623.2338262746352,-17.679026998993567,35.16542883153847,-6.010064193854859,20 days 06:43:12,10 days 01:30:00,8936.394550023006,1.5093823381317657,2.412263451874391,1.430955197791224,4.552790048245756,63.31590084771017,1.3867899139087816,0.42698998418555617,-0.04902256696039699,None,None,0.00330148960213774,0.8319753797387105,875.7666659022523,0.8791390268343298,0.6633723604768904,2706
