Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Profit Factor,ETH-USD,SMA,30,37,false,43,3.7005428831255895,53.48837209302325,5.446511439392044,12.83254148215853,1.2915564368032049,2.4139340113441228,32 days 10:36:16.744186046,0.015890613451589063,0.4767184035476718,0.9534368070953436,6.117508688833889,0,0,2706,2707 days 00:00:00,1000.0,14323.504400486641,1332.350440048664,390.2683636008815,100.0,360.78289616492106,87.06278637504687,1088 days 00:00:00,43,0,0.0,369.1330469229145,-31.215249501464935,31.93336152246964,-9.13340156419924,41 days 09:23:28.695652174,22 days 03:36:00,309.84893954620094,0.884891771126176,0.49594215274189607,1.210768764034977,-0.5022087354915434,18.055607197145612,1.1612823022896785,0.37202230106436907,-0.0454567557578594,None,None,0.0015786985491192563,0.3978320343780526,13.323504400486641,0.2812058745899766,0.5410728668872887,2706
Most Win Rate [%],ETH-USD,SMA,30,41,false,36,3.241689464412017,63.888888888888886,3.8713328799365847,14.87991949356253,1.304555792543705,2.586798076567729,38 days 01:59:59.999999998,0.013303769401330377,0.3991130820399113,0.7982261640798226,5.938770529581498,0,0,2706,2707 days 00:00:00,1000.0,14998.13815908877,1399.813815908877,390.2683636008815,100.0,316.85696616016077,78.66947472246778,1085 days 00:00:00,36,0,0.0,336.7121173123134,-29.717501215614096,30.422389092382645,-12.618295950503816,46 days 05:13:02.608695652,23 days 16:36:55.384615384,388.8371710857992,0.8973543874888201,0.5601841044911752,1.214327979641763,-0.591242196610553,18.33562470521511,1.1520978754218956,0.363727959697733,-0.044610256851438664,None,None,0.0015850500963299201,0.39943262427513987,13.99813815908878,0.2867069591962941,0.5357050062158766,2706
Mean Worst Trade [%],ETH-USD,SMA,32,35,false,59,2.644390313520005,55.932203389830505,3.6413190149363532,9.318298631812421,1.3066907874581835,2.680737468207093,23 days 16:40:40.677966100,0.02180339985218034,0.6541019955654102,1.3082039911308203,6.095117730342936,0,0,2706,2707 days 00:00:00,1000.0,15364.753885616337,1436.4753885616337,390.2683636008815,100.0,564.1190670039317,87.40832635974192,1091 days 00:00:00,59,0,0.0,349.08792063371214,-28.769572069906584,23.46702989626226,-8.63970643460468,28 days 22:32:43.636363636,17 days 00:55:23.076923077,243.47040484095487,0.8966340407148047,0.5095542735964947,1.213594254166095,-0.5108663226478428,17.399535477036345,1.1921293217794844,0.3727180527383367,-0.045828116306929234,None,None,0.0016199011348023908,0.4082150859702025,14.364753885616294,0.2896029639516844,0.5479235782995897,2706
Median Total Trades,ETH-USD,SMA,29,35,false,47,2.635244535502458,57.446808510638306,3.8117528866197894,11.07050217939971,1.2696038676497865,2.239054947992692,29 days 12:15:19.148936169,0.01736881005173688,0.5210643015521064,1.0421286031042127,5.768443485939981,0,0,2706,2707 days 00:00:00,1000.0,13641.006741664462,1264.1006741664462,390.2683636008815,100.0,478.44893323037087,86.28539182008466,1086 days 00:00:00,47,0,0.0,340.81055740404577,-24.134012144004224,25.95900735032498,-9.02897980134941,34 days 15:06:39.999999999,22 days 14:24:00,268.95759024818005,0.8739266426677016,0.4895229477705437,1.2089376682663955,-0.5472786816103898,17.79390039911725,1.185560420537489,0.3651033787191125,-0.04528107429257548,None,None,0.0015682778552389457,0.39520601952021434,12.641006741664434,0.27539615926455774,0.5442453575573492,2706
Median Omega Ratio,ETH-USD,SMA,30,40,false,39,2.5066684979293843,58.97435897435898,3.6618234044264524,13.177172878261391,1.2304806502762555,1.8144753072894322,35 days 08:36:55.384615383,0.014412416851441241,0.43237250554323725,0.8647450110864745,5.697447253350269,0,0,2706,2707 days 00:00:00,1000.0,11984.006725709347,1098.4006725709348,390.2683636008815,100.0,292.71111807769637,84.18883081922279,1087 days 00:00:00,39,0,0.0,336.71211731231347,-29.717501215614096,30.092064123441777,-11.13798328668542,43 days 04:10:26.086956521,24 days 03:00:00,281.6411980951116,0.8509159695880293,0.47246691385278067,1.2019521951645986,-0.6230210047452186,18.416008059680067,1.1424332418964755,0.3671717171717172,-0.044713096039065224,None,None,0.0015008933768386515,0.3782251309633402,10.984006725709293,0.2601121642285269,0.5349459075216506,2706
Most Expectancy,ETH-USD,SMA,12,32,false,39,2.3225537653259236,51.28205128205128,1.9015697334298687,18.28262624600673,1.9003471604604185,15.925759320281756,33 days 09:50:46.153846152,0.014412416851441241,0.43237250554323725,0.8647450110864745,7.904904917896479,0,0,2706,2707 days 00:00:00,1000.0,67055.8839262873,6605.58839262873,390.2683636008815,100.0,2742.2947381750178,54.10870294963247,565 days 00:00:00,39,0,0.0,292.83250873165133,-18.086827140476096,45.54217621387996,-10.41163687807036,51 days 18:00:00,14 days 02:31:34.736842105,1693.740613494545,1.2187357866177382,1.4102475695629904,1.309426214798001,0.4704831540103582,12.420298704396252,1.2747649326415829,0.3354711396151948,-0.042075420793830025,None,None,0.002087834162298009,0.5261342088990982,66.05588392628717,0.4791990983897716,0.5195569256103163,2706
Least Max Drawdown Duration,ETH-USD,SMA,9,36,false,35,2.190261437614074,54.285714285714285,2.4383600738516593,16.491861216221412,1.600804936186993,6.66485154739463,37 days 17:49:42.857142856,0.012934220251293422,0.38802660753880264,0.7760532150776053,6.399280959731146,0,0,2706,2707 days 00:00:00,1000.0,30913.490706453867,2991.3490706453867,390.2683636008815,100.0,869.5043944858643,62.376176590073925,1019 days 00:00:00,35,0,0.0,303.051122007106,-19.97950306191599,39.23927037142515,-10.520687155583017,56 days 20:12:37.894736842,15 days 01:30:00,854.6711630415388,1.0604856405348977,0.9431044935285913,1.2584901619686248,0.0792227230888758,10.50607682976748,1.2291376217477825,0.3394359228104899,-0.042315958150249716,None,None,0.001789758532919566,0.4510191502957306,29.913490706453857,0.37632449050112426,0.5118425093713269,2706
Most Total Return [%],ETH-USD,SMA,2,33,false,63,1.705674422746257,42.857142857142854,1.68371011669719,11.705766482737271,1.9539703929840018,16.95966805179345,20 days 14:05:42.857142857,0.02328159645232816,0.6984478935698447,1.3968957871396894,8.175867942488336,0,0,2706,2707 days 00:00:00,1000.0,71090.90261388461,7009.090261388461,390.2683636008815,100.0,4520.75337217269,52.16723003690298,568 days 00:00:00,63,0,0.0,337.9299385333797,-19.490367745397712,36.33059301587676,-6.762853417117346,37 days 16:00:00,7 days 18:40:00,1112.5540097441997,1.2505267407355232,1.4894646974904264,1.3162768021080296,0.40512584147626274,12.258238359049413,1.3318540423696617,0.33284096504185134,-0.04111450817972949,None,None,0.002079090183666931,0.5239307262840667,70.09090261388455,0.4872673412829662,0.5042281033653132,2706
Most Sharpe Ratio,ETH-USD,SMA,2,33,false,63,1.705674422746257,42.857142857142854,1.68371011669719,11.705766482737271,1.9539703929840018,16.95966805179345,20 days 14:05:42.857142857,0.02328159645232816,0.6984478935698447,1.3968957871396894,8.175867942488336,0,0,2706,2707 days 00:00:00,1000.0,71090.90261388461,7009.090261388461,390.2683636008815,100.0,4520.75337217269,52.16723003690298,568 days 00:00:00,63,0,0.0,337.9299385333797,-19.490367745397712,36.33059301587676,-6.762853417117346,37 days 16:00:00,7 days 18:40:00,1112.5540097441997,1.2505267407355232,1.4894646974904264,1.3162768021080296,0.40512584147626274,12.258238359049413,1.3318540423696617,0.33284096504185134,-0.04111450817972949,None,None,0.002079090183666931,0.5239307262840667,70.09090261388455,0.4872673412829662,0.5042281033653132,2706
Most Calmar Ratio,ETH-USD,SMA,2,33,false,63,1.705674422746257,42.857142857142854,1.68371011669719,11.705766482737271,1.9539703929840018,16.95966805179345,20 days 14:05:42.857142857,0.02328159645232816,0.6984478935698447,1.3968957871396894,8.175867942488336,0,0,2706,2707 days 00:00:00,1000.0,71090.90261388461,7009.090261388461,390.2683636008815,100.0,4520.75337217269,52.16723003690298,568 days 00:00:00,63,0,0.0,337.9299385333797,-19.490367745397712,36.33059301587676,-6.762853417117346,37 days 16:00:00,7 days 18:40:00,1112.5540097441997,1.2505267407355232,1.4894646974904264,1.3162768021080296,0.40512584147626274,12.258238359049413,1.3318540423696617,0.33284096504185134,-0.04111450817972949,None,None,0.002079090183666931,0.5239307262840667,70.09090261388455,0.4872673412829662,0.5042281033653132,2706
