Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Median Avg Winning Trade [%],IPG,false,31,59,false,78,41.02564102564102,1.2106685389866705,0.006871641265086777,4.01687732969126,2.3676565583002454,0.1443044665668223,0.2886089331336446,0.5796533403254589,0.5084786190098864,0,0,11351,11352 days 00:00:00,1000.0,6147.11699864127,514.711699864127,3250.231279599238,100.0,920.9754158802327,63.44263424466258,3542 days 00:00:00,78,0,0.0,88.50416703323505,-24.880254394686542,21.455955157567722,-8.114655072309757,162 days 09:45:00,41 days 00:00:00,65.98867946975992,0.3510497678575577,0.09477457331159052,1.0693843350463337,-0.10803839276480379,13.721350340391043,1.06615259030458,0.4114136516225289,-0.021551679088937174,None,None,0.0002614667068891981,0.06588961013607791,5.147116998641281,0.04113610261459799,0.22588864979926707,-0.8416384387490135,16440.93253968254,1.3171995662149754,0.545349692293207,90 days 19:23:04.615384615
Most Calmar Ratio,IPG,false,31,59,false,78,41.02564102564102,1.2106685389866705,0.006871641265086777,4.01687732969126,2.3676565583002454,0.1443044665668223,0.2886089331336446,0.5796533403254589,0.5084786190098864,0,0,11351,11352 days 00:00:00,1000.0,6147.11699864127,514.711699864127,3250.231279599238,100.0,920.9754158802327,63.44263424466258,3542 days 00:00:00,78,0,0.0,88.50416703323505,-24.880254394686542,21.455955157567722,-8.114655072309757,162 days 09:45:00,41 days 00:00:00,65.98867946975992,0.3510497678575577,0.09477457331159052,1.0693843350463337,-0.10803839276480379,13.721350340391043,1.06615259030458,0.4114136516225289,-0.021551679088937174,None,None,0.0002614667068891981,0.06588961013607791,5.147116998641281,0.04113610261459799,0.22588864979926707,-0.8416384387490135,16440.93253968254,1.3171995662149754,0.545349692293207,90 days 19:23:04.615384615
Most Max Drawdown Duration,IPG,false,26,70,false,77,40.25974025974026,1.2213887555572578,0.0067835433001497665,4.075237013723397,2.326991111170111,0.1424544093031451,0.2849088186062902,0.5805354815602796,0.5178022781322026,0,0,11351,11352 days 00:00:00,1000.0,6485.493178970301,548.5493178970302,3250.231279599238,100.0,964.8024651475644,68.60848480992858,6357 days 00:00:00,77,0,0.0,87.82797396228902,-23.61656243896483,21.665121983246113,-7.778815900520172,168 days 17:01:56.129032258,41 days 05:44:20.869565217,71.24017115545837,0.3572713946039774,0.09030305544222905,1.0705533146901032,-0.08980125486321427,13.861627514054794,1.0647682772645772,0.41528487719735696,-0.02155167908893718,None,None,0.0002663994012264434,0.06713264910906373,5.485493178970357,0.042375283121930396,0.22614224628536642,-0.8312276048353495,16440.93253968254,1.3087287415913258,0.5462716321100292,92 days 13:24:09.350649350
Most Total Return [%],IPG,false,27,76,false,71,38.028169014084504,1.2453379284593549,0.0062549555105277065,4.613055034379537,2.294206777090578,0.13135406572108185,0.2627081314421637,0.6059435341608572,0.5208294198013272,0,0,11351,11352 days 00:00:00,1000.0,6657.330861100647,565.7330861100647,3250.231279599238,100.0,857.4585170826739,71.93766867897557,6357 days 00:00:00,71,0,0.0,91.43049068450928,-25.174999999999986,24.750028656987933,-7.7437242340392505,198 days 07:06:40,41 days 07:38:10.909090909,79.68071635353016,0.35993764898566366,0.0873657043919783,1.0708034935234807,-0.10730005725868819,13.482767670800618,1.0596326672125052,0.41953232462173323,-0.02173888259657141,None,None,0.00026976455565950346,0.06798066802619487,5.657330861100622,0.04298057212434636,0.2273025532743252,-0.825940667773088,16440.93253968254,1.2567053155171228,0.5081497962659949,101 days 00:20:16.901408450
Most Sharpe Ratio,IPG,false,27,76,false,71,38.028169014084504,1.2453379284593549,0.0062549555105277065,4.613055034379537,2.294206777090578,0.13135406572108185,0.2627081314421637,0.6059435341608572,0.5208294198013272,0,0,11351,11352 days 00:00:00,1000.0,6657.330861100647,565.7330861100647,3250.231279599238,100.0,857.4585170826739,71.93766867897557,6357 days 00:00:00,71,0,0.0,91.43049068450928,-25.174999999999986,24.750028656987933,-7.7437242340392505,198 days 07:06:40,41 days 07:38:10.909090909,79.68071635353016,0.35993764898566366,0.0873657043919783,1.0708034935234807,-0.10730005725868819,13.482767670800618,1.0596326672125052,0.41953232462173323,-0.02173888259657141,None,None,0.00026976455565950346,0.06798066802619487,5.657330861100622,0.04298057212434636,0.2273025532743252,-0.825940667773088,16440.93253968254,1.2567053155171228,0.5081497962659949,101 days 00:20:16.901408450
Most Omega Ratio,IPG,false,27,76,false,71,38.028169014084504,1.2453379284593549,0.0062549555105277065,4.613055034379537,2.294206777090578,0.13135406572108185,0.2627081314421637,0.6059435341608572,0.5208294198013272,0,0,11351,11352 days 00:00:00,1000.0,6657.330861100647,565.7330861100647,3250.231279599238,100.0,857.4585170826739,71.93766867897557,6357 days 00:00:00,71,0,0.0,91.43049068450928,-25.174999999999986,24.750028656987933,-7.7437242340392505,198 days 07:06:40,41 days 07:38:10.909090909,79.68071635353016,0.35993764898566366,0.0873657043919783,1.0708034935234807,-0.10730005725868819,13.482767670800618,1.0596326672125052,0.41953232462173323,-0.02173888259657141,None,None,0.00026976455565950346,0.06798066802619487,5.657330861100622,0.04298057212434636,0.2273025532743252,-0.825940667773088,16440.93253968254,1.2567053155171228,0.5081497962659949,101 days 00:20:16.901408450
Most Sortino Ratio,IPG,false,27,76,false,71,38.028169014084504,1.2453379284593549,0.0062549555105277065,4.613055034379537,2.294206777090578,0.13135406572108185,0.2627081314421637,0.6059435341608572,0.5208294198013272,0,0,11351,11352 days 00:00:00,1000.0,6657.330861100647,565.7330861100647,3250.231279599238,100.0,857.4585170826739,71.93766867897557,6357 days 00:00:00,71,0,0.0,91.43049068450928,-25.174999999999986,24.750028656987933,-7.7437242340392505,198 days 07:06:40,41 days 07:38:10.909090909,79.68071635353016,0.35993764898566366,0.0873657043919783,1.0708034935234807,-0.10730005725868819,13.482767670800618,1.0596326672125052,0.41953232462173323,-0.02173888259657141,None,None,0.00026976455565950346,0.06798066802619487,5.657330861100622,0.04298057212434636,0.2273025532743252,-0.825940667773088,16440.93253968254,1.2567053155171228,0.5081497962659949,101 days 00:20:16.901408450
Most Expectancy,IPG,false,42,66,false,60,38.333333333333336,1.2298838401927317,0.005285877896220597,5.357669862552242,2.269780932744549,0.11100343582063255,0.2220068716412651,0.594719762735955,0.508590159252846,0,0,11351,11352 days 00:00:00,1000.0,6253.183069425071,525.3183069425071,3250.231279599238,100.0,727.0124979973135,70.3059166758495,6357 days 00:00:00,60,0,0.0,80.41448950478906,-23.616562438964838,28.516586796045917,-9.038413636646531,227 days 20:52:10.434782608,53 days 02:35:40.540540540,87.55305115708461,0.35188394110454224,0.08635229662145176,1.0691643121762653,-0.1059206574029278,13.485444410812883,1.0552007533351393,0.422021796317174,-0.021822232168094115,None,None,0.00026612826374012975,0.06706432246251269,5.253183069425116,0.041531563018365025,0.229370866780827,-0.8383750995691358,16440.93253968254,1.1552604425765844,0.4541075279240905,120 days 02:24:00
Mean Total Trades,IPG,false,28,67,false,76,39.473684210526315,1.2215670849192852,0.006695445335212756,4.107161376192649,2.2695678999038402,0.1406043520394679,0.2812087040789358,0.5774847640210966,0.5044962921051143,0,0,11351,11352 days 00:00:00,1000.0,6012.432892834358,501.2432892834358,3250.231279599238,100.0,870.907813542887,68.8921864672231,6357 days 00:00:00,76,0,0.0,93.3365778939581,-25.17499999999999,22.414947767545435,-7.8326993138200365,174 days 19:12:00,40 days 22:57:23.478260870,65.95306437939945,0.34811562455157863,0.08618193414337035,1.0686780441703922,-0.08012929437207082,13.735218430554353,1.0632223304313844,0.41510845175766636,-0.021588119504341707,None,None,0.00026024533430794123,0.06558182424560119,5.012432892834377,0.04062421398234939,0.2267285123982394,-0.8457822701942489,16440.93253968254,1.3002027306914532,0.5185184355750813,93 days 18:56:50.526315789
Most Profit Factor,IPG,false,30,71,false,70,38.57142857142858,1.2518444596650502,0.006166857545590697,4.516658735459659,2.2462660868928133,0.12950400845740465,0.2590080169148093,0.5849254110761782,0.5149430583130297,0,0,11351,11352 days 00:00:00,1000.0,6430.45804927745,543.045804927745,3250.231279599238,100.0,824.392860054494,70.56361632391092,6357 days 00:00:00,70,0,0.0,91.4304906845093,-25.17499999999998,23.975603828960256,-7.701748648831417,194 days 12:26:39.999999998,44 days 10:02:47.441860465,77.57797213253485,0.3559945568400407,0.0873886777830911,1.0700509385107724,-0.10942113907042499,13.563993600610369,1.0572818342326005,0.419,-0.0216915760555466,None,None,0.00026638819034664285,0.067129823967354,5.430458049277553,0.0421781055992585,0.22694379478105903,-0.8329208729433236,16440.93253968254,1.2478238945777913,0.5086262456030365,102 days 07:32:34.285714286
