Metric Type,Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
Mean Avg Losing Trade [%],APT21794-USD,true,2,85,4,75.0,11.292506704884424,4.62962962962963,873.6504887683724,52.94851447081045,0.1388888888888889,1,121.34034566227395,2.207709739687885,0,0,864,865 days 00:00:00,1000.0,4494.601955073489,349.4601955073489,-13.889076944718049,100.0,23.559970603679936,51.116165532407024,333 days 00:00:00,4,0,0.0,124.02919021427878,-9.531599012961115,74.23167879825706,-9.531599012961115,113 days 08:00:00,7 days 00:00:00,1.1628226154934431,1.732214269272556,1.3306478058261477,26.160793398890842,86 days 18:00:00,0
Mean Profit Factor,APT21794-USD,true,2,85,4,75.0,11.292506704884424,4.62962962962963,873.6504887683724,52.94851447081045,0.1388888888888889,1,121.34034566227395,2.207709739687885,0,0,864,865 days 00:00:00,1000.0,4494.601955073489,349.4601955073489,-13.889076944718049,100.0,23.559970603679936,51.116165532407024,333 days 00:00:00,4,0,0.0,124.02919021427878,-9.531599012961115,74.23167879825706,-9.531599012961115,113 days 08:00:00,7 days 00:00:00,1.1628226154934431,1.732214269272556,1.3306478058261477,26.160793398890842,86 days 18:00:00,0
Least Max Drawdown [%],APT21794-USD,true,2,78,6,66.66666666666666,8.187462745327077,6.944444444444444,581.9871300905035,52.9079209173185,0.20833333333333331,1,121.24731876885488,2.287233778443639,0,0,864,865 days 00:00:00,1000.0,4491.922780543022,349.1922780543022,-13.889076944718049,100.0,29.939047885839948,44.42496741341671,398 days 00:00:00,6,0,0.0,90.00607499311778,-13.20668684780269,53.75411443867441,-8.102020955791474,80 days 18:00:00,11 days 00:00:00,1.1701910139118787,1.9920491595521455,1.3353914446077646,26.141503603455693,57 days 11:59:59.999999999,0
Most Calmar Ratio,APT21794-USD,true,2,78,6,66.66666666666666,8.187462745327077,6.944444444444444,581.9871300905035,52.9079209173185,0.20833333333333331,1,121.24731876885488,2.287233778443639,0,0,864,865 days 00:00:00,1000.0,4491.922780543022,349.1922780543022,-13.889076944718049,100.0,29.939047885839948,44.42496741341671,398 days 00:00:00,6,0,0.0,90.00607499311778,-13.20668684780269,53.75411443867441,-8.102020955791474,80 days 18:00:00,11 days 00:00:00,1.1701910139118787,1.9920491595521455,1.3353914446077646,26.141503603455693,57 days 11:59:59.999999999,0
Most Omega Ratio,APT21794-USD,true,2,78,6,66.66666666666666,8.187462745327077,6.944444444444444,581.9871300905035,52.9079209173185,0.20833333333333331,1,121.24731876885488,2.287233778443639,0,0,864,865 days 00:00:00,1000.0,4491.922780543022,349.1922780543022,-13.889076944718049,100.0,29.939047885839948,44.42496741341671,398 days 00:00:00,6,0,0.0,90.00607499311778,-13.20668684780269,53.75411443867441,-8.102020955791474,80 days 18:00:00,11 days 00:00:00,1.1701910139118787,1.9920491595521455,1.3353914446077646,26.141503603455693,57 days 11:59:59.999999999,0
Most Sortino Ratio,APT21794-USD,true,2,78,6,66.66666666666666,8.187462745327077,6.944444444444444,581.9871300905035,52.9079209173185,0.20833333333333331,1,121.24731876885488,2.287233778443639,0,0,864,865 days 00:00:00,1000.0,4491.922780543022,349.1922780543022,-13.889076944718049,100.0,29.939047885839948,44.42496741341671,398 days 00:00:00,6,0,0.0,90.00607499311778,-13.20668684780269,53.75411443867441,-8.102020955791474,80 days 18:00:00,11 days 00:00:00,1.1701910139118787,1.9920491595521455,1.3353914446077646,26.141503603455693,57 days 11:59:59.999999999,0
Most Total Return [%],APT21794-USD,true,31,41,11,63.63636363636363,7.980581001043531,12.731481481481481,325.8340390607765,52.36084190600173,0.3819444444444444,1,124.45050103015768,2.2137685170211725,0,0,864,865 days 00:00:00,1000.0,4584.174429668541,358.41744296685414,-13.889076944718049,100.0,49.820644060152446,54.992574531556684,284 days 00:00:00,11,0,0.0,76.46505168272726,-12.159075488240296,31.707503598687648,-6.33941459855532,46 days 20:34:17.142857142,7 days 12:00:00,1.1794775536170048,1.6387783176604276,1.3307424151487233,26.805706483839348,32 days 13:05:27.272727271,0
Most Sharpe Ratio,APT21794-USD,true,31,41,11,63.63636363636363,7.980581001043531,12.731481481481481,325.8340390607765,52.36084190600173,0.3819444444444444,1,124.45050103015768,2.2137685170211725,0,0,864,865 days 00:00:00,1000.0,4584.174429668541,358.41744296685414,-13.889076944718049,100.0,49.820644060152446,54.992574531556684,284 days 00:00:00,11,0,0.0,76.46505168272726,-12.159075488240296,31.707503598687648,-6.33941459855532,46 days 20:34:17.142857142,7 days 12:00:00,1.1794775536170048,1.6387783176604276,1.3307424151487233,26.805706483839348,32 days 13:05:27.272727271,0
Mean Total Trades,APT21794-USD,true,30,41,10,70.0,6.8029264244617895,11.574074074074073,328.76612830771757,49.813049743593574,0.3472222222222222,1,114.15490566240193,2.1362165460917826,0,0,864,865 days 00:00:00,1000.0,4287.661283077175,328.76612830771745,-13.889076944718049,100.0,45.052625893640446,55.49545043272748,284 days 00:00:00,10,0,0.0,76.51117803937811,-13.14165494492687,31.242921214520198,-9.833207832032558,47 days 10:17:08.571428571,11 days 00:00:00,1.142815424484501,1.5286140804721233,1.3152951595200113,24.67084073450581,36 days 11:59:59.999999999,0
Median Total Trades,APT21794-USD,true,2,77,7,57.14285714285714,7.443297949546678,8.101851851851851,483.5193427580471,44.40030695666181,0.24305555555555555,1,117.52206247591423,2.2614594120987275,0,0,864,865 days 00:00:00,1000.0,4384.63539930633,338.46353993063303,-13.889076944718049,100.0,34.25531016800768,44.42496741341671,404 days 00:00:00,7,0,0.0,90.00607499311778,-13.206686847802699,53.64258996798979,-6.0905023392549245,77 days 00:00:00,12 days 00:00:00,1.1571767896586496,1.948987036336146,1.3315179874929257,25.369044917657334,49 days 03:25:42.857142857,0
Least Total Trades,APT21794-USD,true,29,77,3,100.0,inf,3.472222222222222,934.1959582346263,42.46345264702847,0.10416666666666666,1,97.31207898277357,2.0078207519674334,0,0,864,865 days 00:00:00,1000.0,3802.587874703879,280.2587874703879,-13.889076944718049,100.0,12.515704330104763,51.4813103312046,333 days 00:00:00,3,0,0.0,73.82697621251951,31.3424583473524,57.30041615787332,NaN,116 days 16:00:00,NaT,1.0801597363691064,1.4704488610046362,1.2981186240152909,21.178359482483035,NaT,0
