Metric Type,Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
Most Total Return [%],AVAX-USD_BTC-USD,true,4,20,42,39.02439024390244,1.6628355353997302,25.246305418719214,452.65476573804574,166.26437676328587,0.7758620689655172,2,351.1976630726217,2.482979147760302,0,0,1624,1625 days 00:00:00,1000.0,19184.70801525582,1818.470801525582,-50.857256066819765,100.0,1324.6277637573519,67.61109306506522,504 days 00:00:00,41,1,-374.13738000404555,341.57533804611137,-12.083778490389186,48.689531892269116,-6.866998450627617,24 days 06:00:00,9 days 00:57:35.999999999,1.1716251480986104,1.3927483113163397,1.3999893546022615,36.75636874974831,14 days 23:24:52.682926827,0
Most Expectancy,AVAX-USD_BTC-USD,true,4,20,42,39.02439024390244,1.6628355353997302,25.246305418719214,452.65476573804574,166.26437676328587,0.7758620689655172,2,351.1976630726217,2.482979147760302,0,0,1624,1625 days 00:00:00,1000.0,19184.70801525582,1818.470801525582,-50.857256066819765,100.0,1324.6277637573519,67.61109306506522,504 days 00:00:00,41,1,-374.13738000404555,341.57533804611137,-12.083778490389186,48.689531892269116,-6.866998450627617,24 days 06:00:00,9 days 00:57:35.999999999,1.1716251480986104,1.3927483113163397,1.3999893546022615,36.75636874974831,14 days 23:24:52.682926827,0
Most Sharpe Ratio,AVAX-USD_BTC-USD,true,4,20,42,39.02439024390244,1.6628355353997302,25.246305418719214,452.65476573804574,166.26437676328587,0.7758620689655172,2,351.1976630726217,2.482979147760302,0,0,1624,1625 days 00:00:00,1000.0,19184.70801525582,1818.470801525582,-50.857256066819765,100.0,1324.6277637573519,67.61109306506522,504 days 00:00:00,41,1,-374.13738000404555,341.57533804611137,-12.083778490389186,48.689531892269116,-6.866998450627617,24 days 06:00:00,9 days 00:57:35.999999999,1.1716251480986104,1.3927483113163397,1.3999893546022615,36.75636874974831,14 days 23:24:52.682926827,0
Most Omega Ratio,AVAX-USD_BTC-USD,true,4,20,42,39.02439024390244,1.6628355353997302,25.246305418719214,452.65476573804574,166.26437676328587,0.7758620689655172,2,351.1976630726217,2.482979147760302,0,0,1624,1625 days 00:00:00,1000.0,19184.70801525582,1818.470801525582,-50.857256066819765,100.0,1324.6277637573519,67.61109306506522,504 days 00:00:00,41,1,-374.13738000404555,341.57533804611137,-12.083778490389186,48.689531892269116,-6.866998450627617,24 days 06:00:00,9 days 00:57:35.999999999,1.1716251480986104,1.3927483113163397,1.3999893546022615,36.75636874974831,14 days 23:24:52.682926827,0
Most Sortino Ratio,AVAX-USD_BTC-USD,true,4,20,42,39.02439024390244,1.6628355353997302,25.246305418719214,452.65476573804574,166.26437676328587,0.7758620689655172,2,351.1976630726217,2.482979147760302,0,0,1624,1625 days 00:00:00,1000.0,19184.70801525582,1818.470801525582,-50.857256066819765,100.0,1324.6277637573519,67.61109306506522,504 days 00:00:00,41,1,-374.13738000404555,341.57533804611137,-12.083778490389186,48.689531892269116,-6.866998450627617,24 days 06:00:00,9 days 00:57:35.999999999,1.1716251480986104,1.3927483113163397,1.3999893546022615,36.75636874974831,14 days 23:24:52.682926827,0
Mean Total Trades,AVAX-USD_BTC-USD,true,11,15,54,37.735849056603776,1.5710027005659173,32.635467980295566,312.6766332447679,143.56135594341958,0.9975369458128079,2,311.9064937540173,2.415545829092305,0,0,1624,1625 days 00:00:00,1000.0,17554.307254717987,1655.4307254717987,-50.857256066819765,100.0,1536.3796075364871,68.69962534472351,434 days 00:00:00,53,1,-17.55430725471524,177.67335808228034,-13.900608354085142,35.47844090351578,-6.046780756763448,16 days 01:12:00,9 days 10:10:54.545454545,1.1546560104738557,1.3148573609326777,1.3900995338250333,33.55053169397853,11 days 22:11:19.245283017,1
Most Best Trade [%],AVAX-USD_BTC-USD,true,7,16,50,38.0,1.449323139980293,30.788177339901477,313.6633071825688,136.8136555663179,0.9236453201970444,2,289.7136457967077,2.3755060691082837,0,0,1624,1625 days 00:00:00,1000.0,16683.165359128445,1568.3165359128445,-50.857256066819765,100.0,1506.2896800649105,66.07298611632112,746 days 00:00:00,50,0,0.0,467.37718267032636,-18.012646229622764,50.19744159707295,-7.588469321715985,19 days 20:12:37.894736842,8 days 00:46:27.096774193,1.1330931583482033,1.3343819981747937,1.382470391075954,31.837616049365348,12 days 12:28:47.999999999,0
Median Total Trades,AVAX-USD_BTC-USD,true,5,19,46,35.55555555555556,1.5990836609527752,27.70935960591133,354.9469273198189,130.37536357018138,0.8497536945812808,2,301.61746287028944,2.412041598128235,0,0,1624,1625 days 00:00:00,1000.0,16955.65607331853,1595.565607331853,-50.857256066819765,100.0,1265.4487041814398,68.74409675824089,636 days 00:00:00,45,1,-16.955656073318096,341.57533804611137,-12.826168424032419,48.78285989292982,-6.586773098922233,22 days 18:00:00,8 days 14:04:08.275862069,1.1397750175213754,1.2925124563852068,1.3886225182298573,32.37341120479424,13 days 14:56:00,1
Mean Best Trade [%],AVAX-USD_BTC-USD,true,4,13,60,35.59322033898305,1.4273477867981956,36.330049261083744,259.89944803623416,125.29587715245448,1.1083743842364533,3,288.0658906805551,2.4447010730497567,0,0,1624,1625 days 00:00:00,1000.0,16021.61620958348,1502.161620958348,-50.857256066819765,100.0,1970.8644240027022,60.62940331233588,694 days 00:00:00,59,1,-312.4512245543283,169.54551970623945,-11.825371056371809,33.893420601668474,-5.662178860299942,17 days 01:08:34.285714285,6 days 11:22:06.315789473,1.1294200827330676,1.4261108211259046,1.394922316496343,30.536820055425416,10 days 05:41:41.694915252,0
Most Worst Trade [%],AVAX-USD_BTC-USD,true,4,13,60,35.59322033898305,1.4273477867981956,36.330049261083744,259.89944803623416,125.29587715245448,1.1083743842364533,3,288.0658906805551,2.4447010730497567,0,0,1624,1625 days 00:00:00,1000.0,16021.61620958348,1502.161620958348,-50.857256066819765,100.0,1970.8644240027022,60.62940331233588,694 days 00:00:00,59,1,-312.4512245543283,169.54551970623945,-11.825371056371809,33.893420601668474,-5.662178860299942,17 days 01:08:34.285714285,6 days 11:22:06.315789473,1.1294200827330676,1.4261108211259046,1.394922316496343,30.536820055425416,10 days 05:41:41.694915252,0
Most Calmar Ratio,AVAX-USD_BTC-USD,true,4,13,60,35.59322033898305,1.4273477867981956,36.330049261083744,259.89944803623416,125.29587715245448,1.1083743842364533,3,288.0658906805551,2.4447010730497567,0,0,1624,1625 days 00:00:00,1000.0,16021.61620958348,1502.161620958348,-50.857256066819765,100.0,1970.8644240027022,60.62940331233588,694 days 00:00:00,59,1,-312.4512245543283,169.54551970623945,-11.825371056371809,33.893420601668474,-5.662178860299942,17 days 01:08:34.285714285,6 days 11:22:06.315789473,1.1294200827330676,1.4261108211259046,1.394922316496343,30.536820055425416,10 days 05:41:41.694915252,0
