Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],XMR-USD,SMA,15,16,false,201,0.5241609020280745,50.74626865671642,1.3410755791550888,1.8992716553904367,1.1519457132376605,11.235052169309995,7 days 04:39:24.179104477,0.07427937915742794,2.2283813747228383,4.4567627494456765,4.232301582411062,0,0,2706,2707 days 00:00:00,1000.0,9168.013541649168,816.8013541649168,66.75912312117104,100.0,1880.2497854764547,73.12564336950223,1019 days 00:00:00,201,0,0.0,139.2556040131093,-25.30139447187873,9.115328210457449,-5.535453280133152,9 days 04:00:00,5 days 03:52:43.636363636,40.6368832917869,0.7838641307692006,0.4761440318241544,1.1870972367312056,0.06780032721883118,25.215385982931323,1.275307232911491,0.4150548876110821,-0.04887876194210514,None,None,0.0014807571973811425,0.37315081374004794,8.168013541649175,0.22907988629788933,0.5729144327750897,2706
Most Sharpe Ratio,XMR-USD,SMA,15,16,false,201,0.5241609020280745,50.74626865671642,1.3410755791550888,1.8992716553904367,1.1519457132376605,11.235052169309995,7 days 04:39:24.179104477,0.07427937915742794,2.2283813747228383,4.4567627494456765,4.232301582411062,0,0,2706,2707 days 00:00:00,1000.0,9168.013541649168,816.8013541649168,66.75912312117104,100.0,1880.2497854764547,73.12564336950223,1019 days 00:00:00,201,0,0.0,139.2556040131093,-25.30139447187873,9.115328210457449,-5.535453280133152,9 days 04:00:00,5 days 03:52:43.636363636,40.6368832917869,0.7838641307692006,0.4761440318241544,1.1870972367312056,0.06780032721883118,25.215385982931323,1.275307232911491,0.4150548876110821,-0.04887876194210514,None,None,0.0014807571973811425,0.37315081374004794,8.168013541649175,0.22907988629788933,0.5729144327750897,2706
Most Omega Ratio,XMR-USD,SMA,15,16,false,201,0.5241609020280745,50.74626865671642,1.3410755791550888,1.8992716553904367,1.1519457132376605,11.235052169309995,7 days 04:39:24.179104477,0.07427937915742794,2.2283813747228383,4.4567627494456765,4.232301582411062,0,0,2706,2707 days 00:00:00,1000.0,9168.013541649168,816.8013541649168,66.75912312117104,100.0,1880.2497854764547,73.12564336950223,1019 days 00:00:00,201,0,0.0,139.2556040131093,-25.30139447187873,9.115328210457449,-5.535453280133152,9 days 04:00:00,5 days 03:52:43.636363636,40.6368832917869,0.7838641307692006,0.4761440318241544,1.1870972367312056,0.06780032721883118,25.215385982931323,1.275307232911491,0.4150548876110821,-0.04887876194210514,None,None,0.0014807571973811425,0.37315081374004794,8.168013541649175,0.22907988629788933,0.5729144327750897,2706
Most Sortino Ratio,XMR-USD,SMA,15,16,false,201,0.5241609020280745,50.74626865671642,1.3410755791550888,1.8992716553904367,1.1519457132376605,11.235052169309995,7 days 04:39:24.179104477,0.07427937915742794,2.2283813747228383,4.4567627494456765,4.232301582411062,0,0,2706,2707 days 00:00:00,1000.0,9168.013541649168,816.8013541649168,66.75912312117104,100.0,1880.2497854764547,73.12564336950223,1019 days 00:00:00,201,0,0.0,139.2556040131093,-25.30139447187873,9.115328210457449,-5.535453280133152,9 days 04:00:00,5 days 03:52:43.636363636,40.6368832917869,0.7838641307692006,0.4761440318241544,1.1870972367312056,0.06780032721883118,25.215385982931323,1.275307232911491,0.4150548876110821,-0.04887876194210514,None,None,0.0014807571973811425,0.37315081374004794,8.168013541649175,0.22907988629788933,0.5729144327750897,2706
Least Max Drawdown Duration,XMR-USD,SMA,15,16,false,201,0.5241609020280745,50.74626865671642,1.3410755791550888,1.8992716553904367,1.1519457132376605,11.235052169309995,7 days 04:39:24.179104477,0.07427937915742794,2.2283813747228383,4.4567627494456765,4.232301582411062,0,0,2706,2707 days 00:00:00,1000.0,9168.013541649168,816.8013541649168,66.75912312117104,100.0,1880.2497854764547,73.12564336950223,1019 days 00:00:00,201,0,0.0,139.2556040131093,-25.30139447187873,9.115328210457449,-5.535453280133152,9 days 04:00:00,5 days 03:52:43.636363636,40.6368832917869,0.7838641307692006,0.4761440318241544,1.1870972367312056,0.06780032721883118,25.215385982931323,1.275307232911491,0.4150548876110821,-0.04887876194210514,None,None,0.0014807571973811425,0.37315081374004794,8.168013541649175,0.22907988629788933,0.5729144327750897,2706
Most Total Fees Paid,XMR-USD,SMA,7,9,false,209,0.4715799549076393,49.760765550239235,1.142532620741064,2.078656183667616,1.09761756449032,8.409760207071084,6 days 23:18:39.617224879,0.07723577235772358,2.317073170731707,4.634146341463414,4.816398474351792,0,0,2706,2707 days 00:00:00,1000.0,7281.873402045544,628.1873402045544,66.75912312117104,100.0,2733.2675436455343,63.59656501903286,1404 days 00:00:00,209,0,0.0,232.51812168517253,-37.70441527686803,10.284439321348977,-6.048976638416778,9 days 07:09:13.846153846,4 days 16:00:00,30.056810536103143,0.7363464443241357,0.48266181803296504,1.1664340708346692,0.2731522252257865,15.628401860532202,1.3059312752347503,0.4091618948464341,-0.0499577106181246,None,None,0.0013427497130890035,0.33837292769842886,6.281873402045546,0.2030063587751083,0.5530438622489904,2706
Most Calmar Ratio,XMR-USD,SMA,7,9,false,209,0.4715799549076393,49.760765550239235,1.142532620741064,2.078656183667616,1.09761756449032,8.409760207071084,6 days 23:18:39.617224879,0.07723577235772358,2.317073170731707,4.634146341463414,4.816398474351792,0,0,2706,2707 days 00:00:00,1000.0,7281.873402045544,628.1873402045544,66.75912312117104,100.0,2733.2675436455343,63.59656501903286,1404 days 00:00:00,209,0,0.0,232.51812168517253,-37.70441527686803,10.284439321348977,-6.048976638416778,9 days 07:09:13.846153846,4 days 16:00:00,30.056810536103143,0.7363464443241357,0.48266181803296504,1.1664340708346692,0.2731522252257865,15.628401860532202,1.3059312752347503,0.4091618948464341,-0.0499577106181246,None,None,0.0013427497130890035,0.33837292769842886,6.281873402045546,0.2030063587751083,0.5530438622489904,2706
Most Expectancy,XMR-USD,SMA,12,21,false,64,0.4534994873695966,51.5625,1.501969629519105,4.901625105919224,1.0600057403129242,7.871077357399587,22 days 08:59:59.999999999,0.023651145602365115,0.7095343680709534,1.4190687361419068,3.477871472049116,0,0,2706,2707 days 00:00:00,1000.0,6922.253455200716,592.2253455200716,66.75912312117104,100.0,523.7296670790364,72.48769795635623,1429 days 00:00:00,64,0,0.0,116.52586643881176,-29.09536666027066,18.03665572219221,-9.080826840435893,29 days 19:38:10.909090909,14 days 10:50:19.354838709,92.53521023751111,0.7336975363880766,0.41118914755754316,1.1720332108446594,-0.4292958180756447,22.28973649775351,1.0845455323002724,0.40259067357512957,-0.048379437972284514,None,None,0.0013347450167180996,0.3363557442129611,5.9222534552007025,0.19734776069557713,0.5517317160618885,2706
Most Profit Factor,XMR-USD,SMA,10,22,false,63,0.394785408936829,49.2063492063492,1.547236737677824,4.587049084872933,1.0356749366254803,6.667144234149623,22 days 18:17:08.571428570,0.02328159645232816,0.6984478935698447,1.3968957871396894,3.203814771030984,0,0,2706,2707 days 00:00:00,1000.0,6118.518259153713,511.85182591537136,66.75912312117104,100.0,418.6013528795788,73.64856538999467,1308 days 00:00:00,63,0,0.0,76.91252249370719,-33.97547574632023,19.039363542133017,-9.413630545597774,33 days 06:58:03.870967742,12 days 13:30:00,81.24632157386847,0.7029859329976659,0.375619640451362,1.1610093117003648,0.1603630926798952,16.448468920032838,1.0816112555453745,0.4011387163561077,-0.048474205949266914,None,None,0.0012510858092300895,0.31527362392598257,5.118518259153708,0.18366951019455646,0.5397431830690139,2706
Mean Best Trade [%],XMR-USD,SMA,13,21,false,67,0.35187969289291476,56.060606060606055,1.3897613093268757,4.111913355114069,0.9064271530193493,3.9837247648430045,21 days 11:59:59.999999999,0.024390243902439025,0.7427937915742794,1.47450110864745,3.0543037116700957,0,0,2706,2707 days 00:00:00,1000.0,4327.090951781834,332.70909517818336,66.75912312117104,100.0,439.53884509125317,81.05029649645563,1429 days 00:00:00,66,1,-463.4400807167367,128.595261726128,-29.09536666027066,14.924070606011187,-9.682907964996044,25 days 22:03:14.594594594,15 days 20:41:22.758620689,57.43228837119048,0.6396817166747452,0.26943458127008935,1.1467320589567944,-0.7254608315451325,21.643263007561416,1.0640847033563077,0.40259067357512957,-0.04852554602989373,None,None,0.0011456346406454505,0.28869992944265355,3.3270909517818135,0.1461059044362314,0.5431614032581907,2706
