Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],LTC-USD,SMA,30,34,false,93,4.152469942356749,52.68817204301075,1.7688737041275588,14.776548393208113,1.827975795869046,24.29399282516261,21 days 13:40:38.709677418,0.024124513618677044,0.7237354085603113,1.4474708171206225,10.694311288469684,0,0,3855,3856 days 00:00:00,1000.0,333797.9131871329,33279.79131871329,1315.719172878327,100.0,21824.529468943045,74.48794977237819,1104 days 00:00:00,93,0,0.0,599.4061586129451,-26.60250056103311,35.40611451966975,-8.197286611260525,27 days 03:25:42.857142857,15 days 08:43:38.181818181,3578.4721848078807,1.0653156904168546,0.9844189506225048,1.2855744811609593,2.5565388054951006,36.076764589073605,1.3241168495516673,0.3664068036853295,-0.05091239562103019,None,None,0.002366226975687008,0.5962891978731261,332.7979131871338,0.46189594165253056,0.6736352117796366,3855
Most Expectancy,LTC-USD,SMA,30,34,false,93,4.152469942356749,52.68817204301075,1.7688737041275588,14.776548393208113,1.827975795869046,24.29399282516261,21 days 13:40:38.709677418,0.024124513618677044,0.7237354085603113,1.4474708171206225,10.694311288469684,0,0,3855,3856 days 00:00:00,1000.0,333797.9131871329,33279.79131871329,1315.719172878327,100.0,21824.529468943045,74.48794977237819,1104 days 00:00:00,93,0,0.0,599.4061586129451,-26.60250056103311,35.40611451966975,-8.197286611260525,27 days 03:25:42.857142857,15 days 08:43:38.181818181,3578.4721848078807,1.0653156904168546,0.9844189506225048,1.2855744811609593,2.5565388054951006,36.076764589073605,1.3241168495516673,0.3664068036853295,-0.05091239562103019,None,None,0.002366226975687008,0.5962891978731261,332.7979131871338,0.46189594165253056,0.6736352117796366,3855
Most Sharpe Ratio,LTC-USD,SMA,30,34,false,93,4.152469942356749,52.68817204301075,1.7688737041275588,14.776548393208113,1.827975795869046,24.29399282516261,21 days 13:40:38.709677418,0.024124513618677044,0.7237354085603113,1.4474708171206225,10.694311288469684,0,0,3855,3856 days 00:00:00,1000.0,333797.9131871329,33279.79131871329,1315.719172878327,100.0,21824.529468943045,74.48794977237819,1104 days 00:00:00,93,0,0.0,599.4061586129451,-26.60250056103311,35.40611451966975,-8.197286611260525,27 days 03:25:42.857142857,15 days 08:43:38.181818181,3578.4721848078807,1.0653156904168546,0.9844189506225048,1.2855744811609593,2.5565388054951006,36.076764589073605,1.3241168495516673,0.3664068036853295,-0.05091239562103019,None,None,0.002366226975687008,0.5962891978731261,332.7979131871338,0.46189594165253056,0.6736352117796366,3855
Most Omega Ratio,LTC-USD,SMA,30,34,false,93,4.152469942356749,52.68817204301075,1.7688737041275588,14.776548393208113,1.827975795869046,24.29399282516261,21 days 13:40:38.709677418,0.024124513618677044,0.7237354085603113,1.4474708171206225,10.694311288469684,0,0,3855,3856 days 00:00:00,1000.0,333797.9131871329,33279.79131871329,1315.719172878327,100.0,21824.529468943045,74.48794977237819,1104 days 00:00:00,93,0,0.0,599.4061586129451,-26.60250056103311,35.40611451966975,-8.197286611260525,27 days 03:25:42.857142857,15 days 08:43:38.181818181,3578.4721848078807,1.0653156904168546,0.9844189506225048,1.2855744811609593,2.5565388054951006,36.076764589073605,1.3241168495516673,0.3664068036853295,-0.05091239562103019,None,None,0.002366226975687008,0.5962891978731261,332.7979131871338,0.46189594165253056,0.6736352117796366,3855
Most Sortino Ratio,LTC-USD,SMA,30,34,false,93,4.152469942356749,52.68817204301075,1.7688737041275588,14.776548393208113,1.827975795869046,24.29399282516261,21 days 13:40:38.709677418,0.024124513618677044,0.7237354085603113,1.4474708171206225,10.694311288469684,0,0,3855,3856 days 00:00:00,1000.0,333797.9131871329,33279.79131871329,1315.719172878327,100.0,21824.529468943045,74.48794977237819,1104 days 00:00:00,93,0,0.0,599.4061586129451,-26.60250056103311,35.40611451966975,-8.197286611260525,27 days 03:25:42.857142857,15 days 08:43:38.181818181,3578.4721848078807,1.0653156904168546,0.9844189506225048,1.2855744811609593,2.5565388054951006,36.076764589073605,1.3241168495516673,0.3664068036853295,-0.05091239562103019,None,None,0.002366226975687008,0.5962891978731261,332.7979131871338,0.46189594165253056,0.6736352117796366,3855
Least Max Drawdown Duration,LTC-USD,SMA,30,34,false,93,4.152469942356749,52.68817204301075,1.7688737041275588,14.776548393208113,1.827975795869046,24.29399282516261,21 days 13:40:38.709677418,0.024124513618677044,0.7237354085603113,1.4474708171206225,10.694311288469684,0,0,3855,3856 days 00:00:00,1000.0,333797.9131871329,33279.79131871329,1315.719172878327,100.0,21824.529468943045,74.48794977237819,1104 days 00:00:00,93,0,0.0,599.4061586129451,-26.60250056103311,35.40611451966975,-8.197286611260525,27 days 03:25:42.857142857,15 days 08:43:38.181818181,3578.4721848078807,1.0653156904168546,0.9844189506225048,1.2855744811609593,2.5565388054951006,36.076764589073605,1.3241168495516673,0.3664068036853295,-0.05091239562103019,None,None,0.002366226975687008,0.5962891978731261,332.7979131871338,0.46189594165253056,0.6736352117796366,3855
Least Max Drawdown [%],LTC-USD,SMA,30,33,false,109,3.5449215393615408,50.45871559633027,1.5810401136715522,12.799059087787613,1.8221500168401503,23.262140279253448,18 days 10:20:55.045871559,0.02827496757457847,0.8482490272373541,1.6964980544747081,10.856789420769259,0,0,3855,3856 days 00:00:00,1000.0,320221.63140477287,31922.16314047729,1315.719172878327,100.0,24480.833186979675,69.17437690765742,1182 days 00:00:00,109,0,0.0,631.7105245032845,-26.717434506876675,32.78472217423807,-7.556708870634145,23 days 00:00:00,13 days 18:40:00,2928.6388202272747,1.0609519499293405,1.0502073358344972,1.2849636292706628,2.57361497610216,36.386010940177925,1.3522000982441316,0.3654390934844192,-0.050514833321687845,None,None,0.002351821043906678,0.5926589030644828,319.2216314047725,0.4579343166695582,0.6722878451707044,3855
Most Calmar Ratio,LTC-USD,SMA,30,33,false,109,3.5449215393615408,50.45871559633027,1.5810401136715522,12.799059087787613,1.8221500168401503,23.262140279253448,18 days 10:20:55.045871559,0.02827496757457847,0.8482490272373541,1.6964980544747081,10.856789420769259,0,0,3855,3856 days 00:00:00,1000.0,320221.63140477287,31922.16314047729,1315.719172878327,100.0,24480.833186979675,69.17437690765742,1182 days 00:00:00,109,0,0.0,631.7105245032845,-26.717434506876675,32.78472217423807,-7.556708870634145,23 days 00:00:00,13 days 18:40:00,2928.6388202272747,1.0609519499293405,1.0502073358344972,1.2849636292706628,2.57361497610216,36.386010940177925,1.3522000982441316,0.3654390934844192,-0.050514833321687845,None,None,0.002351821043906678,0.5926589030644828,319.2216314047725,0.4579343166695582,0.6722878451707044,3855
Mean Win Rate [%],LTC-USD,SMA,30,38,false,70,3.333707181136871,51.42857142857142,1.8079567313234761,17.531778471414817,1.6605003770961686,12.452834622645828,28 days 11:18:51.428571427,0.018158236057068743,0.5447470817120622,1.0894941634241244,9.55038515952558,0,0,3855,3856 days 00:00:00,1000.0,178001.52442576486,17700.152442576487,1315.719172878327,100.0,8995.41060979458,73.76759029822944,1429 days 00:00:00,70,0,0.0,599.7163390012631,-25.809796747148905,42.37747234029723,-8.775426801519497,33 days 20:40:00,22 days 18:21:10.588235294,2528.5932060823525,0.9922071048205121,0.8582721785283983,1.2630316676909135,2.2624604587062085,35.25154491779497,1.2840204637327,0.3611013060360042,-0.051784669828714866,None,None,0.0022357507671186107,0.5634091933138899,177.00152442576524,0.40304389963996545,0.6833886451925573,3855
Median Avg Winning Trade [%],LTC-USD,SMA,30,38,false,70,3.333707181136871,51.42857142857142,1.8079567313234761,17.531778471414817,1.6605003770961686,12.452834622645828,28 days 11:18:51.428571427,0.018158236057068743,0.5447470817120622,1.0894941634241244,9.55038515952558,0,0,3855,3856 days 00:00:00,1000.0,178001.52442576486,17700.152442576487,1315.719172878327,100.0,8995.41060979458,73.76759029822944,1429 days 00:00:00,70,0,0.0,599.7163390012631,-25.809796747148905,42.37747234029723,-8.775426801519497,33 days 20:40:00,22 days 18:21:10.588235294,2528.5932060823525,0.9922071048205121,0.8582721785283983,1.2630316676909135,2.2624604587062085,35.25154491779497,1.2840204637327,0.3611013060360042,-0.051784669828714866,None,None,0.0022357507671186107,0.5634091933138899,177.00152442576524,0.40304389963996545,0.6833886451925573,3855
Most Profit Factor,LTC-USD,SMA,30,38,false,70,3.333707181136871,51.42857142857142,1.8079567313234761,17.531778471414817,1.6605003770961686,12.452834622645828,28 days 11:18:51.428571427,0.018158236057068743,0.5447470817120622,1.0894941634241244,9.55038515952558,0,0,3855,3856 days 00:00:00,1000.0,178001.52442576486,17700.152442576487,1315.719172878327,100.0,8995.41060979458,73.76759029822944,1429 days 00:00:00,70,0,0.0,599.7163390012631,-25.809796747148905,42.37747234029723,-8.775426801519497,33 days 20:40:00,22 days 18:21:10.588235294,2528.5932060823525,0.9922071048205121,0.8582721785283983,1.2630316676909135,2.2624604587062085,35.25154491779497,1.2840204637327,0.3611013060360042,-0.051784669828714866,None,None,0.0022357507671186107,0.5634091933138899,177.00152442576524,0.40304389963996545,0.6833886451925573,3855
Least Win Rate [%],LTC-USD,SMA,75,78,false,68,3.1646835726532623,50.0,1.2268932634430934,32.41011094007305,1.3434149326166698,2.039794859612263,29 days 23:38:49.411764705,0.017639429312581063,0.5291828793774319,1.0583657587548638,17.150875828209863,0,0,3855,3856 days 00:00:00,1000.0,40995.16378408837,3999.5163784088368,1315.719172878327,100.0,3430.1288489335197,86.19298816444115,1429 days 00:00:00,68,0,0.0,1785.8808245834207,-61.31182362860491,76.16924987951904,-11.34902799937295,37 days 02:49:24.705882353,22 days 20:28:14.117647058,588.1641732954172,0.8265943449897106,0.48867966467969176,1.2127479229300016,1.8771424972214195,32.149790135355374,1.2418725128178536,0.3698046181172291,-0.05492099580202177,None,None,0.0019136282977271688,0.48223433102724655,39.9951637840882,0.2746660735225821,0.7021208295787411,3855
Most Best Trade [%],LTC-USD,SMA,75,78,false,68,3.1646835726532623,50.0,1.2268932634430934,32.41011094007305,1.3434149326166698,2.039794859612263,29 days 23:38:49.411764705,0.017639429312581063,0.5291828793774319,1.0583657587548638,17.150875828209863,0,0,3855,3856 days 00:00:00,1000.0,40995.16378408837,3999.5163784088368,1315.719172878327,100.0,3430.1288489335197,86.19298816444115,1429 days 00:00:00,68,0,0.0,1785.8808245834207,-61.31182362860491,76.16924987951904,-11.34902799937295,37 days 02:49:24.705882353,22 days 20:28:14.117647058,588.1641732954172,0.8265943449897106,0.48867966467969176,1.2127479229300016,1.8771424972214195,32.149790135355374,1.2418725128178536,0.3698046181172291,-0.05492099580202177,None,None,0.0019136282977271688,0.48223433102724655,39.9951637840882,0.2746660735225821,0.7021208295787411,3855
Most Total Trades,LTC-USD,SMA,45,46,false,151,3.0097022501348616,50.331125827814574,1.4140005922718062,10.749172017606082,1.4918621952583455,5.106581031249716,13 days 10:38:56.423841058,0.039169909208819714,1.1750972762645915,2.350194552529183,12.63132275998847,0,0,3855,3856 days 00:00:00,1000.0,81345.45743550357,8034.545743550358,1315.719172878327,100.0,9289.792968384001,83.71780977125022,1429 days 00:00:00,151,0,0.0,1064.4208356187403,-38.828354518731025,28.12731081833359,-6.860675300464464,14 days 15:28:25.263157894,12 days 05:26:24,532.0891220894275,0.9032056875257276,0.6168922260823264,1.2365884133980325,2.0662038656749018,34.704956018338265,1.3767830300332773,0.3654390934844192,-0.0529584403479945,None,None,0.0020596136997293115,0.5190226523317865,80.3454574355036,0.3330469141347814,0.691585391234542,3855
Most Avg Losing Trade [%],LTC-USD,SMA,45,46,false,151,3.0097022501348616,50.331125827814574,1.4140005922718062,10.749172017606082,1.4918621952583455,5.106581031249716,13 days 10:38:56.423841058,0.039169909208819714,1.1750972762645915,2.350194552529183,12.63132275998847,0,0,3855,3856 days 00:00:00,1000.0,81345.45743550357,8034.545743550358,1315.719172878327,100.0,9289.792968384001,83.71780977125022,1429 days 00:00:00,151,0,0.0,1064.4208356187403,-38.828354518731025,28.12731081833359,-6.860675300464464,14 days 15:28:25.263157894,12 days 05:26:24,532.0891220894275,0.9032056875257276,0.6168922260823264,1.2365884133980325,2.0662038656749018,34.704956018338265,1.3767830300332773,0.3654390934844192,-0.0529584403479945,None,None,0.0020596136997293115,0.5190226523317865,80.3454574355036,0.3330469141347814,0.691585391234542,3855
