Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],MSTY_MSTR,SMA,71,79,false,19,0.0,33.33333333333333,0.39824599943805644,0.0001,-1.836862678144159,0.7146938317490396,1 days 09:03:19.999999999,0.152094612058427,4.883222845486997,9.50943396226415,0.0004883222845486997,0,0,1961,81 days 18:00:00,1000.0,783.8282562444972,-21.61717437555028,-75.7683386520246,100.0,34.42541829102023,37.523012090986995,67 days 11:00:00,18,1,3.1574195703668693,9.310086230254992,-8.766618408052018,2.416972379789982,-3.1458574658540317,0 days 19:30:00,1 days 15:50:00,-12.184953518103843,-1.618835515253202,-1.7667414200439144,0.8800023157006475,-8.842237063094952,138.74771619875844,0.8490757167463117,0.18981200727713765,-0.004771227311271398,None,None,-0.00010500315726953516,-0.6350590951661487,-0.2161717437555044,-0.5280144605151755,0.47212563113394285,118.34738756613756
Least Total Return [%],MSTY_MSTR,SMA,3,4,true,321,0.0,34.0625,0.3793599931043051,0.0001,-9.255647626145391,-0.08141741286424413,0 days 03:17:03.749999998,2.7039042143720358,82.50076491585925,164.74451810300866,0.008250076491585925,0,0,1961,81 days 18:00:00,1000.0,180.62799237905642,-81.93720076209435,-75.7683386520246,100.0,291.3637243062061,82.09342756193932,81 days 15:00:00,320,1,-0.18062799237904414,8.188375782978422,-15.30844764711789,0.9323781082800221,-1.2549537285080457,0 days 05:15:57.798165137,0 days 02:15:38.388625592,-2.5599730613392646,-8.56951362062108,-1.2175390348037527,0.579413635128526,-7.728595002178422,97.37200861868239,0.9092670903327795,0.3739495798319328,-0.00755300749269601,None,None,-0.0008287736513711212,-5.012423043492541,-0.8193720076209423,-0.9948833136812744,0.7039433430758293,118.34738756613756
Mean Total Return [%],MSTY_MSTR,SMA,19,53,false,20,-0.0,5.263157894736842,0.06436792381652856,0.0001,-5.126259970845923,0.29961895654424525,1 days 16:44:12.631578946,0.16054431272833963,5.140234574196838,10.023457419683835,0.0005140234574196838,0,0,1961,81 days 18:00:00,1000.0,469.3329191398602,-53.06670808601398,-75.7683386520246,100.0,28.206516138455314,56.48546364970225,76 days 11:00:00,19,1,8.235787327057267,4.12557207081476,-9.624028449443164,4.12557207081476,-4.394042024860272,2 days 03:00:00,1 days 16:10:00,-28.363308851957736,-4.7264368532528165,-1.7099329913205292,0.708959366290844,-8.59213912444786,112.16461622817697,0.6954874543423246,0.27319922128487995,-0.005367749201090664,None,None,-0.00035908662306857075,-2.171755896318716,-0.5306670808601408,-0.9028779971565505,0.5529976823891337,118.34738756613756
Median Total Return [%],MSTY_MSTR,SMA,7,28,false,44,0.0,30.23255813953488,0.23294359303113585,0.0001,-4.96860297621053,0.27713397913420856,0 days 23:09:46.046511626,0.3633371288062423,11.308516063233045,22.360020397756248,0.0011308516063233045,0,0,1961,81 days 18:00:00,1000.0,452.2964253099924,-54.770357469000764,-75.7683386520246,100.0,64.11363823120442,59.160870826735376,73 days 07:00:00,43,1,5.611578367820414,5.745147938678751,-15.421543690622928,1.5719222928255991,-3.2524537500774553,1 days 12:32:18.461538461,0 days 17:22:00,-12.867794257158796,-4.554951021049722,-1.641386273086188,0.7399125882987464,-9.211946001160516,141.94641534807215,0.7288069584556132,0.37298810356892925,-0.0059736570449281075,None,None,-0.00037336162059178814,-2.258091081339135,-0.5477035746900085,-0.913340103314586,0.5966283774522361,118.34738756613756
Most Total Fees Paid,MSTY_MSTR,SMA,2,3,true,387,0.0,34.715025906735754,0.4079058267745008,0.0001,-9.278060055717233,0.0002388279639361823,0 days 02:42:26.113989636,3.261584458586268,99.46353901070883,198.67006629270782,0.009946353901070883,0,0,1961,81 days 18:00:00,1000.0,242.4975694602649,-75.7502430539735,-75.7683386520246,100.0,381.672981247045,75.87871794566668,81 days 14:00:00,386,1,-0.24249756946022671,4.46887475255418,-10.914203095944115,0.7506505208216702,-0.9409993441285902,0 days 04:08:03.582089552,0 days 01:56:54.285714285,-1.9618132978504548,-8.268842254524296,-1.3155337293197065,0.6297171397766375,-6.19836446583913,76.85551486525173,1.1212633343207337,0.3559087767795438,-0.007978919701808791,None,None,-0.0006902497016357544,-4.174630195493043,-0.757502430539736,-0.9873141902728285,0.6076023781008346,118.34738756613756
Least Total Fees Paid,MSTY_MSTR,SMA,31,88,false,12,-0.0,0.0,0.0,NaN,-4.881948080681613,0.33768172843535055,2 days 01:10:54.545454545,0.09294670736903873,3.0841407445181033,5.911269760326364,NaN,0,0,1961,81 days 18:00:00,1000.0,498.17244904666046,-50.18275509533395,-75.7683386520246,100.0,15.858056468709616,51.886543595864545,76 days 01:00:00,11,1,9.445591856102055,-3.738574442988779,-11.715988373816794,NaN,-6.272212656641436,NaT,2 days 01:10:54.545454545,-46.47937661904014,-4.538498576529751,-1.8414208518984143,0.6719638141354026,-9.776089637526962,137.1130976875982,0.631238734490833,0.1783783783783784,-0.0047481883542428854,None,None,-0.00033072082068448267,-2.0001995234997514,-0.5018275509533396,-0.8832781613613347,0.5304045949487348,118.34738756613756
Mean Total Fees Paid,MSTY_MSTR,SMA,6,53,false,27,-0.0,11.538461538461538,0.036083021890434525,0.0001,-5.699147587052987,0.20064081949659748,1 days 04:46:09.230769229,0.2196922174177279,6.939316675165732,13.621621621621621,0.0006939316675165732,0,0,1961,81 days 18:00:00,1000.0,394.33882907013344,-60.56611709298666,-75.7683386520246,100.0,34.97149398412404,61.68124128170047,77 days 02:00:00,26,1,8.96451251902522,2.001831431490852,-15.421543690622915,0.9621391130477832,-4.128904032613983,1 days 23:20:00,1 days 02:20:52.173913043,-23.639449363418905,-5.38462003453932,-1.5958010699796628,0.6425577804489156,-10.621978174197857,159.94192216974537,0.6504322630524557,0.2625482625482625,-0.004840181971737619,None,None,-0.0004427844406193468,-2.6779602968658094,-0.6056611709298658,-0.943214159570984,0.5985428304125467,118.34738756613756
Median Total Fees Paid,MSTY_MSTR,SMA,41,52,false,23,-0.0,4.545454545454546,0.03185966083163955,0.0001,-6.728725941024332,0.09346527687950622,1 days 12:29:59.999999999,0.18589341473807747,5.911269760326364,11.565527791942886,0.0005911269760326364,0,0,1961,81 days 18:00:00,1000.0,313.1337009878707,-68.68662990121292,-75.7683386520246,100.0,26.08586286544174,69.57211958300876,77 days 19:00:00,22,1,7.223320744802777,3.5998797788883574,-13.911517466530324,3.5998797788883574,-5.5789703043606815,0 days 10:00:00,1 days 13:45:42.857142857,-31.54952817076963,-6.290638585391475,-1.429302059594832,0.6298831986151268,-9.105232968062419,125.31370912676867,0.6417958832225052,0.2748538011695907,-0.006853300193111338,None,None,-0.000555585781549891,-3.360182806813741,-0.6868662990121298,-0.9721033248609029,0.642856934012654,118.34738756613756
Most Max Drawdown [%],MSTY_MSTR,SMA,3,4,true,321,0.0,34.0625,0.3793599931043051,0.0001,-9.255647626145391,-0.08141741286424413,0 days 03:17:03.749999998,2.7039042143720358,82.50076491585925,164.74451810300866,0.008250076491585925,0,0,1961,81 days 18:00:00,1000.0,180.62799237905642,-81.93720076209435,-75.7683386520246,100.0,291.3637243062061,82.09342756193932,81 days 15:00:00,320,1,-0.18062799237904414,8.188375782978422,-15.30844764711789,0.9323781082800221,-1.2549537285080457,0 days 05:15:57.798165137,0 days 02:15:38.388625592,-2.5599730613392646,-8.56951362062108,-1.2175390348037527,0.579413635128526,-7.728595002178422,97.37200861868239,0.9092670903327795,0.3739495798319328,-0.00755300749269601,None,None,-0.0008287736513711212,-5.012423043492541,-0.8193720076209423,-0.9948833136812744,0.7039433430758293,118.34738756613756
Least Max Drawdown [%],MSTY_MSTR,SMA,86,89,false,20,0.0,45.0,0.3109801950550889,0.0001,-1.800815807964243,0.6960965924145037,1 days 03:36:00,0.16899401339825224,5.140234574196838,10.280469148393676,0.0005140234574196838,0,0,1961,81 days 18:00:00,1000.0,769.7374369655786,-23.026256303442143,-75.7683386520246,100.0,34.793763774313355,30.734079811711823,73 days 07:00:00,20,0,0.0,4.467157741848393,-6.900768082451247,1.3394884965398839,-3.377268971374836,0 days 18:33:20,1 days 11:00:00,-11.513128151721077,-1.6486332812499624,-2.242327071485441,0.8614535456168116,-10.762682800331106,167.37654342618006,0.7229561910160374,0.18837068443367655,-0.003470162342298799,None,None,-0.00011212658899232512,-0.6781416102255823,-0.2302625630344215,-0.5536831604452579,0.49504250795074994,118.34738756613756
