Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
Most Total Return [%],CCU,false,18,88,false,51,38.0,1.8335483854450043,0.006106497313141182,3.6647055341498187,1.2825456833458568,0.13080117244748413,0.25903761602344894,0.47934778054157984,0.6304819466112579,0,0,8188,8189 days 00:00:00,1000.0,5227.5626072795985,422.7562607279599,208.91088697562532,100.0,198.52363194869454,59.195010962236296,4540 days 00:00:00,50,1,1386.8289545869306,40.93529301877663,-16.68928586962599,19.026074999919924,-5.750327364225408,169 days 03:47:22.105263158,36 days 06:58:03.870967742,56.814673053853355,0.4301202309133476,0.12924219792251207,1.0891910487011147,0.13057924232168333,8.655187261543098,1.0933246010681017,0.34665351093570135,-0.018795185718382113,None,None,0.0002784054868473042,0.07015818268552065,4.227562607279602,0.05221433478845361,0.19630647401277312,1.0236200556521737,11859.603174603175,0.09216316867549337,86 days 18:43:12
Least Win Rate [%],CCU,false,18,88,false,51,38.0,1.8335483854450043,0.006106497313141182,3.6647055341498187,1.2825456833458568,0.13080117244748413,0.25903761602344894,0.47934778054157984,0.6304819466112579,0,0,8188,8189 days 00:00:00,1000.0,5227.5626072795985,422.7562607279599,208.91088697562532,100.0,198.52363194869454,59.195010962236296,4540 days 00:00:00,50,1,1386.8289545869306,40.93529301877663,-16.68928586962599,19.026074999919924,-5.750327364225408,169 days 03:47:22.105263158,36 days 06:58:03.870967742,56.814673053853355,0.4301202309133476,0.12924219792251207,1.0891910487011147,0.13057924232168333,8.655187261543098,1.0933246010681017,0.34665351093570135,-0.018795185718382113,None,None,0.0002784054868473042,0.07015818268552065,4.227562607279602,0.05221433478845361,0.19630647401277312,1.0236200556521737,11859.603174603175,0.09216316867549337,86 days 18:43:12
Most Avg Losing Trade [%],CCU,false,18,88,false,51,38.0,1.8335483854450043,0.006106497313141182,3.6647055341498187,1.2825456833458568,0.13080117244748413,0.25903761602344894,0.47934778054157984,0.6304819466112579,0,0,8188,8189 days 00:00:00,1000.0,5227.5626072795985,422.7562607279599,208.91088697562532,100.0,198.52363194869454,59.195010962236296,4540 days 00:00:00,50,1,1386.8289545869306,40.93529301877663,-16.68928586962599,19.026074999919924,-5.750327364225408,169 days 03:47:22.105263158,36 days 06:58:03.870967742,56.814673053853355,0.4301202309133476,0.12924219792251207,1.0891910487011147,0.13057924232168333,8.655187261543098,1.0933246010681017,0.34665351093570135,-0.018795185718382113,None,None,0.0002784054868473042,0.07015818268552065,4.227562607279602,0.05221433478845361,0.19630647401277312,1.0236200556521737,11859.603174603175,0.09216316867549337,86 days 18:43:12
Most Expectancy,CCU,false,18,88,false,51,38.0,1.8335483854450043,0.006106497313141182,3.6647055341498187,1.2825456833458568,0.13080117244748413,0.25903761602344894,0.47934778054157984,0.6304819466112579,0,0,8188,8189 days 00:00:00,1000.0,5227.5626072795985,422.7562607279599,208.91088697562532,100.0,198.52363194869454,59.195010962236296,4540 days 00:00:00,50,1,1386.8289545869306,40.93529301877663,-16.68928586962599,19.026074999919924,-5.750327364225408,169 days 03:47:22.105263158,36 days 06:58:03.870967742,56.814673053853355,0.4301202309133476,0.12924219792251207,1.0891910487011147,0.13057924232168333,8.655187261543098,1.0933246010681017,0.34665351093570135,-0.018795185718382113,None,None,0.0002784054868473042,0.07015818268552065,4.227562607279602,0.05221433478845361,0.19630647401277312,1.0236200556521737,11859.603174603175,0.09216316867549337,86 days 18:43:12
Most Sharpe Ratio,CCU,false,18,88,false,51,38.0,1.8335483854450043,0.006106497313141182,3.6647055341498187,1.2825456833458568,0.13080117244748413,0.25903761602344894,0.47934778054157984,0.6304819466112579,0,0,8188,8189 days 00:00:00,1000.0,5227.5626072795985,422.7562607279599,208.91088697562532,100.0,198.52363194869454,59.195010962236296,4540 days 00:00:00,50,1,1386.8289545869306,40.93529301877663,-16.68928586962599,19.026074999919924,-5.750327364225408,169 days 03:47:22.105263158,36 days 06:58:03.870967742,56.814673053853355,0.4301202309133476,0.12924219792251207,1.0891910487011147,0.13057924232168333,8.655187261543098,1.0933246010681017,0.34665351093570135,-0.018795185718382113,None,None,0.0002784054868473042,0.07015818268552065,4.227562607279602,0.05221433478845361,0.19630647401277312,1.0236200556521737,11859.603174603175,0.09216316867549337,86 days 18:43:12
Most Calmar Ratio,CCU,false,18,88,false,51,38.0,1.8335483854450043,0.006106497313141182,3.6647055341498187,1.2825456833458568,0.13080117244748413,0.25903761602344894,0.47934778054157984,0.6304819466112579,0,0,8188,8189 days 00:00:00,1000.0,5227.5626072795985,422.7562607279599,208.91088697562532,100.0,198.52363194869454,59.195010962236296,4540 days 00:00:00,50,1,1386.8289545869306,40.93529301877663,-16.68928586962599,19.026074999919924,-5.750327364225408,169 days 03:47:22.105263158,36 days 06:58:03.870967742,56.814673053853355,0.4301202309133476,0.12924219792251207,1.0891910487011147,0.13057924232168333,8.655187261543098,1.0933246010681017,0.34665351093570135,-0.018795185718382113,None,None,0.0002784054868473042,0.07015818268552065,4.227562607279602,0.05221433478845361,0.19630647401277312,1.0236200556521737,11859.603174603175,0.09216316867549337,86 days 18:43:12
Most Omega Ratio,CCU,false,18,88,false,51,38.0,1.8335483854450043,0.006106497313141182,3.6647055341498187,1.2825456833458568,0.13080117244748413,0.25903761602344894,0.47934778054157984,0.6304819466112579,0,0,8188,8189 days 00:00:00,1000.0,5227.5626072795985,422.7562607279599,208.91088697562532,100.0,198.52363194869454,59.195010962236296,4540 days 00:00:00,50,1,1386.8289545869306,40.93529301877663,-16.68928586962599,19.026074999919924,-5.750327364225408,169 days 03:47:22.105263158,36 days 06:58:03.870967742,56.814673053853355,0.4301202309133476,0.12924219792251207,1.0891910487011147,0.13057924232168333,8.655187261543098,1.0933246010681017,0.34665351093570135,-0.018795185718382113,None,None,0.0002784054868473042,0.07015818268552065,4.227562607279602,0.05221433478845361,0.19630647401277312,1.0236200556521737,11859.603174603175,0.09216316867549337,86 days 18:43:12
Most Sortino Ratio,CCU,false,18,88,false,51,38.0,1.8335483854450043,0.006106497313141182,3.6647055341498187,1.2825456833458568,0.13080117244748413,0.25903761602344894,0.47934778054157984,0.6304819466112579,0,0,8188,8189 days 00:00:00,1000.0,5227.5626072795985,422.7562607279599,208.91088697562532,100.0,198.52363194869454,59.195010962236296,4540 days 00:00:00,50,1,1386.8289545869306,40.93529301877663,-16.68928586962599,19.026074999919924,-5.750327364225408,169 days 03:47:22.105263158,36 days 06:58:03.870967742,56.814673053853355,0.4301202309133476,0.12924219792251207,1.0891910487011147,0.13057924232168333,8.655187261543098,1.0933246010681017,0.34665351093570135,-0.018795185718382113,None,None,0.0002784054868473042,0.07015818268552065,4.227562607279602,0.05221433478845361,0.19630647401277312,1.0236200556521737,11859.603174603175,0.09216316867549337,86 days 18:43:12
Least Best Trade [%],CCU,false,20,87,false,48,38.297872340425535,1.835285569739923,0.005740107474352711,3.6851136879321302,1.2218096589202128,0.12310698583292623,0.24364924279433317,0.4536632385729833,0.6107352645065688,0,0,8188,8189 days 00:00:00,1000.0,4861.52102768206,386.152102768206,208.91088697562532,100.0,175.52072513926908,59.14176351619687,4561 days 00:00:00,47,1,1289.721162809995,39.566013131261805,-16.689285869625987,19.125348734357466,-5.8984804788146326,174 days 02:40:00,41 days 05:47:35.172413793,54.71914606110775,0.41659028914736107,0.12347851385149694,1.0864110283134079,0.13531880140035826,8.694189692583883,1.0946963364416349,0.34444262025939915,-0.018686327405356577,None,None,0.00026939168129645443,0.06788670368670652,3.8615210276821026,0.04986638804993393,0.1961199352513385,0.8484058363758722,11859.603174603175,0.08558070713231548,92 days 03:03:49.787234042
Median Best Trade [%],CCU,false,20,87,false,48,38.297872340425535,1.835285569739923,0.005740107474352711,3.6851136879321302,1.2218096589202128,0.12310698583292623,0.24364924279433317,0.4536632385729833,0.6107352645065688,0,0,8188,8189 days 00:00:00,1000.0,4861.52102768206,386.152102768206,208.91088697562532,100.0,175.52072513926908,59.14176351619687,4561 days 00:00:00,47,1,1289.721162809995,39.566013131261805,-16.689285869625987,19.125348734357466,-5.8984804788146326,174 days 02:40:00,41 days 05:47:35.172413793,54.71914606110775,0.41659028914736107,0.12347851385149694,1.0864110283134079,0.13531880140035826,8.694189692583883,1.0946963364416349,0.34444262025939915,-0.018686327405356577,None,None,0.00026939168129645443,0.06788670368670652,3.8615210276821026,0.04986638804993393,0.1961199352513385,0.8484058363758722,11859.603174603175,0.08558070713231548,92 days 03:03:49.787234042
