Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],1INCH-USD,SMA,33,34,false,70,0.062669176122748,52.85714285714286,1.209115202888334,1.0097404910704846,0.7813581439757505,1.5725157466371649,9 days 09:56:34.285714285,0.04475703324808184,1.3427109974424551,2.6854219948849103,1.3557896619232848,0,0,1564,1565 days 00:00:00,1000.0,1532.3005308954755,53.230053089547546,-92.97570137102691,100.0,160.15543874386586,64.3982797555631,1135 days 00:00:00,70,0,0.0,29.724188485823312,-24.088553211799685,7.350749478162422,-6.099875645971991,10 days 11:01:37.297297297,8 days 05:49:05.454545454,7.604293298506789,0.4942300757414532,0.1625141630316327,1.1187412547795974,1.6172260433023211,20.51160410974402,1.3601717383338547,0.26618122977346276,-0.05926309560737437,None,None,0.0010036567093203795,0.2529214907487356,0.53230053089548,0.07113576696761403,0.615889392764136,1564
Least Total Fees Paid,1INCH-USD,SMA,33,34,false,70,0.062669176122748,52.85714285714286,1.209115202888334,1.0097404910704846,0.7813581439757505,1.5725157466371649,9 days 09:56:34.285714285,0.04475703324808184,1.3427109974424551,2.6854219948849103,1.3557896619232848,0,0,1564,1565 days 00:00:00,1000.0,1532.3005308954755,53.230053089547546,-92.97570137102691,100.0,160.15543874386586,64.3982797555631,1135 days 00:00:00,70,0,0.0,29.724188485823312,-24.088553211799685,7.350749478162422,-6.099875645971991,10 days 11:01:37.297297297,8 days 05:49:05.454545454,7.604293298506789,0.4942300757414532,0.1625141630316327,1.1187412547795974,1.6172260433023211,20.51160410974402,1.3601717383338547,0.26618122977346276,-0.05926309560737437,None,None,0.0010036567093203795,0.2529214907487356,0.53230053089548,0.07113576696761403,0.615889392764136,1564
Least Max Drawdown [%],1INCH-USD,SMA,33,34,false,70,0.062669176122748,52.85714285714286,1.209115202888334,1.0097404910704846,0.7813581439757505,1.5725157466371649,9 days 09:56:34.285714285,0.04475703324808184,1.3427109974424551,2.6854219948849103,1.3557896619232848,0,0,1564,1565 days 00:00:00,1000.0,1532.3005308954755,53.230053089547546,-92.97570137102691,100.0,160.15543874386586,64.3982797555631,1135 days 00:00:00,70,0,0.0,29.724188485823312,-24.088553211799685,7.350749478162422,-6.099875645971991,10 days 11:01:37.297297297,8 days 05:49:05.454545454,7.604293298506789,0.4942300757414532,0.1625141630316327,1.1187412547795974,1.6172260433023211,20.51160410974402,1.3601717383338547,0.26618122977346276,-0.05926309560737437,None,None,0.0010036567093203795,0.2529214907487356,0.53230053089548,0.07113576696761403,0.615889392764136,1564
Mean Total Trades,1INCH-USD,SMA,33,34,false,70,0.062669176122748,52.85714285714286,1.209115202888334,1.0097404910704846,0.7813581439757505,1.5725157466371649,9 days 09:56:34.285714285,0.04475703324808184,1.3427109974424551,2.6854219948849103,1.3557896619232848,0,0,1564,1565 days 00:00:00,1000.0,1532.3005308954755,53.230053089547546,-92.97570137102691,100.0,160.15543874386586,64.3982797555631,1135 days 00:00:00,70,0,0.0,29.724188485823312,-24.088553211799685,7.350749478162422,-6.099875645971991,10 days 11:01:37.297297297,8 days 05:49:05.454545454,7.604293298506789,0.4942300757414532,0.1625141630316327,1.1187412547795974,1.6172260433023211,20.51160410974402,1.3601717383338547,0.26618122977346276,-0.05926309560737437,None,None,0.0010036567093203795,0.2529214907487356,0.53230053089548,0.07113576696761403,0.615889392764136,1564
Median Total Trades,1INCH-USD,SMA,33,34,false,70,0.062669176122748,52.85714285714286,1.209115202888334,1.0097404910704846,0.7813581439757505,1.5725157466371649,9 days 09:56:34.285714285,0.04475703324808184,1.3427109974424551,2.6854219948849103,1.3557896619232848,0,0,1564,1565 days 00:00:00,1000.0,1532.3005308954755,53.230053089547546,-92.97570137102691,100.0,160.15543874386586,64.3982797555631,1135 days 00:00:00,70,0,0.0,29.724188485823312,-24.088553211799685,7.350749478162422,-6.099875645971991,10 days 11:01:37.297297297,8 days 05:49:05.454545454,7.604293298506789,0.4942300757414532,0.1625141630316327,1.1187412547795974,1.6172260433023211,20.51160410974402,1.3601717383338547,0.26618122977346276,-0.05926309560737437,None,None,0.0010036567093203795,0.2529214907487356,0.53230053089548,0.07113576696761403,0.615889392764136,1564
Mean Win Rate [%],1INCH-USD,SMA,33,34,false,70,0.062669176122748,52.85714285714286,1.209115202888334,1.0097404910704846,0.7813581439757505,1.5725157466371649,9 days 09:56:34.285714285,0.04475703324808184,1.3427109974424551,2.6854219948849103,1.3557896619232848,0,0,1564,1565 days 00:00:00,1000.0,1532.3005308954755,53.230053089547546,-92.97570137102691,100.0,160.15543874386586,64.3982797555631,1135 days 00:00:00,70,0,0.0,29.724188485823312,-24.088553211799685,7.350749478162422,-6.099875645971991,10 days 11:01:37.297297297,8 days 05:49:05.454545454,7.604293298506789,0.4942300757414532,0.1625141630316327,1.1187412547795974,1.6172260433023211,20.51160410974402,1.3601717383338547,0.26618122977346276,-0.05926309560737437,None,None,0.0010036567093203795,0.2529214907487356,0.53230053089548,0.07113576696761403,0.615889392764136,1564
Median Win Rate [%],1INCH-USD,SMA,33,34,false,70,0.062669176122748,52.85714285714286,1.209115202888334,1.0097404910704846,0.7813581439757505,1.5725157466371649,9 days 09:56:34.285714285,0.04475703324808184,1.3427109974424551,2.6854219948849103,1.3557896619232848,0,0,1564,1565 days 00:00:00,1000.0,1532.3005308954755,53.230053089547546,-92.97570137102691,100.0,160.15543874386586,64.3982797555631,1135 days 00:00:00,70,0,0.0,29.724188485823312,-24.088553211799685,7.350749478162422,-6.099875645971991,10 days 11:01:37.297297297,8 days 05:49:05.454545454,7.604293298506789,0.4942300757414532,0.1625141630316327,1.1187412547795974,1.6172260433023211,20.51160410974402,1.3601717383338547,0.26618122977346276,-0.05926309560737437,None,None,0.0010036567093203795,0.2529214907487356,0.53230053089548,0.07113576696761403,0.615889392764136,1564
Least Best Trade [%],1INCH-USD,SMA,33,34,false,70,0.062669176122748,52.85714285714286,1.209115202888334,1.0097404910704846,0.7813581439757505,1.5725157466371649,9 days 09:56:34.285714285,0.04475703324808184,1.3427109974424551,2.6854219948849103,1.3557896619232848,0,0,1564,1565 days 00:00:00,1000.0,1532.3005308954755,53.230053089547546,-92.97570137102691,100.0,160.15543874386586,64.3982797555631,1135 days 00:00:00,70,0,0.0,29.724188485823312,-24.088553211799685,7.350749478162422,-6.099875645971991,10 days 11:01:37.297297297,8 days 05:49:05.454545454,7.604293298506789,0.4942300757414532,0.1625141630316327,1.1187412547795974,1.6172260433023211,20.51160410974402,1.3601717383338547,0.26618122977346276,-0.05926309560737437,None,None,0.0010036567093203795,0.2529214907487356,0.53230053089548,0.07113576696761403,0.615889392764136,1564
Most Worst Trade [%],1INCH-USD,SMA,33,34,false,70,0.062669176122748,52.85714285714286,1.209115202888334,1.0097404910704846,0.7813581439757505,1.5725157466371649,9 days 09:56:34.285714285,0.04475703324808184,1.3427109974424551,2.6854219948849103,1.3557896619232848,0,0,1564,1565 days 00:00:00,1000.0,1532.3005308954755,53.230053089547546,-92.97570137102691,100.0,160.15543874386586,64.3982797555631,1135 days 00:00:00,70,0,0.0,29.724188485823312,-24.088553211799685,7.350749478162422,-6.099875645971991,10 days 11:01:37.297297297,8 days 05:49:05.454545454,7.604293298506789,0.4942300757414532,0.1625141630316327,1.1187412547795974,1.6172260433023211,20.51160410974402,1.3601717383338547,0.26618122977346276,-0.05926309560737437,None,None,0.0010036567093203795,0.2529214907487356,0.53230053089548,0.07113576696761403,0.615889392764136,1564
Least Avg Winning Trade [%],1INCH-USD,SMA,33,34,false,70,0.062669176122748,52.85714285714286,1.209115202888334,1.0097404910704846,0.7813581439757505,1.5725157466371649,9 days 09:56:34.285714285,0.04475703324808184,1.3427109974424551,2.6854219948849103,1.3557896619232848,0,0,1564,1565 days 00:00:00,1000.0,1532.3005308954755,53.230053089547546,-92.97570137102691,100.0,160.15543874386586,64.3982797555631,1135 days 00:00:00,70,0,0.0,29.724188485823312,-24.088553211799685,7.350749478162422,-6.099875645971991,10 days 11:01:37.297297297,8 days 05:49:05.454545454,7.604293298506789,0.4942300757414532,0.1625141630316327,1.1187412547795974,1.6172260433023211,20.51160410974402,1.3601717383338547,0.26618122977346276,-0.05926309560737437,None,None,0.0010036567093203795,0.2529214907487356,0.53230053089548,0.07113576696761403,0.615889392764136,1564
