Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Win Rate [%],FET-USD,SMA,27,33,false,43,13.196958171231595,60.46511627906976,2.2507226226626966,40.606697447879085,3.0046162002510886,47234.73840220388,24 days 09:29:18.139534883,0.019299820466786355,0.5789946140035906,1.1579892280071813,23.51105911479534,0,0,2228,2229 days 00:00:00,1000.0,1408685.454839622,140768.54548396217,-2.9802541625075785,100.0,41978.16141152508,67.78894008621337,282 days 00:00:00,43,0,0.0,665.2537817039757,-28.676356127800528,75.00936330537546,-12.009144451821257,30 days 09:13:50.769230769,15 days 05:38:49.411764705,32736.871042781913,1.6585412561261688,3.360553927712926,1.4218476690740565,1.5787696577289592,9.416170891496401,1.5216737862576248,0.3096357226792009,-0.0688138310960239,None,None,0.004593983737194774,1.1576839017730831,1407.685454839623,1.2698112402288237,0.8400591702549234,2228
Mean Best Trade [%],FET-USD,SMA,28,33,false,44,13.195886379936704,56.81818181818182,2.5877304901295597,37.996832021135035,2.9562620001497537,42237.66734625078,23 days 20:43:38.181818181,0.019748653500897665,0.59245960502693,1.18491921005386,22.511588091516266,0,0,2228,2229 days 00:00:00,1000.0,1259760.036691118,125876.00366911181,-2.9802541625075785,100.0,34549.582792249086,69.30490781230625,282 days 00:00:00,44,0,0.0,675.2289414209156,-28.676356127800524,74.8441685186131,-10.486505475546643,29 days 14:24:00,16 days 07:34:44.210526315,28608.182652070867,1.639939338174062,3.2012896855959014,1.4160818674627793,1.5529307739081795,9.36249915591331,1.5208772997797595,0.3096357226792009,-0.06860119469345967,None,None,0.004548398951797836,1.1461965358530548,1258.7600366911133,1.2413186432888828,0.8411577869496261,2228
Least Total Trades,FET-USD,SMA,12,34,false,34,9.135380483382317,44.11764705882353,3.0947365401240257,49.02594261958605,2.4169582695382377,7839.663862624415,29 days 08:28:14.117647058,0.01526032315978456,0.45780969479353684,0.9156193895870737,22.444551827638136,0,0,2228,2229 days 00:00:00,1000.0,234612.10605084148,23361.210605084147,-2.9802541625075785,100.0,4197.472303785894,74.36663005531685,481 days 00:00:00,34,0,0.0,877.0970915709644,-34.01383381684448,129.32828278540495,-14.37064172184993,46 days 08:00:00,15 days 22:44:12.631578947,6870.944295612982,1.3752748646901913,1.9420717317404343,1.3486329898628748,1.5240670172602429,10.28787845538252,1.4349455012140995,0.2891844997108155,-0.07066813457782256,None,None,0.0037561131452895262,0.9465405126129606,233.61210605084193,0.8534479622255366,0.8283156425768944,2228
Most Profit Factor,FET-USD,SMA,12,34,false,34,9.135380483382317,44.11764705882353,3.0947365401240257,49.02594261958605,2.4169582695382377,7839.663862624415,29 days 08:28:14.117647058,0.01526032315978456,0.45780969479353684,0.9156193895870737,22.444551827638136,0,0,2228,2229 days 00:00:00,1000.0,234612.10605084148,23361.210605084147,-2.9802541625075785,100.0,4197.472303785894,74.36663005531685,481 days 00:00:00,34,0,0.0,877.0970915709644,-34.01383381684448,129.32828278540495,-14.37064172184993,46 days 08:00:00,15 days 22:44:12.631578947,6870.944295612982,1.3752748646901913,1.9420717317404343,1.3486329898628748,1.5240670172602429,10.28787845538252,1.4349455012140995,0.2891844997108155,-0.07066813457782256,None,None,0.0037561131452895262,0.9465405126129606,233.61210605084193,0.8534479622255366,0.8283156425768944,2228
Median Win Rate [%],FET-USD,SMA,12,32,false,35,8.624476666415742,42.857142857142854,2.9201686436715497,49.84900930082419,2.40785212160926,7717.315538489602,28 days 17:49:42.857142856,0.01570915619389587,0.47127468581687615,0.9425493716337523,23.492576196528457,0,0,2228,2229 days 00:00:00,1000.0,230965.81502805543,22996.581502805544,-2.9802541625075785,100.0,3996.661829097722,76.33234456807317,483 days 00:00:00,35,0,0.0,879.1911812042837,-40.59713004903342,136.59179754394737,-15.208081881518181,45 days 19:12:00,15 days 22:48:00,6570.451857944439,1.3739650644345822,1.8838566134667645,1.3457235303756019,1.5109013446079775,10.219471673702017,1.428332301547174,0.29292343387471,-0.07110333652915266,None,None,0.003743070828738356,0.9432538488420658,229.965815028056,0.850168639097437,0.8262263809977555,2228
Median Total Trades,FET-USD,SMA,27,32,false,49,8.337445113781714,53.06122448979592,1.810363035456568,35.11191450640821,2.8377250856385072,30550.693802658378,21 days 18:07:20.816326529,0.02199281867145422,0.6597845601436266,1.3195691202872533,23.166299068411167,0,0,2228,2229 days 00:00:00,1000.0,911458.521187046,91045.8521187046,-2.9802541625075785,100.0,31593.837822710084,69.22205184518293,286 days 00:00:00,49,0,0.0,710.3724462764519,-26.746555825180124,76.44595635524044,-11.613524105315188,30 days 23:04:36.923076923,11 days 08:20:52.173913043,18580.786146674418,1.584282238245451,2.965125088471351,1.394619070015981,1.5226689240717552,9.146335367231497,1.520213282700348,0.31426886792452835,-0.06987695793160906,None,None,0.004419363491443714,1.1136795998438158,910.4585211870443,1.160795138492246,0.8460068373736348,2228
Median Worst Trade [%],FET-USD,SMA,12,30,false,39,8.058483473939296,41.02564102564102,2.7227365150184144,47.57850990826664,2.4170994546744664,8239.72858444353,26 days 02:27:41.538461538,0.017504488330341114,0.5251346499102334,1.0502692998204668,24.98512414392817,0,0,2228,2229 days 00:00:00,1000.0,246535.05157558,24553.505157558,-2.9802541625075785,100.0,4554.034802298419,77.3147049174637,481 days 00:00:00,39,0,0.0,917.6374359568583,-40.50207950175675,136.74810317615913,-14.452511495484647,44 days 12:00:00,13 days 07:18:15.652173913,6295.770553219998,1.38274748771077,1.8937853906646716,1.34506908627392,1.4850761470508191,9.995803598601626,1.4263500641969067,0.29895104895104896,-0.07212119675027204,None,None,0.003786655560942787,0.9542372013575823,245.535051575579,0.8638642489775734,0.8305382290044835,2228
Mean Win Rate [%],FET-USD,SMA,13,29,false,39,7.949300932551537,43.58974358974359,2.8341253937454707,43.49511785547065,2.2956556074599916,5711.801448506078,26 days 11:04:36.923076922,0.017504488330341114,0.5251346499102334,1.0502692998204668,22.840793487836923,0,0,2228,2229 days 00:00:00,1000.0,171196.39788164545,17019.639788164546,-2.9802541625075785,100.0,3205.1774961000456,78.09390198677305,481 days 00:00:00,39,0,0.0,879.1911812042837,-40.50207950175675,118.93172277188653,-14.796804125396157,42 days 16:56:28.235294117,13 days 21:49:05.454545454,4364.010202093475,1.3226731187379315,1.6919698267976997,1.325704474273173,1.4622366937560802,9.949362894209505,1.399496086084924,0.3050351288056206,-0.07246828572394085,None,None,0.0036282749638300808,0.9143252908851803,170.19639788164486,0.7885790537086035,0.8319445238024802,2228
Median Max Drawdown [%],FET-USD,SMA,12,27,false,41,7.947956484094483,46.34146341463415,2.1891869834182627,46.12077440477726,2.4455994774550254,9073.802506302673,25 days 01:45:21.951219511,0.018402154398563735,0.552064631956912,1.104129263913824,25.461648347341125,0,0,2228,2229 days 00:00:00,1000.0,271392.5743501773,27039.25743501773,-2.9802541625075785,100.0,6176.729498639466,80.37059078705883,465 days 00:00:00,41,0,0.0,917.6374359568582,-45.517299147147114,116.5964536028186,-14.744584902622082,39 days 02:31:34.736842105,12 days 22:54:32.727272727,6594.940837809203,1.3991427613339065,1.870389532864804,1.3484748527357295,1.4846237890640879,10.038667339213468,1.4236782579844542,0.3042715038033938,-0.0717161839975142,None,None,0.0038264285577148116,0.9642599965441325,270.3925743501778,0.8842167474785048,0.8294272161130535,2228
Most Total Return [%],FET-USD,SMA,25,34,false,35,7.044018425754612,40.0,1.9805813909383905,51.94662487055069,3.076921809603572,50791.715375840446,29 days 13:42:51.428571428,0.01570915619389587,0.47127468581687615,0.9425493716337523,24.4811293151159,0,0,2228,2229 days 00:00:00,1000.0,1514692.4091558615,151369.24091558615,-2.9802541625075785,100.0,45878.014037031666,62.885962561045815,357 days 00:00:00,35,0,0.0,781.751419488645,-25.80443332495542,141.8447916316056,-7.98548630348591,48 days 05:08:34.285714286,17 days 03:25:42.857142857,43248.35454731032,1.676747524055233,3.684865367929488,1.429371837291258,1.676297451794478,9.604457404104656,1.5261378224076887,0.3019859813084112,-0.0681962065924663,None,None,0.004593272261789219,1.157504609970883,1513.6924091558615,1.2885065429262768,0.830809047726193,2228
Most Total Fees Paid,FET-USD,SMA,25,34,false,35,7.044018425754612,40.0,1.9805813909383905,51.94662487055069,3.076921809603572,50791.715375840446,29 days 13:42:51.428571428,0.01570915619389587,0.47127468581687615,0.9425493716337523,24.4811293151159,0,0,2228,2229 days 00:00:00,1000.0,1514692.4091558615,151369.24091558615,-2.9802541625075785,100.0,45878.014037031666,62.885962561045815,357 days 00:00:00,35,0,0.0,781.751419488645,-25.80443332495542,141.8447916316056,-7.98548630348591,48 days 05:08:34.285714286,17 days 03:25:42.857142857,43248.35454731032,1.676747524055233,3.684865367929488,1.429371837291258,1.676297451794478,9.604457404104656,1.5261378224076887,0.3019859813084112,-0.0681962065924663,None,None,0.004593272261789219,1.157504609970883,1513.6924091558615,1.2885065429262768,0.830809047726193,2228
Least Max Drawdown [%],FET-USD,SMA,25,34,false,35,7.044018425754612,40.0,1.9805813909383905,51.94662487055069,3.076921809603572,50791.715375840446,29 days 13:42:51.428571428,0.01570915619389587,0.47127468581687615,0.9425493716337523,24.4811293151159,0,0,2228,2229 days 00:00:00,1000.0,1514692.4091558615,151369.24091558615,-2.9802541625075785,100.0,45878.014037031666,62.885962561045815,357 days 00:00:00,35,0,0.0,781.751419488645,-25.80443332495542,141.8447916316056,-7.98548630348591,48 days 05:08:34.285714286,17 days 03:25:42.857142857,43248.35454731032,1.676747524055233,3.684865367929488,1.429371837291258,1.676297451794478,9.604457404104656,1.5261378224076887,0.3019859813084112,-0.0681962065924663,None,None,0.004593272261789219,1.157504609970883,1513.6924091558615,1.2885065429262768,0.830809047726193,2228
Most Expectancy,FET-USD,SMA,25,34,false,35,7.044018425754612,40.0,1.9805813909383905,51.94662487055069,3.076921809603572,50791.715375840446,29 days 13:42:51.428571428,0.01570915619389587,0.47127468581687615,0.9425493716337523,24.4811293151159,0,0,2228,2229 days 00:00:00,1000.0,1514692.4091558615,151369.24091558615,-2.9802541625075785,100.0,45878.014037031666,62.885962561045815,357 days 00:00:00,35,0,0.0,781.751419488645,-25.80443332495542,141.8447916316056,-7.98548630348591,48 days 05:08:34.285714286,17 days 03:25:42.857142857,43248.35454731032,1.676747524055233,3.684865367929488,1.429371837291258,1.676297451794478,9.604457404104656,1.5261378224076887,0.3019859813084112,-0.0681962065924663,None,None,0.004593272261789219,1.157504609970883,1513.6924091558615,1.2885065429262768,0.830809047726193,2228
Most Sharpe Ratio,FET-USD,SMA,25,34,false,35,7.044018425754612,40.0,1.9805813909383905,51.94662487055069,3.076921809603572,50791.715375840446,29 days 13:42:51.428571428,0.01570915619389587,0.47127468581687615,0.9425493716337523,24.4811293151159,0,0,2228,2229 days 00:00:00,1000.0,1514692.4091558615,151369.24091558615,-2.9802541625075785,100.0,45878.014037031666,62.885962561045815,357 days 00:00:00,35,0,0.0,781.751419488645,-25.80443332495542,141.8447916316056,-7.98548630348591,48 days 05:08:34.285714286,17 days 03:25:42.857142857,43248.35454731032,1.676747524055233,3.684865367929488,1.429371837291258,1.676297451794478,9.604457404104656,1.5261378224076887,0.3019859813084112,-0.0681962065924663,None,None,0.004593272261789219,1.157504609970883,1513.6924091558615,1.2885065429262768,0.830809047726193,2228
Most Calmar Ratio,FET-USD,SMA,25,34,false,35,7.044018425754612,40.0,1.9805813909383905,51.94662487055069,3.076921809603572,50791.715375840446,29 days 13:42:51.428571428,0.01570915619389587,0.47127468581687615,0.9425493716337523,24.4811293151159,0,0,2228,2229 days 00:00:00,1000.0,1514692.4091558615,151369.24091558615,-2.9802541625075785,100.0,45878.014037031666,62.885962561045815,357 days 00:00:00,35,0,0.0,781.751419488645,-25.80443332495542,141.8447916316056,-7.98548630348591,48 days 05:08:34.285714286,17 days 03:25:42.857142857,43248.35454731032,1.676747524055233,3.684865367929488,1.429371837291258,1.676297451794478,9.604457404104656,1.5261378224076887,0.3019859813084112,-0.0681962065924663,None,None,0.004593272261789219,1.157504609970883,1513.6924091558615,1.2885065429262768,0.830809047726193,2228
Most Omega Ratio,FET-USD,SMA,25,34,false,35,7.044018425754612,40.0,1.9805813909383905,51.94662487055069,3.076921809603572,50791.715375840446,29 days 13:42:51.428571428,0.01570915619389587,0.47127468581687615,0.9425493716337523,24.4811293151159,0,0,2228,2229 days 00:00:00,1000.0,1514692.4091558615,151369.24091558615,-2.9802541625075785,100.0,45878.014037031666,62.885962561045815,357 days 00:00:00,35,0,0.0,781.751419488645,-25.80443332495542,141.8447916316056,-7.98548630348591,48 days 05:08:34.285714286,17 days 03:25:42.857142857,43248.35454731032,1.676747524055233,3.684865367929488,1.429371837291258,1.676297451794478,9.604457404104656,1.5261378224076887,0.3019859813084112,-0.0681962065924663,None,None,0.004593272261789219,1.157504609970883,1513.6924091558615,1.2885065429262768,0.830809047726193,2228
Most Sortino Ratio,FET-USD,SMA,25,34,false,35,7.044018425754612,40.0,1.9805813909383905,51.94662487055069,3.076921809603572,50791.715375840446,29 days 13:42:51.428571428,0.01570915619389587,0.47127468581687615,0.9425493716337523,24.4811293151159,0,0,2228,2229 days 00:00:00,1000.0,1514692.4091558615,151369.24091558615,-2.9802541625075785,100.0,45878.014037031666,62.885962561045815,357 days 00:00:00,35,0,0.0,781.751419488645,-25.80443332495542,141.8447916316056,-7.98548630348591,48 days 05:08:34.285714286,17 days 03:25:42.857142857,43248.35454731032,1.676747524055233,3.684865367929488,1.429371837291258,1.676297451794478,9.604457404104656,1.5261378224076887,0.3019859813084112,-0.0681962065924663,None,None,0.004593272261789219,1.157504609970883,1513.6924091558615,1.2885065429262768,0.830809047726193,2228
Most Avg Winning Trade [%],FET-USD,SMA,7,42,false,34,5.903501125967163,38.23529411764706,1.9702322370991305,58.19618204637182,2.5485212724065645,11003.212694200327,28 days 06:21:10.588235293,0.01526032315978456,0.45780969479353684,0.9156193895870737,26.64277634079859,0,0,2228,2229 days 00:00:00,1000.0,328893.9017868424,32789.39017868424,-2.9802541625075785,100.0,8070.598308098096,67.13927856386117,448 days 00:00:00,34,0,0.0,967.8066213671589,-37.60789955204577,172.4877555614441,-12.555744415339575,54 days 11:04:36.923076923,12 days 01:08:34.285714285,9643.938287848305,1.4356034814743888,2.358182974960209,1.371239714374518,1.591154425932182,10.51242844823791,1.4831191052962887,0.27298686464877214,-0.06896044145679749,None,None,0.003875189278297093,0.9765476981308675,327.8939017868418,0.925600558313465,0.8186629189695691,2228
Most Worst Trade [%],FET-USD,SMA,26,34,false,34,5.873538236346518,38.23529411764706,2.1090382379954695,47.78561699303211,2.8847532794359663,29649.258368355248,30 days 12:42:21.176470586,0.01526032315978456,0.45780969479353684,0.9156193895870737,21.876718731100876,0,0,2228,2229 days 00:00:00,1000.0,884593.4541339086,88359.34541339087,-2.9802541625075785,100.0,25218.585086203806,67.78894008621337,375 days 00:00:00,34,0,0.0,665.2537817039758,-21.436150120474057,137.8033612097376,-7.939653236357003,51 days 16:36:55.384615384,17 days 10:17:08.571428571,25988.04276864437,1.5879962141311104,3.005803696860918,1.4020251415490703,1.6485056808599063,9.588464040374578,1.5136426770898714,0.30046674445740956,-0.06860119469345964,None,None,0.004356682768481154,1.0978840576572508,883.5934541339066,1.1534988631240353,0.8320571901640623,2228
Mean Sharpe Ratio,FET-USD,SMA,84,86,false,34,5.295122799741718,55.88235294117647,2.034433247277448,38.9909068813912,1.944417612302444,1657.464046032264,30 days 04:56:28.235294117,0.01526032315978456,0.45780969479353684,0.9156193895870737,17.85041517909292,0,0,2228,2229 days 00:00:00,1000.0,50366.83868231799,4936.683868231799,-2.9802541625075785,100.0,1145.323913773077,76.09645846458079,955 days 00:00:00,34,0,0.0,959.3155300074308,-38.683839024336756,79.47782158383222,-12.29251840836743,44 days 17:41:03.157894737,11 days 19:12:00,1451.965843597588,1.1225036827838586,1.1825573651456978,1.2740962715420427,1.57709280344424,11.479796073912821,1.445855728671453,0.2869515011547344,-0.07027580163351792,None,None,0.0030604899436493956,0.7712434657996476,49.366838682317876,0.5575294873291301,0.8268940841841297,2228
Median Sharpe Ratio,FET-USD,SMA,84,86,false,34,5.295122799741718,55.88235294117647,2.034433247277448,38.9909068813912,1.944417612302444,1657.464046032264,30 days 04:56:28.235294117,0.01526032315978456,0.45780969479353684,0.9156193895870737,17.85041517909292,0,0,2228,2229 days 00:00:00,1000.0,50366.83868231799,4936.683868231799,-2.9802541625075785,100.0,1145.323913773077,76.09645846458079,955 days 00:00:00,34,0,0.0,959.3155300074308,-38.683839024336756,79.47782158383222,-12.29251840836743,44 days 17:41:03.157894737,11 days 19:12:00,1451.965843597588,1.1225036827838586,1.1825573651456978,1.2740962715420427,1.57709280344424,11.479796073912821,1.445855728671453,0.2869515011547344,-0.07027580163351792,None,None,0.0030604899436493956,0.7712434657996476,49.366838682317876,0.5575294873291301,0.8268940841841297,2228
Median Avg Losing Trade [%],FET-USD,SMA,36,38,false,54,4.551000365482612,50.0,1.5200729830240005,29.62175140244271,2.1483944827884223,2992.195953495618,19 days 08:26:40,0.02423698384201077,0.7271095152603232,1.4542190305206464,21.53825730339192,0,0,2228,2229 days 00:00:00,1000.0,90145.24191281141,8914.524191281142,-2.9802541625075785,100.0,5247.442712844556,92.5096027436565,902 days 00:00:00,54,0,0.0,944.4866465235979,-39.82560404185727,72.74609202938062,-13.502589224495193,26 days 21:20:00,11 days 19:33:20,1650.8378132002113,1.2149287857549549,1.1781348293675094,1.296246610191135,1.679972664040672,10.31635454448609,1.4999788868420032,0.2959302325581395,-0.07171618399751423,None,None,0.0033209940365516366,0.8368904972110124,89.14524191281154,0.6634755212500263,0.8290180306134759,2228
Most Best Trade [%],FET-USD,SMA,17,30,false,38,4.378912245449015,39.473684210526315,1.748813242896315,50.38353991268769,2.0980409728678997,3113.7770796211094,27 days 08:12:37.894736840,0.017055655296229804,0.5116696588868941,1.0233393177737882,25.779728680639124,0,0,2228,2229 days 00:00:00,1000.0,93768.66848498996,9276.866848498996,-2.9802541625075785,100.0,2126.1197395662375,74.47397641025691,484 days 00:00:00,38,0,0.0,1189.9705436379938,-39.8368528366765,151.67824585321154,-15.678224831132216,50 days 00:00:00,12 days 13:33:54.782608695,2441.280749604998,1.2230470239492501,1.4816153751105368,1.297878169967858,1.351764539406607,10.23067454438219,1.4163253039260908,0.30046674445740956,-0.07306524995288811,None,None,0.00339951039089664,0.8566766185059532,92.76866848499004,0.6709034169270831,0.8429851426624156,2228
