Metric Type,Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration,Signal Entry
Most Win Rate [%],GLD,true,70,76,65,67.1875,2.4247823012831624,0.012522011348072784,2.6521652874475983,2.611362744563789,0.26707102328311483,0.5300332615926433,0.7083164972345865,1.0595293930476064,0,0,5111,5112 days 00:00:00,1000.0,4354.117777206391,335.4117777206391,520.1892375169834,100.0,335.0010143266665,33.24041585061047,2245 days 00:00:00,64,1,43.62642643860545,47.208611815795834,-10.257291699118111,5.862222922042654,-3.920809869104183,53 days 04:27:54.418604651,33 days 17:08:34.285714286,51.72642735574664,0.7440076803407691,0.33319067254293516,1.148503371560872,-0.3637138611295011,6.377978006010461,1.016962960778654,0.4655963302752293,-0.013124070990111779,None,None,0.0003220820827672134,0.08116468485733777,3.3541177772063966,0.07521441684641328,0.1312912701407342,-0.3552120006910208,46 days 19:07:30,false
Least Total Trades,GLD,true,70,81,50,63.26530612244898,2.521771651206055,0.009587164938368226,3.3575420907462235,2.4635220074114303,0.20543924867931912,0.40676971238505183,0.6897709245320944,1.035971820733633,0,0,5111,5112 days 00:00:00,1000.0,4225.628177737048,322.56281777370475,520.1892375169834,100.0,245.39247700903496,36.43042270641658,3266 days 00:00:00,49,1,91.20874517983066,44.49210273878674,-9.298355250472397,7.715061123087229,-4.147074020507731,75 days 00:00:00,37 days 14:40:00,63.96774352157587,0.7310444433140282,0.2975010486319073,1.1458291324585346,-0.4150353502297172,6.464310660719662,1.0062142597035875,0.4660166332090622,-0.013133422936318763,None,None,0.0003161645496611291,0.07967346651460452,3.225628177737038,0.07362791644839595,0.13116443558264668,-0.37991255006852476,61 days 06:22:02.448979591,false
Most Expectancy,GLD,true,78,87,50,59.183673469387756,3.3886069814614372,0.009587164938368226,3.4208853982292644,2.3480633502638737,0.20543924867931912,0.40676971238505183,0.7027841260302735,1.06281311283035,0,0,5111,5112 days 00:00:00,1000.0,4463.573251604519,346.35732516045186,520.1892375169834,100.0,223.19529199253813,33.396274477249285,2651 days 00:00:00,49,1,106.73372457300502,44.93036750143884,-10.0079240946653,7.884310274538292,-3.0510806724188244,86 days 03:18:37.241379311,28 days 13:12:00,68.50692912309212,0.7501094189839627,0.3375369091351989,1.1487506086937802,-0.4217731162125378,6.248443645988043,1.0178626605517034,0.4766031195840555,-0.01317224392759889,None,None,0.00032755120860655866,0.08254290456885278,3.4635732516045277,0.07653117337817195,0.13243454689653283,-0.33417052837594746,62 days 15:11:01.224489796,false
Most Worst Trade [%],GLD,true,77,86,51,60.0,3.1922937502307365,0.009782821365681862,3.2794883005901045,2.3286307459811395,0.2095480336529055,0.4149872823322246,0.6872103247763651,1.0449377917876692,0,0,5111,5112 days 00:00:00,1000.0,4332.502658878078,333.25026588780776,520.1892375169834,100.0,220.8148330406959,34.37228552501486,2664 days 00:00:00,50,1,105.80569129115065,39.85630328603296,-6.307122399939723,7.588115080054357,-3.1834518686062725,81 days 01:36:00,31 days 13:12:00,64.53393935173854,0.7366213251697975,0.3210707180421127,1.1458340806760552,-0.4051111609217965,6.2337181778250015,1.0203777944706451,0.47404844290657433,-0.013172243927599043,None,None,0.00032173144929187504,0.0810763252215525,3.332502658878057,0.07495066885110102,0.13246340986093527,-0.3593672420473182,61 days 06:14:24,false
Median Total Trades,GLD,true,66,73,63,61.29032258064516,2.49325432217577,0.012130698493445509,2.4870618280751766,2.236884011049863,0.25885345333594206,0.5135981216982978,0.6437845428572605,0.9792068002947265,0,0,5111,5112 days 00:00:00,1000.0,3857.398439616232,285.7398439616232,520.1892375169834,100.0,282.0081448974546,35.783153774822964,1970 days 00:00:00,62,1,57.72831750165824,43.68425104561667,-10.347481503715668,6.091076280850452,-3.2192943888190104,61 days 06:56:50.526315790,26 days 21:00:00,45.15596971152538,0.6893449821450929,0.28278340912668953,1.136927421190664,-0.3711856671675977,6.3508626506232,1.0233056926519348,0.4559954428937624,-0.01311127237744565,None,None,0.00029837200079693135,0.0751897442008267,2.857398439616275,0.06881328073917214,0.13127080561549817,-0.4507002003241288,47 days 23:13:32.903225806,false
Most Profit Factor,GLD,true,75,84,53,53.84615384615385,3.606963614660444,0.010174134220309137,3.245832170189318,2.1510840417822696,0.21776560360007827,0.4314224222265701,0.7068306017258288,1.0886275090307034,0,0,5111,5112 days 00:00:00,1000.0,4570.564055907727,357.0564055907728,520.1892375169834,100.0,256.80213783760405,28.862863026367826,2092 days 00:00:00,52,1,98.15541852392107,43.0495317658173,-7.978600765327242,7.852386482404718,-2.1284811940619828,82 days 19:42:51.428571428,30 days 07:00:00,66.7770891804578,0.7655816989849806,0.39707862350955114,1.1524768155842078,-0.39560415762919793,6.390914568760459,1.0211464289210472,0.4727744165946413,-0.01298731704064257,None,None,0.0003316225404313482,0.08356888018869975,3.5705640559077443,0.07778893967451905,0.13137090791084888,-0.31360285865369253,58 days 13:50:46.153846153,false
Most Calmar Ratio,GLD,true,75,84,53,53.84615384615385,3.606963614660444,0.010174134220309137,3.245832170189318,2.1510840417822696,0.21776560360007827,0.4314224222265701,0.7068306017258288,1.0886275090307034,0,0,5111,5112 days 00:00:00,1000.0,4570.564055907727,357.0564055907728,520.1892375169834,100.0,256.80213783760405,28.862863026367826,2092 days 00:00:00,52,1,98.15541852392107,43.0495317658173,-7.978600765327242,7.852386482404718,-2.1284811940619828,82 days 19:42:51.428571428,30 days 07:00:00,66.7770891804578,0.7655816989849806,0.39707862350955114,1.1524768155842078,-0.39560415762919793,6.390914568760459,1.0211464289210472,0.4727744165946413,-0.01298731704064257,None,None,0.0003316225404313482,0.08356888018869975,3.5705640559077443,0.07778893967451905,0.13137090791084888,-0.31360285865369253,58 days 13:50:46.153846153,false
Mean Total Fees Paid,GLD,true,62,72,55,53.70370370370371,2.409808612822559,0.010565447074936412,3.01622931279162,2.070311244283006,0.22598317354725103,0.44785756212091565,0.6816170722508944,1.0295407798931233,0,0,5111,5112 days 00:00:00,1000.0,4164.760794836138,316.47607948361383,520.1892375169834,100.0,268.31782620513087,32.39745006952974,2971 days 00:00:00,54,1,131.39623583148386,41.85014345235332,-9.341962277994623,8.539429563603553,-3.3906829781502243,75 days 04:57:55.862068966,31 days 00:00:00,56.17341775934547,0.7218733635092757,0.330992864559432,1.1443843122117312,-0.33384674929777125,6.399460953103488,1.014210596697647,0.45558086560364475,-0.013133422936318782,None,None,0.0003136235552243928,0.07903313591654698,3.164760794836134,0.07286029281534878,0.13176326847228118,-0.3916135578001432,54 days 17:46:39.999999999,false
Median Win Rate [%],GLD,true,62,72,55,53.70370370370371,2.409808612822559,0.010565447074936412,3.01622931279162,2.070311244283006,0.22598317354725103,0.44785756212091565,0.6816170722508944,1.0295407798931233,0,0,5111,5112 days 00:00:00,1000.0,4164.760794836138,316.47607948361383,520.1892375169834,100.0,268.31782620513087,32.39745006952974,2971 days 00:00:00,54,1,131.39623583148386,41.85014345235332,-9.341962277994623,8.539429563603553,-3.3906829781502243,75 days 04:57:55.862068966,31 days 00:00:00,56.17341775934547,0.7218733635092757,0.330992864559432,1.1443843122117312,-0.33384674929777125,6.399460953103488,1.014210596697647,0.45558086560364475,-0.013133422936318782,None,None,0.0003136235552243928,0.07903313591654698,3.164760794836134,0.07286029281534878,0.13176326847228118,-0.3916135578001432,54 days 17:46:39.999999999,false
Median Best Trade [%],GLD,true,59,70,53,57.692307692307686,2.250675809214715,0.010174134220309137,2.863170044345196,2.0330201498309086,0.21776560360007827,0.4314224222265701,0.6234999529164945,0.9338376593315197,0,0,5111,5112 days 00:00:00,1000.0,3634.180395459046,263.4180395459046,520.1892375169834,100.0,225.22653315365326,33.22292490683355,2970 days 00:00:00,52,1,96.41731264023065,34.14626262299561,-12.122808831752838,8.040684780699927,-4.1970773234112535,76 days 04:00:00,29 days 14:10:54.545454545,48.80313620805413,0.6569349618284079,0.2904980871790964,1.1310062955984075,-0.32734727523424795,6.420823231858608,1.009623044176861,0.4489795918367347,-0.013188374503872743,None,None,0.00028745491919911876,0.07243863963817793,2.634180395459039,0.06567719361531599,0.13270707355394412,-0.49361113120433525,56 days 11:04:36.923076922,false
