Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Total Return [%],HPQ,false,70,84,false,58,43.103448275862064,1.8473249010001402,0.0036441316913797435,11.241749004490494,5.176712564233972,0.07652676551897461,0.15305353103794922,0.8602946900898103,0.625579723242428,0,0,15916,15917 days 00:00:00,1000.0,42564.66042565895,4156.466042565895,22367.928279980508,100.0,1475.49124353344,71.8967771710678,3262 days 00:00:00,58,0,0.0,161.4403309510625,-28.42287076406086,39.74865467575879,-10.35439165556125,305 days 12:28:48,58 days 08:43:38.181818182,716.6320763044647,0.43516833383995457,0.12493502869644964,1.0864348034796696,-0.12831402417368337,13.686288447665614,1.043216491364951,0.42230363685104105,-0.024264450507957086,None,None,0.0003632196915306201,0.09153136226571627,41.56466042565859,0.061185523859478064,0.2531388498942389,-0.814177424456159,23052.93650793651,1.3449872823679525,1.098313459789075,164 days 21:31:02.068965518
Most Expectancy,HPQ,false,70,84,false,58,43.103448275862064,1.8473249010001402,0.0036441316913797435,11.241749004490494,5.176712564233972,0.07652676551897461,0.15305353103794922,0.8602946900898103,0.625579723242428,0,0,15916,15917 days 00:00:00,1000.0,42564.66042565895,4156.466042565895,22367.928279980508,100.0,1475.49124353344,71.8967771710678,3262 days 00:00:00,58,0,0.0,161.4403309510625,-28.42287076406086,39.74865467575879,-10.35439165556125,305 days 12:28:48,58 days 08:43:38.181818182,716.6320763044647,0.43516833383995457,0.12493502869644964,1.0864348034796696,-0.12831402417368337,13.686288447665614,1.043216491364951,0.42230363685104105,-0.024264450507957086,None,None,0.0003632196915306201,0.09153136226571627,41.56466042565859,0.061185523859478064,0.2531388498942389,-0.814177424456159,23052.93650793651,1.3449872823679525,1.098313459789075,164 days 21:31:02.068965518
Most Sortino Ratio,HPQ,false,70,84,false,58,43.103448275862064,1.8473249010001402,0.0036441316913797435,11.241749004490494,5.176712564233972,0.07652676551897461,0.15305353103794922,0.8602946900898103,0.625579723242428,0,0,15916,15917 days 00:00:00,1000.0,42564.66042565895,4156.466042565895,22367.928279980508,100.0,1475.49124353344,71.8967771710678,3262 days 00:00:00,58,0,0.0,161.4403309510625,-28.42287076406086,39.74865467575879,-10.35439165556125,305 days 12:28:48,58 days 08:43:38.181818182,716.6320763044647,0.43516833383995457,0.12493502869644964,1.0864348034796696,-0.12831402417368337,13.686288447665614,1.043216491364951,0.42230363685104105,-0.024264450507957086,None,None,0.0003632196915306201,0.09153136226571627,41.56466042565859,0.061185523859478064,0.2531388498942389,-0.814177424456159,23052.93650793651,1.3449872823679525,1.098313459789075,164 days 21:31:02.068965518
Most Profit Factor,HPQ,false,87,88,false,55,45.45454545454545,1.9012804940835597,0.0034556421211359638,11.213429279118735,5.16367161499297,0.07256848454385524,0.14513696908771048,0.8137415693253417,0.600325251308798,0,0,15916,15917 days 00:00:00,1000.0,34223.639674003854,3322.3639674003857,22367.928279980508,100.0,1081.4133971415813,75.07204697284453,4021 days 00:00:00,55,0,0.0,146.8972127158447,-29.234974583404018,37.99256673728313,-11.102518602684922,321 days 12:28:48,53 days 20:48:00,604.0661758909793,0.4178942341911825,0.11240812628242174,1.0824805094170316,-0.13227322808981934,13.533521325555277,1.0373771548579924,0.4286868324207881,-0.02453284235694232,None,None,0.00035151799925856465,0.0885825358131583,33.223639674004055,0.05752745347637944,0.2551102399390217,-0.8514675151934419,23052.93650793651,1.3097413105676576,1.1139502978943083,175 days 12:39:16.363636362
Most Avg Losing Trade Duration,HPQ,false,73,83,false,57,43.859649122807014,1.776602406651523,0.003581301834631817,11.132111894599937,5.12622577574136,0.07520733852726816,0.15041467705453632,0.837216507780606,0.6080205696129691,0,0,15916,15917 days 00:00:00,1000.0,36368.56330818565,3536.856330818565,22367.928279980508,100.0,1288.3021481883734,77.07186340292952,4057 days 00:00:00,57,0,0.0,154.4973465649476,-29.685906000856672,39.50060876378022,-11.030776284447157,305 days 14:24:00,60 days 02:15:00,620.5011106699238,0.4232096318701835,0.11145406936011852,1.083979051651401,-0.12798891679844035,13.650024861405157,1.042199257623333,0.42179544439481914,-0.02427194505752089,None,None,0.0003535852736199536,0.0891034889522283,35.368563308185905,0.05854571369092931,0.2533875826022355,-0.8418782335785615,23052.93650793651,1.333342151646324,1.0355842694811392,167 days 18:31:34.736842104
Least Total Trades,HPQ,false,87,89,false,54,46.2962962962963,1.7689772200813494,0.0033928122643880373,11.085173838226805,5.104611271977714,0.07124905755214878,0.14249811510429755,0.7898081887753955,0.5803498549050874,0,0,15916,15917 days 00:00:00,1000.0,28522.99484924908,2752.299484924908,22367.928279980508,100.0,970.6431558502159,76.07473143561117,4022 days 00:00:00,54,0,0.0,146.89721271584463,-31.449505747696648,37.494597487542045,-11.681570687044953,322 days 07:40:48,55 days 03:18:37.241379311,509.68508980090894,0.4042775756178136,0.10498320831489745,1.0796770916372123,-0.1325318782485075,13.531937628717639,1.0353594560433113,0.4285586070723389,-0.024566609479531695,None,None,0.0003400892397082492,0.0857024884064788,27.52299484924895,0.05448119007542673,0.2551290672146415,-0.8769533123285164,23052.93650793651,1.2977799521616922,1.0111826174862595,178 days 20:00:00
Most Win Rate [%],HPQ,false,87,89,false,54,46.2962962962963,1.7689772200813494,0.0033928122643880373,11.085173838226805,5.104611271977714,0.07124905755214878,0.14249811510429755,0.7898081887753955,0.5803498549050874,0,0,15916,15917 days 00:00:00,1000.0,28522.99484924908,2752.299484924908,22367.928279980508,100.0,970.6431558502159,76.07473143561117,4022 days 00:00:00,54,0,0.0,146.89721271584463,-31.449505747696648,37.494597487542045,-11.681570687044953,322 days 07:40:48,55 days 03:18:37.241379311,509.68508980090894,0.4042775756178136,0.10498320831489745,1.0796770916372123,-0.1325318782485075,13.531937628717639,1.0353594560433113,0.4285586070723389,-0.024566609479531695,None,None,0.0003400892397082492,0.0857024884064788,27.52299484924895,0.05448119007542673,0.2551290672146415,-0.8769533123285164,23052.93650793651,1.2977799521616922,1.0111826174862595,178 days 20:00:00
Least Avg Losing Trade [%],HPQ,false,87,89,false,54,46.2962962962963,1.7689772200813494,0.0033928122643880373,11.085173838226805,5.104611271977714,0.07124905755214878,0.14249811510429755,0.7898081887753955,0.5803498549050874,0,0,15916,15917 days 00:00:00,1000.0,28522.99484924908,2752.299484924908,22367.928279980508,100.0,970.6431558502159,76.07473143561117,4022 days 00:00:00,54,0,0.0,146.89721271584463,-31.449505747696648,37.494597487542045,-11.681570687044953,322 days 07:40:48,55 days 03:18:37.241379311,509.68508980090894,0.4042775756178136,0.10498320831489745,1.0796770916372123,-0.1325318782485075,13.531937628717639,1.0353594560433113,0.4285586070723389,-0.024566609479531695,None,None,0.0003400892397082492,0.0857024884064788,27.52299484924895,0.05448119007542673,0.2551290672146415,-0.8769533123285164,23052.93650793651,1.2977799521616922,1.0111826174862595,178 days 20:00:00
Median Worst Trade [%],HPQ,false,76,80,false,58,43.103448275862064,1.7112229385327589,0.0036441316913797435,10.877039224367323,5.008767371692449,0.07652676551897461,0.15305353103794922,0.8323846302638476,0.6049143768384218,0,0,15916,15917 days 00:00:00,1000.0,35370.25928884906,3437.025928884906,22367.928279980508,100.0,1400.3859343085874,77.07186340292952,4058 days 00:00:00,58,0,0.0,154.49734656494763,-29.685906000856665,39.42288247272515,-10.748599600146175,305 days 15:21:36,58 days 08:43:38.181818182,592.5906773939491,0.42109905805786857,0.1105550821132339,1.0835246086715433,-0.12832745643762067,13.641818316218561,1.0424594160075191,0.42192245845988924,-0.024271945057520707,None,None,0.00035187657214259425,0.08867289617993375,34.37025928884896,0.05807935522600838,0.25342694320923537,-0.846341338104116,23052.93650793651,1.3449872823679525,0.9837864974966815,164 days 22:45:31.034482758
Mean Worst Trade [%],HPQ,false,88,89,false,54,46.2962962962963,1.7373128422925226,0.0033928122643880373,10.72365521683097,4.938135575995105,0.07124905755214878,0.14249811510429755,0.7640503277133902,0.5702796077858109,0,0,15916,15917 days 00:00:00,1000.0,25954.908124657937,2495.4908124657936,22367.928279980508,100.0,918.9715574046375,75.92376300546523,4050 days 00:00:00,54,0,0.0,139.34919961978522,-31.449505747696644,36.61377558126714,-11.595414062855387,322 days 14:24:00,54 days 22:20:41.379310345,462.12792823440634,0.3971728085784749,0.10211802020318843,1.078209818415587,-0.12717083369558022,13.50221883806185,1.0359580925053404,0.4281740690892777,-0.024571840376944,None,None,0.00033429560463612396,0.08424249236830324,24.954908124657482,0.05290722482757193,0.2552688730683724,-0.8884344235536878,23052.93650793651,1.2977799521616922,0.9758506304852673,178 days 20:26:40
