Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Total Return [%],MSTR,false,6,23,false,149,38.513513513513516,2.349062902129188,0.021945432977461446,12.824228282136914,8.09682113515512,0.006269837453111474,0.9248220640569395,0.08040582679059345,1.5206000600487055,0,0,6744,6745 days 00:00:00,1000.0,1623203.7130109477,162220.37130109477,2858.9586607803085,100.0,53358.460759941634,90.58898487833793,2310 days 00:00:00,148,1,52808.03496498405,669.0262975778547,-51.12041681384669,44.80751909335054,-7.209261566645249,48 days 18:31:34.736842105,8 days 22:25:03.296703296,10604.02485166192,0.9560051274898994,0.5429524054870786,1.2625130098222748,0.5442073497678844,41.71288479656462,1.3151465746859594,0.37037789516456726,-0.037738178121967114,None,None,0.001652907549579474,0.41653270249402746,1622.203713010933,0.31808304282661437,0.5243666279968915,55.74106923141702,9768.095238095239,1.169385985683498,8.598277293516473,24 days 06:38:55.135135133
Most Total Fees Paid,MSTR,false,6,23,false,149,38.513513513513516,2.349062902129188,0.021945432977461446,12.824228282136914,8.09682113515512,0.006269837453111474,0.9248220640569395,0.08040582679059345,1.5206000600487055,0,0,6744,6745 days 00:00:00,1000.0,1623203.7130109477,162220.37130109477,2858.9586607803085,100.0,53358.460759941634,90.58898487833793,2310 days 00:00:00,148,1,52808.03496498405,669.0262975778547,-51.12041681384669,44.80751909335054,-7.209261566645249,48 days 18:31:34.736842105,8 days 22:25:03.296703296,10604.02485166192,0.9560051274898994,0.5429524054870786,1.2625130098222748,0.5442073497678844,41.71288479656462,1.3151465746859594,0.37037789516456726,-0.037738178121967114,None,None,0.001652907549579474,0.41653270249402746,1622.203713010933,0.31808304282661437,0.5243666279968915,55.74106923141702,9768.095238095239,1.169385985683498,8.598277293516473,24 days 06:38:55.135135133
Most Expectancy,MSTR,false,6,23,false,149,38.513513513513516,2.349062902129188,0.021945432977461446,12.824228282136914,8.09682113515512,0.006269837453111474,0.9248220640569395,0.08040582679059345,1.5206000600487055,0,0,6744,6745 days 00:00:00,1000.0,1623203.7130109477,162220.37130109477,2858.9586607803085,100.0,53358.460759941634,90.58898487833793,2310 days 00:00:00,148,1,52808.03496498405,669.0262975778547,-51.12041681384669,44.80751909335054,-7.209261566645249,48 days 18:31:34.736842105,8 days 22:25:03.296703296,10604.02485166192,0.9560051274898994,0.5429524054870786,1.2625130098222748,0.5442073497678844,41.71288479656462,1.3151465746859594,0.37037789516456726,-0.037738178121967114,None,None,0.001652907549579474,0.41653270249402746,1622.203713010933,0.31808304282661437,0.5243666279968915,55.74106923141702,9768.095238095239,1.169385985683498,8.598277293516473,24 days 06:38:55.135135133
Most Sharpe Ratio,MSTR,false,6,23,false,149,38.513513513513516,2.349062902129188,0.021945432977461446,12.824228282136914,8.09682113515512,0.006269837453111474,0.9248220640569395,0.08040582679059345,1.5206000600487055,0,0,6744,6745 days 00:00:00,1000.0,1623203.7130109477,162220.37130109477,2858.9586607803085,100.0,53358.460759941634,90.58898487833793,2310 days 00:00:00,148,1,52808.03496498405,669.0262975778547,-51.12041681384669,44.80751909335054,-7.209261566645249,48 days 18:31:34.736842105,8 days 22:25:03.296703296,10604.02485166192,0.9560051274898994,0.5429524054870786,1.2625130098222748,0.5442073497678844,41.71288479656462,1.3151465746859594,0.37037789516456726,-0.037738178121967114,None,None,0.001652907549579474,0.41653270249402746,1622.203713010933,0.31808304282661437,0.5243666279968915,55.74106923141702,9768.095238095239,1.169385985683498,8.598277293516473,24 days 06:38:55.135135133
Most Calmar Ratio,MSTR,false,6,23,false,149,38.513513513513516,2.349062902129188,0.021945432977461446,12.824228282136914,8.09682113515512,0.006269837453111474,0.9248220640569395,0.08040582679059345,1.5206000600487055,0,0,6744,6745 days 00:00:00,1000.0,1623203.7130109477,162220.37130109477,2858.9586607803085,100.0,53358.460759941634,90.58898487833793,2310 days 00:00:00,148,1,52808.03496498405,669.0262975778547,-51.12041681384669,44.80751909335054,-7.209261566645249,48 days 18:31:34.736842105,8 days 22:25:03.296703296,10604.02485166192,0.9560051274898994,0.5429524054870786,1.2625130098222748,0.5442073497678844,41.71288479656462,1.3151465746859594,0.37037789516456726,-0.037738178121967114,None,None,0.001652907549579474,0.41653270249402746,1622.203713010933,0.31808304282661437,0.5243666279968915,55.74106923141702,9768.095238095239,1.169385985683498,8.598277293516473,24 days 06:38:55.135135133
Most Omega Ratio,MSTR,false,6,23,false,149,38.513513513513516,2.349062902129188,0.021945432977461446,12.824228282136914,8.09682113515512,0.006269837453111474,0.9248220640569395,0.08040582679059345,1.5206000600487055,0,0,6744,6745 days 00:00:00,1000.0,1623203.7130109477,162220.37130109477,2858.9586607803085,100.0,53358.460759941634,90.58898487833793,2310 days 00:00:00,148,1,52808.03496498405,669.0262975778547,-51.12041681384669,44.80751909335054,-7.209261566645249,48 days 18:31:34.736842105,8 days 22:25:03.296703296,10604.02485166192,0.9560051274898994,0.5429524054870786,1.2625130098222748,0.5442073497678844,41.71288479656462,1.3151465746859594,0.37037789516456726,-0.037738178121967114,None,None,0.001652907549579474,0.41653270249402746,1622.203713010933,0.31808304282661437,0.5243666279968915,55.74106923141702,9768.095238095239,1.169385985683498,8.598277293516473,24 days 06:38:55.135135133
Most Sortino Ratio,MSTR,false,6,23,false,149,38.513513513513516,2.349062902129188,0.021945432977461446,12.824228282136914,8.09682113515512,0.006269837453111474,0.9248220640569395,0.08040582679059345,1.5206000600487055,0,0,6744,6745 days 00:00:00,1000.0,1623203.7130109477,162220.37130109477,2858.9586607803085,100.0,53358.460759941634,90.58898487833793,2310 days 00:00:00,148,1,52808.03496498405,669.0262975778547,-51.12041681384669,44.80751909335054,-7.209261566645249,48 days 18:31:34.736842105,8 days 22:25:03.296703296,10604.02485166192,0.9560051274898994,0.5429524054870786,1.2625130098222748,0.5442073497678844,41.71288479656462,1.3151465746859594,0.37037789516456726,-0.037738178121967114,None,None,0.001652907549579474,0.41653270249402746,1622.203713010933,0.31808304282661437,0.5243666279968915,55.74106923141702,9768.095238095239,1.169385985683498,8.598277293516473,24 days 06:38:55.135135133
Least Worst Trade [%],MSTR,false,7,21,false,149,38.513513513513516,2.1062536276622135,0.021945432977461446,12.554584076238841,7.926576122569937,0.006269837453111474,0.9248220640569395,0.0787152014494392,1.4374371165881465,0,0,6744,6745 days 00:00:00,1000.0,940985.4891417465,93998.54891417465,2858.9586607803085,100.0,34548.17456257355,92.15522730852808,2310 days 00:00:00,148,1,30613.282987114973,669.0262975778546,-59.27191805015896,44.70778626915127,-7.585333780860151,47 days 20:37:53.684210526,9 days 14:14:30.329670329,6144.406798342102,0.9084551909152202,0.48665872189175285,1.2476372951486958,0.5190672037904693,41.212223622117364,1.3051257936635048,0.37037789516456726,-0.037908323419225766,None,None,0.0015758613685280631,0.3971170648690719,939.9854891417375,0.29150489321738116,0.5260913981563342,31.87859674351472,9768.095238095239,1.169385985683498,7.134645638239043,24 days 07:56:45.405405404
Most Total Trades,MSTR,false,10,15,false,150,38.92617449664429,2.2472111434185127,0.022093712930011864,11.360349868385846,7.249425595405205,0.006311916899105511,0.9310498220640568,0.07170558431401569,1.347712936733019,0,0,6744,6745 days 00:00:00,1000.0,518031.5826107904,51703.158261079036,2858.9586607803085,100.0,16482.509993208543,93.09616477281187,1908 days 00:00:00,149,1,16853.23272008315,669.0262975778546,-59.271918050158945,41.79688602434525,-8.03876108815971,46 days 04:08:16.551724137,9 days 19:46:48.791208791,3356.9016771188417,0.8597993719869687,0.432287011486688,1.2328657209421623,0.4056648400188777,41.533888406884756,1.2859360996582208,0.36732211635921347,-0.038092446927413516,None,None,0.001480690292512052,0.3731339537130371,517.0315826107853,0.26302249481544404,0.5222925224624791,17.084612054854777,9768.095238095239,1.1733035376474437,6.593099221932864,23 days 23:21:20.536912750
Most Avg Losing Trade Duration,MSTR,false,10,15,false,150,38.92617449664429,2.2472111434185127,0.022093712930011864,11.360349868385846,7.249425595405205,0.006311916899105511,0.9310498220640568,0.07170558431401569,1.347712936733019,0,0,6744,6745 days 00:00:00,1000.0,518031.5826107904,51703.158261079036,2858.9586607803085,100.0,16482.509993208543,93.09616477281187,1908 days 00:00:00,149,1,16853.23272008315,669.0262975778546,-59.271918050158945,41.79688602434525,-8.03876108815971,46 days 04:08:16.551724137,9 days 19:46:48.791208791,3356.9016771188417,0.8597993719869687,0.432287011486688,1.2328657209421623,0.4056648400188777,41.533888406884756,1.2859360996582208,0.36732211635921347,-0.038092446927413516,None,None,0.001480690292512052,0.3731339537130371,517.0315826107853,0.26302249481544404,0.5222925224624791,17.084612054854777,9768.095238095239,1.1733035376474437,6.593099221932864,23 days 23:21:20.536912750
