Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
Most Profit Factor,EDV,true,71,77,false,45,53.333333333333336,1.9643367958256641,0.010409437890353921,2.1512361820279944,0.9509977595997765,0.21859819569743233,0.43719639139486466,0.47025634791035265,0.6308600355425621,0,0,4323,4324 days 00:00:00,1000.0,2208.881066034558,120.8881066034558,-27.027577805990287,100.0,160.04206533045445,30.672064685190215,1275 days 00:00:00,45,0,0.0,43.24586826312869,-7.715819755227024,6.958852059760548,-3.343181963952066,59 days 15:00:00,33 days 13:42:51.428571428,26.864023689656857,0.42987934106545644,0.2255604875890299,1.0925162246622946,0.2588300147149764,10.412222683485144,1.0453148036147795,0.3457827575474634,-0.01646262328980154,None,None,0.0002401660508871337,0.06052184482355769,1.2088810660345484,0.0472687559162821,0.16943836226126996,5.47276879457036,6261.488095238095,0.11392941730839792,47 days 11:11:59.999999999
Most Expectancy,EDV,true,49,67,false,35,50.0,1.6915065611803966,0.007864908628267407,3.1722899160065414,0.9933492092855261,0.17002081887578072,0.33518390006939625,0.5393553292308138,0.6211936260465044,0,0,4323,4324 days 00:00:00,1000.0,2189.4906794830067,118.94906794830067,-27.027577805990287,100.0,127.0639233596667,36.412310613784896,1275 days 00:00:00,34,1,-8.32511960691636,61.117579984413176,-11.880017375131464,11.762148620964838,-5.417568788951756,93 days 14:07:03.529411765,34 days 02:49:24.705882353,35.22987644382125,0.4256597569862578,0.18781720962697923,1.0898801274534804,0.21229163104789875,10.062018964909997,0.998977875294023,0.3627481878348566,-0.016459413535142832,None,None,0.0002384531707499896,0.06009019902899738,1.189490679483002,0.04673074787335074,0.1698975873076229,5.401025826366774,6261.488095238095,0.10164019784974525,63 days 20:28:14.117647058
Least Total Trades,EDV,true,49,68,false,34,51.515151515151516,1.6242380565764902,0.007633587786259542,3.0248640579415693,0.9471852824646654,0.16516308119361553,0.32546842470506593,0.4995958680014528,0.5824401459525868,0,0,4323,4324 days 00:00:00,1000.0,2061.9955854168165,106.19955854168165,-27.027577805990287,100.0,120.10170042375051,38.89376454368721,1894 days 00:00:00,33,1,13.828792905053888,57.533837873669036,-14.713581984014834,11.218460511771099,-5.680832174252306,92 days 12:42:21.176470588,37 days 19:30:00,31.762630076113986,0.40023562239136856,0.161958131811448,1.0841741936976221,0.19585040605168458,9.95515963650683,0.9939829262843005,0.36403785488958995,-0.016505090006313807,None,None,0.00022497250862877897,0.056693072174452304,1.061995585416823,0.043077293059903043,0.17047488805702615,4.929303591465159,6261.488095238095,0.08823472944838762,66 days 00:00:00
Most Win Rate [%],EDV,true,34,49,false,49,62.5,1.5650746505331083,0.011103400416377515,1.7468007510046895,0.9420947870587089,0.238029146426093,0.4712005551700208,0.4157894917381044,0.5648013777669747,0,0,4323,4324 days 00:00:00,1000.0,1986.065710650921,98.60657106509208,-27.027577805990287,100.0,172.24919852416394,31.11395184139259,1275 days 00:00:00,48,1,-42.615316469044274,22.402094129622647,-14.699877063060093,5.886534988889718,-5.152756312137025,54 days 03:12:00,27 days 02:40:00,21.43085473166594,0.38830394277997565,0.1916516482026924,1.0829588636315857,0.17750615278031445,10.469631194823883,1.0273975177927008,0.3457827575474634,-0.016359236241928293,None,None,0.00021415407214432712,0.053966826180370436,0.9860657106509318,0.0407990336787285,0.16726352273647024,4.6483687799517615,6261.488095238095,0.08818559280935613,44 days 00:00:00
Mean Total Trades,EDV,true,10,63,false,47,47.82608695652174,1.816490096505721,0.010640758732361786,1.9661918371757434,0.7967622106809056,0.22831367106176267,0.45176960444136016,0.4489084763572655,0.628617035129982,0,0,4323,4324 days 00:00:00,1000.0,2171.4807839886544,117.14807839886541,-27.027577805990287,100.0,175.7034451796617,28.118301056034454,1142 days 00:00:00,46,1,-8.256640423376666,28.068256750073594,-5.853098720396581,7.415823364825713,-3.02930372983673,69 days 14:10:54.545454546,23 days 03:00:00,25.646465748087607,0.42751710595454523,0.24056911261578107,1.092541120578524,0.25677198567028914,10.73654626400427,1.0398526042994858,0.3407751937984496,-0.01592124480324312,None,None,0.0002338763871209875,0.05893684955448885,1.171480783988661,0.04622700869802343,0.16591268145893845,5.334390570985653,6261.488095238095,0.08653061536516471,45 days 08:20:52.173913043
Most Total Return [%],EDV,true,9,67,false,46,44.44444444444444,1.8240525564880288,0.010409437890353921,2.0776545619739597,0.7653912551018455,0.2234559333795975,0.44205412907702984,0.46426423938626993,0.6422271134895255,0,0,4323,4324 days 00:00:00,1000.0,2220.6326623968284,122.06326623968285,-27.027577805990287,100.0,164.79202844413226,28.177419998696806,886 days 00:00:00,45,1,-8.443531041586539,27.56870343334373,-5.853098720396568,8.54838391407564,-3.098928919707383,77 days 09:36:00,21 days 04:48:00,27.312804298631463,0.43633131621918037,0.24723005582820268,1.0946588922594342,0.2718922179094647,10.819180923912178,1.0397261923741512,0.33952912019826514,-0.01591188793439924,None,None,0.0002393426596359373,0.060314350228256194,1.2206326623968238,0.04759265668757062,0.16636058205714904,5.516248815039178,6261.488095238095,0.0828940328580538,46 days 04:16:00
Most Sharpe Ratio,EDV,true,9,67,false,46,44.44444444444444,1.8240525564880288,0.010409437890353921,2.0776545619739597,0.7653912551018455,0.2234559333795975,0.44205412907702984,0.46426423938626993,0.6422271134895255,0,0,4323,4324 days 00:00:00,1000.0,2220.6326623968284,122.06326623968285,-27.027577805990287,100.0,164.79202844413226,28.177419998696806,886 days 00:00:00,45,1,-8.443531041586539,27.56870343334373,-5.853098720396568,8.54838391407564,-3.098928919707383,77 days 09:36:00,21 days 04:48:00,27.312804298631463,0.43633131621918037,0.24723005582820268,1.0946588922594342,0.2718922179094647,10.819180923912178,1.0397261923741512,0.33952912019826514,-0.01591188793439924,None,None,0.0002393426596359373,0.060314350228256194,1.2206326623968238,0.04759265668757062,0.16636058205714904,5.516248815039178,6261.488095238095,0.0828940328580538,46 days 04:16:00
Most Omega Ratio,EDV,true,9,67,false,46,44.44444444444444,1.8240525564880288,0.010409437890353921,2.0776545619739597,0.7653912551018455,0.2234559333795975,0.44205412907702984,0.46426423938626993,0.6422271134895255,0,0,4323,4324 days 00:00:00,1000.0,2220.6326623968284,122.06326623968285,-27.027577805990287,100.0,164.79202844413226,28.177419998696806,886 days 00:00:00,45,1,-8.443531041586539,27.56870343334373,-5.853098720396568,8.54838391407564,-3.098928919707383,77 days 09:36:00,21 days 04:48:00,27.312804298631463,0.43633131621918037,0.24723005582820268,1.0946588922594342,0.2718922179094647,10.819180923912178,1.0397261923741512,0.33952912019826514,-0.01591188793439924,None,None,0.0002393426596359373,0.060314350228256194,1.2206326623968238,0.04759265668757062,0.16636058205714904,5.516248815039178,6261.488095238095,0.0828940328580538,46 days 04:16:00
Most Sortino Ratio,EDV,true,9,67,false,46,44.44444444444444,1.8240525564880288,0.010409437890353921,2.0776545619739597,0.7653912551018455,0.2234559333795975,0.44205412907702984,0.46426423938626993,0.6422271134895255,0,0,4323,4324 days 00:00:00,1000.0,2220.6326623968284,122.06326623968285,-27.027577805990287,100.0,164.79202844413226,28.177419998696806,886 days 00:00:00,45,1,-8.443531041586539,27.56870343334373,-5.853098720396568,8.54838391407564,-3.098928919707383,77 days 09:36:00,21 days 04:48:00,27.312804298631463,0.43633131621918037,0.24723005582820268,1.0946588922594342,0.2718922179094647,10.819180923912178,1.0397261923741512,0.33952912019826514,-0.01591188793439924,None,None,0.0002393426596359373,0.060314350228256194,1.2206326623968238,0.04759265668757062,0.16636058205714904,5.516248815039178,6261.488095238095,0.0828940328580538,46 days 04:16:00
Least Max Drawdown [%],EDV,true,10,65,false,44,44.18604651162791,1.8231355695802964,0.00994679620633819,2.072924955756661,0.7254664608468698,0.21374045801526717,0.42262317834836916,0.44306792947470613,0.6197554028313123,0,0,4323,4324 days 00:00:00,1000.0,2137.8685051754983,113.7868505175498,-27.027577805990287,100.0,155.93960571887132,26.000657154217844,1142 days 00:00:00,43,1,-8.128836160950414,27.025709617059785,-6.057775822776951,8.613023148641672,-3.1046527802773056,81 days 07:34:44.210526315,22 days 06:00:00,26.651100961312757,0.4212271745305522,0.2547587872196277,1.091236987884874,0.2638315959259108,10.791486887342455,1.0422712256079856,0.33787128712871284,-0.015895561433854205,None,None,0.00023011335612196923,0.057988565742736246,1.1378685051754869,0.04527625408775293,0.16568078674448472,5.210027673746278,6261.488095238095,0.07567597928030581,48 days 08:22:19.534883720
