Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
Least Total Trades,JJSF,false,69,82,false,34,47.05882352941176,2.5145209145578997,0.0034458295327860545,11.779005085512518,3.471432701569355,0.07236242018850715,0.1447248403770143,0.8523573154004194,0.6643834615444373,0,0,9867,9868 days 00:00:00,1000.0,13983.593185409409,1298.3593185409409,2999.130293251862,100.0,551.7130620972515,69.33672068434106,1339 days 00:00:00,34,0,0.0,120.19607956101532,-28.171999999999986,33.40480755119892,-7.443930439542059,319 days 03:00:00,83 days 18:39:59.999999999,381.87038780615876,0.45655484103715,0.1478140480190636,1.0952691105698633,-0.6393907697975734,35.983600175019916,1.079344357750599,0.45696146463900783,-0.025641025641025644,None,None,0.0004375073791010084,0.11025185953345412,12.983593185409338,0.06968466409188334,0.29062912395472273,-0.5670880583406829,14291.488095238095,0.23717241054454233,194 days 12:42:21.176470587
Most Profit Factor,JJSF,false,69,82,false,34,47.05882352941176,2.5145209145578997,0.0034458295327860545,11.779005085512518,3.471432701569355,0.07236242018850715,0.1447248403770143,0.8523573154004194,0.6643834615444373,0,0,9867,9868 days 00:00:00,1000.0,13983.593185409409,1298.3593185409409,2999.130293251862,100.0,551.7130620972515,69.33672068434106,1339 days 00:00:00,34,0,0.0,120.19607956101532,-28.171999999999986,33.40480755119892,-7.443930439542059,319 days 03:00:00,83 days 18:39:59.999999999,381.87038780615876,0.45655484103715,0.1478140480190636,1.0952691105698633,-0.6393907697975734,35.983600175019916,1.079344357750599,0.45696146463900783,-0.025641025641025644,None,None,0.0004375073791010084,0.11025185953345412,12.983593185409338,0.06968466409188334,0.29062912395472273,-0.5670880583406829,14291.488095238095,0.23717241054454233,194 days 12:42:21.176470587
Most Omega Ratio,JJSF,false,69,82,false,34,47.05882352941176,2.5145209145578997,0.0034458295327860545,11.779005085512518,3.471432701569355,0.07236242018850715,0.1447248403770143,0.8523573154004194,0.6643834615444373,0,0,9867,9868 days 00:00:00,1000.0,13983.593185409409,1298.3593185409409,2999.130293251862,100.0,551.7130620972515,69.33672068434106,1339 days 00:00:00,34,0,0.0,120.19607956101532,-28.171999999999986,33.40480755119892,-7.443930439542059,319 days 03:00:00,83 days 18:39:59.999999999,381.87038780615876,0.45655484103715,0.1478140480190636,1.0952691105698633,-0.6393907697975734,35.983600175019916,1.079344357750599,0.45696146463900783,-0.025641025641025644,None,None,0.0004375073791010084,0.11025185953345412,12.983593185409338,0.06968466409188334,0.29062912395472273,-0.5670880583406829,14291.488095238095,0.23717241054454233,194 days 12:42:21.176470587
Most Worst Trade [%],JJSF,false,78,83,false,34,44.11764705882353,2.0638452083890613,0.0034458295327860545,11.625517890360136,3.212060570186076,0.07236242018850715,0.1447248403770143,0.8412506104912474,0.6696207823886626,0,0,9867,9868 days 00:00:00,1000.0,13656.744653247546,1265.6744653247547,2999.130293251862,100.0,644.7020273300323,63.81689731035697,1857 days 00:00:00,34,0,0.0,155.66934142929728,-12.687499999999988,34.48242124735935,-6.419405812533978,338 days 01:36:00,83 days 03:47:22.105263158,372.2571956837513,0.4540512291007289,0.1590885224481362,1.0935977353921666,-0.25122741179500435,31.959469666119197,1.0837296282084854,0.4586844050258685,-0.02590659243150826,None,None,0.0004308196322333962,0.10856654732281584,12.656744653247545,0.06903878763477778,0.28776457710999404,-0.5779861687994808,14291.488095238095,0.1769200101480313,195 days 14:49:24.705882352
Most Calmar Ratio,JJSF,false,78,83,false,34,44.11764705882353,2.0638452083890613,0.0034458295327860545,11.625517890360136,3.212060570186076,0.07236242018850715,0.1447248403770143,0.8412506104912474,0.6696207823886626,0,0,9867,9868 days 00:00:00,1000.0,13656.744653247546,1265.6744653247547,2999.130293251862,100.0,644.7020273300323,63.81689731035697,1857 days 00:00:00,34,0,0.0,155.66934142929728,-12.687499999999988,34.48242124735935,-6.419405812533978,338 days 01:36:00,83 days 03:47:22.105263158,372.2571956837513,0.4540512291007289,0.1590885224481362,1.0935977353921666,-0.25122741179500435,31.959469666119197,1.0837296282084854,0.4586844050258685,-0.02590659243150826,None,None,0.0004308196322333962,0.10856654732281584,12.656744653247545,0.06903878763477778,0.28776457710999404,-0.5779861687994808,14291.488095238095,0.1769200101480313,195 days 14:49:24.705882352
Most Total Return [%],JJSF,false,76,82,false,34,44.11764705882353,1.9440237928435606,0.0034458295327860545,11.799723283633721,3.2601924710721275,0.07236242018850715,0.1447248403770143,0.8538565343584147,0.6740739673840436,0,0,9867,9868 days 00:00:00,1000.0,14072.758813917546,1307.2758813917544,2999.130293251862,100.0,692.6051543220418,67.10627028214269,1235 days 00:00:00,34,0,0.0,152.75881187510083,-13.212430007877957,35.187726614402884,-6.664489872236669,340 days 03:12:00,81 days 07:34:44.210526315,384.4929062916927,0.4572840691567755,0.1531133293146391,1.0943750410889048,-0.2600562102677504,32.01424804466742,1.084499919867354,0.4586844050258685,-0.025793845068584613,None,None,0.0004338561884019109,0.10933175947728155,13.072758813917591,0.06985830823854466,0.2877440999454095,-0.5641150088300043,14291.488095238095,0.17027055638775873,195 days 11:59:59.999999999
Most Total Fees Paid,JJSF,false,76,82,false,34,44.11764705882353,1.9440237928435606,0.0034458295327860545,11.799723283633721,3.2601924710721275,0.07236242018850715,0.1447248403770143,0.8538565343584147,0.6740739673840436,0,0,9867,9868 days 00:00:00,1000.0,14072.758813917546,1307.2758813917544,2999.130293251862,100.0,692.6051543220418,67.10627028214269,1235 days 00:00:00,34,0,0.0,152.75881187510083,-13.212430007877957,35.187726614402884,-6.664489872236669,340 days 03:12:00,81 days 07:34:44.210526315,384.4929062916927,0.4572840691567755,0.1531133293146391,1.0943750410889048,-0.2600562102677504,32.01424804466742,1.084499919867354,0.4586844050258685,-0.025793845068584613,None,None,0.0004338561884019109,0.10933175947728155,13.072758813917591,0.06985830823854466,0.2877440999454095,-0.5641150088300043,14291.488095238095,0.17027055638775873,195 days 11:59:59.999999999
Most Expectancy,JJSF,false,76,82,false,34,44.11764705882353,1.9440237928435606,0.0034458295327860545,11.799723283633721,3.2601924710721275,0.07236242018850715,0.1447248403770143,0.8538565343584147,0.6740739673840436,0,0,9867,9868 days 00:00:00,1000.0,14072.758813917546,1307.2758813917544,2999.130293251862,100.0,692.6051543220418,67.10627028214269,1235 days 00:00:00,34,0,0.0,152.75881187510083,-13.212430007877957,35.187726614402884,-6.664489872236669,340 days 03:12:00,81 days 07:34:44.210526315,384.4929062916927,0.4572840691567755,0.1531133293146391,1.0943750410889048,-0.2600562102677504,32.01424804466742,1.084499919867354,0.4586844050258685,-0.025793845068584613,None,None,0.0004338561884019109,0.10933175947728155,13.072758813917591,0.06985830823854466,0.2877440999454095,-0.5641150088300043,14291.488095238095,0.17027055638775873,195 days 11:59:59.999999999
Most Sharpe Ratio,JJSF,false,76,82,false,34,44.11764705882353,1.9440237928435606,0.0034458295327860545,11.799723283633721,3.2601924710721275,0.07236242018850715,0.1447248403770143,0.8538565343584147,0.6740739673840436,0,0,9867,9868 days 00:00:00,1000.0,14072.758813917546,1307.2758813917544,2999.130293251862,100.0,692.6051543220418,67.10627028214269,1235 days 00:00:00,34,0,0.0,152.75881187510083,-13.212430007877957,35.187726614402884,-6.664489872236669,340 days 03:12:00,81 days 07:34:44.210526315,384.4929062916927,0.4572840691567755,0.1531133293146391,1.0943750410889048,-0.2600562102677504,32.01424804466742,1.084499919867354,0.4586844050258685,-0.025793845068584613,None,None,0.0004338561884019109,0.10933175947728155,13.072758813917591,0.06985830823854466,0.2877440999454095,-0.5641150088300043,14291.488095238095,0.17027055638775873,195 days 11:59:59.999999999
Most Sortino Ratio,JJSF,false,76,82,false,34,44.11764705882353,1.9440237928435606,0.0034458295327860545,11.799723283633721,3.2601924710721275,0.07236242018850715,0.1447248403770143,0.8538565343584147,0.6740739673840436,0,0,9867,9868 days 00:00:00,1000.0,14072.758813917546,1307.2758813917544,2999.130293251862,100.0,692.6051543220418,67.10627028214269,1235 days 00:00:00,34,0,0.0,152.75881187510083,-13.212430007877957,35.187726614402884,-6.664489872236669,340 days 03:12:00,81 days 07:34:44.210526315,384.4929062916927,0.4572840691567755,0.1531133293146391,1.0943750410889048,-0.2600562102677504,32.01424804466742,1.084499919867354,0.4586844050258685,-0.025793845068584613,None,None,0.0004338561884019109,0.10933175947728155,13.072758813917591,0.06985830823854466,0.2877440999454095,-0.5641150088300043,14291.488095238095,0.17027055638775873,195 days 11:59:59.999999999
