Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
Most Expectancy,JJSF,true,38,86,false,60,63.33333333333333,2.337484054238862,0.006080875646093037,6.773592932514202,4.566467145515192,0.1276983885679538,0.2553967771359076,0.8649769022973441,0.7767613234981422,0,0,9867,9868 days 00:00:00,1000.0,23357.423270599113,2235.7423270599115,2999.130293251862,100.0,1439.170836920015,47.59350238802294,963 days 00:00:00,60,0,0.0,72.03538461538461,-19.624999999999975,14.588374736017759,-6.724666546264666,120 days 19:34:44.210526316,59 days 12:00:00,372.6237211766519,0.5202395040495935,0.25972054795408805,1.1138719700834168,0.11303700495314684,22.077677940077184,1.1138719700834212,0.3857604269063334,-0.024173011872600576,None,None,0.0004662396423038541,0.11749238986057124,22.357423270598925,0.08379112431754199,0.2718019527251887,-0.25453644608558607,14291.488095238095,0.6337316323272435,98 days 08:00:00
Most Calmar Ratio,JJSF,true,38,86,false,60,63.33333333333333,2.337484054238862,0.006080875646093037,6.773592932514202,4.566467145515192,0.1276983885679538,0.2553967771359076,0.8649769022973441,0.7767613234981422,0,0,9867,9868 days 00:00:00,1000.0,23357.423270599113,2235.7423270599115,2999.130293251862,100.0,1439.170836920015,47.59350238802294,963 days 00:00:00,60,0,0.0,72.03538461538461,-19.624999999999975,14.588374736017759,-6.724666546264666,120 days 19:34:44.210526316,59 days 12:00:00,372.6237211766519,0.5202395040495935,0.25972054795408805,1.1138719700834168,0.11303700495314684,22.077677940077184,1.1138719700834212,0.3857604269063334,-0.024173011872600576,None,None,0.0004662396423038541,0.11749238986057124,22.357423270598925,0.08379112431754199,0.2718019527251887,-0.25453644608558607,14291.488095238095,0.6337316323272435,98 days 08:00:00
Most Profit Factor,JJSF,true,39,89,false,60,63.33333333333333,2.4470537590522796,0.006080875646093037,6.380399006339057,4.301392588543185,0.1276983885679538,0.2553967771359076,0.8147666715300712,0.7526317764534078,0,0,9867,9868 days 00:00:00,1000.0,20422.426200321835,1942.2426200321838,2999.130293251862,100.0,1122.1358663810447,48.504919737796456,963 days 00:00:00,60,0,0.0,65.88769230769233,-19.624999999999996,14.122356424508647,-6.992072897772049,124 days 10:44:12.631578948,54 days 01:05:27.272727273,323.70710333869704,0.5062247603426796,0.2433632823867614,1.110176252757457,0.053452880111603124,22.132192728485037,1.1053528946716222,0.38868561778778493,-0.024173011872600576,None,None,0.00045098675995926247,0.11364866350973414,19.422426200321585,0.08008100505755888,0.27018865614867826,-0.3523980520611955,14291.488095238095,0.605513654802501,98 days 15:12:00
Most Total Return [%],JJSF,true,58,70,false,106,59.43396226415094,1.7762783374315607,0.0107428803080977,4.222380729787924,4.11398060588678,0.2256004864700517,0.4512009729401034,0.9525711467019276,0.7961167375769002,0,0,9867,9868 days 00:00:00,1000.0,29073.205919886193,2807.320591988619,2999.130293251862,100.0,2907.514154150719,57.8125,1203 days 00:00:00,106,0,0.0,75.4818181818182,-33.12159090909091,11.75532876756476,-6.814264069745582,69 days 16:00:00,33 days 09:29:18.139534884,264.84156528194507,0.5392024910941913,0.22961243492183472,1.121802182682505,-0.36209231055265173,37.036431440211025,1.1275634558144083,0.38168580229627547,-0.024390243902438984,None,None,0.0005006995291665846,0.12617628134997932,28.073205919886227,0.0898666162956161,0.28162551289885185,-0.06395510781736319,14291.488095238095,0.5014525832290354,54 days 22:52:04.528301886
Most Sharpe Ratio,JJSF,true,58,70,false,106,59.43396226415094,1.7762783374315607,0.0107428803080977,4.222380729787924,4.11398060588678,0.2256004864700517,0.4512009729401034,0.9525711467019276,0.7961167375769002,0,0,9867,9868 days 00:00:00,1000.0,29073.205919886193,2807.320591988619,2999.130293251862,100.0,2907.514154150719,57.8125,1203 days 00:00:00,106,0,0.0,75.4818181818182,-33.12159090909091,11.75532876756476,-6.814264069745582,69 days 16:00:00,33 days 09:29:18.139534884,264.84156528194507,0.5392024910941913,0.22961243492183472,1.121802182682505,-0.36209231055265173,37.036431440211025,1.1275634558144083,0.38168580229627547,-0.024390243902438984,None,None,0.0005006995291665846,0.12617628134997932,28.073205919886227,0.0898666162956161,0.28162551289885185,-0.06395510781736319,14291.488095238095,0.5014525832290354,54 days 22:52:04.528301886
Most Omega Ratio,JJSF,true,58,70,false,106,59.43396226415094,1.7762783374315607,0.0107428803080977,4.222380729787924,4.11398060588678,0.2256004864700517,0.4512009729401034,0.9525711467019276,0.7961167375769002,0,0,9867,9868 days 00:00:00,1000.0,29073.205919886193,2807.320591988619,2999.130293251862,100.0,2907.514154150719,57.8125,1203 days 00:00:00,106,0,0.0,75.4818181818182,-33.12159090909091,11.75532876756476,-6.814264069745582,69 days 16:00:00,33 days 09:29:18.139534884,264.84156528194507,0.5392024910941913,0.22961243492183472,1.121802182682505,-0.36209231055265173,37.036431440211025,1.1275634558144083,0.38168580229627547,-0.024390243902438984,None,None,0.0005006995291665846,0.12617628134997932,28.073205919886227,0.0898666162956161,0.28162551289885185,-0.06395510781736319,14291.488095238095,0.5014525832290354,54 days 22:52:04.528301886
Most Sortino Ratio,JJSF,true,58,70,false,106,59.43396226415094,1.7762783374315607,0.0107428803080977,4.222380729787924,4.11398060588678,0.2256004864700517,0.4512009729401034,0.9525711467019276,0.7961167375769002,0,0,9867,9868 days 00:00:00,1000.0,29073.205919886193,2807.320591988619,2999.130293251862,100.0,2907.514154150719,57.8125,1203 days 00:00:00,106,0,0.0,75.4818181818182,-33.12159090909091,11.75532876756476,-6.814264069745582,69 days 16:00:00,33 days 09:29:18.139534884,264.84156528194507,0.5392024910941913,0.22961243492183472,1.121802182682505,-0.36209231055265173,37.036431440211025,1.1275634558144083,0.38168580229627547,-0.024390243902438984,None,None,0.0005006995291665846,0.12617628134997932,28.073205919886227,0.0898666162956161,0.28162551289885185,-0.06395510781736319,14291.488095238095,0.5014525832290354,54 days 22:52:04.528301886
Least Total Trades,JJSF,true,44,89,false,57,59.64912280701754,1.8760410591336922,0.005776831863788386,7.092017532031116,4.441491915436691,0.1213134691395561,0.2426269382791122,0.8603572500092476,0.7460581080548954,0,0,9867,9868 days 00:00:00,1000.0,19998.146612586275,1899.8146612586274,2999.130293251862,100.0,1255.8418245469366,50.703324936801565,963 days 00:00:00,57,0,0.0,70.49846153846158,-26.173999999999985,17.669837069675225,-8.544759175790608,130 days 16:56:28.235294118,63 days 20:52:10.434782609,333.3008177646715,0.5035480027859436,0.2310998453717074,1.109970565453327,0.01372719512308562,22.22366167466631,1.1063497843409458,0.38809959206639477,-0.023970906741870628,None,None,0.00044953015137679864,0.11328159814695325,18.998146612586325,0.07950210054333762,0.2707476223108602,-0.3665448061615494,14291.488095238095,0.450345917672664,103 days 17:41:03.157894736
Mean Worst Trade [%],JJSF,true,71,75,false,168,56.547619047619044,1.6485873872954038,0.017026451809060504,2.4537730587440367,2.274672527133914,0.3575554879902706,0.7151109759805412,0.8773600234366029,0.7557180954019471,0,0,9867,9868 days 00:00:00,1000.0,21460.997445378696,2046.0997445378694,2999.130293251862,100.0,3217.2144388717115,65.48786910826087,1317 days 00:00:00,168,0,0.0,90.18571428571427,-36.527272727272724,8.033671807414889,-4.807739011444058,43 days 22:59:22.105263158,22 days 09:12:19.726027397,121.79165146058747,0.5078673136818461,0.18338721203468833,1.1137882330774735,-0.1861081053847645,36.328240665496345,1.1474523079438115,0.3791754018169113,-0.024390243902438987,None,None,0.0004654102897031706,0.117283393005199,20.460997445378812,0.08145004454898719,0.277928075953157,-0.31776897151095485,14291.488095238095,0.3816128441482007,34 days 14:00:00
Median Worst Trade [%],JJSF,true,63,70,false,126,55.55555555555556,1.583060833335068,0.012769838856795378,3.2536678951245013,2.9632676640478155,0.268166615992703,0.536333231985406,0.8725251089996383,0.7382995646381517,0,0,9867,9868 days 00:00:00,1000.0,20531.546396545833,1953.1546396545832,2999.130293251862,100.0,2677.366565060808,57.8125,1235 days 00:00:00,126,0,0.0,71.82093023255814,-34.25681818181818,10.59958125604666,-5.928723806028197,60 days 13:42:51.428571428,27 days 18:00:00,155.01227298845902,0.5011869538651796,0.2045639983769782,1.1131712021590574,-0.3681946659979819,37.04478246456924,1.1333433134407913,0.37744276940256843,-0.02419737298529748,None,None,0.00046557821609544456,0.11732571045605203,19.531546396545764,0.08022799831208749,0.28173421774473706,-0.34875965740826836,14291.488095238095,0.34791515499084885,45 days 23:37:08.571428571
