Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Win Rate [%],JKHY,false,41,81,false,46,55.55555555555556,3.362483566161429,0.004539035707080896,23.95604278434928,11.031517215117555,0.09743796651200323,0.19275771636070205,2.3342280945815417,0.9328127851766319,0,0,9914,9915 days 00:00:00,1000.0,96601.1720062638,9560.11720062638,47523.999023438366,100.0,3552.743616503016,80.22559964205328,1434 days 00:00:00,45,1,-6967.618602283488,599.2,-25.174934925798613,51.847090812564986,-10.90776725092036,219 days 10:33:36,52 days 13:12:00,2279.306457967718,0.6226836238066807,0.22840635477578144,1.1420955452998263,0.6113665356046062,17.866581374627224,1.040266628817033,0.4587317934382816,-0.027799292445743345,None,None,0.0006735763934667695,0.16974125115362593,95.60117200626395,0.1231826459176999,0.3280696963516018,-0.798836011340051,14359.563492063491,0.9453455603603601,2.700492087966617,145 days 06:24:00
Most Profit Factor,JKHY,false,41,81,false,46,55.55555555555556,3.362483566161429,0.004539035707080896,23.95604278434928,11.031517215117555,0.09743796651200323,0.19275771636070205,2.3342280945815417,0.9328127851766319,0,0,9914,9915 days 00:00:00,1000.0,96601.1720062638,9560.11720062638,47523.999023438366,100.0,3552.743616503016,80.22559964205328,1434 days 00:00:00,45,1,-6967.618602283488,599.2,-25.174934925798613,51.847090812564986,-10.90776725092036,219 days 10:33:36,52 days 13:12:00,2279.306457967718,0.6226836238066807,0.22840635477578144,1.1420955452998263,0.6113665356046062,17.866581374627224,1.040266628817033,0.4587317934382816,-0.027799292445743345,None,None,0.0006735763934667695,0.16974125115362593,95.60117200626395,0.1231826459176999,0.3280696963516018,-0.798836011340051,14359.563492063491,0.9453455603603601,2.700492087966617,145 days 06:24:00
Median Total Trades,JKHY,false,38,82,false,52,50.98039215686274,3.257095511216828,0.005144240468025015,21.867645123427934,10.47262429930238,0.11014726649182974,0.21817631632035506,2.408661334958978,0.932631093521558,0,0,9914,9915 days 00:00:00,1000.0,95531.94928120896,9453.194928120896,47523.999023438366,100.0,4006.399349061897,76.37879819134349,2190 days 00:00:00,51,1,-6890.4980457275815,657.9615876295219,-25.174934925798613,51.146889720029044,-8.58276925703722,209 days 07:23:04.615384616,42 days 22:04:48,1988.6754377830684,0.6212840059966721,0.23927537375495544,1.1419578080623605,0.6317684749144445,17.86197714528251,1.0469480968465952,0.4550924567067801,-0.027781945483018766,None,None,0.0006729620014169243,0.16958642435706495,94.53194928120823,0.12286496055712637,0.32850884834781025,-0.8010858698263446,14359.563492063491,1.0051094238681963,2.551685033667156,127 days 17:52:56.470588235
Median Calmar Ratio,JKHY,false,44,76,false,49,52.083333333333336,3.222351979347079,0.004841638087552955,22.181788221063613,10.214490799900355,0.10379261650191648,0.20546701634052855,2.3023058381555837,0.9004520889871016,0,0,9914,9915 days 00:00:00,1000.0,76808.27565230784,7580.827565230784,47523.999023438366,100.0,2983.39960827291,81.5439940796171,1434 days 00:00:00,48,1,-5540.002870872384,615.8497459411622,-25.174934925798613,51.735087385439584,-9.941363044562443,213 days 18:14:24,50 days 20:52:10.434782608,1694.7558025662552,0.6015592542025116,0.21251763182978398,1.137230072712188,0.6132878869715173,17.95898369721288,1.0408111464957766,0.4553060325847644,-0.02778194548301869,None,None,0.0006499177723896452,0.16377927864219058,75.80827565230778,0.11665650076776024,0.3276624721175545,-0.8404842243706807,14359.563492063491,0.9756851906331521,2.4171980558451627,135 days 16:59:59.999999999
Median Best Trade [%],JKHY,false,51,73,false,43,50.0,3.282298214886074,0.004236433326608836,25.778312803997224,9.971349583421288,0.09108331652208998,0.18004841638087554,2.347974224531924,0.9211503079190075,0,0,9914,9915 days 00:00:00,1000.0,90010.13619266417,8901.013619266416,47523.999023438366,100.0,2979.180925240267,83.61982768341191,1466 days 00:00:00,42,1,-6492.222467957341,605.0735511203135,-25.174934925798613,62.58841688956495,-11.031791281570499,257 days 20:34:17.142857140,54 days 03:25:42.857142857,2273.86568239575,0.6155503576182816,0.21545864686674798,1.1401411396266588,0.5984625135457503,17.75541899058262,1.038017173185372,0.46045072912063634,-0.027826417121055352,None,None,0.0006675792458892783,0.16822996996409814,89.01013619266311,0.12116709097374323,0.32891671280255,-0.8127048690730652,14359.563492063491,0.9139993795212533,2.265137700277977,155 days 23:59:59.999999998
Most Total Return [%],JKHY,false,37,75,false,51,46.0,2.8732350692505033,0.005043373007867662,22.89148441967255,9.697994872950243,0.10802904982852532,0.21393988299374622,2.472945311021717,0.9957144224440383,0,0,9914,9915 days 00:00:00,1000.0,142475.99657046434,14147.599657046434,47523.999023438366,100.0,6450.77890992366,65.9449854458099,2526 days 00:00:00,50,1,-10276.46335407687,640.3325111289167,-17.42401838788301,57.98149944168228,-7.000009858335739,220 days 08:20:52.173913044,50 days 08:53:20,3035.049198490824,0.6592396063930364,0.3037199789199592,1.1522570933489877,0.7157711567037733,17.793886042350977,1.0496923113195546,0.4478679906542057,-0.027776002883911195,None,None,0.0007115021472909175,0.1792985411173112,141.47599657046374,0.13433041573298432,0.3273253389883556,-0.7023062042807261,14359.563492063491,0.995397993956549,2.147487843868547,128 days 13:26:24.000000001
Most Expectancy,JKHY,false,37,75,false,51,46.0,2.8732350692505033,0.005043373007867662,22.89148441967255,9.697994872950243,0.10802904982852532,0.21393988299374622,2.472945311021717,0.9957144224440383,0,0,9914,9915 days 00:00:00,1000.0,142475.99657046434,14147.599657046434,47523.999023438366,100.0,6450.77890992366,65.9449854458099,2526 days 00:00:00,50,1,-10276.46335407687,640.3325111289167,-17.42401838788301,57.98149944168228,-7.000009858335739,220 days 08:20:52.173913044,50 days 08:53:20,3035.049198490824,0.6592396063930364,0.3037199789199592,1.1522570933489877,0.7157711567037733,17.793886042350977,1.0496923113195546,0.4478679906542057,-0.027776002883911195,None,None,0.0007115021472909175,0.1792985411173112,141.47599657046374,0.13433041573298432,0.3273253389883556,-0.7023062042807261,14359.563492063491,0.995397993956549,2.147487843868547,128 days 13:26:24.000000001
Most Sharpe Ratio,JKHY,false,37,75,false,51,46.0,2.8732350692505033,0.005043373007867662,22.89148441967255,9.697994872950243,0.10802904982852532,0.21393988299374622,2.472945311021717,0.9957144224440383,0,0,9914,9915 days 00:00:00,1000.0,142475.99657046434,14147.599657046434,47523.999023438366,100.0,6450.77890992366,65.9449854458099,2526 days 00:00:00,50,1,-10276.46335407687,640.3325111289167,-17.42401838788301,57.98149944168228,-7.000009858335739,220 days 08:20:52.173913044,50 days 08:53:20,3035.049198490824,0.6592396063930364,0.3037199789199592,1.1522570933489877,0.7157711567037733,17.793886042350977,1.0496923113195546,0.4478679906542057,-0.027776002883911195,None,None,0.0007115021472909175,0.1792985411173112,141.47599657046374,0.13433041573298432,0.3273253389883556,-0.7023062042807261,14359.563492063491,0.995397993956549,2.147487843868547,128 days 13:26:24.000000001
Most Omega Ratio,JKHY,false,37,75,false,51,46.0,2.8732350692505033,0.005043373007867662,22.89148441967255,9.697994872950243,0.10802904982852532,0.21393988299374622,2.472945311021717,0.9957144224440383,0,0,9914,9915 days 00:00:00,1000.0,142475.99657046434,14147.599657046434,47523.999023438366,100.0,6450.77890992366,65.9449854458099,2526 days 00:00:00,50,1,-10276.46335407687,640.3325111289167,-17.42401838788301,57.98149944168228,-7.000009858335739,220 days 08:20:52.173913044,50 days 08:53:20,3035.049198490824,0.6592396063930364,0.3037199789199592,1.1522570933489877,0.7157711567037733,17.793886042350977,1.0496923113195546,0.4478679906542057,-0.027776002883911195,None,None,0.0007115021472909175,0.1792985411173112,141.47599657046374,0.13433041573298432,0.3273253389883556,-0.7023062042807261,14359.563492063491,0.995397993956549,2.147487843868547,128 days 13:26:24.000000001
Most Sortino Ratio,JKHY,false,37,75,false,51,46.0,2.8732350692505033,0.005043373007867662,22.89148441967255,9.697994872950243,0.10802904982852532,0.21393988299374622,2.472945311021717,0.9957144224440383,0,0,9914,9915 days 00:00:00,1000.0,142475.99657046434,14147.599657046434,47523.999023438366,100.0,6450.77890992366,65.9449854458099,2526 days 00:00:00,50,1,-10276.46335407687,640.3325111289167,-17.42401838788301,57.98149944168228,-7.000009858335739,220 days 08:20:52.173913044,50 days 08:53:20,3035.049198490824,0.6592396063930364,0.3037199789199592,1.1522570933489877,0.7157711567037733,17.793886042350977,1.0496923113195546,0.4478679906542057,-0.027776002883911195,None,None,0.0007115021472909175,0.1792985411173112,141.47599657046374,0.13433041573298432,0.3273253389883556,-0.7023062042807261,14359.563492063491,0.995397993956549,2.147487843868547,128 days 13:26:24.000000001
