Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
Most Total Return [%],TLT,false,68,94,false,18,50.0,2.381733560652748,0.0031540213772560015,2.849023678332423,0.47230084923543575,0.06623444892237602,0.13246889784475205,0.18870351330114873,0.40303584738590925,0,0,5707,5708 days 00:00:00,1000.0,1548.5954019475507,54.85954019475508,12.671739765010148,100.0,46.416698765772715,23.514980797409482,1378 days 00:00:00,18,0,0.0,28.587759601818995,-5.233716468571262,8.743507657535483,-3.045460300870637,266 days 21:20:00.000000004,67 days 16:00:00,30.47752233041949,0.2798830432122434,0.12060872283973824,1.056499140397419,0.2617146748394428,12.371705981931825,0.9568672594358906,0.3827519379844961,-0.01099660364655903,None,None,0.00009980297153897136,0.025150348827820784,0.5485954019475587,0.01949591115458138,0.1081467785696425,3.3292824199433153,8266.09126984127,0.04288736112099767,167 days 06:40:00.000000002
Least Total Return [%],TLT,false,68,94,false,18,50.0,2.381733560652748,0.0031540213772560015,2.849023678332423,0.47230084923543575,0.06623444892237602,0.13246889784475205,0.18870351330114873,0.40303584738590925,0,0,5707,5708 days 00:00:00,1000.0,1548.5954019475507,54.85954019475508,12.671739765010148,100.0,46.416698765772715,23.514980797409482,1378 days 00:00:00,18,0,0.0,28.587759601818995,-5.233716468571262,8.743507657535483,-3.045460300870637,266 days 21:20:00.000000004,67 days 16:00:00,30.47752233041949,0.2798830432122434,0.12060872283973824,1.056499140397419,0.2617146748394428,12.371705981931825,0.9568672594358906,0.3827519379844961,-0.01099660364655903,None,None,0.00009980297153897136,0.025150348827820784,0.5485954019475587,0.01949591115458138,0.1081467785696425,3.3292824199433153,8266.09126984127,0.04288736112099767,167 days 06:40:00.000000002
Mean Total Return [%],TLT,false,68,94,false,18,50.0,2.381733560652748,0.0031540213772560015,2.849023678332423,0.47230084923543575,0.06623444892237602,0.13246889784475205,0.18870351330114873,0.40303584738590925,0,0,5707,5708 days 00:00:00,1000.0,1548.5954019475507,54.85954019475508,12.671739765010148,100.0,46.416698765772715,23.514980797409482,1378 days 00:00:00,18,0,0.0,28.587759601818995,-5.233716468571262,8.743507657535483,-3.045460300870637,266 days 21:20:00.000000004,67 days 16:00:00,30.47752233041949,0.2798830432122434,0.12060872283973824,1.056499140397419,0.2617146748394428,12.371705981931825,0.9568672594358906,0.3827519379844961,-0.01099660364655903,None,None,0.00009980297153897136,0.025150348827820784,0.5485954019475587,0.01949591115458138,0.1081467785696425,3.3292824199433153,8266.09126984127,0.04288736112099767,167 days 06:40:00.000000002
Median Total Return [%],TLT,false,68,94,false,18,50.0,2.381733560652748,0.0031540213772560015,2.849023678332423,0.47230084923543575,0.06623444892237602,0.13246889784475205,0.18870351330114873,0.40303584738590925,0,0,5707,5708 days 00:00:00,1000.0,1548.5954019475507,54.85954019475508,12.671739765010148,100.0,46.416698765772715,23.514980797409482,1378 days 00:00:00,18,0,0.0,28.587759601818995,-5.233716468571262,8.743507657535483,-3.045460300870637,266 days 21:20:00.000000004,67 days 16:00:00,30.47752233041949,0.2798830432122434,0.12060872283973824,1.056499140397419,0.2617146748394428,12.371705981931825,0.9568672594358906,0.3827519379844961,-0.01099660364655903,None,None,0.00009980297153897136,0.025150348827820784,0.5485954019475587,0.01949591115458138,0.1081467785696425,3.3292824199433153,8266.09126984127,0.04288736112099767,167 days 06:40:00.000000002
Most Total Fees Paid,TLT,false,68,94,false,18,50.0,2.381733560652748,0.0031540213772560015,2.849023678332423,0.47230084923543575,0.06623444892237602,0.13246889784475205,0.18870351330114873,0.40303584738590925,0,0,5707,5708 days 00:00:00,1000.0,1548.5954019475507,54.85954019475508,12.671739765010148,100.0,46.416698765772715,23.514980797409482,1378 days 00:00:00,18,0,0.0,28.587759601818995,-5.233716468571262,8.743507657535483,-3.045460300870637,266 days 21:20:00.000000004,67 days 16:00:00,30.47752233041949,0.2798830432122434,0.12060872283973824,1.056499140397419,0.2617146748394428,12.371705981931825,0.9568672594358906,0.3827519379844961,-0.01099660364655903,None,None,0.00009980297153897136,0.025150348827820784,0.5485954019475587,0.01949591115458138,0.1081467785696425,3.3292824199433153,8266.09126984127,0.04288736112099767,167 days 06:40:00.000000002
Least Total Fees Paid,TLT,false,68,94,false,18,50.0,2.381733560652748,0.0031540213772560015,2.849023678332423,0.47230084923543575,0.06623444892237602,0.13246889784475205,0.18870351330114873,0.40303584738590925,0,0,5707,5708 days 00:00:00,1000.0,1548.5954019475507,54.85954019475508,12.671739765010148,100.0,46.416698765772715,23.514980797409482,1378 days 00:00:00,18,0,0.0,28.587759601818995,-5.233716468571262,8.743507657535483,-3.045460300870637,266 days 21:20:00.000000004,67 days 16:00:00,30.47752233041949,0.2798830432122434,0.12060872283973824,1.056499140397419,0.2617146748394428,12.371705981931825,0.9568672594358906,0.3827519379844961,-0.01099660364655903,None,None,0.00009980297153897136,0.025150348827820784,0.5485954019475587,0.01949591115458138,0.1081467785696425,3.3292824199433153,8266.09126984127,0.04288736112099767,167 days 06:40:00.000000002
Mean Total Fees Paid,TLT,false,68,94,false,18,50.0,2.381733560652748,0.0031540213772560015,2.849023678332423,0.47230084923543575,0.06623444892237602,0.13246889784475205,0.18870351330114873,0.40303584738590925,0,0,5707,5708 days 00:00:00,1000.0,1548.5954019475507,54.85954019475508,12.671739765010148,100.0,46.416698765772715,23.514980797409482,1378 days 00:00:00,18,0,0.0,28.587759601818995,-5.233716468571262,8.743507657535483,-3.045460300870637,266 days 21:20:00.000000004,67 days 16:00:00,30.47752233041949,0.2798830432122434,0.12060872283973824,1.056499140397419,0.2617146748394428,12.371705981931825,0.9568672594358906,0.3827519379844961,-0.01099660364655903,None,None,0.00009980297153897136,0.025150348827820784,0.5485954019475587,0.01949591115458138,0.1081467785696425,3.3292824199433153,8266.09126984127,0.04288736112099767,167 days 06:40:00.000000002
Median Total Fees Paid,TLT,false,68,94,false,18,50.0,2.381733560652748,0.0031540213772560015,2.849023678332423,0.47230084923543575,0.06623444892237602,0.13246889784475205,0.18870351330114873,0.40303584738590925,0,0,5707,5708 days 00:00:00,1000.0,1548.5954019475507,54.85954019475508,12.671739765010148,100.0,46.416698765772715,23.514980797409482,1378 days 00:00:00,18,0,0.0,28.587759601818995,-5.233716468571262,8.743507657535483,-3.045460300870637,266 days 21:20:00.000000004,67 days 16:00:00,30.47752233041949,0.2798830432122434,0.12060872283973824,1.056499140397419,0.2617146748394428,12.371705981931825,0.9568672594358906,0.3827519379844961,-0.01099660364655903,None,None,0.00009980297153897136,0.025150348827820784,0.5485954019475587,0.01949591115458138,0.1081467785696425,3.3292824199433153,8266.09126984127,0.04288736112099767,167 days 06:40:00.000000002
Most Max Drawdown [%],TLT,false,68,94,false,18,50.0,2.381733560652748,0.0031540213772560015,2.849023678332423,0.47230084923543575,0.06623444892237602,0.13246889784475205,0.18870351330114873,0.40303584738590925,0,0,5707,5708 days 00:00:00,1000.0,1548.5954019475507,54.85954019475508,12.671739765010148,100.0,46.416698765772715,23.514980797409482,1378 days 00:00:00,18,0,0.0,28.587759601818995,-5.233716468571262,8.743507657535483,-3.045460300870637,266 days 21:20:00.000000004,67 days 16:00:00,30.47752233041949,0.2798830432122434,0.12060872283973824,1.056499140397419,0.2617146748394428,12.371705981931825,0.9568672594358906,0.3827519379844961,-0.01099660364655903,None,None,0.00009980297153897136,0.025150348827820784,0.5485954019475587,0.01949591115458138,0.1081467785696425,3.3292824199433153,8266.09126984127,0.04288736112099767,167 days 06:40:00.000000002
Least Max Drawdown [%],TLT,false,68,94,false,18,50.0,2.381733560652748,0.0031540213772560015,2.849023678332423,0.47230084923543575,0.06623444892237602,0.13246889784475205,0.18870351330114873,0.40303584738590925,0,0,5707,5708 days 00:00:00,1000.0,1548.5954019475507,54.85954019475508,12.671739765010148,100.0,46.416698765772715,23.514980797409482,1378 days 00:00:00,18,0,0.0,28.587759601818995,-5.233716468571262,8.743507657535483,-3.045460300870637,266 days 21:20:00.000000004,67 days 16:00:00,30.47752233041949,0.2798830432122434,0.12060872283973824,1.056499140397419,0.2617146748394428,12.371705981931825,0.9568672594358906,0.3827519379844961,-0.01099660364655903,None,None,0.00009980297153897136,0.025150348827820784,0.5485954019475587,0.01949591115458138,0.1081467785696425,3.3292824199433153,8266.09126984127,0.04288736112099767,167 days 06:40:00.000000002
