Metric Type,Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration,Signal Entry
Least Total Fees Paid,HBAR-USD,true,14,89,2,0.0,0.0,0.0004970178926441351,NaN,NaN,0.029821073558648114,0.04473161033797217,NaN,-0.9007889837306677,0,0,2012,2013 days 00:00:00,1000.0,-2537.019940100475,-353.70199401004754,104.75116314885256,100.0,2.9950069910107127,543.3813035565449,1905 days 00:00:00,1,1,-2215.663374082429,-195.08521702151018,-195.08521702151018,NaN,-195.08521702151018,NaT,60 days 00:00:00,-1321.356566018046,-0.8215259641553239,NaN,0.8256751192827434,-16.016047106904363,475.3794215775022,0.8171365968496221,0.9244741873804971,-0.08515939491124244,None,None,-0.0037731262196855314,-0.9508278073607539,-1.0001008765504031,NaN,1.3929218225865074,-4.376592520575959,60 days 00:00:00,false
Least Total Trades,HBAR-USD,true,14,89,2,0.0,0.0,0.0004970178926441351,NaN,NaN,0.029821073558648114,0.04473161033797217,NaN,-0.9007889837306677,0,0,2012,2013 days 00:00:00,1000.0,-2537.019940100475,-353.70199401004754,104.75116314885256,100.0,2.9950069910107127,543.3813035565449,1905 days 00:00:00,1,1,-2215.663374082429,-195.08521702151018,-195.08521702151018,NaN,-195.08521702151018,NaT,60 days 00:00:00,-1321.356566018046,-0.8215259641553239,NaN,0.8256751192827434,-16.016047106904363,475.3794215775022,0.8171365968496221,0.9244741873804971,-0.08515939491124244,None,None,-0.0037731262196855314,-0.9508278073607539,-1.0001008765504031,NaN,1.3929218225865074,-4.376592520575959,60 days 00:00:00,false
Least Win Rate [%],HBAR-USD,true,14,89,2,0.0,0.0,0.0004970178926441351,NaN,NaN,0.029821073558648114,0.04473161033797217,NaN,-0.9007889837306677,0,0,2012,2013 days 00:00:00,1000.0,-2537.019940100475,-353.70199401004754,104.75116314885256,100.0,2.9950069910107127,543.3813035565449,1905 days 00:00:00,1,1,-2215.663374082429,-195.08521702151018,-195.08521702151018,NaN,-195.08521702151018,NaT,60 days 00:00:00,-1321.356566018046,-0.8215259641553239,NaN,0.8256751192827434,-16.016047106904363,475.3794215775022,0.8171365968496221,0.9244741873804971,-0.08515939491124244,None,None,-0.0037731262196855314,-0.9508278073607539,-1.0001008765504031,NaN,1.3929218225865074,-4.376592520575959,60 days 00:00:00,false
Least Best Trade [%],HBAR-USD,true,18,80,2,0.0,0.0,0.0004970178926441351,NaN,NaN,0.029821073558648114,0.04473161033797217,NaN,-0.878656572646316,0,0,2012,2013 days 00:00:00,1000.0,-2760.2442203679393,-376.0244220367939,104.75116314885256,100.0,2.9950069910107127,586.171868974795,1905 days 00:00:00,1,1,-2420.245279791356,-203.44266284625036,-203.44266284625036,NaN,-203.44266284625036,NaT,69 days 00:00:00,-1339.9989405765828,-0.8091767346704735,NaN,0.8208812873266267,-18.301638934024343,577.4372508993057,0.8132727069085639,0.9318618042226486,-0.08580273140254735,None,None,-0.003933901193380263,-0.9913431007318263,-1.0001097523558329,NaN,1.4744388404828912,-4.58969209251127,69 days 00:00:00,false
Mean Avg Winning Trade [%],HBAR-USD,true,14,89,2,0.0,0.0,0.0004970178926441351,NaN,NaN,0.029821073558648114,0.04473161033797217,NaN,-0.9007889837306677,0,0,2012,2013 days 00:00:00,1000.0,-2537.019940100475,-353.70199401004754,104.75116314885256,100.0,2.9950069910107127,543.3813035565449,1905 days 00:00:00,1,1,-2215.663374082429,-195.08521702151018,-195.08521702151018,NaN,-195.08521702151018,NaT,60 days 00:00:00,-1321.356566018046,-0.8215259641553239,NaN,0.8256751192827434,-16.016047106904363,475.3794215775022,0.8171365968496221,0.9244741873804971,-0.08515939491124244,None,None,-0.0037731262196855314,-0.9508278073607539,-1.0001008765504031,NaN,1.3929218225865074,-4.376592520575959,60 days 00:00:00,false
Least Profit Factor,HBAR-USD,true,14,89,2,0.0,0.0,0.0004970178926441351,NaN,NaN,0.029821073558648114,0.04473161033797217,NaN,-0.9007889837306677,0,0,2012,2013 days 00:00:00,1000.0,-2537.019940100475,-353.70199401004754,104.75116314885256,100.0,2.9950069910107127,543.3813035565449,1905 days 00:00:00,1,1,-2215.663374082429,-195.08521702151018,-195.08521702151018,NaN,-195.08521702151018,NaT,60 days 00:00:00,-1321.356566018046,-0.8215259641553239,NaN,0.8256751192827434,-16.016047106904363,475.3794215775022,0.8171365968496221,0.9244741873804971,-0.08515939491124244,None,None,-0.0037731262196855314,-0.9508278073607539,-1.0001008765504031,NaN,1.3929218225865074,-4.376592520575959,60 days 00:00:00,false
Least Expectancy,HBAR-USD,true,18,80,2,0.0,0.0,0.0004970178926441351,NaN,NaN,0.029821073558648114,0.04473161033797217,NaN,-0.878656572646316,0,0,2012,2013 days 00:00:00,1000.0,-2760.2442203679393,-376.0244220367939,104.75116314885256,100.0,2.9950069910107127,586.171868974795,1905 days 00:00:00,1,1,-2420.245279791356,-203.44266284625036,-203.44266284625036,NaN,-203.44266284625036,NaT,69 days 00:00:00,-1339.9989405765828,-0.8091767346704735,NaN,0.8208812873266267,-18.301638934024343,577.4372508993057,0.8132727069085639,0.9318618042226486,-0.08580273140254735,None,None,-0.003933901193380263,-0.9913431007318263,-1.0001097523558329,NaN,1.4744388404828912,-4.58969209251127,69 days 00:00:00,false
Least Sharpe Ratio,HBAR-USD,true,16,84,2,0.0,0.0,0.0004970178926441351,NaN,NaN,0.029821073558648114,0.04473161033797217,NaN,-0.93586957420933,0,0,2012,2013 days 00:00:00,1000.0,-1912.331305113451,-291.2331305113451,104.75116314885256,100.0,2.9950069910107127,427.0930074298116,1905 days 00:00:00,1,1,-1649.2429671311982,-171.69707385903922,-171.69707385903922,NaN,-171.69707385903922,NaT,65 days 00:00:00,-1263.088337982253,-0.8304117408084817,NaN,0.8405578875073543,-10.709974746294083,259.94116034916476,0.8310257877521154,0.9300095877277087,-0.08515939491124258,None,None,-0.003390660522506336,-0.8544464516715967,-1.0000760377883668,NaN,1.2383332426934541,-3.7802376771463586,65 days 00:00:00,false
Mean Calmar Ratio,HBAR-USD,true,14,89,2,0.0,0.0,0.0004970178926441351,NaN,NaN,0.029821073558648114,0.04473161033797217,NaN,-0.9007889837306677,0,0,2012,2013 days 00:00:00,1000.0,-2537.019940100475,-353.70199401004754,104.75116314885256,100.0,2.9950069910107127,543.3813035565449,1905 days 00:00:00,1,1,-2215.663374082429,-195.08521702151018,-195.08521702151018,NaN,-195.08521702151018,NaT,60 days 00:00:00,-1321.356566018046,-0.8215259641553239,NaN,0.8256751192827434,-16.016047106904363,475.3794215775022,0.8171365968496221,0.9244741873804971,-0.08515939491124244,None,None,-0.0037731262196855314,-0.9508278073607539,-1.0001008765504031,NaN,1.3929218225865074,-4.376592520575959,60 days 00:00:00,false
Least Sortino Ratio,HBAR-USD,true,44,52,3,0.0,0.0,0.0009940357852882703,NaN,NaN,0.04473161033797217,0.07455268389662029,NaN,-0.9517213301747298,0,0,2012,2013 days 00:00:00,1000.0,-309.01472278374763,-130.90147227837477,104.75116314885256,100.0,4.846923602318375,154.05817492627344,1905 days 00:00:00,2,1,-254.67142776935574,-7.226104062838001,-112.56957706845118,NaN,-59.8978405656446,NaT,47 days 00:00:00,-527.1716475071959,-0.8038297335984212,NaN,0.8641558171970445,-4.29884239759474,56.81579584048525,0.8492867393707789,0.9639024390243903,-0.08580273140254739,None,None,-0.0028245822982997334,-0.7117947391715328,-1.0000122869902461,NaN,1.065704670268995,-2.249642183852053,47 days 00:00:00,false
