Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Profit Factor,IEX,true,34,65,false,73,52.054794520547944,2.3898743619400737,0.008091332298825095,5.241519551037963,3.6687740456703373,0.16991797827532698,0.33983595655065396,0.8906284052029703,0.8530772242118674,0,0,9022,9023 days 00:00:00,1000.0,16013.651982321686,1501.3651982321687,6162.268955561861,100.0,763.1042728583716,44.807905872698456,983 days 00:00:00,73,0,0.0,85.93198844345643,-35.4588126815017,16.680323061545185,-7.177752831798447,114 days 03:47:22.105263158,39 days 14:24:00,205.66646551125595,0.5859901809745766,0.26496966777166026,1.116705371391927,-0.04914097951810581,10.979139340001723,1.0605114180135304,0.4504099019450249,-0.018917375415775164,None,None,0.0003871705986827219,0.09756699086804592,15.013651982321669,0.08053729815924804,0.20038201235842604,-0.7563616244180504,13067.579365079364,1.1360568306545997,1.9764888840085113,78 days 09:51:46.849315068
Most Total Return [%],IEX,true,33,67,false,72,51.388888888888886,2.2393238752621043,0.007980492130348038,5.35310192245181,3.648273551864375,0.1675903347373088,0.3351806694746176,0.89712814306663,0.8634325231797835,0,0,9022,9023 days 00:00:00,1000.0,16543.750112609057,1554.3750112609055,6162.268955561861,100.0,821.7666452595878,45.502058192491674,983 days 00:00:00,72,0,0.0,83.33945521623109,-35.458812681501705,17.068060552597778,-7.031282915131067,121 days 01:56:45.405405406,36 days 00:00:00,215.8854182306813,0.5923839152462927,0.26416857583592085,1.1177363059352328,-0.03151946278829975,10.93840965136367,1.0604776691317186,0.45251126851255635,-0.018917375415775164,None,None,0.00039033807887333343,0.09836519587608003,15.54375011260899,0.08152054321885172,0.19984089458710871,-0.7477593038424624,13067.579365079364,1.128248787404028,1.8377633314501738,79 days 17:20:00
Most Expectancy,IEX,true,33,67,false,72,51.388888888888886,2.2393238752621043,0.007980492130348038,5.35310192245181,3.648273551864375,0.1675903347373088,0.3351806694746176,0.89712814306663,0.8634325231797835,0,0,9022,9023 days 00:00:00,1000.0,16543.750112609057,1554.3750112609055,6162.268955561861,100.0,821.7666452595878,45.502058192491674,983 days 00:00:00,72,0,0.0,83.33945521623109,-35.458812681501705,17.068060552597778,-7.031282915131067,121 days 01:56:45.405405406,36 days 00:00:00,215.8854182306813,0.5923839152462927,0.26416857583592085,1.1177363059352328,-0.03151946278829975,10.93840965136367,1.0604776691317186,0.45251126851255635,-0.018917375415775164,None,None,0.00039033807887333343,0.09836519587608003,15.54375011260899,0.08152054321885172,0.19984089458710871,-0.7477593038424624,13067.579365079364,1.128248787404028,1.8377633314501738,79 days 17:20:00
Most Sharpe Ratio,IEX,true,33,67,false,72,51.388888888888886,2.2393238752621043,0.007980492130348038,5.35310192245181,3.648273551864375,0.1675903347373088,0.3351806694746176,0.89712814306663,0.8634325231797835,0,0,9022,9023 days 00:00:00,1000.0,16543.750112609057,1554.3750112609055,6162.268955561861,100.0,821.7666452595878,45.502058192491674,983 days 00:00:00,72,0,0.0,83.33945521623109,-35.458812681501705,17.068060552597778,-7.031282915131067,121 days 01:56:45.405405406,36 days 00:00:00,215.8854182306813,0.5923839152462927,0.26416857583592085,1.1177363059352328,-0.03151946278829975,10.93840965136367,1.0604776691317186,0.45251126851255635,-0.018917375415775164,None,None,0.00039033807887333343,0.09836519587608003,15.54375011260899,0.08152054321885172,0.19984089458710871,-0.7477593038424624,13067.579365079364,1.128248787404028,1.8377633314501738,79 days 17:20:00
Median Max Drawdown [%],IEX,true,38,70,false,65,53.84615384615385,1.8286802333136645,0.007204610951008645,5.001404252056571,3.2243350307972003,0.15129682997118157,0.30259365994236315,0.7566966087405476,0.695957836666884,0,0,9022,9023 days 00:00:00,1000.0,8782.181535834312,778.2181535834311,6162.268955561861,100.0,453.0102215167229,54.99110891279292,1687 days 00:00:00,65,0,0.0,86.22950026519109,-33.49997564066335,17.709650272333096,-9.824882771599373,125 days 12:20:34.285714286,45 days 00:00:00,119.7258697820663,0.4879981494524085,0.1670626337882641,1.0954888843726198,-0.3466892569638491,10.062124739434337,1.038200778359535,0.45251126851255635,-0.018953763272223693,None,None,0.000319162135816885,0.08042885822585502,7.782181535834363,0.06256013873758337,0.19835351008390098,-0.8737124005467115,13067.579365079364,1.0720012839966455,1.204317114717152,88 days 08:29:32.307692307
Median Total Trades,IEX,true,52,66,false,83,56.62650602409639,1.6876389474884088,0.009199733983595654,3.6261155166638885,3.1392048127316774,0.19319441365550877,0.38638882731101754,0.7005452610890222,0.6387083942886089,0,0,9022,9023 days 00:00:00,1000.0,7177.024881889928,617.7024881889929,6162.268955561861,100.0,486.5197135238411,57.189132134127064,2182 days 00:00:00,83,0,0.0,81.77567333477688,-29.770387158851346,13.421559294055099,-9.162380526041305,89 days 11:44:40.851063829,41 days 00:00:00,74.42198652879432,0.45257286982753525,0.14511660017447975,1.0891817834563426,-0.4663924321307786,10.308875030548544,1.026853784403045,0.4490123655050586,-0.018957309493070118,None,None,0.000297868342543576,0.07506282232098115,6.177024881889862,0.05658721961319202,0.1996101107023301,-0.8997605439419396,13067.579365079364,1.2113723971017836,1.2121315834816062,68 days 10:59:16.626506023
Median Total Fees Paid,IEX,true,56,73,false,70,55.714285714285715,1.390871394288383,0.007758811793393926,4.169776658092663,2.995418855509557,0.16293504766127245,0.3258700953225449,0.6794027585231893,0.5788725287467806,0,0,9022,9023 days 00:00:00,1000.0,5758.39015385915,475.839015385915,6162.268955561861,100.0,470.0336408924175,58.3936565472742,2221 days 00:00:00,70,0,0.0,79.25929575504756,-33.02851173726087,16.257588101202472,-11.03746999614226,111 days 20:18:27.692307692,45 days 01:32:54.193548387,67.97700219798784,0.4142286467441915,0.1256742210634856,1.0810784697128917,-0.6186162405944147,11.065896375591253,1.0177325374953325,0.45767366720516955,-0.01905717771281146,None,None,0.00027489500860022095,0.06927354216725568,4.758390153859182,0.05010847942560681,0.20126739557707973,-0.9227818488908313,13067.579365079364,1.112468306911271,0.8180772102400616,82 days 06:30:51.428571428
Least Worst Trade [%],IEX,true,27,83,false,61,55.73770491803278,1.9104155822146132,0.0067612502771004215,4.745320190752807,2.9718343430759884,0.14198625581910884,0.2839725116382177,0.6737702465478104,0.6160515658361215,0,0,9022,9023 days 00:00:00,1000.0,6192.97599440373,519.297599440373,6162.268955561861,100.0,269.6929295316352,56.93147042746136,2684 days 00:00:00,61,0,0.0,78.9660321268717,-37.66252305180887,16.245230021057257,-9.736047743704644,140 days 18:21:10.588235292,40 days 16:53:20,85.13075400661845,0.42901837885610894,0.13445924950121518,1.0822488528262713,-0.13358450639684377,10.588010335841728,1.0395632959783208,0.4652484572913284,-0.019063603889064726,None,None,0.0002799527049648051,0.07054808165113088,5.192975994403749,0.05224449598077463,0.19790441061357356,-0.9157294815943287,13067.579365079364,1.0384929311734372,1.1167802096969934,96 days 11:24:35.409836064
Least Avg Winning Trade Duration,IEX,true,56,72,false,75,57.333333333333336,1.3698486482138257,0.008313012635779207,3.6549433329140992,2.894871308073425,0.17457326535136333,0.34914653070272667,0.6380553923010094,0.5454812343339583,0,0,9022,9023 days 00:00:00,1000.0,5001.135637462436,400.1135637462435,6162.268955561861,100.0,435.0542098070603,58.60593375621449,2923 days 00:00:00,75,0,0.0,78.45912142708936,-33.02851173726087,14.66037808506154,-11.133609615284026,100 days 00:00:00,45 days 02:15:00,53.3484751661658,0.390651425618017,0.11480266428158938,1.0763685081874754,-0.6162924495132321,11.065021293111025,1.0176297589809278,0.45508788905015324,-0.019093392563824384,None,None,0.00025929496145467686,0.06534233028657857,4.001135637462419,0.04598155696356043,0.20130351898358195,-0.9350704153564874,13067.579365079364,1.151514096689052,0.8087215504474404,76 days 13:45:36
Mean Calmar Ratio,IEX,true,58,78,false,64,50.0,1.3367973387459162,0.007093770782531589,4.8706809399107005,2.870911587348359,0.1489691864331634,0.2979383728663268,0.7255813769940127,0.6414107542006859,0,0,9022,9023 days 00:00:00,1000.0,7185.796250406715,618.5796250406715,6162.268955561861,100.0,671.2844824646139,62.84894440852251,2881 days 00:00:00,64,0,0.0,70.94055062873585,-34.178488295220646,19.301458435793403,-9.560096555972002,132 days 12:45:00,48 days 03:45:00,96.65306641260514,0.45225747244475084,0.13213337952335857,1.0884158810013955,-0.36770778646023816,10.962823131593689,1.0229961566951584,0.4605050178051149,-0.018957309493070045,None,None,0.00029826585810112193,0.07516299624148273,6.185796250406703,0.05662326253579608,0.200015888051881,-0.8996182040249375,13067.579365079364,1.0637231579185167,0.7476022384849654,90 days 08:15:00
