Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
Most Profit Factor,INGR,false,36,57,false,40,57.49999999999999,1.9434370304566801,0.005823263939438055,3.8477600411992965,1.6301064827331704,0.12228854272819917,0.24457708545639834,0.47053696820605756,0.5290087411572236,0,0,6869,6870 days 00:00:00,1000.0,3148.5857504598785,214.85857504598783,840.7586459455878,100.0,156.9771335765039,54.46918745457591,2023 days 00:00:00,40,0,0.0,72.00561426212589,-15.550487804878047,11.980760978242525,-7.155711814800364,155 days 03:07:49.565217390,45 days 12:42:21.176470588,53.714643761496944,0.3634313916322844,0.1153534312010947,1.072666200226293,0.3611764528913426,18.770861927826232,1.0181402080420525,0.47837314396384767,-0.01978849310921313,None,None,0.0002607275515828291,0.06570334299887293,2.148585750459865,0.042969207435416434,0.2175761020098489,-0.7444467849577214,9949.146825396825,0.07328823082848088,108 days 13:11:59.999999999
Most Expectancy,INGR,false,27,67,false,41,53.65853658536586,1.8796241904038882,0.005968845537924006,3.970730249028705,1.6090636485288545,0.12534575629640415,0.2506915125928083,0.4977141861135122,0.5556177633558265,0,0,6869,6870 days 00:00:00,1000.0,3457.3858995633286,245.73858995633287,840.7586459455878,100.0,185.24750510018762,46.66435214710183,2155 days 00:00:00,41,0,0.0,70.39158812537826,-15.550487804878044,12.98329765686352,-6.464874117937924,158 days 12:00:00,45 days 16:25:15.789473684,59.936241452764136,0.38213399441752116,0.14599650101713357,1.076548759293565,0.3280444639168678,18.76471868328528,1.0196344431660387,0.48124191461837,-0.01968771784987477,None,None,0.0002748786510450609,0.06926942006335535,2.4573858995633393,0.04655469441456517,0.218158450095202,-0.707718034014441,9949.146825396825,0.07194921590603286,106 days 05:16:05.853658537
Least Max Drawdown [%],INGR,false,29,40,false,55,46.2962962962963,1.779045318997381,0.007861406318241374,3.3753995964327244,1.5543376295969444,0.16814674625127385,0.3332362789343427,0.5675624594380254,0.6103024180603658,0,0,6869,6870 days 00:00:00,1000.0,4104.685978463978,310.46859784639787,840.7586459455878,100.0,259.6812887846653,41.921913122033146,2155 days 00:00:00,54,1,28.72697340991226,49.557484333220195,-17.711578469784513,13.916490396300302,-5.71174764483243,133 days 00:57:36,35 days 11:35:10.344827586,56.96220379729752,0.41683179479096805,0.18585017592787742,1.0836443598694305,0.4045070922512164,18.745299807965093,1.0412535957918057,0.47869134739560915,-0.019599864833126607,None,None,0.00029972303873389056,0.07553020576094042,3.1046859784639977,0.05316364269040719,0.2180750553104938,-0.630728034325215,9949.146825396825,0.06985360867213421,80 days 15:33:19.999999999
Most Calmar Ratio,INGR,false,29,40,false,55,46.2962962962963,1.779045318997381,0.007861406318241374,3.3753995964327244,1.5543376295969444,0.16814674625127385,0.3332362789343427,0.5675624594380254,0.6103024180603658,0,0,6869,6870 days 00:00:00,1000.0,4104.685978463978,310.46859784639787,840.7586459455878,100.0,259.6812887846653,41.921913122033146,2155 days 00:00:00,54,1,28.72697340991226,49.557484333220195,-17.711578469784513,13.916490396300302,-5.71174764483243,133 days 00:57:36,35 days 11:35:10.344827586,56.96220379729752,0.41683179479096805,0.18585017592787742,1.0836443598694305,0.4045070922512164,18.745299807965093,1.0412535957918057,0.47869134739560915,-0.019599864833126607,None,None,0.00029972303873389056,0.07553020576094042,3.1046859784639977,0.05316364269040719,0.2180750553104938,-0.630728034325215,9949.146825396825,0.06985360867213421,80 days 15:33:19.999999999
Most Omega Ratio,INGR,false,29,40,false,55,46.2962962962963,1.779045318997381,0.007861406318241374,3.3753995964327244,1.5543376295969444,0.16814674625127385,0.3332362789343427,0.5675624594380254,0.6103024180603658,0,0,6869,6870 days 00:00:00,1000.0,4104.685978463978,310.46859784639787,840.7586459455878,100.0,259.6812887846653,41.921913122033146,2155 days 00:00:00,54,1,28.72697340991226,49.557484333220195,-17.711578469784513,13.916490396300302,-5.71174764483243,133 days 00:57:36,35 days 11:35:10.344827586,56.96220379729752,0.41683179479096805,0.18585017592787742,1.0836443598694305,0.4045070922512164,18.745299807965093,1.0412535957918057,0.47869134739560915,-0.019599864833126607,None,None,0.00029972303873389056,0.07553020576094042,3.1046859784639977,0.05316364269040719,0.2180750553104938,-0.630728034325215,9949.146825396825,0.06985360867213421,80 days 15:33:19.999999999
Most Total Return [%],INGR,false,33,36,false,55,44.44444444444444,1.7329100819539638,0.007861406318241374,3.5741530657260023,1.5800271427044401,0.16814674625127385,0.3332362789343427,0.6009822086058426,0.6100414963322958,0,0,6869,6870 days 00:00:00,1000.0,4111.7327933700635,311.17327933700636,840.7586459455878,100.0,274.29649106959624,42.826251027640645,2155 days 00:00:00,54,1,28.77629110814587,73.64758049144267,-17.71157846978451,15.004827935794701,-5.570386830328955,138 days 18:00:00,34 days 09:36:00,57.09178707892441,0.4167934370526076,0.18215506946883306,1.0835604026362693,0.3973836493883847,18.587878198630936,1.0417165792744718,0.47964678009907386,-0.019607825920326605,None,None,0.0003004561634170223,0.07571495318108962,3.1117327933700363,0.053229909143384324,0.21862858710819102,-0.6298898847634985,9949.146825396825,0.06801240039733723,80 days 18:40:00
Mean Total Trades,INGR,false,33,39,true,53,50.0,1.657121215617405,0.007570243121269472,3.3009049944703603,1.5808349577496659,0.1620323191148639,0.3210074246615228,0.5348532914318695,0.5663610336679823,0,0,6869,6870 days 00:00:00,1000.0,3561.029698995733,256.1029698995733,840.7586459455878,100.0,246.65828036977592,45.13438365130617,2155 days 00:00:00,52,1,-3.5610296989952985,69.02557181026825,-14.008415449021058,12.836418077228199,-6.234608088287478,134 days 00:00:00,33 days 14:46:09.230769230,49.319052474898626,0.38852239198492206,0.1546622105253832,1.0777601479829206,0.3469145198523443,18.989736802146695,1.035599566654452,0.47869134739560915,-0.019599864833126528,None,None,0.0002785241396068995,0.07018808318093867,2.5610296989956947,0.04768920051554759,0.2174169955878528,-0.6953906199661636,9949.146825396825,0.06323116672248164,83 days 19:23:04.615384615
Median Total Trades,INGR,false,34,41,false,47,51.06382978723404,1.6548704318893719,0.006842335128839715,3.50366885139837,1.5488681605002923,0.14368903770563402,0.28737807541126803,0.5034388056966358,0.5425947139263914,0,0,6869,6870 days 00:00:00,1000.0,3291.0195724815903,229.10195724815904,840.7586459455878,100.0,210.95145799102966,48.64392172490419,2155 days 00:00:00,47,0,0.0,73.56414061186503,-15.961636056894044,13.501809056239885,-6.929173101479731,145 days 13:00:00,37 days 16:41:44.347826087,48.74509728684235,0.37249261186728233,0.13430943844719093,1.0744228975682635,0.3481436894554734,18.984920158229603,1.0304604498710008,0.47869134739560915,-0.01964947026614209,None,None,0.00026707149791419806,0.06730201747437792,2.291019572481577,0.04466324276032885,0.21744858283878277,-0.7275056779338954,9949.146825396825,0.05857952977664482,92 days 18:22:58.723404255
Median Worst Trade [%],INGR,false,18,60,false,61,43.333333333333336,1.6759712630972134,0.008734895909157082,3.0725609846756767,1.4714788285424127,0.18649002766050374,0.3699228417528025,0.5730019830207516,0.590035629796377,0,0,6869,6870 days 00:00:00,1000.0,3805.6482146627554,280.56482146627553,840.7586459455878,100.0,275.925780302841,45.10025467771807,2155 days 00:00:00,60,1,8.761191216047337,69.56938600608377,-15.75620437956203,14.046402665883226,-5.319200300953627,132 days 12:55:23.076923078,26 days 05:38:49.411764706,46.61478372411183,0.4030559971084935,0.1631668185307512,1.080974552400663,0.40904243371830373,19.245039246548455,1.0424206067394195,0.4758324382384533,-0.01943520210052942,None,None,0.0002866913323537132,0.07224621575313572,2.8056482146627544,0.05024550688138363,0.21572271530951817,-0.6662956452255941,9949.146825396825,0.05851513661666308,72 days 07:12:00.000000001
Most Worst Trade [%],INGR,false,7,89,false,71,40.0,1.675201570089327,0.010190711894016597,2.6590067112011333,1.3713794052980612,0.21706216334255352,0.43106711311690205,0.5771697490756864,0.6185431899812166,0,0,6869,6870 days 00:00:00,1000.0,4045.4978804120283,304.5497880412028,840.7586459455878,100.0,345.75725272986523,43.89939435698049,2155 days 00:00:00,70,1,20.000540986072338,69.02557181026823,-9.50866933644696,12.731142092385426,-4.055750209588395,122 days 23:08:34.285714286,20 days 23:25:42.857142857,43.221390563227956,0.417981493159113,0.17558433664729134,1.0836136664182345,0.6317551527809983,18.61240732954678,1.0502566137625369,0.47393263248229994,-0.019314660138691885,None,None,0.0002923693184892485,0.07367706825929062,3.045497880412034,0.05260268696608028,0.21213945312643653,-0.6377678784395009,9949.146825396825,0.05497327128185121,61 days 18:30:51.428571428
