Metric Type,Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration,Signal Entry
Least Total Fees Paid,ETC-USD,true,2,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.7797477239602727,0,0,2689,2690 days 00:00:00,1000.0,-29.522624711327808,-102.95226247113278,24.086022703347652,100.0,2.9950069910107127,122.45369788109382,2602 days 00:00:00,1,1,-1.878199827938625,-105.79778103437549,-105.79778103437549,NaN,-105.79778103437549,NaT,8 days 00:00:00,-1027.644424883389,-0.6397605002653463,NaN,0.8894719748170621,-4.654607115458491,84.55172111867344,0.8894719748170621,0.9366450683945284,-0.08222957730613766,None,None,-0.0020499618103269343,-0.5165903762023875,-1.0000418704408596,NaN,0.9717958732057417,-5.274357113215862,8 days 00:00:00,false
Least Total Trades,ETC-USD,true,2,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.7797477239602727,0,0,2689,2690 days 00:00:00,1000.0,-29.522624711327808,-102.95226247113278,24.086022703347652,100.0,2.9950069910107127,122.45369788109382,2602 days 00:00:00,1,1,-1.878199827938625,-105.79778103437549,-105.79778103437549,NaN,-105.79778103437549,NaT,8 days 00:00:00,-1027.644424883389,-0.6397605002653463,NaN,0.8894719748170621,-4.654607115458491,84.55172111867344,0.8894719748170621,0.9366450683945284,-0.08222957730613766,None,None,-0.0020499618103269343,-0.5165903762023875,-1.0000418704408596,NaN,0.9717958732057417,-5.274357113215862,8 days 00:00:00,false
Least Win Rate [%],ETC-USD,true,2,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.7797477239602727,0,0,2689,2690 days 00:00:00,1000.0,-29.522624711327808,-102.95226247113278,24.086022703347652,100.0,2.9950069910107127,122.45369788109382,2602 days 00:00:00,1,1,-1.878199827938625,-105.79778103437549,-105.79778103437549,NaN,-105.79778103437549,NaT,8 days 00:00:00,-1027.644424883389,-0.6397605002653463,NaN,0.8894719748170621,-4.654607115458491,84.55172111867344,0.8894719748170621,0.9366450683945284,-0.08222957730613766,None,None,-0.0020499618103269343,-0.5165903762023875,-1.0000418704408596,NaN,0.9717958732057417,-5.274357113215862,8 days 00:00:00,false
Least Best Trade [%],ETC-USD,true,11,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.8776619394516132,0,0,2689,2690 days 00:00:00,1000.0,-170.15976796542077,-117.01597679654208,24.086022703347652,100.0,2.9950069910107127,229.41654269468,2602 days 00:00:00,1,1,-10.825394084696718,-138.09702511413124,-138.09702511413124,NaN,-138.09702511413124,NaT,14 days 00:00:00,-1159.334373880724,-0.7895254530114558,NaN,0.8327018190487985,-13.307893070319018,348.55233991668524,0.8327018190487989,0.9366450683945284,-0.08233950728751994,None,None,-0.003338067831059464,-0.8411930934269849,-1.0000116480973,NaN,1.2822589072818176,-5.858252366434843,14 days 00:00:00,false
Mean Avg Winning Trade [%],ETC-USD,true,2,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.7797477239602727,0,0,2689,2690 days 00:00:00,1000.0,-29.522624711327808,-102.95226247113278,24.086022703347652,100.0,2.9950069910107127,122.45369788109382,2602 days 00:00:00,1,1,-1.878199827938625,-105.79778103437549,-105.79778103437549,NaN,-105.79778103437549,NaT,8 days 00:00:00,-1027.644424883389,-0.6397605002653463,NaN,0.8894719748170621,-4.654607115458491,84.55172111867344,0.8894719748170621,0.9366450683945284,-0.08222957730613766,None,None,-0.0020499618103269343,-0.5165903762023875,-1.0000418704408596,NaN,0.9717958732057417,-5.274357113215862,8 days 00:00:00,false
Least Avg Losing Trade [%],ETC-USD,true,11,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.8776619394516132,0,0,2689,2690 days 00:00:00,1000.0,-170.15976796542077,-117.01597679654208,24.086022703347652,100.0,2.9950069910107127,229.41654269468,2602 days 00:00:00,1,1,-10.825394084696718,-138.09702511413124,-138.09702511413124,NaN,-138.09702511413124,NaT,14 days 00:00:00,-1159.334373880724,-0.7895254530114558,NaN,0.8327018190487985,-13.307893070319018,348.55233991668524,0.8327018190487989,0.9366450683945284,-0.08233950728751994,None,None,-0.003338067831059464,-0.8411930934269849,-1.0000116480973,NaN,1.2822589072818176,-5.858252366434843,14 days 00:00:00,false
Least Profit Factor,ETC-USD,true,2,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.7797477239602727,0,0,2689,2690 days 00:00:00,1000.0,-29.522624711327808,-102.95226247113278,24.086022703347652,100.0,2.9950069910107127,122.45369788109382,2602 days 00:00:00,1,1,-1.878199827938625,-105.79778103437549,-105.79778103437549,NaN,-105.79778103437549,NaT,8 days 00:00:00,-1027.644424883389,-0.6397605002653463,NaN,0.8894719748170621,-4.654607115458491,84.55172111867344,0.8894719748170621,0.9366450683945284,-0.08222957730613766,None,None,-0.0020499618103269343,-0.5165903762023875,-1.0000418704408596,NaN,0.9717958732057417,-5.274357113215862,8 days 00:00:00,false
Least Expectancy,ETC-USD,true,11,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.8776619394516132,0,0,2689,2690 days 00:00:00,1000.0,-170.15976796542077,-117.01597679654208,24.086022703347652,100.0,2.9950069910107127,229.41654269468,2602 days 00:00:00,1,1,-10.825394084696718,-138.09702511413124,-138.09702511413124,NaN,-138.09702511413124,NaT,14 days 00:00:00,-1159.334373880724,-0.7895254530114558,NaN,0.8327018190487985,-13.307893070319018,348.55233991668524,0.8327018190487989,0.9366450683945284,-0.08233950728751994,None,None,-0.003338067831059464,-0.8411930934269849,-1.0000116480973,NaN,1.2822589072818176,-5.858252366434843,14 days 00:00:00,false
Least Sharpe Ratio,ETC-USD,true,11,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.8776619394516132,0,0,2689,2690 days 00:00:00,1000.0,-170.15976796542077,-117.01597679654208,24.086022703347652,100.0,2.9950069910107127,229.41654269468,2602 days 00:00:00,1,1,-10.825394084696718,-138.09702511413124,-138.09702511413124,NaN,-138.09702511413124,NaT,14 days 00:00:00,-1159.334373880724,-0.7895254530114558,NaN,0.8327018190487985,-13.307893070319018,348.55233991668524,0.8327018190487989,0.9366450683945284,-0.08233950728751994,None,None,-0.003338067831059464,-0.8411930934269849,-1.0000116480973,NaN,1.2822589072818176,-5.858252366434843,14 days 00:00:00,false
Mean Calmar Ratio,ETC-USD,true,2,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.7797477239602727,0,0,2689,2690 days 00:00:00,1000.0,-29.522624711327808,-102.95226247113278,24.086022703347652,100.0,2.9950069910107127,122.45369788109382,2602 days 00:00:00,1,1,-1.878199827938625,-105.79778103437549,-105.79778103437549,NaN,-105.79778103437549,NaT,8 days 00:00:00,-1027.644424883389,-0.6397605002653463,NaN,0.8894719748170621,-4.654607115458491,84.55172111867344,0.8894719748170621,0.9366450683945284,-0.08222957730613766,None,None,-0.0020499618103269343,-0.5165903762023875,-1.0000418704408596,NaN,0.9717958732057417,-5.274357113215862,8 days 00:00:00,false
