Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Profit Factor Adjusted,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Win Rate [%],EXR,false,13,23,false,81,48.148148148148145,1.6424900375245959,0.01560693641618497,2.230756593829452,1.6024959874626747,0.3277456647398844,0.6554913294797688,0.731120802717514,0.7444590295195394,0,0,5190,5191 days 00:00:00,1000.0,4026.2931753558296,302.62931753558297,1082.7199707031384,100.0,338.87573002958834,40.301369688866224,1359 days 00:00:00,81,0,0.0,54.248934678707315,-20.565291063756668,10.072903465834687,-5.051236930175408,64 days 20:18:27.692307692,14 days 23:25:42.857142857,37.3616441401954,0.5054467803371743,0.2553085668188977,1.1029019294613578,0.7020654227369842,17.46279655319886,1.0510561122644566,0.461018857303687,-0.020290583395627615,None,None,0.00036093642822794693,0.09095597991344263,3.0262931753558178,0.06995489735471483,0.21657183907170183,1.6424900375245959,-0.7204916084266463,7517.261904761905,0.9076395340714969,0.8760052384017442,38 days 23:42:13.333333332
Least Worst Trade [%],EXR,false,13,23,false,81,48.148148148148145,1.6424900375245959,0.01560693641618497,2.230756593829452,1.6024959874626747,0.3277456647398844,0.6554913294797688,0.731120802717514,0.7444590295195394,0,0,5190,5191 days 00:00:00,1000.0,4026.2931753558296,302.62931753558297,1082.7199707031384,100.0,338.87573002958834,40.301369688866224,1359 days 00:00:00,81,0,0.0,54.248934678707315,-20.565291063756668,10.072903465834687,-5.051236930175408,64 days 20:18:27.692307692,14 days 23:25:42.857142857,37.3616441401954,0.5054467803371743,0.2553085668188977,1.1029019294613578,0.7020654227369842,17.46279655319886,1.0510561122644566,0.461018857303687,-0.020290583395627615,None,None,0.00036093642822794693,0.09095597991344263,3.0262931753558178,0.06995489735471483,0.21657183907170183,1.6424900375245959,-0.7204916084266463,7517.261904761905,0.9076395340714969,0.8760052384017442,38 days 23:42:13.333333332
Least Max Drawdown Duration,EXR,false,11,34,false,75,42.66666666666667,1.6600115551764514,0.014450867052023121,2.561370684648781,1.5097414239963345,0.30346820809248554,0.6069364161849711,0.7772945719309884,0.7628958494793713,0,0,5190,5191 days 00:00:00,1000.0,4273.537149169872,327.35371491698714,1082.7199707031384,100.0,340.3891087026465,38.798408418763564,1194 days 00:00:00,75,0,0.0,50.2508474488327,-13.65551774536598,12.449783070761823,-4.797447835249298,79 days 06:45:00,16 days 12:16:44.651162790,43.64716198893163,0.5217710984936234,0.27713539586244307,1.1038910612134643,0.523599624675045,15.482067788072236,1.0392252534855773,0.4827192230791202,-0.020480236701056267,None,None,0.0003725158974750275,0.09387400616370692,3.2735371491698695,0.07305487365125729,0.21652671877087612,1.6600115551764514,-0.6976561587716927,7517.261904761905,0.8733765488722086,0.7736361760719491,43 days 07:02:23.999999999
Most Total Trades,EXR,false,6,28,false,108,40.74074074074074,1.4791919997863487,0.020809248554913295,1.5188263565504077,1.0143952593840004,0.4369942196531792,0.8739884393063584,0.6637183384694267,0.6663147260656137,0,0,5190,5191 days 00:00:00,1000.0,3377.054892801253,237.7054892801253,1082.7199707031384,100.0,413.950281528299,37.94115601578198,1637 days 00:00:00,108,0,0.0,56.29776091453324,-11.685033003368948,9.390556087834309,-3.892987833707274,54 days 21:16:21.818181818,11 days 06:45:00,22.009767525937512,0.45555892951950283,0.23547109113427583,1.093578181140351,0.6075616672852757,18.154756767840016,1.0540431856211836,0.4585557740938466,-0.020346702664265987,None,None,0.0003296002337680163,0.08305925890954012,2.3770548928012767,0.0608602547347985,0.21942679002388085,1.4791919997863487,-0.7804552463128994,7517.261904761905,1.0480518586466503,0.6898994828194636,29 days 01:06:39.999999999
Least Avg Losing Trade Duration,EXR,false,6,28,false,108,40.74074074074074,1.4791919997863487,0.020809248554913295,1.5188263565504077,1.0143952593840004,0.4369942196531792,0.8739884393063584,0.6637183384694267,0.6663147260656137,0,0,5190,5191 days 00:00:00,1000.0,3377.054892801253,237.7054892801253,1082.7199707031384,100.0,413.950281528299,37.94115601578198,1637 days 00:00:00,108,0,0.0,56.29776091453324,-11.685033003368948,9.390556087834309,-3.892987833707274,54 days 21:16:21.818181818,11 days 06:45:00,22.009767525937512,0.45555892951950283,0.23547109113427583,1.093578181140351,0.6075616672852757,18.154756767840016,1.0540431856211836,0.4585557740938466,-0.020346702664265987,None,None,0.0003296002337680163,0.08305925890954012,2.3770548928012767,0.0608602547347985,0.21942679002388085,1.4791919997863487,-0.7804552463128994,7517.261904761905,1.0480518586466503,0.6898994828194636,29 days 01:06:39.999999999
Least Max Drawdown [%],EXR,false,6,31,false,103,38.83495145631068,1.5376800688860557,0.019845857418111755,1.6405472779520052,1.0444356377221105,0.4167630057803468,0.8335260115606936,0.6837194146840437,0.6884099433118033,0,0,5190,5191 days 00:00:00,1000.0,3557.982615562795,255.79826155627953,1082.7199707031384,100.0,404.0613181141176,35.38269742619741,1358 days 00:00:00,103,0,0.0,55.8104751236944,-11.111553628480685,10.029849123886036,-3.6859935766092846,59 days 22:48:00,11 days 20:34:17.142857142,24.834782675366938,0.46969805328674935,0.26381627653075096,1.096377382690104,0.6207689911221442,18.206419623745365,1.0614009263098059,0.45773659084526824,-0.02032170417293056,None,None,0.00033940925194522997,0.08553113149019795,2.557982615562787,0.06355143522387907,0.21915511883046854,1.5376800688860557,-0.7637447645948939,7517.261904761905,1.0235039123869385,0.6897561135636576,30 days 12:48:55.922330096
Most Avg Losing Trade [%],EXR,false,6,31,false,103,38.83495145631068,1.5376800688860557,0.019845857418111755,1.6405472779520052,1.0444356377221105,0.4167630057803468,0.8335260115606936,0.6837194146840437,0.6884099433118033,0,0,5190,5191 days 00:00:00,1000.0,3557.982615562795,255.79826155627953,1082.7199707031384,100.0,404.0613181141176,35.38269742619741,1358 days 00:00:00,103,0,0.0,55.8104751236944,-11.111553628480685,10.029849123886036,-3.6859935766092846,59 days 22:48:00,11 days 20:34:17.142857142,24.834782675366938,0.46969805328674935,0.26381627653075096,1.096377382690104,0.6207689911221442,18.206419623745365,1.0614009263098059,0.45773659084526824,-0.02032170417293056,None,None,0.00033940925194522997,0.08553113149019795,2.557982615562787,0.06355143522387907,0.21915511883046854,1.5376800688860557,-0.7637447645948939,7517.261904761905,1.0235039123869385,0.6897561135636576,30 days 12:48:55.922330096
Least Avg Winning Trade [%],EXR,false,10,21,false,102,42.15686274509804,1.4463523504207614,0.019653179190751446,1.5159611453930237,1.0476748513645133,0.41271676300578036,0.8254335260115607,0.6256625767691439,0.6297783304164354,0,0,5190,5191 days 00:00:00,1000.0,3063.9605936660155,206.39605936660158,1082.7199707031384,100.0,359.8174351912622,40.926709495727266,1370 days 00:00:00,102,0,0.0,55.973597412777856,-11.111553628480687,9.333543082670555,-4.181598571605856,55 days 19:32:05.581395349,11 days 23:11:11.186440678,20.234907781039368,0.43043873438052516,0.2001466658816689,1.088733165722729,0.6243755541607872,18.4938500654911,1.059582775855932,0.4479776847977685,-0.02032170417293052,None,None,0.0003099359954277326,0.07810387084778861,2.0639605936660166,0.05586134063041337,0.21837724072619502,1.4463523504207614,-0.8093726310113555,7517.261904761905,1.018523328511971,0.641167127939459,30 days 10:49:24.705882352
Mean Win Rate [%],EXR,false,9,30,false,87,41.37931034482759,1.5102811703110128,0.01676300578034682,1.8070310249681527,1.1982522913769293,0.35202312138728326,0.7040462427745665,0.6361167018529509,0.6508381097472475,0,0,5190,5191 days 00:00:00,1000.0,3213.6437994501975,221.36437994501975,1082.7199707031384,100.0,322.74190918841737,41.06699327199967,1372 days 00:00:00,87,0,0.0,54.248934678707336,-18.18016507234917,10.642266019094421,-4.429605441473918,66 days 18:00:00,15 days 00:56:28.235294117,25.44418160287585,0.44633029342261854,0.20831333881070424,1.0896904988776819,0.5320505576041833,16.0891877559458,1.0452268792523445,0.4626655395886165,-0.020321704172930513,None,None,0.00031613806984382835,0.07966679360064474,2.213643799450201,0.05830899871217077,0.21481625234237803,1.5102811703110128,-0.7955478924054004,7517.261904761905,0.9406553308726413,0.6272125174043595,36 days 10:28:57.931034481
Most Total Fees Paid,EXR,false,9,58,false,60,38.333333333333336,1.5343764072475568,0.011560693641618497,3.595502766599941,1.5232374955203287,0.24277456647398846,0.4855491329479769,0.8728966254173268,0.8316402152270224,0,0,5190,5191 days 00:00:00,1000.0,5098.999447103553,409.8999447103553,1082.7199707031384,100.0,443.5330694660543,46.049988527671815,1361 days 00:00:00,60,0,0.0,52.21328525769786,-12.77699747424394,17.32112952885185,-4.936643599124219,121 days 18:46:57.391304348,17 days 08:25:56.756756756,68.31665745172586,0.5697396876719764,0.2635455335674263,1.1086343878575187,0.4771276693938927,13.807166801825694,1.0331160208454495,0.5267647058823529,-0.020716750281771737,None,None,0.00040640610148082434,0.10241433757316773,4.098999447103595,0.08229400678831111,0.21633682366810777,1.5343764072475568,-0.6214164735096197,7517.261904761905,0.7811717332929703,0.6264128597049966,57 days 09:11:59.999999999
