Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Avg Losing Trade [%],JKHY,true,67,68,false,303,51.48514851485149,1.6029938007492694,0.030562840427678033,2.6512391953201093,2.2376957986795274,0.6418196489812387,1.2836392979624773,1.7016174097056542,0.9058999935814878,0,0,9914,9915 days 00:00:00,1000.0,73423.52787336001,7242.352787336002,47523.999023438366,100.0,15651.325166562348,66.80803873041937,4028 days 00:00:00,303,0,0.0,320.31173596422946,-45.98747506556421,8.827131224978329,-3.9027686728886146,26 days 04:36:55.384615384,13 days 03:45:18.367346938,239.02154413650175,0.601607610653823,0.25648168700928,1.141544210982062,0.6101390299885874,18.080707632104357,1.1676251859254174,0.4024045261669023,-0.027025911037945514,None,None,0.0006370513851190944,0.16053694905001178,72.42352787335984,0.11537815999754741,0.3211499400397822,-0.8476064107365177,14359.563492063491,2.426235692489195,2.973700470780592,19 days 20:49:54.059405939
Most Total Fees Paid,JKHY,true,21,23,false,427,50.70422535211267,1.2788642714640637,0.04296953802703248,1.515558159479669,1.2597574172539387,0.9044785152309865,1.8068388137986686,1.3707897938323776,0.8725915426123393,0,0,9914,9915 days 00:00:00,1000.0,58555.72256798618,5755.572256798618,47523.999023438366,100.0,27027.59822278752,67.57884964731434,1394 days 00:00:00,426,1,-4223.488528776827,144.1003546237946,-33.10669291338582,7.242058791528347,-4.374556776341828,17 days 00:33:20,9 days 11:32:34.285714285,145.02162229287057,0.5861823407312036,0.23917860396598184,1.1412931695672108,0.6399380616239215,20.292789321618102,1.2047450357692266,0.3772746214752049,-0.02649155258764667,None,None,0.000602337558529642,0.1517890647494698,57.55572256798579,0.10898227963327733,0.31164051696898154,-0.8788912470526729,14359.563492063491,2.880219660880842,2.6716242779251576,13 days 07:19:26.197183098
Most Total Trades,JKHY,true,21,23,false,427,50.70422535211267,1.2788642714640637,0.04296953802703248,1.515558159479669,1.2597574172539387,0.9044785152309865,1.8068388137986686,1.3707897938323776,0.8725915426123393,0,0,9914,9915 days 00:00:00,1000.0,58555.72256798618,5755.572256798618,47523.999023438366,100.0,27027.59822278752,67.57884964731434,1394 days 00:00:00,426,1,-4223.488528776827,144.1003546237946,-33.10669291338582,7.242058791528347,-4.374556776341828,17 days 00:33:20,9 days 11:32:34.285714285,145.02162229287057,0.5861823407312036,0.23917860396598184,1.1412931695672108,0.6399380616239215,20.292789321618102,1.2047450357692266,0.3772746214752049,-0.02649155258764667,None,None,0.000602337558529642,0.1517890647494698,57.55572256798579,0.10898227963327733,0.31164051696898154,-0.8788912470526729,14359.563492063491,2.880219660880842,2.6716242779251576,13 days 07:19:26.197183098
Least Best Trade [%],JKHY,true,21,23,false,427,50.70422535211267,1.2788642714640637,0.04296953802703248,1.515558159479669,1.2597574172539387,0.9044785152309865,1.8068388137986686,1.3707897938323776,0.8725915426123393,0,0,9914,9915 days 00:00:00,1000.0,58555.72256798618,5755.572256798618,47523.999023438366,100.0,27027.59822278752,67.57884964731434,1394 days 00:00:00,426,1,-4223.488528776827,144.1003546237946,-33.10669291338582,7.242058791528347,-4.374556776341828,17 days 00:33:20,9 days 11:32:34.285714285,145.02162229287057,0.5861823407312036,0.23917860396598184,1.1412931695672108,0.6399380616239215,20.292789321618102,1.2047450357692266,0.3772746214752049,-0.02649155258764667,None,None,0.000602337558529642,0.1517890647494698,57.55572256798579,0.10898227963327733,0.31164051696898154,-0.8788912470526729,14359.563492063491,2.880219660880842,2.6716242779251576,13 days 07:19:26.197183098
Least Avg Winning Trade [%],JKHY,true,21,23,false,427,50.70422535211267,1.2788642714640637,0.04296953802703248,1.515558159479669,1.2597574172539387,0.9044785152309865,1.8068388137986686,1.3707897938323776,0.8725915426123393,0,0,9914,9915 days 00:00:00,1000.0,58555.72256798618,5755.572256798618,47523.999023438366,100.0,27027.59822278752,67.57884964731434,1394 days 00:00:00,426,1,-4223.488528776827,144.1003546237946,-33.10669291338582,7.242058791528347,-4.374556776341828,17 days 00:33:20,9 days 11:32:34.285714285,145.02162229287057,0.5861823407312036,0.23917860396598184,1.1412931695672108,0.6399380616239215,20.292789321618102,1.2047450357692266,0.3772746214752049,-0.02649155258764667,None,None,0.000602337558529642,0.1517890647494698,57.55572256798579,0.10898227963327733,0.31164051696898154,-0.8788912470526729,14359.563492063491,2.880219660880842,2.6716242779251576,13 days 07:19:26.197183098
Least Max Drawdown Duration,JKHY,true,21,23,false,427,50.70422535211267,1.2788642714640637,0.04296953802703248,1.515558159479669,1.2597574172539387,0.9044785152309865,1.8068388137986686,1.3707897938323776,0.8725915426123393,0,0,9914,9915 days 00:00:00,1000.0,58555.72256798618,5755.572256798618,47523.999023438366,100.0,27027.59822278752,67.57884964731434,1394 days 00:00:00,426,1,-4223.488528776827,144.1003546237946,-33.10669291338582,7.242058791528347,-4.374556776341828,17 days 00:33:20,9 days 11:32:34.285714285,145.02162229287057,0.5861823407312036,0.23917860396598184,1.1412931695672108,0.6399380616239215,20.292789321618102,1.2047450357692266,0.3772746214752049,-0.02649155258764667,None,None,0.000602337558529642,0.1517890647494698,57.55572256798579,0.10898227963327733,0.31164051696898154,-0.8788912470526729,14359.563492063491,2.880219660880842,2.6716242779251576,13 days 07:19:26.197183098
Most Avg Losing Trade Duration,JKHY,true,21,23,false,427,50.70422535211267,1.2788642714640637,0.04296953802703248,1.515558159479669,1.2597574172539387,0.9044785152309865,1.8068388137986686,1.3707897938323776,0.8725915426123393,0,0,9914,9915 days 00:00:00,1000.0,58555.72256798618,5755.572256798618,47523.999023438366,100.0,27027.59822278752,67.57884964731434,1394 days 00:00:00,426,1,-4223.488528776827,144.1003546237946,-33.10669291338582,7.242058791528347,-4.374556776341828,17 days 00:33:20,9 days 11:32:34.285714285,145.02162229287057,0.5861823407312036,0.23917860396598184,1.1412931695672108,0.6399380616239215,20.292789321618102,1.2047450357692266,0.3772746214752049,-0.02649155258764667,None,None,0.000602337558529642,0.1517890647494698,57.55572256798579,0.10898227963327733,0.31164051696898154,-0.8788912470526729,14359.563492063491,2.880219660880842,2.6716242779251576,13 days 07:19:26.197183098
Most Calmar Ratio,JKHY,true,65,68,false,174,53.44827586206896,1.7477058299887733,0.01755093806737946,5.326962590116903,4.6674912462867155,0.36856969941496875,0.7371393988299375,1.9633570006341703,0.9469225487027999,0,0,9914,9915 days 00:00:00,1000.0,96755.54355253006,9575.554355253005,47523.999023438366,100.0,12409.103939134988,58.676051513218574,3327 days 00:00:00,174,0,0.0,493.4214050834801,-41.06812247007096,14.678225681767836,-5.4096728114082415,46 days 06:27:05.806451612,21 days 03:51:06.666666666,550.3192158191379,0.624501013003724,0.3124101184549227,1.1486939348250158,0.7955169224417891,19.97929343437611,1.1103637894760972,0.40280135823429536,-0.027027227653868918,None,None,0.0006695196967404777,0.1687189635786004,95.75554355253047,0.12322822914828158,0.325144875461032,-0.7985111827283213,14359.563492063491,1.8385959420744993,2.666078642470779,34 days 13:55:51.724137929
Most Total Return [%],JKHY,true,18,88,false,67,51.515151515151516,2.6777225543065954,0.006657252370385313,13.005437455985238,8.144867811816138,0.141920516441396,0.2817228162194876,1.8457384002997004,0.9918617804587302,0,0,9914,9915 days 00:00:00,1000.0,130089.14395644671,12908.914395644671,47523.999023438366,100.0,6001.795627125816,67.329285165912,3154 days 00:00:00,66,1,3843.7864232780266,334.75729555585514,-22.461716305457397,33.07240624645823,-8.315716883892312,140 days 14:07:03.529411766,38 days 21:00:00,1897.656932320738,0.6571846043272858,0.2915164349925533,1.1564998784326033,0.7403810624988825,18.80997974730562,1.0517298546024763,0.4073811213626685,-0.02702534677397841,None,None,0.0006923313990936143,0.1744675125715908,129.08914395644626,0.13171123525402884,0.31950183023124423,-0.7283706198782194,14359.563492063491,1.1409039256605675,2.559003933547067,91 days 06:32:43.636363637
Median Win Rate [%],JKHY,true,18,88,false,67,51.515151515151516,2.6777225543065954,0.006657252370385313,13.005437455985238,8.144867811816138,0.141920516441396,0.2817228162194876,1.8457384002997004,0.9918617804587302,0,0,9914,9915 days 00:00:00,1000.0,130089.14395644671,12908.914395644671,47523.999023438366,100.0,6001.795627125816,67.329285165912,3154 days 00:00:00,66,1,3843.7864232780266,334.75729555585514,-22.461716305457397,33.07240624645823,-8.315716883892312,140 days 14:07:03.529411766,38 days 21:00:00,1897.656932320738,0.6571846043272858,0.2915164349925533,1.1564998784326033,0.7403810624988825,18.80997974730562,1.0517298546024763,0.4073811213626685,-0.02702534677397841,None,None,0.0006923313990936143,0.1744675125715908,129.08914395644626,0.13171123525402884,0.31950183023124423,-0.7283706198782194,14359.563492063491,1.1409039256605675,2.559003933547067,91 days 06:32:43.636363637
