Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Profit Factor Adjusted,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Total Return [%],WMT,true,65,70,true,192,56.54450261780105,1.7392129430642091,0.01440639613818072,3.9382755942802823,3.650620240170548,0.3041182682154171,0.6066525871172123,1.1977015534875621,1.1076226338022517,0,0,13258,13259 days 00:00:00,1000.0,324141.50073196087,32314.150073196088,408529.6705908166,100.0,41164.616293988016,59.56832791512171,4979 days 00:00:00,191,1,-324.14150073193014,98.31897791679923,-25.921122115581163,10.79366564575013,-4.981990978716629,54 days 03:46:40,29 days 10:07:13.734939759,1693.537393888445,0.7344047785341136,0.28960079859150106,1.1494697009105634,0.4046686552307097,9.53662211232847,1.1206973490414345,0.43744579358196006,-0.02043813274192354,None,None,0.0005313377676985239,0.13389711746002803,323.141500731964,0.11614062981275342,0.21942287212398479,1.7392129430642091,-0.9209013386311371,19203.055555555555,2.233453101634696,3.9882463029170148,43 days 09:48:03.769633508
Most Expectancy,WMT,true,65,70,true,192,56.54450261780105,1.7392129430642091,0.01440639613818072,3.9382755942802823,3.650620240170548,0.3041182682154171,0.6066525871172123,1.1977015534875621,1.1076226338022517,0,0,13258,13259 days 00:00:00,1000.0,324141.50073196087,32314.150073196088,408529.6705908166,100.0,41164.616293988016,59.56832791512171,4979 days 00:00:00,191,1,-324.14150073193014,98.31897791679923,-25.921122115581163,10.79366564575013,-4.981990978716629,54 days 03:46:40,29 days 10:07:13.734939759,1693.537393888445,0.7344047785341136,0.28960079859150106,1.1494697009105634,0.4046686552307097,9.53662211232847,1.1206973490414345,0.43744579358196006,-0.02043813274192354,None,None,0.0005313377676985239,0.13389711746002803,323.141500731964,0.11614062981275342,0.21942287212398479,1.7392129430642091,-0.9209013386311371,19203.055555555555,2.233453101634696,3.9882463029170148,43 days 09:48:03.769633508
Most Sharpe Ratio,WMT,true,65,70,true,192,56.54450261780105,1.7392129430642091,0.01440639613818072,3.9382755942802823,3.650620240170548,0.3041182682154171,0.6066525871172123,1.1977015534875621,1.1076226338022517,0,0,13258,13259 days 00:00:00,1000.0,324141.50073196087,32314.150073196088,408529.6705908166,100.0,41164.616293988016,59.56832791512171,4979 days 00:00:00,191,1,-324.14150073193014,98.31897791679923,-25.921122115581163,10.79366564575013,-4.981990978716629,54 days 03:46:40,29 days 10:07:13.734939759,1693.537393888445,0.7344047785341136,0.28960079859150106,1.1494697009105634,0.4046686552307097,9.53662211232847,1.1206973490414345,0.43744579358196006,-0.02043813274192354,None,None,0.0005313377676985239,0.13389711746002803,323.141500731964,0.11614062981275342,0.21942287212398479,1.7392129430642091,-0.9209013386311371,19203.055555555555,2.233453101634696,3.9882463029170148,43 days 09:48:03.769633508
Most Omega Ratio,WMT,true,65,70,true,192,56.54450261780105,1.7392129430642091,0.01440639613818072,3.9382755942802823,3.650620240170548,0.3041182682154171,0.6066525871172123,1.1977015534875621,1.1076226338022517,0,0,13258,13259 days 00:00:00,1000.0,324141.50073196087,32314.150073196088,408529.6705908166,100.0,41164.616293988016,59.56832791512171,4979 days 00:00:00,191,1,-324.14150073193014,98.31897791679923,-25.921122115581163,10.79366564575013,-4.981990978716629,54 days 03:46:40,29 days 10:07:13.734939759,1693.537393888445,0.7344047785341136,0.28960079859150106,1.1494697009105634,0.4046686552307097,9.53662211232847,1.1206973490414345,0.43744579358196006,-0.02043813274192354,None,None,0.0005313377676985239,0.13389711746002803,323.141500731964,0.11614062981275342,0.21942287212398479,1.7392129430642091,-0.9209013386311371,19203.055555555555,2.233453101634696,3.9882463029170148,43 days 09:48:03.769633508
Most Sortino Ratio,WMT,true,65,70,true,192,56.54450261780105,1.7392129430642091,0.01440639613818072,3.9382755942802823,3.650620240170548,0.3041182682154171,0.6066525871172123,1.1977015534875621,1.1076226338022517,0,0,13258,13259 days 00:00:00,1000.0,324141.50073196087,32314.150073196088,408529.6705908166,100.0,41164.616293988016,59.56832791512171,4979 days 00:00:00,191,1,-324.14150073193014,98.31897791679923,-25.921122115581163,10.79366564575013,-4.981990978716629,54 days 03:46:40,29 days 10:07:13.734939759,1693.537393888445,0.7344047785341136,0.28960079859150106,1.1494697009105634,0.4046686552307097,9.53662211232847,1.1206973490414345,0.43744579358196006,-0.02043813274192354,None,None,0.0005313377676985239,0.13389711746002803,323.141500731964,0.11614062981275342,0.21942287212398479,1.7392129430642091,-0.9209013386311371,19203.055555555555,2.233453101634696,3.9882463029170148,43 days 09:48:03.769633508
Most Win Rate [%],WMT,true,62,70,false,153,59.210526315789465,1.906337658462688,0.01146477598431136,4.71103400748862,4.572832837294821,0.2423442449841605,0.48310454065469904,1.1416919796395335,1.041865707460552,0,0,13258,13259 days 00:00:00,1000.0,223198.5847323365,22219.85847323365,408529.6705908166,100.0,20283.39528377294,57.95024749574145,5256 days 00:00:00,152,1,6342.795310292102,114.68560993331398,-25.92112211558117,12.107612687241177,-6.025935043765091,68 days 02:24:00,34 days 17:25:09.677419355,1420.103877776607,0.6957597879763919,0.2770112393845494,1.1410472039250885,0.34599372262485345,9.606186624440934,1.0983780291374083,0.4379134584101507,-0.020619752049108275,None,None,0.0005031561808554159,0.1267953575755648,222.19858473233714,0.10825355047024687,0.2193260362278209,1.906337658462688,-0.9456101721054943,19203.055555555555,1.9937556842289033,3.8437275441464345,54 days 11:41:03.157894736
Median Worst Trade [%],WMT,true,62,69,false,166,57.57575757575758,1.8175576850134234,0.012445316035601147,4.058752861160251,3.830914275312706,0.262935586061246,0.5242872228088701,1.0671905622269295,0.9747386414848223,0,0,13258,13259 days 00:00:00,1000.0,148629.83969662362,14762.98396966236,408529.6705908166,100.0,15567.17436883943,61.382826185125175,5600 days 00:00:00,165,1,4986.335149248684,112.68772677527214,-27.234735612765814,11.141971712867873,-5.554187009014381,63 days 19:57:28.421052632,31 days 14:03:25.714285714,864.5060881659092,0.6534687049301516,0.24047629543434096,1.1319916603976248,0.32441706792710073,9.653407981213581,1.0941089449405998,0.43728997289972904,-0.020642407935007757,None,None,0.00047245171592423253,0.1190578324129066,147.629839696623,0.09972210845674101,0.21927006206694907,1.8175576850134234,-0.9638631290884893,19203.055555555555,2.0767311023169537,3.4726937034253966,50 days 03:38:10.909090908
Most Calmar Ratio,WMT,true,10,43,false,192,51.041666666666664,1.7281665151014864,0.014481822295972243,3.5306441213096624,2.9542616452215413,0.3041182682154171,0.6082365364308342,1.0737333758576375,1.0672586912240605,0,0,13258,13259 days 00:00:00,1000.0,212535.04875258895,21153.504875258895,408529.6705908166,100.0,26777.97157099117,49.86618542545544,5181 days 00:00:00,192,0,0.0,65.2344431226536,-19.45113179087639,11.511132167841291,-4.789439161244587,63 days 11:15:55.102040816,18 days 09:26:48.510638298,1101.7450455864014,0.707375937887669,0.3187846787873065,1.1461596375682488,0.40661870857153465,9.904556132471651,1.127433481663999,0.4100818887589067,-0.01982092926654602,None,None,0.0004924397041066441,0.1240948054348743,211.5350487525882,0.10722287070587955,0.21112977337782313,1.7281665151014864,-0.9482203952416317,19203.055555555555,2.233453101634696,3.4468877111450182,41 days 09:37:29.999999999
Median Expectancy,WMT,true,69,71,false,278,53.597122302158276,1.4634740507406316,0.020968471866043142,2.414602533557711,2.1215696279048175,0.440337909186906,0.880675818373812,1.0632410311442084,0.9818371098748717,0,0,13258,13259 days 00:00:00,1000.0,146251.8808643009,14525.188086430091,408529.6705908166,100.0,33342.65719048829,61.126666942746176,6314 days 00:00:00,278,0,0.0,74.08432574799977,-29.47948609640982,8.081078127676712,-4.130396408486716,37 days 10:37:51.140939597,21 days 02:47:26.511627906,522.4887800874135,0.652484944376337,0.2406506577241903,1.1312335578862864,0.44401372886362267,9.684466592760895,1.1334797401804357,0.43651137594799566,-0.02043813274192354,None,None,0.00047071885567439523,0.1186211516299476,145.25188086430137,0.09938505246358376,0.21879520641148406,1.4634740507406316,-0.964445206475643,19203.055555555555,2.687500917153,3.393006781740791,29 days 20:48:20.719424459
Most Total Trades,WMT,true,63,64,false,413,52.18446601941748,1.4452488222318038,0.031075577010107106,1.3409486500483756,1.1471588403644786,0.6541710665258711,1.3067581837381204,0.877209808558573,0.8054753207255733,0,0,13258,13259 days 00:00:00,1000.0,51775.40139686639,5077.540139686639,408529.6705908166,100.0,16129.655141637866,65.8477716221319,6245 days 00:00:00,412,1,125.33259542877931,97.22814062272145,-34.273427247922896,5.5010331408854585,-3.1992450836063084,24 days 14:17:18.139534883,14 days 22:03:02.741116751,122.93706019766421,0.5448960444319385,0.17430345929204716,1.1090650675612028,0.2564574932549763,9.735459097590521,1.1481791682430873,0.43170283986610514,-0.020531866344508026,None,None,0.00039203129284504567,0.09879188579695151,50.77540139686629,0.07790021645439027,0.2181995156250965,1.4452488222318038,-0.98757118391831,19203.055555555555,3.2756783399939655,3.2621769928243523,19 days 23:14:33.786407766
