Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
Most Total Return [%],XLU,true,80,118,false,34,64.70588235294117,4.966154734590054,0.005143721633888048,4.314312097495859,1.6481641720770694,0.10801815431164902,0.21603630862329803,0.4660240298959218,0.7455275267385308,0,0,6610,6611 days 00:00:00,1000.0,3764.1440315953955,276.4144031595396,164.58249779007096,100.0,116.18063624255346,36.700481571917464,1308 days 00:00:00,34,0,0.0,27.732441076901903,-9.97309258947212,8.915217133826946,-4.120680469111131,155 days 02:10:54.545454546,63 days 08:00:00,81.2983538704528,0.5272350264325912,0.20688493079126474,1.1050684008645129,0.034171275483649455,26.48840914782673,0.9502401065625483,0.5103952478866802,-0.013248401017451946,None,None,0.00023760532899392515,0.059876542906469134,2.7641440315953734,0.051824811296274254,0.1366780030345059,0.6794884442215294,9574.007936507936,0.4791345169203487,122 days 16:56:28.235294117
Least Total Trades,XLU,true,80,118,false,34,64.70588235294117,4.966154734590054,0.005143721633888048,4.314312097495859,1.6481641720770694,0.10801815431164902,0.21603630862329803,0.4660240298959218,0.7455275267385308,0,0,6610,6611 days 00:00:00,1000.0,3764.1440315953955,276.4144031595396,164.58249779007096,100.0,116.18063624255346,36.700481571917464,1308 days 00:00:00,34,0,0.0,27.732441076901903,-9.97309258947212,8.915217133826946,-4.120680469111131,155 days 02:10:54.545454546,63 days 08:00:00,81.2983538704528,0.5272350264325912,0.20688493079126474,1.1050684008645129,0.034171275483649455,26.48840914782673,0.9502401065625483,0.5103952478866802,-0.013248401017451946,None,None,0.00023760532899392515,0.059876542906469134,2.7641440315953734,0.051824811296274254,0.1366780030345059,0.6794884442215294,9574.007936507936,0.4791345169203487,122 days 16:56:28.235294117
Most Profit Factor,XLU,true,80,118,false,34,64.70588235294117,4.966154734590054,0.005143721633888048,4.314312097495859,1.6481641720770694,0.10801815431164902,0.21603630862329803,0.4660240298959218,0.7455275267385308,0,0,6610,6611 days 00:00:00,1000.0,3764.1440315953955,276.4144031595396,164.58249779007096,100.0,116.18063624255346,36.700481571917464,1308 days 00:00:00,34,0,0.0,27.732441076901903,-9.97309258947212,8.915217133826946,-4.120680469111131,155 days 02:10:54.545454546,63 days 08:00:00,81.2983538704528,0.5272350264325912,0.20688493079126474,1.1050684008645129,0.034171275483649455,26.48840914782673,0.9502401065625483,0.5103952478866802,-0.013248401017451946,None,None,0.00023760532899392515,0.059876542906469134,2.7641440315953734,0.051824811296274254,0.1366780030345059,0.6794884442215294,9574.007936507936,0.4791345169203487,122 days 16:56:28.235294117
Most Expectancy,XLU,true,80,118,false,34,64.70588235294117,4.966154734590054,0.005143721633888048,4.314312097495859,1.6481641720770694,0.10801815431164902,0.21603630862329803,0.4660240298959218,0.7455275267385308,0,0,6610,6611 days 00:00:00,1000.0,3764.1440315953955,276.4144031595396,164.58249779007096,100.0,116.18063624255346,36.700481571917464,1308 days 00:00:00,34,0,0.0,27.732441076901903,-9.97309258947212,8.915217133826946,-4.120680469111131,155 days 02:10:54.545454546,63 days 08:00:00,81.2983538704528,0.5272350264325912,0.20688493079126474,1.1050684008645129,0.034171275483649455,26.48840914782673,0.9502401065625483,0.5103952478866802,-0.013248401017451946,None,None,0.00023760532899392515,0.059876542906469134,2.7641440315953734,0.051824811296274254,0.1366780030345059,0.6794884442215294,9574.007936507936,0.4791345169203487,122 days 16:56:28.235294117
Most Sharpe Ratio,XLU,true,80,118,false,34,64.70588235294117,4.966154734590054,0.005143721633888048,4.314312097495859,1.6481641720770694,0.10801815431164902,0.21603630862329803,0.4660240298959218,0.7455275267385308,0,0,6610,6611 days 00:00:00,1000.0,3764.1440315953955,276.4144031595396,164.58249779007096,100.0,116.18063624255346,36.700481571917464,1308 days 00:00:00,34,0,0.0,27.732441076901903,-9.97309258947212,8.915217133826946,-4.120680469111131,155 days 02:10:54.545454546,63 days 08:00:00,81.2983538704528,0.5272350264325912,0.20688493079126474,1.1050684008645129,0.034171275483649455,26.48840914782673,0.9502401065625483,0.5103952478866802,-0.013248401017451946,None,None,0.00023760532899392515,0.059876542906469134,2.7641440315953734,0.051824811296274254,0.1366780030345059,0.6794884442215294,9574.007936507936,0.4791345169203487,122 days 16:56:28.235294117
Most Calmar Ratio,XLU,true,80,118,false,34,64.70588235294117,4.966154734590054,0.005143721633888048,4.314312097495859,1.6481641720770694,0.10801815431164902,0.21603630862329803,0.4660240298959218,0.7455275267385308,0,0,6610,6611 days 00:00:00,1000.0,3764.1440315953955,276.4144031595396,164.58249779007096,100.0,116.18063624255346,36.700481571917464,1308 days 00:00:00,34,0,0.0,27.732441076901903,-9.97309258947212,8.915217133826946,-4.120680469111131,155 days 02:10:54.545454546,63 days 08:00:00,81.2983538704528,0.5272350264325912,0.20688493079126474,1.1050684008645129,0.034171275483649455,26.48840914782673,0.9502401065625483,0.5103952478866802,-0.013248401017451946,None,None,0.00023760532899392515,0.059876542906469134,2.7641440315953734,0.051824811296274254,0.1366780030345059,0.6794884442215294,9574.007936507936,0.4791345169203487,122 days 16:56:28.235294117
Most Omega Ratio,XLU,true,80,118,false,34,64.70588235294117,4.966154734590054,0.005143721633888048,4.314312097495859,1.6481641720770694,0.10801815431164902,0.21603630862329803,0.4660240298959218,0.7455275267385308,0,0,6610,6611 days 00:00:00,1000.0,3764.1440315953955,276.4144031595396,164.58249779007096,100.0,116.18063624255346,36.700481571917464,1308 days 00:00:00,34,0,0.0,27.732441076901903,-9.97309258947212,8.915217133826946,-4.120680469111131,155 days 02:10:54.545454546,63 days 08:00:00,81.2983538704528,0.5272350264325912,0.20688493079126474,1.1050684008645129,0.034171275483649455,26.48840914782673,0.9502401065625483,0.5103952478866802,-0.013248401017451946,None,None,0.00023760532899392515,0.059876542906469134,2.7641440315953734,0.051824811296274254,0.1366780030345059,0.6794884442215294,9574.007936507936,0.4791345169203487,122 days 16:56:28.235294117
Most Sortino Ratio,XLU,true,80,118,false,34,64.70588235294117,4.966154734590054,0.005143721633888048,4.314312097495859,1.6481641720770694,0.10801815431164902,0.21603630862329803,0.4660240298959218,0.7455275267385308,0,0,6610,6611 days 00:00:00,1000.0,3764.1440315953955,276.4144031595396,164.58249779007096,100.0,116.18063624255346,36.700481571917464,1308 days 00:00:00,34,0,0.0,27.732441076901903,-9.97309258947212,8.915217133826946,-4.120680469111131,155 days 02:10:54.545454546,63 days 08:00:00,81.2983538704528,0.5272350264325912,0.20688493079126474,1.1050684008645129,0.034171275483649455,26.48840914782673,0.9502401065625483,0.5103952478866802,-0.013248401017451946,None,None,0.00023760532899392515,0.059876542906469134,2.7641440315953734,0.051824811296274254,0.1366780030345059,0.6794884442215294,9574.007936507936,0.4791345169203487,122 days 16:56:28.235294117
Median Max Drawdown [%],XLU,true,81,116,false,36,63.888888888888886,4.336022768951301,0.005446293494704993,3.9567937134556246,1.6005008279146347,0.11437216338880485,0.2287443267776097,0.45254705709114257,0.7234829970856205,0,0,6610,6611 days 00:00:00,1000.0,3599.6847551019614,259.96847551019613,164.58249779007096,100.0,121.39248517737258,36.70048157191747,1300 days 00:00:00,36,0,0.0,24.369461724309648,-12.657258616251315,8.638519178970974,-4.326259033225376,142 days 10:26:05.217391304,68 days 00:00:00,72.21346541949897,0.5121998465147667,0.19966291415867313,1.1021585785866717,0.03191172280360024,26.501569643956962,0.9501537791140268,0.5076396807297604,-0.01325833242760614,None,None,0.00023085555978644343,0.058175601066183746,2.5996847551019817,0.05003517830889481,0.13669341605117452,0.5795633132375494,9574.007936507936,0.38800012017271474,115 days 13:19:59.999999999
Mean Best Trade [%],XLU,true,78,112,false,34,58.82352941176471,3.597952917525648,0.005143721633888048,3.7381756056241624,1.3771138720295313,0.10801815431164902,0.21603630862329803,0.4037908294123528,0.6545614218323538,0,0,6610,6611 days 00:00:00,1000.0,3140.7769687650316,214.07769687650315,164.58249779007096,100.0,115.52456229941407,36.700481571917464,1272 days 00:00:00,34,0,0.0,26.563232840767864,-9.902685314979612,9.124150473103636,-3.9560742050608013,153 days 16:48:00,76 days 06:51:25.714285715,62.96402849308917,0.4650260258372153,0.1777262776755156,1.0924216815844878,0.010816029621501836,26.059694581709323,0.9471607252815306,0.5025,-0.013287145884964359,None,None,0.00021057702908496354,0.05306541132941081,2.1407769687650613,0.04459081567919276,0.13733474875045962,0.30073185029409716,9574.007936507936,0.23403247877777755,121 days 19:45:52.941176471
