Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Profit Factor,HII,true,45,50,false,51,64.70588235294117,3.246599150449226,0.014463981849120816,4.874113496443015,2.793031329422402,0.30374361883153717,0.6074872376630743,1.480480872005238,1.6239003504346927,0,0,3526,3527 days 00:00:00,1000.0,7815.961463727368,681.5961463727368,447.66603929534926,100.0,432.10163258326475,30.05348710181282,315 days 00:00:00,51,0,0.0,80.5194921243579,-11.374197810838297,9.726168467698308,-4.021320617525021,49 days 06:32:43.636363636,23 days 09:20:00,133.6463032103406,1.0975362504323936,0.7889988426507298,1.2305799169275178,0.0066210370672159635,7.833660806748256,1.0836614887844667,0.4616659759635308,-0.01634842496328931,None,None,0.0006464400535917793,0.16290289350512838,6.815961463727369,0.15825062290599545,0.17863069452532507,0.5225549551304055,5107.103174603175,0.5936267431395656,3.31982684809357,40 days 03:17:38.823529410
Median Total Trades,HII,true,45,54,false,44,61.36363636363637,2.4491627536034657,0.012478729438457176,5.4886883384031,2.7135088414577124,0.2620533182076007,0.5241066364152014,1.4383289916858948,1.420150346348959,0,0,3526,3527 days 00:00:00,1000.0,5988.107487854381,498.81074878543814,447.66603929534926,100.0,326.9956186478304,34.94423102810552,1044 days 00:00:00,44,0,0.0,124.65279525756839,-13.337231367576186,12.172094431592837,-5.126133103721778,57 days 20:26:40,28 days 12:42:21.176470588,113.36607926941774,0.9694482453659582,0.5823055119733145,1.2012655069955223,-0.032521757566897506,7.997059552185284,1.0624911523967615,0.45804051260851586,-0.01638101375291182,None,None,0.0005708636802658791,0.14385764742700155,4.98810748785439,0.13641361031907584,0.17858891003824484,0.11424746351229463,5107.103174603175,0.5513846962732485,1.9292474323740554,46 days 12:32:43.636363636
Least Max Drawdown Duration,HII,true,43,53,false,42,54.761904761904766,2.346398621492526,0.01191151446398185,5.600117291506779,2.3724939713511866,0.25014180374361883,0.5002836074872377,1.4008234404733348,1.3787844206152646,0,0,3526,3527 days 00:00:00,1000.0,5656.455181337611,465.6455181337611,447.66603929534926,100.0,318.5423955406928,29.308051232577554,1013 days 00:00:00,42,0,0.0,124.30559334488348,-13.121621430050956,13.917134680134474,-4.467851126305694,61 days 14:36:31.304347826,32 days 08:50:31.578947368,110.8679805080383,0.9416726866508206,0.6701459718109332,1.1949224790391417,-0.0196119900108059,7.911091373681543,1.056837715765284,0.4526359143327842,-0.016511120815175813,None,None,0.0005547508420214822,0.13979721218941352,4.65645518133762,0.13179666101514576,0.1786671454939427,0.04016270447209372,5107.103174603175,0.538707491424495,1.5645876144100257,48 days 09:08:34.285714285
Least Total Trades,HII,true,39,53,false,34,52.94117647058824,2.5407501552078866,0.009642654566080544,7.1389131725037345,2.3669264524786744,0.20249574588769145,0.4049914917753829,1.4455995476936094,1.5682235852598596,0,0,3526,3527 days 00:00:00,1000.0,7076.286355482708,607.6286355482707,447.66603929534926,100.0,308.77061953084694,30.05197845649728,549 days 00:00:00,34,0,0.0,88.93200171205667,-11.700341521305969,17.523913976604298,-4.5442127321094,86 days 06:39:59.999999999,29 days 03:00:00,178.7143045730208,1.0582777784743882,0.7469015318768448,1.2205118071379075,0.05310223712053513,6.942933776381562,1.0623798029284355,0.4508432743726862,-0.016381013752911677,None,None,0.0006169197290426882,0.15546377171875742,6.076286355482678,0.15005231322545964,0.1767973230009673,0.3573257343905544,5107.103174603175,0.4846942061207169,1.6761061642560964,59 days 09:10:35.294117646
Most Expectancy,HII,true,39,53,false,34,52.94117647058824,2.5407501552078866,0.009642654566080544,7.1389131725037345,2.3669264524786744,0.20249574588769145,0.4049914917753829,1.4455995476936094,1.5682235852598596,0,0,3526,3527 days 00:00:00,1000.0,7076.286355482708,607.6286355482707,447.66603929534926,100.0,308.77061953084694,30.05197845649728,549 days 00:00:00,34,0,0.0,88.93200171205667,-11.700341521305969,17.523913976604298,-4.5442127321094,86 days 06:39:59.999999999,29 days 03:00:00,178.7143045730208,1.0582777784743882,0.7469015318768448,1.2205118071379075,0.05310223712053513,6.942933776381562,1.0623798029284355,0.4508432743726862,-0.016381013752911677,None,None,0.0006169197290426882,0.15546377171875742,6.076286355482678,0.15005231322545964,0.1767973230009673,0.3573257343905544,5107.103174603175,0.4846942061207169,1.6761061642560964,59 days 09:10:35.294117646
Most Total Return [%],HII,true,45,46,false,115,53.04347826086957,2.125113878271665,0.03261486103233125,2.509954988707591,2.1825695553979054,0.6849120816789563,1.3698241633579127,1.7190984962361975,1.8622559234392055,0,0,3526,3527 days 00:00:00,1000.0,10376.507913850008,937.6507913850007,447.66603929534926,100.0,1359.8694931637199,30.193240374336668,675 days 00:00:00,115,0,0.0,87.11157093567785,-24.449944446645162,6.8562590189536765,-2.3997588232370615,22 days 05:30:29.508196721,13 days 03:06:40,81.5348514247826,1.2304656789976198,0.9072843889434941,1.2583089120983195,0.22638175981079459,7.119019606494698,1.1766586449132732,0.46835970024979184,-0.016381013752911726,None,None,0.0007271430850537366,0.18324005743354163,9.376507913849997,0.1819406359679021,0.17922437579703415,1.0945318810891131,5107.103174603175,0.8914095653118895,3.0676161921618488,17 days 22:57:23.478260868
Most Total Fees Paid,HII,true,45,46,false,115,53.04347826086957,2.125113878271665,0.03261486103233125,2.509954988707591,2.1825695553979054,0.6849120816789563,1.3698241633579127,1.7190984962361975,1.8622559234392055,0,0,3526,3527 days 00:00:00,1000.0,10376.507913850008,937.6507913850007,447.66603929534926,100.0,1359.8694931637199,30.193240374336668,675 days 00:00:00,115,0,0.0,87.11157093567785,-24.449944446645162,6.8562590189536765,-2.3997588232370615,22 days 05:30:29.508196721,13 days 03:06:40,81.5348514247826,1.2304656789976198,0.9072843889434941,1.2583089120983195,0.22638175981079459,7.119019606494698,1.1766586449132732,0.46835970024979184,-0.016381013752911726,None,None,0.0007271430850537366,0.18324005743354163,9.376507913849997,0.1819406359679021,0.17922437579703415,1.0945318810891131,5107.103174603175,0.8914095653118895,3.0676161921618488,17 days 22:57:23.478260868
Most Avg Losing Trade [%],HII,true,45,46,false,115,53.04347826086957,2.125113878271665,0.03261486103233125,2.509954988707591,2.1825695553979054,0.6849120816789563,1.3698241633579127,1.7190984962361975,1.8622559234392055,0,0,3526,3527 days 00:00:00,1000.0,10376.507913850008,937.6507913850007,447.66603929534926,100.0,1359.8694931637199,30.193240374336668,675 days 00:00:00,115,0,0.0,87.11157093567785,-24.449944446645162,6.8562590189536765,-2.3997588232370615,22 days 05:30:29.508196721,13 days 03:06:40,81.5348514247826,1.2304656789976198,0.9072843889434941,1.2583089120983195,0.22638175981079459,7.119019606494698,1.1766586449132732,0.46835970024979184,-0.016381013752911726,None,None,0.0007271430850537366,0.18324005743354163,9.376507913849997,0.1819406359679021,0.17922437579703415,1.0945318810891131,5107.103174603175,0.8914095653118895,3.0676161921618488,17 days 22:57:23.478260868
Most Sharpe Ratio,HII,true,45,46,false,115,53.04347826086957,2.125113878271665,0.03261486103233125,2.509954988707591,2.1825695553979054,0.6849120816789563,1.3698241633579127,1.7190984962361975,1.8622559234392055,0,0,3526,3527 days 00:00:00,1000.0,10376.507913850008,937.6507913850007,447.66603929534926,100.0,1359.8694931637199,30.193240374336668,675 days 00:00:00,115,0,0.0,87.11157093567785,-24.449944446645162,6.8562590189536765,-2.3997588232370615,22 days 05:30:29.508196721,13 days 03:06:40,81.5348514247826,1.2304656789976198,0.9072843889434941,1.2583089120983195,0.22638175981079459,7.119019606494698,1.1766586449132732,0.46835970024979184,-0.016381013752911726,None,None,0.0007271430850537366,0.18324005743354163,9.376507913849997,0.1819406359679021,0.17922437579703415,1.0945318810891131,5107.103174603175,0.8914095653118895,3.0676161921618488,17 days 22:57:23.478260868
Most Omega Ratio,HII,true,45,46,false,115,53.04347826086957,2.125113878271665,0.03261486103233125,2.509954988707591,2.1825695553979054,0.6849120816789563,1.3698241633579127,1.7190984962361975,1.8622559234392055,0,0,3526,3527 days 00:00:00,1000.0,10376.507913850008,937.6507913850007,447.66603929534926,100.0,1359.8694931637199,30.193240374336668,675 days 00:00:00,115,0,0.0,87.11157093567785,-24.449944446645162,6.8562590189536765,-2.3997588232370615,22 days 05:30:29.508196721,13 days 03:06:40,81.5348514247826,1.2304656789976198,0.9072843889434941,1.2583089120983195,0.22638175981079459,7.119019606494698,1.1766586449132732,0.46835970024979184,-0.016381013752911726,None,None,0.0007271430850537366,0.18324005743354163,9.376507913849997,0.1819406359679021,0.17922437579703415,1.0945318810891131,5107.103174603175,0.8914095653118895,3.0676161921618488,17 days 22:57:23.478260868
