Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],ETC-USD,EMA,10,31,false,42,0.7249334972766983,38.095238095238095,1.4092936408959742,15.805273957389877,1.3113899515702023,297.61874596862583,27 days 19:25:42.857142856,0.015521064301552107,0.4656319290465632,0.9312638580931264,7.359440201888856,0,0,2706,2707 days 00:00:00,1000.0,11551.485990769403,1055.1485990769402,3.5334305475510863,100.0,716.0388773558489,77.39974773724524,1432 days 00:00:00,42,0,0.0,469.9109143318817,-25.4019779529332,57.79207107159188,-10.032755035965199,51 days 19:30:00,13 days 00:55:23.076923077,251.22585692308087,0.7987336672809603,0.5049804820427203,1.2220247682556595,1.829445800067337,23.176705083633486,1.2301310685425972,0.28659695817490494,-0.052484658609462116,None,None,0.0018229793063789623,0.4593907852074985,10.551485990769427,0.25580748134528064,0.6921918008810658,2706
Mean Total Return [%],ETC-USD,EMA,10,31,false,42,0.7249334972766983,38.095238095238095,1.4092936408959742,15.805273957389877,1.3113899515702023,297.61874596862583,27 days 19:25:42.857142856,0.015521064301552107,0.4656319290465632,0.9312638580931264,7.359440201888856,0,0,2706,2707 days 00:00:00,1000.0,11551.485990769403,1055.1485990769402,3.5334305475510863,100.0,716.0388773558489,77.39974773724524,1432 days 00:00:00,42,0,0.0,469.9109143318817,-25.4019779529332,57.79207107159188,-10.032755035965199,51 days 19:30:00,13 days 00:55:23.076923077,251.22585692308087,0.7987336672809603,0.5049804820427203,1.2220247682556595,1.829445800067337,23.176705083633486,1.2301310685425972,0.28659695817490494,-0.052484658609462116,None,None,0.0018229793063789623,0.4593907852074985,10.551485990769427,0.25580748134528064,0.6921918008810658,2706
Median Total Return [%],ETC-USD,EMA,10,31,false,42,0.7249334972766983,38.095238095238095,1.4092936408959742,15.805273957389877,1.3113899515702023,297.61874596862583,27 days 19:25:42.857142856,0.015521064301552107,0.4656319290465632,0.9312638580931264,7.359440201888856,0,0,2706,2707 days 00:00:00,1000.0,11551.485990769403,1055.1485990769402,3.5334305475510863,100.0,716.0388773558489,77.39974773724524,1432 days 00:00:00,42,0,0.0,469.9109143318817,-25.4019779529332,57.79207107159188,-10.032755035965199,51 days 19:30:00,13 days 00:55:23.076923077,251.22585692308087,0.7987336672809603,0.5049804820427203,1.2220247682556595,1.829445800067337,23.176705083633486,1.2301310685425972,0.28659695817490494,-0.052484658609462116,None,None,0.0018229793063789623,0.4593907852074985,10.551485990769427,0.25580748134528064,0.6921918008810658,2706
Most Total Fees Paid,ETC-USD,EMA,10,31,false,42,0.7249334972766983,38.095238095238095,1.4092936408959742,15.805273957389877,1.3113899515702023,297.61874596862583,27 days 19:25:42.857142856,0.015521064301552107,0.4656319290465632,0.9312638580931264,7.359440201888856,0,0,2706,2707 days 00:00:00,1000.0,11551.485990769403,1055.1485990769402,3.5334305475510863,100.0,716.0388773558489,77.39974773724524,1432 days 00:00:00,42,0,0.0,469.9109143318817,-25.4019779529332,57.79207107159188,-10.032755035965199,51 days 19:30:00,13 days 00:55:23.076923077,251.22585692308087,0.7987336672809603,0.5049804820427203,1.2220247682556595,1.829445800067337,23.176705083633486,1.2301310685425972,0.28659695817490494,-0.052484658609462116,None,None,0.0018229793063789623,0.4593907852074985,10.551485990769427,0.25580748134528064,0.6921918008810658,2706
Mean Total Fees Paid,ETC-USD,EMA,10,31,false,42,0.7249334972766983,38.095238095238095,1.4092936408959742,15.805273957389877,1.3113899515702023,297.61874596862583,27 days 19:25:42.857142856,0.015521064301552107,0.4656319290465632,0.9312638580931264,7.359440201888856,0,0,2706,2707 days 00:00:00,1000.0,11551.485990769403,1055.1485990769402,3.5334305475510863,100.0,716.0388773558489,77.39974773724524,1432 days 00:00:00,42,0,0.0,469.9109143318817,-25.4019779529332,57.79207107159188,-10.032755035965199,51 days 19:30:00,13 days 00:55:23.076923077,251.22585692308087,0.7987336672809603,0.5049804820427203,1.2220247682556595,1.829445800067337,23.176705083633486,1.2301310685425972,0.28659695817490494,-0.052484658609462116,None,None,0.0018229793063789623,0.4593907852074985,10.551485990769427,0.25580748134528064,0.6921918008810658,2706
Median Total Fees Paid,ETC-USD,EMA,10,31,false,42,0.7249334972766983,38.095238095238095,1.4092936408959742,15.805273957389877,1.3113899515702023,297.61874596862583,27 days 19:25:42.857142856,0.015521064301552107,0.4656319290465632,0.9312638580931264,7.359440201888856,0,0,2706,2707 days 00:00:00,1000.0,11551.485990769403,1055.1485990769402,3.5334305475510863,100.0,716.0388773558489,77.39974773724524,1432 days 00:00:00,42,0,0.0,469.9109143318817,-25.4019779529332,57.79207107159188,-10.032755035965199,51 days 19:30:00,13 days 00:55:23.076923077,251.22585692308087,0.7987336672809603,0.5049804820427203,1.2220247682556595,1.829445800067337,23.176705083633486,1.2301310685425972,0.28659695817490494,-0.052484658609462116,None,None,0.0018229793063789623,0.4593907852074985,10.551485990769427,0.25580748134528064,0.6921918008810658,2706
Least Max Drawdown [%],ETC-USD,EMA,10,31,false,42,0.7249334972766983,38.095238095238095,1.4092936408959742,15.805273957389877,1.3113899515702023,297.61874596862583,27 days 19:25:42.857142856,0.015521064301552107,0.4656319290465632,0.9312638580931264,7.359440201888856,0,0,2706,2707 days 00:00:00,1000.0,11551.485990769403,1055.1485990769402,3.5334305475510863,100.0,716.0388773558489,77.39974773724524,1432 days 00:00:00,42,0,0.0,469.9109143318817,-25.4019779529332,57.79207107159188,-10.032755035965199,51 days 19:30:00,13 days 00:55:23.076923077,251.22585692308087,0.7987336672809603,0.5049804820427203,1.2220247682556595,1.829445800067337,23.176705083633486,1.2301310685425972,0.28659695817490494,-0.052484658609462116,None,None,0.0018229793063789623,0.4593907852074985,10.551485990769427,0.25580748134528064,0.6921918008810658,2706
Mean Max Drawdown [%],ETC-USD,EMA,10,31,false,42,0.7249334972766983,38.095238095238095,1.4092936408959742,15.805273957389877,1.3113899515702023,297.61874596862583,27 days 19:25:42.857142856,0.015521064301552107,0.4656319290465632,0.9312638580931264,7.359440201888856,0,0,2706,2707 days 00:00:00,1000.0,11551.485990769403,1055.1485990769402,3.5334305475510863,100.0,716.0388773558489,77.39974773724524,1432 days 00:00:00,42,0,0.0,469.9109143318817,-25.4019779529332,57.79207107159188,-10.032755035965199,51 days 19:30:00,13 days 00:55:23.076923077,251.22585692308087,0.7987336672809603,0.5049804820427203,1.2220247682556595,1.829445800067337,23.176705083633486,1.2301310685425972,0.28659695817490494,-0.052484658609462116,None,None,0.0018229793063789623,0.4593907852074985,10.551485990769427,0.25580748134528064,0.6921918008810658,2706
Median Max Drawdown [%],ETC-USD,EMA,10,31,false,42,0.7249334972766983,38.095238095238095,1.4092936408959742,15.805273957389877,1.3113899515702023,297.61874596862583,27 days 19:25:42.857142856,0.015521064301552107,0.4656319290465632,0.9312638580931264,7.359440201888856,0,0,2706,2707 days 00:00:00,1000.0,11551.485990769403,1055.1485990769402,3.5334305475510863,100.0,716.0388773558489,77.39974773724524,1432 days 00:00:00,42,0,0.0,469.9109143318817,-25.4019779529332,57.79207107159188,-10.032755035965199,51 days 19:30:00,13 days 00:55:23.076923077,251.22585692308087,0.7987336672809603,0.5049804820427203,1.2220247682556595,1.829445800067337,23.176705083633486,1.2301310685425972,0.28659695817490494,-0.052484658609462116,None,None,0.0018229793063789623,0.4593907852074985,10.551485990769427,0.25580748134528064,0.6921918008810658,2706
Most Total Trades,ETC-USD,EMA,10,31,false,42,0.7249334972766983,38.095238095238095,1.4092936408959742,15.805273957389877,1.3113899515702023,297.61874596862583,27 days 19:25:42.857142856,0.015521064301552107,0.4656319290465632,0.9312638580931264,7.359440201888856,0,0,2706,2707 days 00:00:00,1000.0,11551.485990769403,1055.1485990769402,3.5334305475510863,100.0,716.0388773558489,77.39974773724524,1432 days 00:00:00,42,0,0.0,469.9109143318817,-25.4019779529332,57.79207107159188,-10.032755035965199,51 days 19:30:00,13 days 00:55:23.076923077,251.22585692308087,0.7987336672809603,0.5049804820427203,1.2220247682556595,1.829445800067337,23.176705083633486,1.2301310685425972,0.28659695817490494,-0.052484658609462116,None,None,0.0018229793063789623,0.4593907852074985,10.551485990769427,0.25580748134528064,0.6921918008810658,2706
