Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],WNTR_MSTR,EMA,9,45,false,1,NaN,NaN,NaN,NaN,32.21621050480357,-0.1293602087011588,NaT,0.0,10.956521739130434,10.956521739130434,NaN,0,0,46,1 days 23:00:00,1000.0,1340.8829625225205,34.08829625225206,39.153156785308795,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,340.88296252252053,NaN,NaN,NaN,NaN,NaT,NaT,NaN,15.250898947739136,3.712813379670405e24,1.715746856159799,1.6730819716963006,5.480489490229327,1.4412273591742313,1.1363636363636362,-0.039708276348209566,None,None,0.007161043509270462,43.30999114406776,0.34088296252252026,2.4703921766414892e16,3.41773836342009,2.7761243386243386
Mean Total Return [%],WNTR_MSTR,EMA,4,20,false,2,NaN,100.0,inf,NaN,27.05625495140727,-0.3513085001391316,0 days 19:00:00,0.3602144133412746,21.913043478260867,32.869565217391305,NaN,0,0,46,1 days 23:00:00,1000.0,1253.983199993497,25.3983199993497,39.153156785308795,100.0,3.2051522952201212,10.540765096443183,0 days 19:00:00,1,1,150.90865495943854,10.317761957909246,10.317761957909246,10.317761957909246,NaN,0 days 19:00:00,NaT,103.0745450340584,13.10625201026885,1.9816688299862725e19,1.6939127617101817,2.0272074385457297,8.866608635566536,1.4519252243230127,0.8076923076923076,-0.03154064374089484,None,None,0.00556072409578999,33.63125933133786,0.25398319999349717,4448995275984.9375,3.0882381049056815,2.7761243386243386
Median Total Return [%],WNTR_MSTR,EMA,9,45,false,1,NaN,NaN,NaN,NaN,32.21621050480357,-0.1293602087011588,NaT,0.0,10.956521739130434,10.956521739130434,NaN,0,0,46,1 days 23:00:00,1000.0,1340.8829625225205,34.08829625225206,39.153156785308795,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,340.88296252252053,NaN,NaN,NaN,NaN,NaT,NaT,NaN,15.250898947739136,3.712813379670405e24,1.715746856159799,1.6730819716963006,5.480489490229327,1.4412273591742313,1.1363636363636362,-0.039708276348209566,None,None,0.007161043509270462,43.30999114406776,0.34088296252252026,2.4703921766414892e16,3.41773836342009,2.7761243386243386
Least Total Fees Paid,WNTR_MSTR,EMA,9,45,false,1,NaN,NaN,NaN,NaN,32.21621050480357,-0.1293602087011588,NaT,0.0,10.956521739130434,10.956521739130434,NaN,0,0,46,1 days 23:00:00,1000.0,1340.8829625225205,34.08829625225206,39.153156785308795,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,340.88296252252053,NaN,NaN,NaN,NaN,NaT,NaT,NaN,15.250898947739136,3.712813379670405e24,1.715746856159799,1.6730819716963006,5.480489490229327,1.4412273591742313,1.1363636363636362,-0.039708276348209566,None,None,0.007161043509270462,43.30999114406776,0.34088296252252026,2.4703921766414892e16,3.41773836342009,2.7761243386243386
Mean Total Fees Paid,WNTR_MSTR,EMA,7,46,false,2,NaN,100.0,inf,NaN,21.26798515653828,-0.4809647110255042,1 days 01:00:00,0.3602144133412746,21.913043478260867,32.869565217391305,NaN,0,0,46,1 days 23:00:00,1000.0,1203.218700463265,20.32187004632649,39.153156785308795,100.0,3.034910995517592,15.090619268499546,1 days 00:00:00,1,1,185.264720159857,1.7971934283711337,1.7971934283711337,1.7971934283711337,NaN,1 days 01:00:00,NaT,17.95398030340793,10.779304317684524,6253941291062216.0,1.470976172641476,1.8528149294294105,7.561419672473144,1.348394824921353,1.043478260869565,-0.0397082763482096,None,None,0.004731958070484199,28.618882410288435,0.2032187004632655,21817653855.80531,3.195273952497755,2.7761243386243386
Median Total Fees Paid,WNTR_MSTR,EMA,9,45,false,1,NaN,NaN,NaN,NaN,32.21621050480357,-0.1293602087011588,NaT,0.0,10.956521739130434,10.956521739130434,NaN,0,0,46,1 days 23:00:00,1000.0,1340.8829625225205,34.08829625225206,39.153156785308795,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,340.88296252252053,NaN,NaN,NaN,NaN,NaT,NaT,NaN,15.250898947739136,3.712813379670405e24,1.715746856159799,1.6730819716963006,5.480489490229327,1.4412273591742313,1.1363636363636362,-0.039708276348209566,None,None,0.007161043509270462,43.30999114406776,0.34088296252252026,2.4703921766414892e16,3.41773836342009,2.7761243386243386
Most Max Drawdown [%],WNTR_MSTR,EMA,5,32,false,2,NaN,100.0,inf,NaN,17.88748919068765,-0.5892939558117043,0 days 22:00:00,0.3602144133412746,21.913043478260867,32.869565217391305,NaN,0,0,46,1 days 23:00:00,1000.0,1160.804381407783,16.080438140778302,39.153156785308795,100.0,3.041221413686764,16.884035003289195,1 days 02:00:00,1,1,139.69519517500726,2.1130295419008562,2.1130295419008562,2.1130295419008562,NaN,0 days 22:00:00,NaT,21.10918623277579,9.092729135848233,6958350177211.159,1.409080640557071,1.9658899984997358,8.20263178969628,1.409080640557071,0.8076923076923076,-0.039708276348209566,None,None,0.003947087771736329,23.871986843461315,0.16080438140778375,215401243.79627073,3.1596608877388808,2.7761243386243386
Mean Max Drawdown [%],WNTR_MSTR,EMA,5,44,false,2,NaN,100.0,inf,NaN,22.5972801324438,-0.4442703459558882,0 days 23:00:00,0.3602144133412746,21.913043478260867,32.869565217391305,NaN,0,0,46,1 days 23:00:00,1000.0,1217.5857027503453,21.758570275034526,39.153156785308795,100.0,3.059220727044445,14.656922201162251,1 days 00:00:00,1,1,187.4768688384197,3.0138942745837403,3.0138942745837403,3.0138942745837403,NaN,0 days 23:00:00,NaT,30.108833911925476,11.385156883422699,5.883234140634392e16,1.5172026545401587,1.859099717791879,7.668105287251797,1.3852719889279708,0.9583333333333331,-0.03970827634820958,None,None,0.004979619091248207,30.116736263869157,0.21758570275034517,100497105285.33539,3.183574725873693,2.7761243386243386
Median Max Drawdown [%],WNTR_MSTR,EMA,9,45,false,1,NaN,NaN,NaN,NaN,32.21621050480357,-0.1293602087011588,NaT,0.0,10.956521739130434,10.956521739130434,NaN,0,0,46,1 days 23:00:00,1000.0,1340.8829625225205,34.08829625225206,39.153156785308795,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,340.88296252252053,NaN,NaN,NaN,NaN,NaT,NaT,NaN,15.250898947739136,3.712813379670405e24,1.715746856159799,1.6730819716963006,5.480489490229327,1.4412273591742313,1.1363636363636362,-0.039708276348209566,None,None,0.007161043509270462,43.30999114406776,0.34088296252252026,2.4703921766414892e16,3.41773836342009,2.7761243386243386
Least Total Trades,WNTR_MSTR,EMA,9,45,false,1,NaN,NaN,NaN,NaN,32.21621050480357,-0.1293602087011588,NaT,0.0,10.956521739130434,10.956521739130434,NaN,0,0,46,1 days 23:00:00,1000.0,1340.8829625225205,34.08829625225206,39.153156785308795,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,340.88296252252053,NaN,NaN,NaN,NaN,NaT,NaT,NaN,15.250898947739136,3.712813379670405e24,1.715746856159799,1.6730819716963006,5.480489490229327,1.4412273591742313,1.1363636363636362,-0.039708276348209566,None,None,0.007161043509270462,43.30999114406776,0.34088296252252026,2.4703921766414892e16,3.41773836342009,2.7761243386243386
