Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],MSTR_BTC-USD,EMA,32,67,0,false,25,0.2893924181600436,32.0,1.8924528179199596,5.453850095478376,3.459570483483034,-0.3197361939382552,3 days 06:31:11.999999999,0.17266187050359713,5.179856115107914,10.359712230215829,28.25015876794555,0,3475,144 days 20:00:00,1000.0,2360.4300735836073,136.0430073583607,199.98566165963655,100.0,80.7037965642329,43.788838133723004,44 days 19:00:00,25,0,0.0,83.88528443397576,-11.235833149086334,27.102583131398784,-4.733788980248874,7 days 08:00:00,1 days 08:38:49.411764705,54.417202943344286,2.318988457685471,17.605899542579227,1.1037686562513884,0.3014838326277303,16.812227623806347,1.1375920062897351,0.3920704845814978,-0.01809966137733844,None,None,0.0003425054908700385,2.071473208781993,1.360430073583605,3.4563452419436427,1.0750456236263422,144.79166666666666
Most Sharpe Ratio,MSTR_BTC-USD,EMA,32,67,0,false,25,0.2893924181600436,32.0,1.8924528179199596,5.453850095478376,3.459570483483034,-0.3197361939382552,3 days 06:31:11.999999999,0.17266187050359713,5.179856115107914,10.359712230215829,28.25015876794555,0,3475,144 days 20:00:00,1000.0,2360.4300735836073,136.0430073583607,199.98566165963655,100.0,80.7037965642329,43.788838133723004,44 days 19:00:00,25,0,0.0,83.88528443397576,-11.235833149086334,27.102583131398784,-4.733788980248874,7 days 08:00:00,1 days 08:38:49.411764705,54.417202943344286,2.318988457685471,17.605899542579227,1.1037686562513884,0.3014838326277303,16.812227623806347,1.1375920062897351,0.3920704845814978,-0.01809966137733844,None,None,0.0003425054908700385,2.071473208781993,1.360430073583605,3.4563452419436427,1.0750456236263422,144.79166666666666
Most Calmar Ratio,MSTR_BTC-USD,EMA,32,67,0,false,25,0.2893924181600436,32.0,1.8924528179199596,5.453850095478376,3.459570483483034,-0.3197361939382552,3 days 06:31:11.999999999,0.17266187050359713,5.179856115107914,10.359712230215829,28.25015876794555,0,3475,144 days 20:00:00,1000.0,2360.4300735836073,136.0430073583607,199.98566165963655,100.0,80.7037965642329,43.788838133723004,44 days 19:00:00,25,0,0.0,83.88528443397576,-11.235833149086334,27.102583131398784,-4.733788980248874,7 days 08:00:00,1 days 08:38:49.411764705,54.417202943344286,2.318988457685471,17.605899542579227,1.1037686562513884,0.3014838326277303,16.812227623806347,1.1375920062897351,0.3920704845814978,-0.01809966137733844,None,None,0.0003425054908700385,2.071473208781993,1.360430073583605,3.4563452419436427,1.0750456236263422,144.79166666666666
Most Omega Ratio,MSTR_BTC-USD,EMA,32,67,0,false,25,0.2893924181600436,32.0,1.8924528179199596,5.453850095478376,3.459570483483034,-0.3197361939382552,3 days 06:31:11.999999999,0.17266187050359713,5.179856115107914,10.359712230215829,28.25015876794555,0,3475,144 days 20:00:00,1000.0,2360.4300735836073,136.0430073583607,199.98566165963655,100.0,80.7037965642329,43.788838133723004,44 days 19:00:00,25,0,0.0,83.88528443397576,-11.235833149086334,27.102583131398784,-4.733788980248874,7 days 08:00:00,1 days 08:38:49.411764705,54.417202943344286,2.318988457685471,17.605899542579227,1.1037686562513884,0.3014838326277303,16.812227623806347,1.1375920062897351,0.3920704845814978,-0.01809966137733844,None,None,0.0003425054908700385,2.071473208781993,1.360430073583605,3.4563452419436427,1.0750456236263422,144.79166666666666
Most Sortino Ratio,MSTR_BTC-USD,EMA,32,67,0,false,25,0.2893924181600436,32.0,1.8924528179199596,5.453850095478376,3.459570483483034,-0.3197361939382552,3 days 06:31:11.999999999,0.17266187050359713,5.179856115107914,10.359712230215829,28.25015876794555,0,3475,144 days 20:00:00,1000.0,2360.4300735836073,136.0430073583607,199.98566165963655,100.0,80.7037965642329,43.788838133723004,44 days 19:00:00,25,0,0.0,83.88528443397576,-11.235833149086334,27.102583131398784,-4.733788980248874,7 days 08:00:00,1 days 08:38:49.411764705,54.417202943344286,2.318988457685471,17.605899542579227,1.1037686562513884,0.3014838326277303,16.812227623806347,1.1375920062897351,0.3920704845814978,-0.01809966137733844,None,None,0.0003425054908700385,2.071473208781993,1.360430073583605,3.4563452419436427,1.0750456236263422,144.79166666666666
Most Win Rate [%],MSTR_BTC-USD,EMA,52,88,0,false,17,0.18496843447907535,41.17647058823529,2.0153547501213676,6.183642887092155,2.9770989517693818,-0.49029990900855197,4 days 18:56:28.235294117,0.11741007194244606,3.522302158273382,7.044604316546764,21.780658687196542,0,3475,144 days 20:00:00,1000.0,2019.327099449017,101.93270994490169,199.98566165963655,100.0,48.48182256119248,43.62424449588439,38 days 19:00:00,17,0,0.0,65.48574673674034,-10.009131140354151,23.902752935126088,-6.2197341465315965,8 days 09:17:08.571428571,2 days 06:30:00,59.96041761464804,2.015271086225212,11.179788835125276,1.0892152837702243,0.24058089821272166,16.66004644011952,1.1081678526792256,0.3909563825530212,-0.018584692608336985,None,None,0.00029765389336814085,1.8002107470905158,1.0193270994490078,2.396554120804595,1.0750682547390082,144.79166666666666
Most Expectancy,MSTR_BTC-USD,EMA,52,88,0,false,17,0.18496843447907535,41.17647058823529,2.0153547501213676,6.183642887092155,2.9770989517693818,-0.49029990900855197,4 days 18:56:28.235294117,0.11741007194244606,3.522302158273382,7.044604316546764,21.780658687196542,0,3475,144 days 20:00:00,1000.0,2019.327099449017,101.93270994490169,199.98566165963655,100.0,48.48182256119248,43.62424449588439,38 days 19:00:00,17,0,0.0,65.48574673674034,-10.009131140354151,23.902752935126088,-6.2197341465315965,8 days 09:17:08.571428571,2 days 06:30:00,59.96041761464804,2.015271086225212,11.179788835125276,1.0892152837702243,0.24058089821272166,16.66004644011952,1.1081678526792256,0.3909563825530212,-0.018584692608336985,None,None,0.00029765389336814085,1.8002107470905158,1.0193270994490078,2.396554120804595,1.0750682547390082,144.79166666666666
Median Best Trade [%],MSTR_BTC-USD,EMA,54,69,0,false,20,0.13373886554023673,40.0,1.8092998872894386,4.851183167499071,2.71101994403961,-0.5791386907768638,4 days 02:30:00,0.1381294964028777,4.143884892086331,8.287769784172662,20.102744636542916,0,3475,144 days 20:00:00,1000.0,1841.662273919298,84.16622739192981,199.98566165963655,100.0,52.99265670120775,45.07125184142005,45 days 11:00:00,20,0,0.0,68.05669438575674,-10.00913114035415,21.06763823785097,-5.959786879402197,7 days 17:07:30,1 days 16:45:00,42.083113695964904,1.832547047237904,8.119996725212253,1.080570283677761,0.26976925096632726,16.388579371224534,1.1181361217606292,0.3915132105684548,-0.018474921022233498,None,None,0.0002722480573405205,1.646556250795468,0.8416622739192983,1.8936571571211616,1.081353276885729,144.79166666666666
Least Total Trades,MSTR_BTC-USD,EMA,80,89,0,false,13,0.11241310832415399,38.46153846153847,1.9698138601327235,6.489693311796753,2.5525053833218343,-0.6242052031045066,6 days 12:27:41.538461537,0.08978417266187051,2.6935251798561155,5.387050359712231,17.48015234486838,0,3475,144 days 20:00:00,1000.0,1751.5357110539398,75.153571105394,199.98566165963655,100.0,34.51674055067896,39.31771239248628,45 days 12:00:00,13,0,0.0,64.87891927848284,-11.832074469227063,27.054609439408473,-6.3633792679605765,11 days 07:48:00,3 days 12:22:30,57.810439311841535,1.7360910599793895,7.900481877053436,1.0745778585548038,0.22515557896685678,16.14446488185858,1.0968543985643318,0.4112870483150629,-0.019027115857560683,None,None,0.00025764544689437126,1.5582396628171573,0.7515357110539413,1.651747980452929,1.0802093091334481,144.79166666666666
Least Max Drawdown [%],MSTR_BTC-USD,EMA,74,89,0,false,14,0.11003884122159116,35.714285714285715,2.0524180061152455,6.192753538200561,2.6157506531453723,-0.6056256991951072,6 days 00:04:17.142857142,0.09669064748201439,2.9007194244604317,5.8014388489208635,17.963440479154436,0,3475,144 days 20:00:00,1000.0,1788.6920548802302,78.86920548802301,199.98566165963655,100.0,34.97324853903786,38.19098417417039,45 days 12:00:00,14,0,0.0,64.85932190613222,-11.044925599759736,28.084133030697494,-5.969123957631068,10 days 05:00:00,3 days 16:00:00,56.33514677715927,1.7773160850324128,8.71768123456489,1.0768193856103385,0.23051024221470962,16.2478075694042,1.1014875587866728,0.40614886731391586,-0.01895445199268715,None,None,0.00026345735027599954,1.5933900544692452,0.7886920548802299,1.7503911967704018,1.0789556475317537,144.79166666666666
