Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Signal Conversion Rate,Total Period
Most Omega Ratio,MSTR_SPY,SMA,40,60,0,false,false,0,61,1.0849555338093846,50.81967213114754,1.5856009140429315,12.022182748592234,0.7912729448273551,0.7968505673618062,56 days 09:02:57.049180327,0.006237421281568526,0.18972156398104265,0.3794431279620853,2.280867313528829,0,6752,6753 days 00:00:00,1000.0,9955.174900082224,895.5174900082224,498.38172760412124,100.0,307.3235932963104,97.97233764675653,6311 days 00:00:00,61,0.0,388.022623075167,-60.90459916968408,37.963154869087276,-14.783488442585977,78 days 13:56:07.741935484,33 days 10:23:59.999999999,146.80614590298723,0.5124278734385836,0.13499310987616348,1.1368462291087063,0.31148259977118375,44.086672400232615,1.2372359915837006,0.3301162103604491,-0.03607132867275756,None,None,0.0008225242024285542,0.20727609901199567,8.955174900082241,0.08954190711376375,0.48681353358383445,3439,3439,1.0,9779.682539682539
Most Sortino Ratio,MSTR_SPY,SMA,40,60,0,false,false,0,61,1.0849555338093846,50.81967213114754,1.5856009140429315,12.022182748592234,0.7912729448273551,0.7968505673618062,56 days 09:02:57.049180327,0.006237421281568526,0.18972156398104265,0.3794431279620853,2.280867313528829,0,6752,6753 days 00:00:00,1000.0,9955.174900082224,895.5174900082224,498.38172760412124,100.0,307.3235932963104,97.97233764675653,6311 days 00:00:00,61,0.0,388.022623075167,-60.90459916968408,37.963154869087276,-14.783488442585977,78 days 13:56:07.741935484,33 days 10:23:59.999999999,146.80614590298723,0.5124278734385836,0.13499310987616348,1.1368462291087063,0.31148259977118375,44.086672400232615,1.2372359915837006,0.3301162103604491,-0.03607132867275756,None,None,0.0008225242024285542,0.20727609901199567,8.955174900082241,0.08954190711376375,0.48681353358383445,3439,3439,1.0,9779.682539682539
Most Max Drawdown Duration,MSTR_SPY,SMA,40,60,0,false,false,0,61,1.0849555338093846,50.81967213114754,1.5856009140429315,12.022182748592234,0.7912729448273551,0.7968505673618062,56 days 09:02:57.049180327,0.006237421281568526,0.18972156398104265,0.3794431279620853,2.280867313528829,0,6752,6753 days 00:00:00,1000.0,9955.174900082224,895.5174900082224,498.38172760412124,100.0,307.3235932963104,97.97233764675653,6311 days 00:00:00,61,0.0,388.022623075167,-60.90459916968408,37.963154869087276,-14.783488442585977,78 days 13:56:07.741935484,33 days 10:23:59.999999999,146.80614590298723,0.5124278734385836,0.13499310987616348,1.1368462291087063,0.31148259977118375,44.086672400232615,1.2372359915837006,0.3301162103604491,-0.03607132867275756,None,None,0.0008225242024285542,0.20727609901199567,8.955174900082241,0.08954190711376375,0.48681353358383445,3439,3439,1.0,9779.682539682539
Mean Avg Winning Trade [%],MSTR_SPY,SMA,49,60,0,false,false,0,66,0.9842344916383291,51.515151515151516,1.6645503415901337,7.170626266023682,0.7299560946379636,0.03752940923158672,52 days 10:32:43.636363635,0.006748685321041356,0.20527251184834125,0.4105450236966825,1.471932465152373,0,6752,6753 days 00:00:00,1000.0,6170.856994129215,517.0856994129215,498.38172760412124,100.0,218.8270733107998,96.17808767497193,6213 days 00:00:00,66,0.0,269.93318410103205,-58.686084910997906,25.5662107089073,-12.374682204540163,63 days 19:45:52.941176470,40 days 08:15:00,78.34631809286688,0.4683856125846789,0.10746989174389279,1.1255252629969834,0.6612795978299627,46.59372778985061,1.2289988192037065,0.33274126702190643,-0.03668958537539572,None,None,0.000762733950233123,0.192208955458747,5.17085699412922,0.07026943586670975,0.49387408043067116,3461,3461,1.0,9779.682539682539
Most Avg Losing Trade Duration,MSTR_SPY,SMA,49,60,0,false,false,0,66,0.9842344916383291,51.515151515151516,1.6645503415901337,7.170626266023682,0.7299560946379636,0.03752940923158672,52 days 10:32:43.636363635,0.006748685321041356,0.20527251184834125,0.4105450236966825,1.471932465152373,0,6752,6753 days 00:00:00,1000.0,6170.856994129215,517.0856994129215,498.38172760412124,100.0,218.8270733107998,96.17808767497193,6213 days 00:00:00,66,0.0,269.93318410103205,-58.686084910997906,25.5662107089073,-12.374682204540163,63 days 19:45:52.941176470,40 days 08:15:00,78.34631809286688,0.4683856125846789,0.10746989174389279,1.1255252629969834,0.6612795978299627,46.59372778985061,1.2289988192037065,0.33274126702190643,-0.03668958537539572,None,None,0.000762733950233123,0.192208955458747,5.17085699412922,0.07026943586670975,0.49387408043067116,3461,3461,1.0,9779.682539682539
Least Avg Losing Trade [%],MSTR_SPY,SMA,39,61,0,false,false,0,60,0.9675468024162932,51.66666666666667,1.444636005019422,11.765995996224975,0.7618039628670203,0.43769701362651475,57 days 02:47:59.999999999,0.00613516847367396,0.18661137440758294,0.3732227488151659,2.1956686841296604,0,6752,6753 days 00:00:00,1000.0,8165.219214224683,716.5219214224683,498.38172760412124,100.0,314.2655236146158,97.87848339391397,6311 days 00:00:00,60,0.0,388.02262307516713,-60.90459916968407,36.87509521008325,-15.074765232382155,78 days 14:42:34.838709677,34 days 03:18:37.241379310,119.42032023707827,0.49405571973507323,0.12279569363427806,1.1317621504585231,0.3054952042172165,44.319053420585156,1.235637140872534,0.32776248525363744,-0.03600720385561459,None,None,0.0007919114559282861,0.1995616868939281,7.165219214224644,0.08151282665320325,0.4861243737508697,3427,3427,1.0,9779.682539682539
Median Profit Factor,MSTR_SPY,SMA,39,61,0,false,false,0,60,0.9675468024162932,51.66666666666667,1.444636005019422,11.765995996224975,0.7618039628670203,0.43769701362651475,57 days 02:47:59.999999999,0.00613516847367396,0.18661137440758294,0.3732227488151659,2.1956686841296604,0,6752,6753 days 00:00:00,1000.0,8165.219214224683,716.5219214224683,498.38172760412124,100.0,314.2655236146158,97.87848339391397,6311 days 00:00:00,60,0.0,388.02262307516713,-60.90459916968407,36.87509521008325,-15.074765232382155,78 days 14:42:34.838709677,34 days 03:18:37.241379310,119.42032023707827,0.49405571973507323,0.12279569363427806,1.1317621504585231,0.3054952042172165,44.319053420585156,1.235637140872534,0.32776248525363744,-0.03600720385561459,None,None,0.0007919114559282861,0.1995616868939281,7.165219214224644,0.08151282665320325,0.4861243737508697,3427,3427,1.0,9779.682539682539
Median Total Fees Paid,MSTR_SPY,SMA,44,58,0,false,false,0,62,0.965000111274319,50.0,1.5573292662278633,9.169478115822875,0.7283112820760764,0.08835175325312555,55 days 23:13:32.903225806,0.006339674089463092,0.19283175355450238,0.38566350710900477,1.7681665442537595,0,6752,6753 days 00:00:00,1000.0,6424.146270272669,542.414627027267,498.38172760412124,100.0,222.0070165211952,97.85230184187967,5261 days 00:00:00,62,0.0,322.58961827780774,-60.63310213062254,31.84218406827346,-13.503227836627712,76 days 20:07:44.516129033,35 days 02:19:21.290322580,87.48623016568823,0.47356898323170693,0.10808539569518118,1.1257029965947518,0.34834868147714354,42.98914903361693,1.217245137743885,0.3356408227848101,-0.03655687331914317,None,None,0.0007710734219006494,0.19431050231896366,5.424146270272644,0.07187722832263255,0.4938092105275877,3470,3470,1.0,9779.682539682539
Least Win Rate [%],MSTR_SPY,SMA,44,58,0,false,false,0,62,0.965000111274319,50.0,1.5573292662278633,9.169478115822875,0.7283112820760764,0.08835175325312555,55 days 23:13:32.903225806,0.006339674089463092,0.19283175355450238,0.38566350710900477,1.7681665442537595,0,6752,6753 days 00:00:00,1000.0,6424.146270272669,542.414627027267,498.38172760412124,100.0,222.0070165211952,97.85230184187967,5261 days 00:00:00,62,0.0,322.58961827780774,-60.63310213062254,31.84218406827346,-13.503227836627712,76 days 20:07:44.516129033,35 days 02:19:21.290322580,87.48623016568823,0.47356898323170693,0.10808539569518118,1.1257029965947518,0.34834868147714354,42.98914903361693,1.217245137743885,0.3356408227848101,-0.03655687331914317,None,None,0.0007710734219006494,0.19431050231896366,5.424146270272644,0.07187722832263255,0.4938092105275877,3470,3470,1.0,9779.682539682539
Median Max Drawdown [%],MSTR_SPY,SMA,39,60,0,false,false,0,62,0.9095173084905054,50.0,1.4170649884180995,10.48916184309107,0.7543820039198262,0.38421503714867583,55 days 09:17:25.161290323,0.006339674089463092,0.19283175355450238,0.38566350710900477,2.0226434715202273,0,6752,6753 days 00:00:00,1000.0,7898.674815897599,689.8674815897599,498.38172760412124,100.0,349.48300516170906,97.72384155709932,5261 days 00:00:00,62,0.0,314.29205148477365,-60.90459916968407,34.90854108464113,-13.93021739845899,77 days 18:34:50.322580646,33 days 00:00:00,111.26894864350965,0.49071396579060583,0.12093560251703112,1.1308386497719307,0.26599440732810387,45.0948826831695,1.2364738769362564,0.3285461341727326,-0.035705625525765866,None,None,0.0007822280795356227,0.19712147604297692,6.8986748158976265,0.08017421332423358,0.4834501352703614,3434,3434,1.0,9779.682539682539
Mean Profit Factor,MSTR_SPY,SMA,42,59,0,false,false,0,60,0.8651013920549587,50.0,1.4505924780656188,10.578873147647801,0.7243227869044901,0.07577572688594919,57 days 17:12:00,0.00613516847367396,0.18661137440758294,0.3732227488151659,1.9741380577660292,0,6752,6753 days 00:00:00,1000.0,6361.469652799987,536.1469652799987,498.38172760412124,100.0,256.384434997384,97.57144816860071,5261 days 00:00:00,60,0.0,324.4462842318886,-60.36753030561841,35.67632349323354,-14.518577197937937,77 days 13:36:00,37 days 20:48:00,89.35782754666647,0.47233268381888066,0.10779611667318287,1.1252236331524397,0.29372764129914586,43.437113079016285,1.213515517051717,0.3351126927639383,-0.03635783420291598,None,None,0.000764914166266192,0.19275836989908038,5.361469652799995,0.07148513742327345,0.4911469013913458,3463,3463,1.0,9779.682539682539
Mean Max Drawdown [%],MSTR_SPY,SMA,41,61,0,false,false,0,59,0.8568631729759415,50.847457627118644,1.4021917726088393,10.492124711022033,0.7298193652308399,0.11294746289395897,58 days 12:12:12.203389830,0.006032915665779394,0.18350118483412323,0.36700236966824645,1.9253173158999257,0,6752,6753 days 00:00:00,1000.0,6546.726792897149,554.6726792897149,498.38172760412124,100.0,294.2260944506804,97.1953069202908,5261 days 00:00:00,59,0.0,326.11231016505656,-60.36753030561842,34.397240858945906,-14.237305786830243,79 days 06:24:00,37 days 00:49:39.310344827,94.01231852368056,0.47481425134562927,0.10997887029811258,1.1261144135581307,0.3081623260287343,43.544566292017244,1.2231355602996228,0.3319526627218935,-0.03616610690968834,None,None,0.0007685373632331639,0.1936714155347573,5.546726792897158,0.07263353370669656,0.4908942476254517,3452,3452,1.0,9779.682539682539
Least Total Trades,MSTR_SPY,SMA,41,61,0,false,false,0,59,0.8568631729759415,50.847457627118644,1.4021917726088393,10.492124711022033,0.7298193652308399,0.11294746289395897,58 days 12:12:12.203389830,0.006032915665779394,0.18350118483412323,0.36700236966824645,1.9253173158999257,0,6752,6753 days 00:00:00,1000.0,6546.726792897149,554.6726792897149,498.38172760412124,100.0,294.2260944506804,97.1953069202908,5261 days 00:00:00,59,0.0,326.11231016505656,-60.36753030561842,34.397240858945906,-14.237305786830243,79 days 06:24:00,37 days 00:49:39.310344827,94.01231852368056,0.47481425134562927,0.10997887029811258,1.1261144135581307,0.3081623260287343,43.544566292017244,1.2231355602996228,0.3319526627218935,-0.03616610690968834,None,None,0.0007685373632331639,0.1936714155347573,5.546726792897158,0.07263353370669656,0.4908942476254517,3452,3452,1.0,9779.682539682539
Most Avg Winning Trade Duration,MSTR_SPY,SMA,41,61,0,false,false,0,59,0.8568631729759415,50.847457627118644,1.4021917726088393,10.492124711022033,0.7298193652308399,0.11294746289395897,58 days 12:12:12.203389830,0.006032915665779394,0.18350118483412323,0.36700236966824645,1.9253173158999257,0,6752,6753 days 00:00:00,1000.0,6546.726792897149,554.6726792897149,498.38172760412124,100.0,294.2260944506804,97.1953069202908,5261 days 00:00:00,59,0.0,326.11231016505656,-60.36753030561842,34.397240858945906,-14.237305786830243,79 days 06:24:00,37 days 00:49:39.310344827,94.01231852368056,0.47481425134562927,0.10997887029811258,1.1261144135581307,0.3081623260287343,43.544566292017244,1.2231355602996228,0.3319526627218935,-0.03616610690968834,None,None,0.0007685373632331639,0.1936714155347573,5.546726792897158,0.07263353370669656,0.4908942476254517,3452,3452,1.0,9779.682539682539
Most Profit Factor,MSTR_SPY,SMA,54,56,0,false,false,0,144,0.8233706681840895,50.0,1.7186217689065326,3.033916865156744,0.6801034612564458,-0.3359410880470715,23 days 23:20:00,0.014724404336817504,0.44786729857819907,0.8957345971563981,1.3587921505085891,0,6752,6753 days 00:00:00,1000.0,4309.548277700135,330.95482777001354,498.38172760412124,100.0,217.3334317766447,98.26534158251901,6311 days 00:00:00,144,0.0,251.69750918534768,-50.41364810027884,13.719843041249637,-7.652009310936149,29 days 11:00:00,18 days 11:40:00,22.982974150695377,0.4370351517495644,0.08360931936938829,1.1161621865154825,0.6567822728215514,45.197696168181615,1.281519547480743,0.3295924394565859,-0.03720541762028519,None,None,0.0007176513934360621,0.18084815114588765,3.309548277700107,0.05602677542417012,0.4980166531774736,3452,3452,1.0,9779.682539682539
Mean Sharpe Ratio,MSTR_SPY,SMA,54,56,0,false,false,0,144,0.8233706681840895,50.0,1.7186217689065326,3.033916865156744,0.6801034612564458,-0.3359410880470715,23 days 23:20:00,0.014724404336817504,0.44786729857819907,0.8957345971563981,1.3587921505085891,0,6752,6753 days 00:00:00,1000.0,4309.548277700135,330.95482777001354,498.38172760412124,100.0,217.3334317766447,98.26534158251901,6311 days 00:00:00,144,0.0,251.69750918534768,-50.41364810027884,13.719843041249637,-7.652009310936149,29 days 11:00:00,18 days 11:40:00,22.982974150695377,0.4370351517495644,0.08360931936938829,1.1161621865154825,0.6567822728215514,45.197696168181615,1.281519547480743,0.3295924394565859,-0.03720541762028519,None,None,0.0007176513934360621,0.18084815114588765,3.309548277700107,0.05602677542417012,0.4980166531774736,3452,3452,1.0,9779.682539682539
Median Sharpe Ratio,MSTR_SPY,SMA,54,56,0,false,false,0,144,0.8233706681840895,50.0,1.7186217689065326,3.033916865156744,0.6801034612564458,-0.3359410880470715,23 days 23:20:00,0.014724404336817504,0.44786729857819907,0.8957345971563981,1.3587921505085891,0,6752,6753 days 00:00:00,1000.0,4309.548277700135,330.95482777001354,498.38172760412124,100.0,217.3334317766447,98.26534158251901,6311 days 00:00:00,144,0.0,251.69750918534768,-50.41364810027884,13.719843041249637,-7.652009310936149,29 days 11:00:00,18 days 11:40:00,22.982974150695377,0.4370351517495644,0.08360931936938829,1.1161621865154825,0.6567822728215514,45.197696168181615,1.281519547480743,0.3295924394565859,-0.03720541762028519,None,None,0.0007176513934360621,0.18084815114588765,3.309548277700107,0.05602677542417012,0.4980166531774736,3452,3452,1.0,9779.682539682539
Median Calmar Ratio,MSTR_SPY,SMA,54,56,0,false,false,0,144,0.8233706681840895,50.0,1.7186217689065326,3.033916865156744,0.6801034612564458,-0.3359410880470715,23 days 23:20:00,0.014724404336817504,0.44786729857819907,0.8957345971563981,1.3587921505085891,0,6752,6753 days 00:00:00,1000.0,4309.548277700135,330.95482777001354,498.38172760412124,100.0,217.3334317766447,98.26534158251901,6311 days 00:00:00,144,0.0,251.69750918534768,-50.41364810027884,13.719843041249637,-7.652009310936149,29 days 11:00:00,18 days 11:40:00,22.982974150695377,0.4370351517495644,0.08360931936938829,1.1161621865154825,0.6567822728215514,45.197696168181615,1.281519547480743,0.3295924394565859,-0.03720541762028519,None,None,0.0007176513934360621,0.18084815114588765,3.309548277700107,0.05602677542417012,0.4980166531774736,3452,3452,1.0,9779.682539682539
Mean Omega Ratio,MSTR_SPY,SMA,54,56,0,false,false,0,144,0.8233706681840895,50.0,1.7186217689065326,3.033916865156744,0.6801034612564458,-0.3359410880470715,23 days 23:20:00,0.014724404336817504,0.44786729857819907,0.8957345971563981,1.3587921505085891,0,6752,6753 days 00:00:00,1000.0,4309.548277700135,330.95482777001354,498.38172760412124,100.0,217.3334317766447,98.26534158251901,6311 days 00:00:00,144,0.0,251.69750918534768,-50.41364810027884,13.719843041249637,-7.652009310936149,29 days 11:00:00,18 days 11:40:00,22.982974150695377,0.4370351517495644,0.08360931936938829,1.1161621865154825,0.6567822728215514,45.197696168181615,1.281519547480743,0.3295924394565859,-0.03720541762028519,None,None,0.0007176513934360621,0.18084815114588765,3.309548277700107,0.05602677542417012,0.4980166531774736,3452,3452,1.0,9779.682539682539
Median Omega Ratio,MSTR_SPY,SMA,54,56,0,false,false,0,144,0.8233706681840895,50.0,1.7186217689065326,3.033916865156744,0.6801034612564458,-0.3359410880470715,23 days 23:20:00,0.014724404336817504,0.44786729857819907,0.8957345971563981,1.3587921505085891,0,6752,6753 days 00:00:00,1000.0,4309.548277700135,330.95482777001354,498.38172760412124,100.0,217.3334317766447,98.26534158251901,6311 days 00:00:00,144,0.0,251.69750918534768,-50.41364810027884,13.719843041249637,-7.652009310936149,29 days 11:00:00,18 days 11:40:00,22.982974150695377,0.4370351517495644,0.08360931936938829,1.1161621865154825,0.6567822728215514,45.197696168181615,1.281519547480743,0.3295924394565859,-0.03720541762028519,None,None,0.0007176513934360621,0.18084815114588765,3.309548277700107,0.05602677542417012,0.4980166531774736,3452,3452,1.0,9779.682539682539
