Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Signal Conversion Rate,Total Period
Mean Sortino Ratio,MSTR_SPY,SMA,54,56,0,false,false,0,144,0.8233706681840895,50.0,1.7186217689065326,3.033916865156744,0.6801034612564458,-0.3359410880470715,23 days 23:20:00,0.014724404336817504,0.44786729857819907,0.8957345971563981,1.3587921505085891,0,6752,6753 days 00:00:00,1000.0,4309.548277700135,330.95482777001354,498.38172760412124,100.0,217.3334317766447,98.26534158251901,6311 days 00:00:00,144,0.0,251.69750918534768,-50.41364810027884,13.719843041249637,-7.652009310936149,29 days 11:00:00,18 days 11:40:00,22.982974150695377,0.4370351517495644,0.08360931936938829,1.1161621865154825,0.6567822728215514,45.197696168181615,1.281519547480743,0.3295924394565859,-0.03720541762028519,None,None,0.0007176513934360621,0.18084815114588765,3.309548277700107,0.05602677542417012,0.4980166531774736,3452,3452,1.0,9779.682539682539
Median Total Return [%],MSTR_SPY,SMA,53,57,0,false,false,0,110,0.815663498499213,51.81818181818182,1.597931142709288,3.948591775515329,0.678609262165785,-0.3446444628142956,31 days 11:33:49.090909090,0.01124780886840226,0.3421208530805687,0.6842417061611374,1.3508955867062218,0,6752,6753 days 00:00:00,1000.0,4266.172248175382,326.6172248175383,498.38172760412124,100.0,204.9768381249065,97.85336541299134,6311 days 00:00:00,110,0.0,251.69750918534763,-50.41364810027885,17.04108811883258,-10.132017499373033,38 days 13:03:09.473684210,23 days 21:16:58.867924528,29.692474983412566,0.43596218332212344,0.08335681324740372,1.1156583376644902,0.6623912937776626,45.31931980736486,1.254286513985468,0.3316900019719976,-0.0372411124092907,None,None,0.0007153139569410914,0.18025911714915505,3.266172248175378,0.05562820081748954,0.49761628271811675,3463,3463,1.0,9779.682539682539
Median Expectancy,MSTR_SPY,SMA,53,57,0,false,false,0,110,0.815663498499213,51.81818181818182,1.597931142709288,3.948591775515329,0.678609262165785,-0.3446444628142956,31 days 11:33:49.090909090,0.01124780886840226,0.3421208530805687,0.6842417061611374,1.3508955867062218,0,6752,6753 days 00:00:00,1000.0,4266.172248175382,326.6172248175383,498.38172760412124,100.0,204.9768381249065,97.85336541299134,6311 days 00:00:00,110,0.0,251.69750918534763,-50.41364810027885,17.04108811883258,-10.132017499373033,38 days 13:03:09.473684210,23 days 21:16:58.867924528,29.692474983412566,0.43596218332212344,0.08335681324740372,1.1156583376644902,0.6623912937776626,45.31931980736486,1.254286513985468,0.3316900019719976,-0.0372411124092907,None,None,0.0007153139569410914,0.18025911714915505,3.266172248175378,0.05562820081748954,0.49761628271811675,3463,3463,1.0,9779.682539682539
Median Sortino Ratio,MSTR_SPY,SMA,53,57,0,false,false,0,110,0.815663498499213,51.81818181818182,1.597931142709288,3.948591775515329,0.678609262165785,-0.3446444628142956,31 days 11:33:49.090909090,0.01124780886840226,0.3421208530805687,0.6842417061611374,1.3508955867062218,0,6752,6753 days 00:00:00,1000.0,4266.172248175382,326.6172248175383,498.38172760412124,100.0,204.9768381249065,97.85336541299134,6311 days 00:00:00,110,0.0,251.69750918534763,-50.41364810027885,17.04108811883258,-10.132017499373033,38 days 13:03:09.473684210,23 days 21:16:58.867924528,29.692474983412566,0.43596218332212344,0.08335681324740372,1.1156583376644902,0.6623912937776626,45.31931980736486,1.254286513985468,0.3316900019719976,-0.0372411124092907,None,None,0.0007153139569410914,0.18025911714915505,3.266172248175378,0.05562820081748954,0.49761628271811675,3463,3463,1.0,9779.682539682539
Least Max Drawdown [%],MSTR_SPY,SMA,26,59,0,false,false,0,64,0.8102183393496882,50.0,1.2086880644142397,9.419102214238716,0.7632550220191263,0.450576402268923,53 days 02:15:00,0.0065441797052522245,0.1990521327014218,0.3981042654028436,1.874892383876901,0,6752,6753 days 00:00:00,1000.0,8229.407733845565,722.9407733845566,498.38172760412124,100.0,890.8153022418896,92.02223872599394,5244 days 00:00:00,64,0.0,288.3379396464731,-37.699721119010306,32.0926349603161,-13.254430531838665,72 days 04:30:00,34 days 00:00:00,112.959495841337,0.494703492351294,0.13112566188432742,1.1333501697755248,0.27658644523606724,45.426211071368314,1.2591243959335399,0.3207510267944455,-0.035094076538017556,None,None,0.0007899890002612348,0.19907722806583117,7.229407733845553,0.08182889933018345,0.48430925750212894,3398,3398,1.0,9779.682539682539
Mean Best Trade [%],MSTR_SPY,SMA,26,59,0,false,false,0,64,0.8102183393496882,50.0,1.2086880644142397,9.419102214238716,0.7632550220191263,0.450576402268923,53 days 02:15:00,0.0065441797052522245,0.1990521327014218,0.3981042654028436,1.874892383876901,0,6752,6753 days 00:00:00,1000.0,8229.407733845565,722.9407733845566,498.38172760412124,100.0,890.8153022418896,92.02223872599394,5244 days 00:00:00,64,0.0,288.3379396464731,-37.699721119010306,32.0926349603161,-13.254430531838665,72 days 04:30:00,34 days 00:00:00,112.959495841337,0.494703492351294,0.13112566188432742,1.1333501697755248,0.27658644523606724,45.426211071368314,1.2591243959335399,0.3207510267944455,-0.035094076538017556,None,None,0.0007899890002612348,0.19907722806583117,7.229407733845553,0.08182889933018345,0.48430925750212894,3398,3398,1.0,9779.682539682539
Least Max Drawdown Duration,MSTR_SPY,SMA,26,59,0,false,false,0,64,0.8102183393496882,50.0,1.2086880644142397,9.419102214238716,0.7632550220191263,0.450576402268923,53 days 02:15:00,0.0065441797052522245,0.1990521327014218,0.3981042654028436,1.874892383876901,0,6752,6753 days 00:00:00,1000.0,8229.407733845565,722.9407733845566,498.38172760412124,100.0,890.8153022418896,92.02223872599394,5244 days 00:00:00,64,0.0,288.3379396464731,-37.699721119010306,32.0926349603161,-13.254430531838665,72 days 04:30:00,34 days 00:00:00,112.959495841337,0.494703492351294,0.13112566188432742,1.1333501697755248,0.27658644523606724,45.426211071368314,1.2591243959335399,0.3207510267944455,-0.035094076538017556,None,None,0.0007899890002612348,0.19907722806583117,7.229407733845553,0.08182889933018345,0.48430925750212894,3398,3398,1.0,9779.682539682539
Mean Total Return [%],MSTR_SPY,SMA,83,84,0,false,false,0,166,0.7783487694216823,50.602409638554214,1.6638790634470058,2.776787557718693,0.7083877169650645,-0.0888166320423198,20 days 07:05:03.614457830,0.016973966110497958,0.5162914691943128,1.0325829383886256,1.4336317278150716,0,6752,6753 days 00:00:00,1000.0,5541.171410868904,454.11714108689034,498.38172760412124,100.0,438.03368960631167,95.75336128596695,6311 days 00:00:00,166,0.0,232.41662057442733,-33.69687206842574,11.042745882317591,-5.690779506504568,28 days 06:17:08.571428571,12 days 03:13:10.243902439,27.35645428234279,0.4609479769702871,0.10126256025040227,1.1237301126618042,0.27923187218731527,42.84754537536182,1.288161780634786,0.32256169212690955,-0.035460852935257574,None,None,0.0007523690704248995,0.1895970057470747,4.541171410868901,0.06597935332932692,0.49502339339333234,3369,3369,1.0,9779.682539682539
Least Best Trade [%],MSTR_SPY,SMA,83,84,0,false,false,0,166,0.7783487694216823,50.602409638554214,1.6638790634470058,2.776787557718693,0.7083877169650645,-0.0888166320423198,20 days 07:05:03.614457830,0.016973966110497958,0.5162914691943128,1.0325829383886256,1.4336317278150716,0,6752,6753 days 00:00:00,1000.0,5541.171410868904,454.11714108689034,498.38172760412124,100.0,438.03368960631167,95.75336128596695,6311 days 00:00:00,166,0.0,232.41662057442733,-33.69687206842574,11.042745882317591,-5.690779506504568,28 days 06:17:08.571428571,12 days 03:13:10.243902439,27.35645428234279,0.4609479769702871,0.10126256025040227,1.1237301126618042,0.27923187218731527,42.84754537536182,1.288161780634786,0.32256169212690955,-0.035460852935257574,None,None,0.0007523690704248995,0.1895970057470747,4.541171410868901,0.06597935332932692,0.49502339339333234,3369,3369,1.0,9779.682539682539
Most Worst Trade [%],MSTR_SPY,SMA,83,84,0,false,false,0,166,0.7783487694216823,50.602409638554214,1.6638790634470058,2.776787557718693,0.7083877169650645,-0.0888166320423198,20 days 07:05:03.614457830,0.016973966110497958,0.5162914691943128,1.0325829383886256,1.4336317278150716,0,6752,6753 days 00:00:00,1000.0,5541.171410868904,454.11714108689034,498.38172760412124,100.0,438.03368960631167,95.75336128596695,6311 days 00:00:00,166,0.0,232.41662057442733,-33.69687206842574,11.042745882317591,-5.690779506504568,28 days 06:17:08.571428571,12 days 03:13:10.243902439,27.35645428234279,0.4609479769702871,0.10126256025040227,1.1237301126618042,0.27923187218731527,42.84754537536182,1.288161780634786,0.32256169212690955,-0.035460852935257574,None,None,0.0007523690704248995,0.1895970057470747,4.541171410868901,0.06597935332932692,0.49502339339333234,3369,3369,1.0,9779.682539682539
Least Avg Winning Trade [%],MSTR_SPY,SMA,83,84,0,false,false,0,166,0.7783487694216823,50.602409638554214,1.6638790634470058,2.776787557718693,0.7083877169650645,-0.0888166320423198,20 days 07:05:03.614457830,0.016973966110497958,0.5162914691943128,1.0325829383886256,1.4336317278150716,0,6752,6753 days 00:00:00,1000.0,5541.171410868904,454.11714108689034,498.38172760412124,100.0,438.03368960631167,95.75336128596695,6311 days 00:00:00,166,0.0,232.41662057442733,-33.69687206842574,11.042745882317591,-5.690779506504568,28 days 06:17:08.571428571,12 days 03:13:10.243902439,27.35645428234279,0.4609479769702871,0.10126256025040227,1.1237301126618042,0.27923187218731527,42.84754537536182,1.288161780634786,0.32256169212690955,-0.035460852935257574,None,None,0.0007523690704248995,0.1895970057470747,4.541171410868901,0.06597935332932692,0.49502339339333234,3369,3369,1.0,9779.682539682539
Most Avg Losing Trade [%],MSTR_SPY,SMA,83,84,0,false,false,0,166,0.7783487694216823,50.602409638554214,1.6638790634470058,2.776787557718693,0.7083877169650645,-0.0888166320423198,20 days 07:05:03.614457830,0.016973966110497958,0.5162914691943128,1.0325829383886256,1.4336317278150716,0,6752,6753 days 00:00:00,1000.0,5541.171410868904,454.11714108689034,498.38172760412124,100.0,438.03368960631167,95.75336128596695,6311 days 00:00:00,166,0.0,232.41662057442733,-33.69687206842574,11.042745882317591,-5.690779506504568,28 days 06:17:08.571428571,12 days 03:13:10.243902439,27.35645428234279,0.4609479769702871,0.10126256025040227,1.1237301126618042,0.27923187218731527,42.84754537536182,1.288161780634786,0.32256169212690955,-0.035460852935257574,None,None,0.0007523690704248995,0.1895970057470747,4.541171410868901,0.06597935332932692,0.49502339339333234,3369,3369,1.0,9779.682539682539
Least Avg Losing Trade Duration,MSTR_SPY,SMA,83,84,0,false,false,0,166,0.7783487694216823,50.602409638554214,1.6638790634470058,2.776787557718693,0.7083877169650645,-0.0888166320423198,20 days 07:05:03.614457830,0.016973966110497958,0.5162914691943128,1.0325829383886256,1.4336317278150716,0,6752,6753 days 00:00:00,1000.0,5541.171410868904,454.11714108689034,498.38172760412124,100.0,438.03368960631167,95.75336128596695,6311 days 00:00:00,166,0.0,232.41662057442733,-33.69687206842574,11.042745882317591,-5.690779506504568,28 days 06:17:08.571428571,12 days 03:13:10.243902439,27.35645428234279,0.4609479769702871,0.10126256025040227,1.1237301126618042,0.27923187218731527,42.84754537536182,1.288161780634786,0.32256169212690955,-0.035460852935257574,None,None,0.0007523690704248995,0.1895970057470747,4.541171410868901,0.06597935332932692,0.49502339339333234,3369,3369,1.0,9779.682539682539
Mean Total Fees Paid,MSTR_SPY,SMA,40,56,0,false,false,0,64,0.6844161561720168,50.0,1.2105987669881872,8.276710648731463,0.661924337141919,-0.35468234573079377,53 days 22:30:00,0.0065441797052522245,0.1990521327014218,0.3981042654028436,1.647496906382566,0,6752,6753 days 00:00:00,1000.0,4216.14527388126,321.614527388126,498.38172760412124,100.0,307.70032600988543,96.66646844542535,5260 days 00:00:00,64,0.0,314.69018803980765,-62.12562119585744,31.615410037448637,-15.06198873998571,77 days 15:45:00,30 days 05:15:00,50.25226990439464,0.43465937456338216,0.08366717468836735,1.1145753389552389,0.1847743006717543,43.495665304514,1.2194609277312554,0.3309026409144659,-0.03613974625578264,None,None,0.0007008484104088177,0.17661379942302208,3.216145273881251,0.055163638545026705,0.48901450870911095,3452,3452,1.0,9779.682539682539
Least Worst Trade [%],MSTR_SPY,SMA,40,56,0,false,false,0,64,0.6844161561720168,50.0,1.2105987669881872,8.276710648731463,0.661924337141919,-0.35468234573079377,53 days 22:30:00,0.0065441797052522245,0.1990521327014218,0.3981042654028436,1.647496906382566,0,6752,6753 days 00:00:00,1000.0,4216.14527388126,321.614527388126,498.38172760412124,100.0,307.70032600988543,96.66646844542535,5260 days 00:00:00,64,0.0,314.69018803980765,-62.12562119585744,31.615410037448637,-15.06198873998571,77 days 15:45:00,30 days 05:15:00,50.25226990439464,0.43465937456338216,0.08366717468836735,1.1145753389552389,0.1847743006717543,43.495665304514,1.2194609277312554,0.3309026409144659,-0.03613974625578264,None,None,0.0007008484104088177,0.17661379942302208,3.216145273881251,0.055163638545026705,0.48901450870911095,3452,3452,1.0,9779.682539682539
Mean Expectancy,MSTR_SPY,SMA,40,56,0,false,false,0,64,0.6844161561720168,50.0,1.2105987669881872,8.276710648731463,0.661924337141919,-0.35468234573079377,53 days 22:30:00,0.0065441797052522245,0.1990521327014218,0.3981042654028436,1.647496906382566,0,6752,6753 days 00:00:00,1000.0,4216.14527388126,321.614527388126,498.38172760412124,100.0,307.70032600988543,96.66646844542535,5260 days 00:00:00,64,0.0,314.69018803980765,-62.12562119585744,31.615410037448637,-15.06198873998571,77 days 15:45:00,30 days 05:15:00,50.25226990439464,0.43465937456338216,0.08366717468836735,1.1145753389552389,0.1847743006717543,43.495665304514,1.2194609277312554,0.3309026409144659,-0.03613974625578264,None,None,0.0007008484104088177,0.17661379942302208,3.216145273881251,0.055163638545026705,0.48901450870911095,3452,3452,1.0,9779.682539682539
Mean Calmar Ratio,MSTR_SPY,SMA,40,56,0,false,false,0,64,0.6844161561720168,50.0,1.2105987669881872,8.276710648731463,0.661924337141919,-0.35468234573079377,53 days 22:30:00,0.0065441797052522245,0.1990521327014218,0.3981042654028436,1.647496906382566,0,6752,6753 days 00:00:00,1000.0,4216.14527388126,321.614527388126,498.38172760412124,100.0,307.70032600988543,96.66646844542535,5260 days 00:00:00,64,0.0,314.69018803980765,-62.12562119585744,31.615410037448637,-15.06198873998571,77 days 15:45:00,30 days 05:15:00,50.25226990439464,0.43465937456338216,0.08366717468836735,1.1145753389552389,0.1847743006717543,43.495665304514,1.2194609277312554,0.3309026409144659,-0.03613974625578264,None,None,0.0007008484104088177,0.17661379942302208,3.216145273881251,0.055163638545026705,0.48901450870911095,3452,3452,1.0,9779.682539682539
Most Win Rate [%],MSTR_SPY,SMA,52,56,0,false,false,0,104,0.5418066229952698,53.84615384615385,1.623238950938442,4.151095318504646,0.666854095787266,-0.40244059884601824,33 days 07:50:46.153846153,0.010634292021034865,0.3234597156398104,0.6469194312796208,1.342712111317261,0,6752,6753 days 00:00:00,1000.0,3978.1268669320557,297.81268669320553,498.38172760412124,100.0,167.5533774617128,98.26677472598566,6311 days 00:00:00,104,0.0,245.56695896837448,-50.85580932618542,17.122823981174793,-10.982588121277189,39 days 19:17:08.571428571,25 days 18:30:00,28.63583525896204,0.43034381936317784,0.07885528270943737,1.114036121961207,0.6169536149500422,44.83800441346968,1.2490708034110511,0.3319526627218935,-0.0372411124092907,None,None,0.0007078994803232372,0.17839066904145578,2.9781268669320857,0.05287801260921099,0.49888761907265605,3466,3466,1.0,9779.682539682539
Median Avg Losing Trade [%],MSTR_SPY,SMA,52,56,0,false,false,0,104,0.5418066229952698,53.84615384615385,1.623238950938442,4.151095318504646,0.666854095787266,-0.40244059884601824,33 days 07:50:46.153846153,0.010634292021034865,0.3234597156398104,0.6469194312796208,1.342712111317261,0,6752,6753 days 00:00:00,1000.0,3978.1268669320557,297.81268669320553,498.38172760412124,100.0,167.5533774617128,98.26677472598566,6311 days 00:00:00,104,0.0,245.56695896837448,-50.85580932618542,17.122823981174793,-10.982588121277189,39 days 19:17:08.571428571,25 days 18:30:00,28.63583525896204,0.43034381936317784,0.07885528270943737,1.114036121961207,0.6169536149500422,44.83800441346968,1.2490708034110511,0.3319526627218935,-0.0372411124092907,None,None,0.0007078994803232372,0.17839066904145578,2.9781268669320857,0.05287801260921099,0.49888761907265605,3466,3466,1.0,9779.682539682539
Most Max Drawdown [%],MSTR_SPY,SMA,52,57,0,false,false,0,99,0.5300328917430418,53.535353535353536,1.6164256040269198,4.391726389339127,0.6580663285337687,-0.45465052836672426,34 days 21:05:27.272727271,0.010123027981562034,0.30790876777251186,0.6158175355450237,1.3522510609354335,0,6752,6753 days 00:00:00,1000.0,3717.922118205867,271.79221182058666,498.38172760412124,100.0,149.32416552104053,98.45731898637649,6311 days 00:00:00,99,0.0,250.34254491979482,-50.85580932618542,18.037388546484063,-11.330449574327867,40 days 21:16:58.867924528,27 days 22:57:23.478260869,27.45375876975622,0.42444166335295325,0.07470865622318135,1.1127103901480428,0.6288748841297783,44.67397582145842,1.249720754983967,0.32933070866141734,-0.037358915298543204,None,None,0.0006992357045684037,0.17620739755123774,2.7179221182058586,0.050223549048697746,0.4996343528207338,3453,3453,1.0,9779.682539682539
Mean Avg Losing Trade [%],MSTR_SPY,SMA,52,57,0,false,false,0,99,0.5300328917430418,53.535353535353536,1.6164256040269198,4.391726389339127,0.6580663285337687,-0.45465052836672426,34 days 21:05:27.272727271,0.010123027981562034,0.30790876777251186,0.6158175355450237,1.3522510609354335,0,6752,6753 days 00:00:00,1000.0,3717.922118205867,271.79221182058666,498.38172760412124,100.0,149.32416552104053,98.45731898637649,6311 days 00:00:00,99,0.0,250.34254491979482,-50.85580932618542,18.037388546484063,-11.330449574327867,40 days 21:16:58.867924528,27 days 22:57:23.478260869,27.45375876975622,0.42444166335295325,0.07470865622318135,1.1127103901480428,0.6288748841297783,44.67397582145842,1.249720754983967,0.32933070866141734,-0.037358915298543204,None,None,0.0006992357045684037,0.17620739755123774,2.7179221182058586,0.050223549048697746,0.4996343528207338,3453,3453,1.0,9779.682539682539
Median Best Trade [%],MSTR_SPY,SMA,51,55,0,false,false,0,108,0.44293374406355196,52.77777777777778,1.4274430429809837,4.0891940332924905,0.6307985615069809,-0.5803163013266076,32 days 01:46:39.999999998,0.011043303252613127,0.3359004739336493,0.6718009478672986,1.3735622137895984,0,6752,6753 days 00:00:00,1000.0,3091.6268679213276,209.16268679213275,498.38172760412124,100.0,173.2223876948219,97.62947349812009,6311 days 00:00:00,108,0.0,269.9331841010321,-57.33579139790624,16.721674382513484,-10.029460474660384,38 days 13:03:09.473684210,24 days 20:14:07.058823529,19.366915443715982,0.40785338838461044,0.06443285478048724,1.1078539816242956,0.6028239333000062,44.682130982270515,1.2589249791185213,0.3290690808895887,-0.03721062963783829,None,None,0.0006713213793859412,0.16917298760525717,2.091626867921313,0.0430189225899571,0.4991983097294995,3464,3464,1.0,9779.682539682539
Mean Worst Trade [%],MSTR_SPY,SMA,51,55,0,false,false,0,108,0.44293374406355196,52.77777777777778,1.4274430429809837,4.0891940332924905,0.6307985615069809,-0.5803163013266076,32 days 01:46:39.999999998,0.011043303252613127,0.3359004739336493,0.6718009478672986,1.3735622137895984,0,6752,6753 days 00:00:00,1000.0,3091.6268679213276,209.16268679213275,498.38172760412124,100.0,173.2223876948219,97.62947349812009,6311 days 00:00:00,108,0.0,269.9331841010321,-57.33579139790624,16.721674382513484,-10.029460474660384,38 days 13:03:09.473684210,24 days 20:14:07.058823529,19.366915443715982,0.40785338838461044,0.06443285478048724,1.1078539816242956,0.6028239333000062,44.682130982270515,1.2589249791185213,0.3290690808895887,-0.03721062963783829,None,None,0.0006713213793859412,0.16917298760525717,2.091626867921313,0.0430189225899571,0.4991983097294995,3464,3464,1.0,9779.682539682539
Mean Total Trades,MSTR_SPY,SMA,51,57,0,false,false,0,91,0.38293433160402535,50.54945054945055,1.475778492383085,4.427479054438732,0.6302991633524128,-0.5836208020150752,37 days 23:44:10.549450548,0.009305005518405506,0.2830272511848341,0.5660545023696683,1.2530972264562228,0,6752,6753 days 00:00:00,1000.0,3075.157840301453,207.51578403014528,498.38172760412124,100.0,145.24153173218136,98.06525810703617,6311 days 00:00:00,91,0.0,245.56695896837454,-57.9083084005636,19.266746161574737,-10.741549543966961,45 days 20:20:52.173913043,29 days 22:56:00,22.803932311004978,0.407046146963836,0.06383366441038986,1.1079908039007045,0.620782382435095,45.043873025518266,1.2459920537278608,0.3285461341727326,-0.03714327545521057,None,None,0.0006691475091984915,0.16862517231801985,2.0751578403014412,0.04281105207236635,0.4985685967365951,3457,3457,1.0,9779.682539682539
Median Total Trades,MSTR_SPY,SMA,51,57,0,false,false,0,91,0.38293433160402535,50.54945054945055,1.475778492383085,4.427479054438732,0.6302991633524128,-0.5836208020150752,37 days 23:44:10.549450548,0.009305005518405506,0.2830272511848341,0.5660545023696683,1.2530972264562228,0,6752,6753 days 00:00:00,1000.0,3075.157840301453,207.51578403014528,498.38172760412124,100.0,145.24153173218136,98.06525810703617,6311 days 00:00:00,91,0.0,245.56695896837454,-57.9083084005636,19.266746161574737,-10.741549543966961,45 days 20:20:52.173913043,29 days 22:56:00,22.803932311004978,0.407046146963836,0.06383366441038986,1.1079908039007045,0.620782382435095,45.043873025518266,1.2459920537278608,0.3285461341727326,-0.03714327545521057,None,None,0.0006691475091984915,0.16862517231801985,2.0751578403014412,0.04281105207236635,0.4985685967365951,3457,3457,1.0,9779.682539682539
Median Worst Trade [%],MSTR_SPY,SMA,51,57,0,false,false,0,91,0.38293433160402535,50.54945054945055,1.475778492383085,4.427479054438732,0.6302991633524128,-0.5836208020150752,37 days 23:44:10.549450548,0.009305005518405506,0.2830272511848341,0.5660545023696683,1.2530972264562228,0,6752,6753 days 00:00:00,1000.0,3075.157840301453,207.51578403014528,498.38172760412124,100.0,145.24153173218136,98.06525810703617,6311 days 00:00:00,91,0.0,245.56695896837454,-57.9083084005636,19.266746161574737,-10.741549543966961,45 days 20:20:52.173913043,29 days 22:56:00,22.803932311004978,0.407046146963836,0.06383366441038986,1.1079908039007045,0.620782382435095,45.043873025518266,1.2459920537278608,0.3285461341727326,-0.03714327545521057,None,None,0.0006691475091984915,0.16862517231801985,2.0751578403014412,0.04281105207236635,0.4985685967365951,3457,3457,1.0,9779.682539682539
Median Avg Winning Trade [%],MSTR_SPY,SMA,51,57,0,false,false,0,91,0.38293433160402535,50.54945054945055,1.475778492383085,4.427479054438732,0.6302991633524128,-0.5836208020150752,37 days 23:44:10.549450548,0.009305005518405506,0.2830272511848341,0.5660545023696683,1.2530972264562228,0,6752,6753 days 00:00:00,1000.0,3075.157840301453,207.51578403014528,498.38172760412124,100.0,145.24153173218136,98.06525810703617,6311 days 00:00:00,91,0.0,245.56695896837454,-57.9083084005636,19.266746161574737,-10.741549543966961,45 days 20:20:52.173913043,29 days 22:56:00,22.803932311004978,0.407046146963836,0.06383366441038986,1.1079908039007045,0.620782382435095,45.043873025518266,1.2459920537278608,0.3285461341727326,-0.03714327545521057,None,None,0.0006691475091984915,0.16862517231801985,2.0751578403014412,0.04281105207236635,0.4985685967365951,3457,3457,1.0,9779.682539682539
Least Total Fees Paid,MSTR_SPY,SMA,51,56,0,false,false,0,102,0.32312207617579425,50.0,1.3573111870208532,3.90858619729576,0.5973126563512855,-0.7058851714979123,33 days 21:52:56.470588235,0.010429786405245733,0.317239336492891,0.634478672985782,1.2399572918553787,0,6752,6753 days 00:00:00,1000.0,2465.814563428603,146.5814563428603,498.38172760412124,100.0,137.47972666948144,97.96186454545816,6311 days 00:00:00,102,0.0,245.56695896837445,-57.33579139790624,17.915417675795045,-10.098245281203525,43 days 10:21:10.588235294,24 days 09:24:42.352941176,14.37073101400592,0.3868253002789237,0.05103084595913092,1.102176909405524,0.6017034827561801,45.2533906981768,1.24522259681043,0.3290690808895887,-0.03721062963783826,None,None,0.0006345454081735665,0.15990544285973876,1.465814563428586,0.034252758777867154,0.4975016632380417,3459,3459,1.0,9779.682539682539
Least Total Return [%],MSTR_SPY,SMA,61,63,0,false,false,0,144,0.2352672391312931,50.69444444444444,1.0801717599816845,2.8151504721715934,0.5228272139827684,-0.8963499898200341,23 days 23:19:59.999999998,0.014724404336817504,0.44786729857819907,0.8957345971563981,1.2608138370626332,0,6752,6753 days 00:00:00,1000.0,1516.5727113967612,51.65727113967612,498.38172760412124,100.0,254.1734998882851,96.53582249074351,6311 days 00:00:00,144,0.0,251.78167286857752,-44.191062254941755,14.651294988766287,-9.354406566017316,27 days 13:09:02.465753424,20 days 07:05:54.929577464,3.5873104958108257,0.33942790400511763,0.0235814553386954,1.088592345902088,0.5641939529659914,46.34661031347392,1.266749456663444,0.32645845609899826,-0.03724111240929075,None,None,0.0005487237302865487,0.13827838003221027,0.5165727113967562,0.015662055688968834,0.4902898499672594,3452,3452,1.0,9779.682539682539
Median Win Rate [%],MSTR_SPY,SMA,61,63,0,false,false,0,144,0.2352672391312931,50.69444444444444,1.0801717599816845,2.8151504721715934,0.5228272139827684,-0.8963499898200341,23 days 23:19:59.999999998,0.014724404336817504,0.44786729857819907,0.8957345971563981,1.2608138370626332,0,6752,6753 days 00:00:00,1000.0,1516.5727113967612,51.65727113967612,498.38172760412124,100.0,254.1734998882851,96.53582249074351,6311 days 00:00:00,144,0.0,251.78167286857752,-44.191062254941755,14.651294988766287,-9.354406566017316,27 days 13:09:02.465753424,20 days 07:05:54.929577464,3.5873104958108257,0.33942790400511763,0.0235814553386954,1.088592345902088,0.5641939529659914,46.34661031347392,1.266749456663444,0.32645845609899826,-0.03724111240929075,None,None,0.0005487237302865487,0.13827838003221027,0.5165727113967562,0.015662055688968834,0.4902898499672594,3452,3452,1.0,9779.682539682539
Least Profit Factor,MSTR_SPY,SMA,61,63,0,false,false,0,144,0.2352672391312931,50.69444444444444,1.0801717599816845,2.8151504721715934,0.5228272139827684,-0.8963499898200341,23 days 23:19:59.999999998,0.014724404336817504,0.44786729857819907,0.8957345971563981,1.2608138370626332,0,6752,6753 days 00:00:00,1000.0,1516.5727113967612,51.65727113967612,498.38172760412124,100.0,254.1734998882851,96.53582249074351,6311 days 00:00:00,144,0.0,251.78167286857752,-44.191062254941755,14.651294988766287,-9.354406566017316,27 days 13:09:02.465753424,20 days 07:05:54.929577464,3.5873104958108257,0.33942790400511763,0.0235814553386954,1.088592345902088,0.5641939529659914,46.34661031347392,1.266749456663444,0.32645845609899826,-0.03724111240929075,None,None,0.0005487237302865487,0.13827838003221027,0.5165727113967562,0.015662055688968834,0.4902898499672594,3452,3452,1.0,9779.682539682539
