Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Signal Conversion Rate,Total Period
Least Avg Losing Trade Duration,MSTR_SPY,EMA,10,13,0,false,false,1,151,3.1492299419058774,38.0,1.7935087018233231,7.17905062197291,1.3215730545133504,67.25139636074616,23 days 03:11:59.999999999,0.0153379211841849,0.4696386255924171,0.9361670616113744,3.3715594671617444,0,6752,6753 days 00:00:00,1000.0,341152.48829662305,34015.248829662305,498.38172760412124,100.0,18795.18270083095,89.82462849425465,2404 days 00:00:00,150,9044.313739689765,300.7690039230467,-30.081287342619323,29.688149870544216,-6.61684891747402,43 days 11:47:22.105263158,10 days 15:44:30.967741935,2207.3878303795555,0.8286173995499863,0.41256511367198134,1.238866389109707,0.6073964196137477,47.67537453308323,1.4115612903677701,0.3345849802371541,-0.033554020026787354,None,None,0.001383375947590602,0.3486107387928317,340.15248829662386,0.24314389857927132,0.5063290842185235,3472,3471,0.9997119815668203,9779.682539682539
Most Max Drawdown [%],MSTR_SPY,EMA,10,18,0,false,false,1,135,2.896033835340953,38.059701492537314,1.8737919831023286,7.7444026583696015,1.1466128332643317,21.419443772316026,25 days 23:27:45.671641790,0.013701876257871844,0.4198755924170616,0.8366409952606635,3.2516856540992034,0,6752,6753 days 00:00:00,1000.0,112734.41119170316,11173.441119170317,498.38172760412124,100.0,5302.837663024082,94.0559404104531,2424 days 00:00:00,134,7947.486747029849,377.1724531788979,-31.752152227720742,31.93544242653406,-7.119971175080848,49 days 09:24:42.352941176,11 days 14:10:07.228915662,774.5292869005469,0.7328197298485267,0.3093508976559664,1.2049548371471357,0.30517644913350755,45.73916117573754,1.3829918993733725,0.33432128037937164,-0.0341121252892154,None,None,0.0012153084239965957,0.3062577228471421,111.73441119170306,0.19282319491720057,0.5029630228119909,3500,3499,0.9997142857142857,9779.682539682539
Least Max Drawdown Duration,MSTR_SPY,EMA,13,67,0,false,false,1,56,2.0216538070408268,41.81818181818181,2.2583021248837016,21.883071681349698,1.2067829227742535,28.409033817408915,61 days 16:34:54.545454545,0.00562390443420113,0.17417061611374407,0.34523104265402843,3.811388077201902,0,6752,6753 days 00:00:00,1000.0,147569.25081088278,14656.925081088279,498.38172760412124,100.0,4889.301796899286,84.75210412343593,2357 days 00:00:00,55,-4309.368471821072,581.3352571540562,-34.93272525527292,62.52852793593037,-7.330850001630164,109 days 22:57:23.478260870,27 days 00:00:00,2743.2476233218867,0.7612988709739468,0.36564110515098963,1.2107674283317322,0.4404382384310247,44.4801068421296,1.3211695307943514,0.32489699823425544,-0.034112125289215485,None,None,0.0012155031489570894,0.30630679353718654,146.56925081088139,0.20486911663209573,0.48422544304302695,3408,3407,0.999706572769953,9779.682539682539
Least Max Drawdown [%],MSTR_SPY,EMA,13,65,0,false,false,1,56,1.8130330157970673,40.0,2.195050391949945,23.179135678063844,1.2169589790133097,30.179230858639173,61 days 16:08:43.636363636,0.00562390443420113,0.17417061611374407,0.34523104265402843,4.037124342032446,0,6752,6753 days 00:00:00,1000.0,156391.5894069632,15539.15894069632,498.38172760412124,100.0,5300.569767352556,82.86348117694692,2380 days 00:00:00,55,-4567.001465041336,596.522399626137,-36.64491817733151,69.16648383610062,-7.479096427294013,111 days 09:49:05.454545454,28 days 12:21:49.090909091,2908.338015854629,0.7661937942468753,0.37894376815510117,1.2123065405751086,0.4612173309576901,44.226864779272,1.3221169156272048,0.32489699823425544,-0.0342080239754634,None,None,0.001225761080370807,0.3088917922534433,155.3915894069617,0.20748267585715574,0.48519230032071414,3407,3406,0.9997064866451424,9779.682539682539
Most Avg Winning Trade Duration,MSTR_SPY,EMA,11,64,0,false,false,1,66,1.8099952054486028,38.46153846153847,2.0319530177002147,21.19549931229203,1.204451325360361,27.814951872951312,51 days 23:15:41.538461538,0.0066464325131467905,0.20527251184834125,0.40743483412322273,4.350853383713974,0,6752,6753 days 00:00:00,1000.0,144608.45495271083,14360.845495271084,498.38172760412124,100.0,5648.748263342495,84.95381066740325,2380 days 00:00:00,65,-1922.5866382722452,707.557314097058,-34.932725255272906,67.51610071183674,-7.7548765624234255,96 days 18:14:24,23 days 23:24:00,2238.93910139974,0.7601220916483029,0.3630847911679434,1.2101615078504255,0.43003854870950514,44.95851157558615,1.326777071334196,0.32333921222810114,-0.03411212528921543,None,None,0.0012092985044823757,0.3047432231295587,143.60845495271104,0.20395818519223763,0.48249949559199473,3394,3393,0.9997053624042428,9779.682539682539
Most Best Trade [%],MSTR_SPY,EMA,12,60,0,false,false,1,66,1.8051571408556952,38.46153846153847,2.104400818692016,20.76961733638072,1.1598772844010652,21.149045042638647,52 days 00:44:18.461538461,0.0066464325131467905,0.20527251184834125,0.40743483412322273,4.263431520767725,0,6752,6753 days 00:00:00,1000.0,111386.79333131744,11038.679333131746,498.38172760412124,100.0,4117.831042698812,84.43597902282463,2378 days 00:00:00,65,-3252.7557924271096,707.5573140970581,-34.932725255272906,67.0224684633111,-8.138414617950778,96 days 14:24:00,24 days 04:12:00,1748.3007557499157,0.7353598942781454,0.3436023868244219,1.2027052578683113,0.3853613713133444,44.389283143565635,1.3238515399108746,0.322820763956905,-0.03431694893289643,None,None,0.0011755352432575915,0.2962348813009131,110.38679333131807,0.1922880129626443,0.48482210902021017,3397,3396,0.9997056226081837,9779.682539682539
Least Avg Winning Trade Duration,MSTR_SPY,EMA,13,61,0,false,false,1,61,1.7616591275619808,40.0,2.0276963459735335,22.408942561692943,1.1751461259919957,22.69792097964116,56 days 12:00:00,0.00613516847367396,0.18972156398104265,0.3763329383886256,4.251459629965737,0,6752,6753 days 00:00:00,1000.0,119106.10798459512,11810.610798459511,498.38172760412124,100.0,4403.690611027113,85.01927688393927,2382 days 00:00:00,60,-3478.177897697082,694.468492038288,-36.64491817733151,69.12598786490145,-8.73575430711273,100 days 13:00:00,27 days 03:20:00,2026.4047647048708,0.7420826644768058,0.3467506831343754,1.2046126943353987,0.43163064996475675,44.998616874043144,1.3235417489548256,0.3235985887887103,-0.03420802397546335,None,None,0.0011803660378954099,0.2974522415496433,118.10610798459489,0.19527299471501958,0.48240424585491987,3405,3404,0.9997063142437592,9779.682539682539
Most Win Rate [%],MSTR_SPY,EMA,17,65,0,false,false,1,48,1.3295921961706607,44.680851063829785,1.6333656748959193,24.703734229203665,1.1214338291115227,15.45322539500581,72 days 09:11:29.361702127,0.004805881971044602,0.14928909952606637,0.29546800947867297,3.687998238009078,0,6752,6753 days 00:00:00,1000.0,82999.86897022996,8199.986897022995,498.38172760412124,100.0,3849.0144666862593,87.74078861857232,2376 days 00:00:00,47,-294.23282273547375,603.1049677019379,-38.053609637626415,67.95115464110602,-10.226874565025156,123 days 13:42:51.428571428,31 days 00:55:23.076923077,1750.938336020542,0.7081693065733969,0.3074663775179332,1.1948603721186826,0.4666152439885707,45.117050228545935,1.3038120123299881,0.32489699823425544,-0.03428207481952804,None,None,0.0011272956919695493,0.2840785143763264,81.99986897022926,0.17927129722893698,0.4827779766799957,3416,3415,0.9997072599531616,9779.682539682539
Most Expectancy,MSTR_SPY,EMA,17,61,0,false,false,1,51,1.3271205597399542,38.0,1.9306846560821345,25.01279583320429,1.232209049475958,33.16646708246627,68 days 08:38:23.999999999,0.0051126403947283,0.1586196682464455,0.3141291469194313,3.967521376978939,0,6752,6753 days 00:00:00,1000.0,171279.4289068888,17027.94289068888,498.38172760412124,100.0,6374.708635559752,84.58708133864373,2376 days 00:00:00,50,-607.1820409965876,565.0814533233269,-36.64491817733151,77.92971177389741,-7.420152646575362,129 days 03:47:22.105263158,31 days 02:19:21.290322580,3417.732218957708,0.7748734501865128,0.3788760178715309,1.2142424298965664,0.4692328156380651,44.46297832701292,1.3129495252139218,0.32933070866141734,-0.03428207481952811,None,None,0.0012376959161448143,0.31189937086849323,170.27942890688863,0.21158702709848365,0.4844287165281469,3432,3431,0.9997086247086248,9779.682539682539
Least Total Trades,MSTR_SPY,EMA,32,89,0,false,false,1,34,1.2816287170328609,39.39393939393939,3.177841744168616,25.015768718070664,1.077087234794313,11.130438915034574,102 days 00:43:38.181818182,0.003374342660520678,0.10574644549763033,0.20838270142180096,2.6453286233267854,0,6752,6753 days 00:00:00,1000.0,61455.89103071192,6045.589103071193,498.38172760412124,100.0,920.7462565322122,87.00931213570813,5239 days 00:00:00,33,4056.8575048241546,254.05139838408948,-21.777518915783816,78.36398912141198,-9.660574544101182,186 days 07:23:04.615384616,47 days 06:00:00,1709.0616219965982,0.6797076225380063,0.2865382841668689,1.1863692030614192,0.5250307791805139,44.61343853450228,1.267519154602547,0.32385806704567727,-0.03483517058041964,None,None,0.0010829732813147325,0.27290926689131256,60.45589103071154,0.16612035012488469,0.48321711079092183,3384,3383,0.9997044917257684,9779.682539682539
Most Profit Factor,MSTR_SPY,EMA,32,89,0,false,false,1,34,1.2816287170328609,39.39393939393939,3.177841744168616,25.015768718070664,1.077087234794313,11.130438915034574,102 days 00:43:38.181818182,0.003374342660520678,0.10574644549763033,0.20838270142180096,2.6453286233267854,0,6752,6753 days 00:00:00,1000.0,61455.89103071192,6045.589103071193,498.38172760412124,100.0,920.7462565322122,87.00931213570813,5239 days 00:00:00,33,4056.8575048241546,254.05139838408948,-21.777518915783816,78.36398912141198,-9.660574544101182,186 days 07:23:04.615384616,47 days 06:00:00,1709.0616219965982,0.6797076225380063,0.2865382841668689,1.1863692030614192,0.5250307791805139,44.61343853450228,1.267519154602547,0.32385806704567727,-0.03483517058041964,None,None,0.0010829732813147325,0.27290926689131256,60.45589103071154,0.16612035012488469,0.48321711079092183,3384,3383,0.9997044917257684,9779.682539682539
Least Best Trade [%],MSTR_SPY,EMA,35,87,0,false,false,1,34,1.2459344919533615,39.39393939393939,3.036959116161381,23.20866645078465,1.0470896280942923,9.034959989552473,102 days 03:38:10.909090908,0.003374342660520678,0.10574644549763033,0.20838270142180096,2.4542339819105807,0,6752,6753 days 00:00:00,1000.0,51012.40696031396,5001.240696031396,498.38172760412124,100.0,788.0038272110744,88.91112111438233,5244 days 00:00:00,33,3596.2438084834357,230.05300943393556,-23.38416792303839,73.67785862950957,-9.596308465386548,186 days 18:27:41.538461538,47 days 03:36:00,1406.5503985403188,0.6623492043042566,0.2663349554245671,1.1812239679848615,0.5123565810828858,44.40226167529809,1.2589266912862211,0.32515698587127156,-0.03485183745160477,None,None,0.0010568120928938038,0.26631664740923855,50.01240696031392,0.1580435933671238,0.4839020454583809,3390,3389,0.9997050147492625,9779.682539682539
Mean Avg Losing Trade [%],MSTR_SPY,EMA,36,87,0,false,false,1,34,1.162377398239109,39.39393939393939,2.7972806027292707,23.175038941691184,1.0396714356205465,8.540166217918205,102 days 08:43:38.181818181,0.003374342660520678,0.10574644549763033,0.20838270142180096,2.4506779923530075,0,6752,6753 days 00:00:00,1000.0,48546.4452131655,4754.64452131655,498.38172760412124,100.0,844.0991715526075,88.87446286197775,5244 days 00:00:00,33,3422.3998322123516,231.1444482057718,-22.73864919507355,74.47067803354837,-10.167126468015987,187 days 01:50:46.153846152,47 days 07:12:00,1337.0922842713076,0.6577372262128409,0.2627229260081672,1.1796933216985488,0.5128171273269654,44.38056628382588,1.2578657707267697,0.32593756135872765,-0.03485183745160479,None,None,0.0010495787557137802,0.2644938464398726,47.54644521316559,0.15590438765384307,0.4839598258671815,3397,3396,0.9997056226081837,9779.682539682539
Mean Total Trades,MSTR_SPY,EMA,16,76,0,false,false,1,46,1.157656098644061,40.0,1.7829239473071388,26.463520821333905,1.1646398940455815,20.49397232711307,75 days 03:44:00,0.00460137635525547,0.14306872037914692,0.2830272511848341,3.786102060635153,0,6752,6753 days 00:00:00,1000.0,108122.03061461786,10712.203061461785,498.38172760412124,100.0,4076.857281071567,85.79712421131333,2376 days 00:00:00,45,-3157.417058632549,571.7520655737704,-36.37942709201681,80.36218275066436,-9.468920464886404,139 days 04:00:00,32 days 11:33:20,2450.6543927389,0.7333334880976183,0.33573540405355257,1.2028049489161465,0.4876419755167037,45.77497072073951,1.2987386366846876,0.32463711259317374,-0.034208023975463416,None,None,0.0011622720786055199,0.292892563808591,107.12203061461774,0.19096517821270398,0.4806766100680476,3397,3396,0.9997056226081837,9779.682539682539
Least Total Fees Paid,MSTR_SPY,EMA,36,88,0,false,false,1,35,1.157105894816786,38.23529411764706,2.9003041150257003,22.05105386224682,1.0293317845981236,7.887891953839074,99 days 04:14:07.058823529,0.003476595468415244,0.10885663507109004,0.21460308056872038,2.400403523215553,0,6752,6753 days 00:00:00,1000.0,45295.629467130864,4429.562946713087,498.38172760412124,100.0,708.9832326253397,89.38076771682445,5244 days 00:00:00,34,3809.968104402251,231.14444820577168,-24.26602080092934,73.80931950953743,-9.989777252742602,187 days 03:41:32.307692308,44 days 17:08:34.285714286,1190.7547459626062,0.6512885289817716,0.2560744181415147,1.177776125198027,0.5136924678871577,44.35613287064546,1.2573363942102003,0.32541707556427873,-0.03485183745160481,None,None,0.0010394335566183868,0.2619372562678335,44.29562946713082,0.15291857367271433,0.48402746661124757,3394,3393,0.9997053624042428,9779.682539682539
Most Max Drawdown Duration,MSTR_SPY,EMA,35,89,0,false,false,1,35,1.150316916389497,38.23529411764706,2.8801216011324287,22.304297866910538,1.0304632271960859,7.951361569047562,99 days 01:24:42.352941175,0.003476595468415244,0.10885663507109004,0.21460308056872038,2.4279708134151727,0,6752,6753 days 00:00:00,1000.0,45611.95043191061,4461.195043191062,498.38172760412124,100.0,720.561539050988,89.38076771682447,5255 days 00:00:00,34,3836.5749271960376,231.14444820577177,-24.26602080092935,74.47067803354835,-9.989175569579535,187 days 01:50:46.153846152,44 days 13:42:51.428571428,1199.275750138664,0.65193138014308,0.25659167144509476,1.1780400113215974,0.5139061869455214,44.35244536027957,1.2621348215671824,0.3241176470588235,-0.03485183745160477,None,None,0.0010404822353270698,0.2622015233024216,44.61195043191066,0.1532180196262467,0.4840380318433242,3390,3389,0.9997050147492625,9779.682539682539
Median Total Trades,MSTR_SPY,EMA,14,86,0,false,false,1,44,1.1102504983619037,41.86046511627907,1.680688950145981,27.228376628777482,1.1310858974386513,16.69352539576732,78 days 13:57:12.558139535,0.004396870739466338,0.1368483412322275,0.2705864928909953,3.726158176094549,0,6752,6753 days 00:00:00,1000.0,89181.2975414991,8818.12975414991,498.38172760412124,100.0,3718.1062741888422,87.2532070481166,2380 days 00:00:00,43,-1185.6759765059396,593.6968153989899,-36.21370143756975,79.29766613601834,-10.26151181643593,139 days 21:20:00,34 days 10:33:36,2078.3017097210472,0.7151354581249442,0.31484568108855626,1.1975232840901247,0.46393239344302756,45.41279595696373,1.279663870363456,0.32645845609899826,-0.03453578939698369,None,None,0.001136187498580999,0.2863192496424118,88.18129754149972,0.1824366317502557,0.48184615427691446,3395,3394,0.9997054491899853,9779.682539682539
Median Profit Factor,MSTR_SPY,EMA,21,54,0,false,false,1,52,1.0929098336360077,39.21568627450981,1.560047876023421,24.483153966636642,1.1565013801470114,19.906931042451692,67 days 05:10:35.294117646,0.005214893202622866,0.1617298578199052,0.3203495260663507,3.959657010006992,0,6752,6753 days 00:00:00,1000.0,105196.32411837304,10419.632411837305,498.38172760412124,100.0,5642.890484735441,87.72856573205601,2376 days 00:00:00,51,863.1268574604765,613.2186999145753,-38.053609637626415,75.93806978347388,-8.713565915193836,126 days 14:24:00,28 days 21:40:38.709677419,2026.1411227629906,0.7299893215529698,0.3261684826621778,1.2002446703014158,0.45345969858694013,44.662679712594745,1.303491523660679,0.3295924394565859,-0.034521680381805905,None,None,0.0011642266948117051,0.2933851270925497,104.1963241183734,0.18974663665690628,0.48369071257232543,3441,3440,0.999709386806161,9779.682539682539
Median Omega Ratio,MSTR_SPY,EMA,33,76,0,false,false,1,35,1.089791762342331,41.17647058823529,2.2707977421887633,27.175349918847672,1.0676318380717411,10.73076815798837,99 days 05:38:49.411764706,0.003476595468415244,0.10885663507109004,0.21460308056872038,2.9582171490451774,0,6752,6753 days 00:00:00,1000.0,59464.00500701659,5846.4005007016585,498.38172760412124,100.0,1295.7557378456465,87.7967505739914,2380 days 00:00:00,34,-1736.488509478484,340.774894579124,-32.167957773846936,81.83484311578908,-11.086295319011318,180 days 20:34:17.142857144,42 days 02:24:00,1770.602750485149,0.6767940208987965,0.28143650112408763,1.1862523938094605,0.4727806466704025,44.69391005695894,1.2672472702447908,0.32463711259317374,-0.034555405382724544,None,None,0.0010807880712369099,0.2723585939517013,58.46400500701641,0.1646874490611474,0.48431813585569106,3389,3388,0.9997049277072882,9779.682539682539
Most Worst Trade [%],MSTR_SPY,EMA,32,86,0,false,false,1,35,1.0874903873737598,38.23529411764706,2.67753758022034,23.994666075942398,1.047889932576969,9.29066171579556,99 days 00:42:21.176470589,0.003476595468415244,0.10885663507109004,0.21460308056872038,2.6119786086815258,0,6752,6753 days 00:00:00,1000.0,52286.77764107782,5128.6777641077815,498.38172760412124,100.0,1027.744333052363,86.6258102546214,2839 days 00:00:00,34,-695.1589385553016,266.88370993518606,-21.15742966211885,78.32386606878414,-9.637695824388203,185 days 22:09:13.846153848,45 days 05:42:51.428571429,1528.8804876362678,0.6648488259647624,0.2752666604252538,1.1822830141286607,0.46989201348754184,44.492404689089476,1.26019646548297,0.32437732888801724,-0.03474846288713572,None,None,0.0010617970962087803,0.2675728682446126,51.28677764107745,0.15911038491513652,0.4843567202102783,3383,3382,0.9997044043748152,9779.682539682539
