Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],STRF_MSTR,SMA,30,35,0,false,3,NaN,100.0,inf,NaN,59.59719636647945,-0.007329748297377233,0 days 09:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1300.813713894348,30.081371389434807,30.303488331436746,100.0,5.4649072373174175,3.0470628930401844,0 days 06:00:00,2,1,143.96135405563723,7.6174624892891,7.511820277144962,7.56464138321703,NaN,0 days 09:30:00,NaT,78.42617991935552,21.732837525401976,6446491007040676.0,2.9371036784365674,2.5993788424183473,11.151697345183617,2.5915620692087358,0.32075471698113206,-0.016385882660343,None,None,0.0038988089398408984,23.579996468157752,0.3008137138943485,7382190215.817771,1.3057903786884482,4.164186507936508
Least Total Fees Paid,STRF_MSTR,SMA,2,56,0,false,1,NaN,NaN,NaN,NaN,24.42542480248545,-0.7177038088386269,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1085.545593348677,8.554559334867703,30.303488331436746,100.0,0.9990009990009412,4.170638927960806,0 days 09:00:00,0,1,85.54559334867702,NaN,NaN,NaN,NaN,NaT,NaT,NaN,12.856147382915417,693239.9103131007,2.2557862584537474,1.2023512032433947,8.00607316950465,1.6918396938403109,0.12903225806451613,-0.0024180243716249035,None,None,0.001211332554510565,7.3261392896798965,0.08554559334867728,1201.2454358136608,0.6858205446268962,4.164186507936508
Median Total Fees Paid,STRF_MSTR,SMA,2,56,0,false,1,NaN,NaN,NaN,NaN,24.42542480248545,-0.7177038088386269,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1085.545593348677,8.554559334867703,30.303488331436746,100.0,0.9990009990009412,4.170638927960806,0 days 09:00:00,0,1,85.54559334867702,NaN,NaN,NaN,NaN,NaT,NaT,NaN,12.856147382915417,693239.9103131007,2.2557862584537474,1.2023512032433947,8.00607316950465,1.6918396938403109,0.12903225806451613,-0.0024180243716249035,None,None,0.001211332554510565,7.3261392896798965,0.08554559334867728,1201.2454358136608,0.6858205446268962,4.164186507936508
Least Max Drawdown [%],STRF_MSTR,SMA,2,68,0,false,1,NaN,NaN,NaN,NaN,523.9005137617032,-0.8438856927028675,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1047.3080808954899,4.730808089548987,30.303488331436746,100.0,0.9990009990009412,0.09990009990009412,0 days 01:00:00,0,1,47.308080895489866,NaN,NaN,NaN,NaN,NaT,NaT,NaN,15.586663705621302,324542.2314658361,47.83233279743126,5.7757853871956,32.31863028652817,23.91616639871563,0.029411764705882353,0.0,None,None,0.000668364960716834,4.0422712824154114,0.04730808089548999,53.25413821665816,0.3121177394549402,4.164186507936508
Median Max Drawdown [%],STRF_MSTR,SMA,4,51,0,false,1,NaN,NaN,NaN,NaN,20.753480068105024,-0.6357011020547569,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1110.3952740303894,11.039527403038937,30.303488331436746,100.0,0.9990009990009412,7.1436870839557045,0 days 08:00:00,0,1,110.39527403038937,NaN,NaN,NaN,NaN,NaT,NaT,NaN,9.909485639804728,6875021.838168011,1.80069417207289,2.954386186198022,18.592686163429672,1.4732952316960009,0.1864406779661017,-0.017004078890037536,None,None,0.0016074321207972745,9.721749466581917,0.11039527403038929,8495.98881825014,1.1806997577300724,4.164186507936508
Least Total Trades,STRF_MSTR,SMA,2,56,0,false,1,NaN,NaN,NaN,NaN,24.42542480248545,-0.7177038088386269,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1085.545593348677,8.554559334867703,30.303488331436746,100.0,0.9990009990009412,4.170638927960806,0 days 09:00:00,0,1,85.54559334867702,NaN,NaN,NaN,NaN,NaT,NaT,NaN,12.856147382915417,693239.9103131007,2.2557862584537474,1.2023512032433947,8.00607316950465,1.6918396938403109,0.12903225806451613,-0.0024180243716249035,None,None,0.001211332554510565,7.3261392896798965,0.08554559334867728,1201.2454358136608,0.6858205446268962,4.164186507936508
Mean Total Trades,STRF_MSTR,SMA,2,42,0,false,2,NaN,100.0,inf,NaN,17.979374387987427,-0.6576141878817647,0 days 13:00:00,0.2401429422275164,14.608695652173912,21.913043478260867,NaN,0,69,2 days 22:00:00,1000.0,1103.7548446237442,10.375484462374436,30.303488331436746,100.0,3.0325516027573496,11.934917610829162,0 days 20:00:00,1,1,86.98055952080779,1.6791059388039553,1.6791059388039553,1.6791059388039553,NaN,0 days 13:00:00,NaT,16.774285102936616,10.170567913978896,1942590.2846688079,1.5616022885908998,0.8954340534286892,4.30471620038193,1.5616022885908996,0.25,-0.018734817327868577,None,None,0.0015049376685889958,9.101863019626247,0.10375484462374418,5059.513762328713,1.0770385618976313,4.164186507936508
Median Total Trades,STRF_MSTR,SMA,2,56,0,false,1,NaN,NaN,NaN,NaN,24.42542480248545,-0.7177038088386269,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1085.545593348677,8.554559334867703,30.303488331436746,100.0,0.9990009990009412,4.170638927960806,0 days 09:00:00,0,1,85.54559334867702,NaN,NaN,NaN,NaN,NaT,NaT,NaN,12.856147382915417,693239.9103131007,2.2557862584537474,1.2023512032433947,8.00607316950465,1.6918396938403109,0.12903225806451613,-0.0024180243716249035,None,None,0.001211332554510565,7.3261392896798965,0.08554559334867728,1201.2454358136608,0.6858205446268962,4.164186507936508
Most Win Rate [%],STRF_MSTR,SMA,2,42,0,false,2,NaN,100.0,inf,NaN,17.979374387987427,-0.6576141878817647,0 days 13:00:00,0.2401429422275164,14.608695652173912,21.913043478260867,NaN,0,69,2 days 22:00:00,1000.0,1103.7548446237442,10.375484462374436,30.303488331436746,100.0,3.0325516027573496,11.934917610829162,0 days 20:00:00,1,1,86.98055952080779,1.6791059388039553,1.6791059388039553,1.6791059388039553,NaN,0 days 13:00:00,NaT,16.774285102936616,10.170567913978896,1942590.2846688079,1.5616022885908998,0.8954340534286892,4.30471620038193,1.5616022885908996,0.25,-0.018734817327868577,None,None,0.0015049376685889958,9.101863019626247,0.10375484462374418,5059.513762328713,1.0770385618976313,4.164186507936508
Mean Win Rate [%],STRF_MSTR,SMA,2,42,0,false,2,NaN,100.0,inf,NaN,17.979374387987427,-0.6576141878817647,0 days 13:00:00,0.2401429422275164,14.608695652173912,21.913043478260867,NaN,0,69,2 days 22:00:00,1000.0,1103.7548446237442,10.375484462374436,30.303488331436746,100.0,3.0325516027573496,11.934917610829162,0 days 20:00:00,1,1,86.98055952080779,1.6791059388039553,1.6791059388039553,1.6791059388039553,NaN,0 days 13:00:00,NaT,16.774285102936616,10.170567913978896,1942590.2846688079,1.5616022885908998,0.8954340534286892,4.30471620038193,1.5616022885908996,0.25,-0.018734817327868577,None,None,0.0015049376685889958,9.101863019626247,0.10375484462374418,5059.513762328713,1.0770385618976313,4.164186507936508
