Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Win Rate [%],BTC-USD,StrategyTypeEnum.EMA,56,63,0,false,false,1,12,1.7754489189886375,72.72727272727273,7.051764085000542,167.41326971091218,1.909726536269521,0.4855497344479714,204 days 17:27:16.363636364,0.002811142346026067,0.09200102223358037,0.17633529261436237,15.402191948870017,0,3913,3914 days 00:00:00,1000.0,340922.0076309035,33992.20076309035,22881.900198192838,100.0,2449.479941309061,64.3271929581157,963 days 00:00:00,11,29570.385092670447,1261.1693727774905,-35.44659550429311,238.7833697263618,-22.90699699695354,267 days 21:00:00,36 days 08:00:00,28213.783867112095,1.2772880260586008,1.123308906512904,1.3100160762806823,-0.1846961397060828,17.421048500384373,1.1145701294162251,1.175355450236967,-0.039062503931291945,0.0018984705222581748,0.47841457160906004,339.9220076309028,0.4556706463376976,0.45077696988560073,2285,23,3913,,
Median Max Drawdown Duration,BTC-USD,StrategyTypeEnum.EMA,52,69,0,false,false,1,11,1.7568899083897784,70.0,7.013297047764286,346.3928361643185,1.9204414002894479,0.5492622612318268,225 days 12:00:00,0.002555583950932788,0.084334270380782,0.16100178890876565,29.21278710304756,0,3913,3914 days 00:00:00,1000.0,355500.6444233322,35450.06444233322,22881.900198192838,100.0,2560.5786518400278,64.3271929581157,964,10,30834.885167259374,3000.9861658315954,-35.44659550429311,504.5182534164087,-22.5664707572253,306 days 17:08:34.285714288,36 days 00:00:00,32366.575925607278,1.2842172817732123,1.1337861208778504,1.3115973949836528,-0.1851537598496908,17.391782352861068,1.1141185601511696,1.1772511848341234,-0.03906250393129205,0.0019094888597669009,0.48119119266125904,354.5006444233326,0.4596004049493996,0.45094681268565256,2288,21,3913,,
Median Avg Winning Trade Duration,BTC-USD,StrategyTypeEnum.EMA,23,66,0,false,false,1,19,1.7308500423162843,55.55555555555556,5.281686325727862,138.9160636057284,2.2517402259807633,2.205024763824899,125 days 22:40:00,0.004600051111679018,0.1456682852031689,0.28366981855353945,20.235664772620797,0,3913,3914 days 00:00:00,1000.0,734370.5677857791,73337.05677857791,22881.900198192838,100.0,6414.398288654803,58.89063693665189,756 days 00:00:00,18,72403.4268246917,1835.7239837566844,-20.87682746083533,260.8907883795597,-13.552342361560784,202,29 days 21:00:00,36720.39672006041,1.4408111586667138,1.4439982908088376,1.346833348249423,0.5728449612170275,11.400680245396698,1.1531991608014223,1.1679104477611941,-0.03751438529320847,0.0020562731076707564,0.5181808231330306,733.3705677857738,0.5293956058696143,0.4328330700550007,2307,37,3913,,
Mean Avg Losing Trade Duration,BTC-USD,StrategyTypeEnum.EMA,49,72,0,false,false,1,13,1.7251907131217832,66.66666666666666,5.995138282882378,154.70848132861394,1.9046077011738647,0.4608478851802742,188 days 01:59:59.999999996,0.003066700741119346,0.09966777408637874,0.19166879631995912,15.419449966307038,0,3913,3914 days 00:00:00,1000.0,335269.75513436104,33426.975513436104,22881.900198192838,100.0,2887.9416479278834,64.32719295811572,963 days 00:00:00,12,29080.128438002605,1280.234162076623,-35.4465955042931,241.0416255824613,-17.95780717908064,268 days 12:00:00,27,25432.4688913632,1.274162144784893,1.119137203051148,1.3087728486125068,-0.18486276399111873,17.394287465568834,1.1159343371019677,1.1728045325779035,-0.03917097900554511,0.001894472560940949,0.4774070853571191,334.2697551343631,0.45410461330609486,0.4509312402017421,2290,25,3913,,
Least Avg Losing Trade [%],BTC-USD,StrategyTypeEnum.EMA,63,68,0,false,false,1,11,1.7179530379280439,70.0,4.352760883255657,355.659492008044,1.8052665034731001,0.03175254883692318,225 days 19:11:59.999999996,0.002555583950932788,0.084334270380782,0.16100178890876565,29.99428376249796,0,3913,3914 days 00:00:00,1000.0,237084.58851717558,23608.458851717558,22881.900198192838,100.0,1992.6514212081702,69.51698097489219,964 days 00:00:00,10,23146.42409340755,3154.241208033779,-44.58772805022457,520.0773817627158,-27.98225075285678,307 days 06:51:25.714285712,35 days 16:00:00,21293.816442376803,1.2106532797273828,0.9569169920019662,1.2908089002854342,-0.1735581133179231,17.04580322185387,1.1090930842258342,1.1638418079096047,-0.039330263982443284,0.0018104817687508653,0.45624140572521804,236.08458851717583,0.422022267050151,0.45354572277666605,2289,21,3913,,
Mean Total Trades,BTC-USD,StrategyTypeEnum.EMA,17,49,0,false,false,1,31,1.710336548251559,60.0,3.0180881520718,37.816072541505356,2.126581175029821,0.9795497378864286,73 days 08:00:00,0.007666751852798364,0.2376693074367493,0.46767186302070024,8.98771977091745,0,3913,3914 days 00:00:00,1000.0,453958.5953967605,45295.85953967605,22881.900198192838,100.0,7335.266040573923,62.231692400828734,827 days 00:00:00,30,48854.76862858463,373.5175898731219,-23.218800566451183,70.64252021434356,-11.423598967751952,109 days 14:40:00,18 days 22:00:00,13470.127558939195,1.377259793521619,1.236046270252787,1.3320524555754683,0.43190740380309506,10.660309705631446,1.1506572893527225,1.1576448243114912,-0.03616627401487762,0.0019154758910273771,0.48269992453889904,452.9585953967634,0.48275715699094124,0.42180092081382053,2243,61,3913,,
Most Total Return [%],BTC-USD,StrategyTypeEnum.EMA,22,68,0,false,false,1,18,1.685639786047482,52.94117647058824,5.418293582221675,152.5215545752345,2.262587438227179,2.328268554999747,133 days 09:52:56.470588236,0.00434449271658574,0.13800153335037055,0.26833631484794274,21.048208400364583,0,3913,3914 days 00:00:00,1000.0,762571.0890828769,76157.1089082877,22881.900198192838,100.0,6508.270878428242,58.19531605450676,756 days 00:00:00,17,75183.78659089108,1840.586482308105,-20.87682746083533,300.0075061478485,-13.400140943956321,225 days 13:20:00,29 days 18:00:00,40375.723675999165,1.4475701871365716,1.4724441421417174,1.3487401775772465,0.5719808750673111,11.399917429508243,1.1508389075021155,1.1719626168224297,-0.03751438529320846,0.002065918981281246,0.5206115832828739,761.571089082875,0.5331106171213096,0.4328329935474681,2308,35,3913,,
Median Win Rate [%],BTC-USD,StrategyTypeEnum.EMA,22,68,0,false,false,1,18,1.685639786047482,52.94117647058824,5.418293582221675,152.5215545752345,2.262587438227179,2.328268554999747,133 days 09:52:56.470588236,0.00434449271658574,0.13800153335037055,0.26833631484794274,21.048208400364583,0,3913,3914 days 00:00:00,1000.0,762571.0890828769,76157.1089082877,22881.900198192838,100.0,6508.270878428242,58.19531605450676,756 days 00:00:00,17,75183.78659089108,1840.586482308105,-20.87682746083533,300.0075061478485,-13.400140943956321,225 days 13:20:00,29 days 18:00:00,40375.723675999165,1.4475701871365716,1.4724441421417174,1.3487401775772465,0.5719808750673111,11.399917429508243,1.1508389075021155,1.1719626168224297,-0.03751438529320846,0.002065918981281246,0.5206115832828739,761.571089082875,0.5331106171213096,0.4328329935474681,2308,35,3913,,
Most Expectancy,BTC-USD,StrategyTypeEnum.EMA,22,68,0,false,false,1,18,1.685639786047482,52.94117647058824,5.418293582221675,152.5215545752345,2.262587438227179,2.328268554999747,133 days 09:52:56.470588236,0.00434449271658574,0.13800153335037055,0.26833631484794274,21.048208400364583,0,3913,3914 days 00:00:00,1000.0,762571.0890828769,76157.1089082877,22881.900198192838,100.0,6508.270878428242,58.19531605450676,756 days 00:00:00,17,75183.78659089108,1840.586482308105,-20.87682746083533,300.0075061478485,-13.400140943956321,225 days 13:20:00,29 days 18:00:00,40375.723675999165,1.4475701871365716,1.4724441421417174,1.3487401775772465,0.5719808750673111,11.399917429508243,1.1508389075021155,1.1719626168224297,-0.03751438529320846,0.002065918981281246,0.5206115832828739,761.571089082875,0.5331106171213096,0.4328329935474681,2308,35,3913,,
Least Total Trades,BTC-USD,StrategyTypeEnum.EMA,68,88,0,false,false,1,10,1.6852034179758686,66.66666666666666,10.494551748151297,402.57735651081987,1.800381261492053,0.07803496712892623,257 days 21:19:59.999999997,0.002300025555839509,0.07666751852798365,0.1456682852031689,30.86460693923996,0,3913,3914 days 00:00:00,1000.0,247674.88528006186,24667.488528006186,22881.900198192838,100.0,1518.8250403418085,68.67936731191543,1048 days 00:00:00,9,24180.348321388534,3222.065487663049,-44.790354713263376,615.6873472364141,-23.642624940368325,350 days 08:00:00,73 days 00:00:00,24721.61521763037,1.2065241467980699,0.9784886537333406,1.2834168207648335,-0.15129001281703303,15.906821015713685,1.1033946031949815,1.1631530705774518,-0.0409707135441087,0.0018360125340743797,0.4626751585867437,246.67488528006172,0.4260288870012514,0.4615155370334535,2352,19,3913,,
