Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],MKR-USD,EMA,56,86,0,false,1,66,0.34554376298584244,38.46153846153847,1.6926902700920619,2.5949342269871765,1.988146779972746,1.6070922790653117,5 days 07:00:00,0.08955737987255297,2.7280555715023826,5.414776967678971,7.079124775614595,0,17419,725 days 20:00:00,1000.0,3482.4456371412193,248.2445637141219,95.21894016084538,100.0,251.05376690490155,40.0988419011248,242 days 14:00:00,65,16.949048721091913,56.90698540868284,-15.616092553013766,13.455950393644523,-4.193200877173667,10 days 02:07:12,2 days 07:03:00,37.93071674492505,1.3246513712157688,2.176687315749493,1.0647427885113128,0.7873457483591586,27.144534422884284,1.0966850721666563,0.3078078078078078,-0.008977103733456199,None,None,0.00009328766901554524,0.5642038222060176,2.4824456371412245,0.5421807464242143,0.5126023494847537,725.7916666666666
Mean Total Fees Paid,MKR-USD,EMA,56,86,0,false,1,66,0.34554376298584244,38.46153846153847,1.6926902700920619,2.5949342269871765,1.988146779972746,1.6070922790653117,5 days 07:00:00,0.08955737987255297,2.7280555715023826,5.414776967678971,7.079124775614595,0,17419,725 days 20:00:00,1000.0,3482.4456371412193,248.2445637141219,95.21894016084538,100.0,251.05376690490155,40.0988419011248,242 days 14:00:00,65,16.949048721091913,56.90698540868284,-15.616092553013766,13.455950393644523,-4.193200877173667,10 days 02:07:12,2 days 07:03:00,37.93071674492505,1.3246513712157688,2.176687315749493,1.0647427885113128,0.7873457483591586,27.144534422884284,1.0966850721666563,0.3078078078078078,-0.008977103733456199,None,None,0.00009328766901554524,0.5642038222060176,2.4824456371412245,0.5421807464242143,0.5126023494847537,725.7916666666666
Median Total Fees Paid,MKR-USD,EMA,56,86,0,false,1,66,0.34554376298584244,38.46153846153847,1.6926902700920619,2.5949342269871765,1.988146779972746,1.6070922790653117,5 days 07:00:00,0.08955737987255297,2.7280555715023826,5.414776967678971,7.079124775614595,0,17419,725 days 20:00:00,1000.0,3482.4456371412193,248.2445637141219,95.21894016084538,100.0,251.05376690490155,40.0988419011248,242 days 14:00:00,65,16.949048721091913,56.90698540868284,-15.616092553013766,13.455950393644523,-4.193200877173667,10 days 02:07:12,2 days 07:03:00,37.93071674492505,1.3246513712157688,2.176687315749493,1.0647427885113128,0.7873457483591586,27.144534422884284,1.0966850721666563,0.3078078078078078,-0.008977103733456199,None,None,0.00009328766901554524,0.5642038222060176,2.4824456371412245,0.5421807464242143,0.5126023494847537,725.7916666666666
Least Max Drawdown [%],MKR-USD,EMA,56,86,0,false,1,66,0.34554376298584244,38.46153846153847,1.6926902700920619,2.5949342269871765,1.988146779972746,1.6070922790653117,5 days 07:00:00,0.08955737987255297,2.7280555715023826,5.414776967678971,7.079124775614595,0,17419,725 days 20:00:00,1000.0,3482.4456371412193,248.2445637141219,95.21894016084538,100.0,251.05376690490155,40.0988419011248,242 days 14:00:00,65,16.949048721091913,56.90698540868284,-15.616092553013766,13.455950393644523,-4.193200877173667,10 days 02:07:12,2 days 07:03:00,37.93071674492505,1.3246513712157688,2.176687315749493,1.0647427885113128,0.7873457483591586,27.144534422884284,1.0966850721666563,0.3078078078078078,-0.008977103733456199,None,None,0.00009328766901554524,0.5642038222060176,2.4824456371412245,0.5421807464242143,0.5126023494847537,725.7916666666666
Mean Total Trades,MKR-USD,EMA,56,86,0,false,1,66,0.34554376298584244,38.46153846153847,1.6926902700920619,2.5949342269871765,1.988146779972746,1.6070922790653117,5 days 07:00:00,0.08955737987255297,2.7280555715023826,5.414776967678971,7.079124775614595,0,17419,725 days 20:00:00,1000.0,3482.4456371412193,248.2445637141219,95.21894016084538,100.0,251.05376690490155,40.0988419011248,242 days 14:00:00,65,16.949048721091913,56.90698540868284,-15.616092553013766,13.455950393644523,-4.193200877173667,10 days 02:07:12,2 days 07:03:00,37.93071674492505,1.3246513712157688,2.176687315749493,1.0647427885113128,0.7873457483591586,27.144534422884284,1.0966850721666563,0.3078078078078078,-0.008977103733456199,None,None,0.00009328766901554524,0.5642038222060176,2.4824456371412245,0.5421807464242143,0.5126023494847537,725.7916666666666
Median Total Trades,MKR-USD,EMA,56,86,0,false,1,66,0.34554376298584244,38.46153846153847,1.6926902700920619,2.5949342269871765,1.988146779972746,1.6070922790653117,5 days 07:00:00,0.08955737987255297,2.7280555715023826,5.414776967678971,7.079124775614595,0,17419,725 days 20:00:00,1000.0,3482.4456371412193,248.2445637141219,95.21894016084538,100.0,251.05376690490155,40.0988419011248,242 days 14:00:00,65,16.949048721091913,56.90698540868284,-15.616092553013766,13.455950393644523,-4.193200877173667,10 days 02:07:12,2 days 07:03:00,37.93071674492505,1.3246513712157688,2.176687315749493,1.0647427885113128,0.7873457483591586,27.144534422884284,1.0966850721666563,0.3078078078078078,-0.008977103733456199,None,None,0.00009328766901554524,0.5642038222060176,2.4824456371412245,0.5421807464242143,0.5126023494847537,725.7916666666666
Most Win Rate [%],MKR-USD,EMA,56,86,0,false,1,66,0.34554376298584244,38.46153846153847,1.6926902700920619,2.5949342269871765,1.988146779972746,1.6070922790653117,5 days 07:00:00,0.08955737987255297,2.7280555715023826,5.414776967678971,7.079124775614595,0,17419,725 days 20:00:00,1000.0,3482.4456371412193,248.2445637141219,95.21894016084538,100.0,251.05376690490155,40.0988419011248,242 days 14:00:00,65,16.949048721091913,56.90698540868284,-15.616092553013766,13.455950393644523,-4.193200877173667,10 days 02:07:12,2 days 07:03:00,37.93071674492505,1.3246513712157688,2.176687315749493,1.0647427885113128,0.7873457483591586,27.144534422884284,1.0966850721666563,0.3078078078078078,-0.008977103733456199,None,None,0.00009328766901554524,0.5642038222060176,2.4824456371412245,0.5421807464242143,0.5126023494847537,725.7916666666666
Mean Avg Winning Trade [%],MKR-USD,EMA,56,86,0,false,1,66,0.34554376298584244,38.46153846153847,1.6926902700920619,2.5949342269871765,1.988146779972746,1.6070922790653117,5 days 07:00:00,0.08955737987255297,2.7280555715023826,5.414776967678971,7.079124775614595,0,17419,725 days 20:00:00,1000.0,3482.4456371412193,248.2445637141219,95.21894016084538,100.0,251.05376690490155,40.0988419011248,242 days 14:00:00,65,16.949048721091913,56.90698540868284,-15.616092553013766,13.455950393644523,-4.193200877173667,10 days 02:07:12,2 days 07:03:00,37.93071674492505,1.3246513712157688,2.176687315749493,1.0647427885113128,0.7873457483591586,27.144534422884284,1.0966850721666563,0.3078078078078078,-0.008977103733456199,None,None,0.00009328766901554524,0.5642038222060176,2.4824456371412245,0.5421807464242143,0.5126023494847537,725.7916666666666
Median Avg Winning Trade [%],MKR-USD,EMA,56,86,0,false,1,66,0.34554376298584244,38.46153846153847,1.6926902700920619,2.5949342269871765,1.988146779972746,1.6070922790653117,5 days 07:00:00,0.08955737987255297,2.7280555715023826,5.414776967678971,7.079124775614595,0,17419,725 days 20:00:00,1000.0,3482.4456371412193,248.2445637141219,95.21894016084538,100.0,251.05376690490155,40.0988419011248,242 days 14:00:00,65,16.949048721091913,56.90698540868284,-15.616092553013766,13.455950393644523,-4.193200877173667,10 days 02:07:12,2 days 07:03:00,37.93071674492505,1.3246513712157688,2.176687315749493,1.0647427885113128,0.7873457483591586,27.144534422884284,1.0966850721666563,0.3078078078078078,-0.008977103733456199,None,None,0.00009328766901554524,0.5642038222060176,2.4824456371412245,0.5421807464242143,0.5126023494847537,725.7916666666666
Mean Avg Losing Trade [%],MKR-USD,EMA,56,86,0,false,1,66,0.34554376298584244,38.46153846153847,1.6926902700920619,2.5949342269871765,1.988146779972746,1.6070922790653117,5 days 07:00:00,0.08955737987255297,2.7280555715023826,5.414776967678971,7.079124775614595,0,17419,725 days 20:00:00,1000.0,3482.4456371412193,248.2445637141219,95.21894016084538,100.0,251.05376690490155,40.0988419011248,242 days 14:00:00,65,16.949048721091913,56.90698540868284,-15.616092553013766,13.455950393644523,-4.193200877173667,10 days 02:07:12,2 days 07:03:00,37.93071674492505,1.3246513712157688,2.176687315749493,1.0647427885113128,0.7873457483591586,27.144534422884284,1.0966850721666563,0.3078078078078078,-0.008977103733456199,None,None,0.00009328766901554524,0.5642038222060176,2.4824456371412245,0.5421807464242143,0.5126023494847537,725.7916666666666
