Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Win Rate [%],USLM,SMA,66,86,0,false,false,0,85,1.4586942000069758,55.294117647058826,4.237494894471038,6.461730268345494,0.7783414808117961,-0.5717326536928002,72 days 09:19:03.529411765,0.005149156050438652,0.15662016320084235,0.3132403264016847,1.012037249188094,0,11397,11398 days 00:00:00,1000.0,53888.49639999951,5288.849639999951,12349.411379606361,100.0,1150.1962453267365,59.31435589375822,1876 days 00:00:00,85,0.0,95.87857060327634,-23.705887297857867,17.14981324448388,-6.7577407810888275,91 days 19:54:53.617021277,48 days 08:12:37.894736842,622.2176047058767,0.5083854114418521,0.22959398661774708,1.1385878629898352,1.1026198666767364,23.87124870499683,1.1856031607434596,0.960344827586207,-0.02804340734956045,0.0006079096397812893,0.1531932292248849,52.88849639999926,0.09214899965374768,0.36265415128341694,6153,170,16507.559523809523,,
Median Avg Winning Trade Duration,USLM,SMA,63,78,0,false,false,0,99,1.394089834121621,54.54545454545454,3.73455968538516,5.029177036472953,0.689094960545647,-0.8110992527540595,62 days 00:58:10.909090907,0.005997252341099136,0.18241642537509872,0.36483285075019745,0.9174044975719287,0,11397,11398 days 00:00:00,1000.0,24328.130376551628,2332.8130376551626,12349.411379606361,100.0,582.4788134873547,63.65797439163353,1907 days 00:00:00,99,0.0,124.01583769742184,-20.432914159279147,15.85856801377091,-7.966092136284593,80,39 days 13:52:00,235.63768057122854,0.44942274883840955,0.1690468917954905,1.1223940343061047,1.273880311751641,26.934847127612198,1.1989785346134831,0.9361252115059222,-0.02779479767231623,0.0005426802314811229,0.13675541833324298,23.328130376551545,0.07311354041368379,0.3662145983182595,6142,198,16507.559523809523,,
Mean Avg Winning Trade Duration,USLM,SMA,58,74,0,false,false,1,106,1.3465818318155225,50.476190476190474,4.713694610727697,5.597087113868419,0.7363383841320024,-0.7045411446641493,58 days 14:51:25.714285713,0.006360722179953629,0.19531455646222692,0.3887865227691498,1.093192587125656,0,11397,11398 days 00:00:00,1000.0,37487.42950290025,3648.7429502900254,12349.411379606361,100.0,697.2646974384037,73.93542122627755,2171 days 00:00:00,105,1278.1183904330246,153.66528876438997,-24.22658132438648,18.820853255695187,-7.880982222993478,76,40 days 15:41:32.307692307,335.3267724996879,0.48103128995355166,0.16643498136627216,1.1320892113155006,1.1624608996504515,27.617703497848474,1.201732777525754,0.9420473773265652,-0.027777752022683733,0.0005840513264243055,0.14718093425892498,36.487429502900405,0.08342103053429972,0.3682344277787951,6158,211,16507.559523809523,,
Most Profit Factor,USLM,SMA,54,80,0,true,false,1,88,1.329752371707129,44.827586206896555,6.184411526336304,7.350973225635863,0.8070472660143919,-0.4613206460169858,70 days 06:04:08.275862069,0.00527031266339015,0.16214793366675442,0.3224532771782048,1.1919451189764916,0,11397,11398 days 00:00:00,1000.0,67523.72944036839,6652.372944036839,12349.411379606361,100.0,948.5493087871115,72.08804094797362,2175 days 00:00:00,87,-67.52372944036324,132.47422633168492,-23.74785850388662,24.565541069428427,-6.635863147445596,102 days 01:50:46.153846154,44 days 09:30:00,765.4167031012503,0.5239407842045308,0.20033668097370588,1.1454441607623347,1.23742676790528,28.079998919399404,1.1904955359821956,0.9621574597651151,-0.027660273096335876,0.0006317130197874293,0.1591916809864322,66.52372944036888,0.09760913212043354,0.3656657841872144,6113,174,16507.559523809523,,
Least Max Drawdown [%],USLM,SMA,69,89,0,false,false,0,86,1.3112857546828587,50.0,3.4144604685140925,6.050071220539272,0.7502582040060387,-0.673479370460277,71 days 15:04:11.162790697,0.0052097343569144005,0.15846275335614637,0.31692550671229275,0.9587109436074341,0,11397,11398 days 00:00:00,1000.0,41323.37578114089,4032.337578114089,12349.411379606361,100.0,1043.748643276477,47.20125168584065,1869 days 00:00:00,86,0.0,95.14628068256174,-19.549233216371835,18.70835795128396,-6.608215510205417,93 days 20:05:34.883720930,49 days 10:02:47.441860465,468.8764625714057,0.4888046337481379,0.26813602634572703,1.132846180572135,1.1504595170463001,24.009103330046642,1.190483109164959,0.951585261353899,-0.028301268283619133,0.000583957423163189,0.14715727063712364,40.32337578114086,0.08575716054181859,0.3623202203883566,6160,172,16507.559523809523,,
Median Avg Winning Trade [%],USLM,SMA,68,85,0,false,false,0,92,1.2979158711404144,46.73913043478261,3.679487699502661,5.8944058142231,0.7613863051608759,-0.6340566163005747,66 days 20:20:52.173913043,0.005573204195768894,0.16951829428797052,0.33903658857594104,0.9992096194681961,0,11397,11398 days 00:00:00,1000.0,46191.8538694934,4519.18538694934,12349.411379606361,100.0,1131.6343504284105,61.86173219816871,1873 days 00:00:00,92,0.0,100.61104825691484,-23.705887297857842,19.235764037509277,-5.813316708252525,93 days 20:39:04.186046512,43 days 03:25:42.857142857,491.21580292927615,0.4970006038282037,0.21109773811779167,1.1356743749733842,1.120824455640821,24.11084703146416,1.1918958786849423,0.9528301886792452,-0.028043407349560498,0.0005945498911700306,0.1498265725748477,45.19185386949324,0.08843403245001569,0.3628090320553141,6150,184,16507.559523809523,,
Mean Best Trade [%],USLM,SMA,65,74,0,false,false,0,129,1.2888445834230724,47.286821705426355,4.325325808624793,4.099074329324663,0.7645885402934341,-0.6385630335538446,47 days 07:26:30.697674418,0.007814601535371602,0.23769413003421955,0.4753882600684391,0.9743259066544279,0,11397,11398 days 00:00:00,1000.0,45635.33786440555,4463.533786440555,12349.411379606361,100.0,1350.4321620645821,65.46267953570798,1910 days 00:00:00,129,0.0,124.01583769742179,-18.931254186760547,14.656237307574255,-5.371321871752175,65 days 00:47:12.786885246,31 days 09:52:56.470588235,346.0103710419034,0.49505191613754335,0.19881550701271977,1.1365137906267553,1.342931261409657,27.5585918895486,1.2233450883735597,0.9290214195716087,-0.027660273096335886,0.0005966113060670156,0.15034604912888794,44.63533786440548,0.08814238547364694,0.3655000460297406,6103,258,16507.559523809523,,
Median Avg Losing Trade Duration,USLM,SMA,70,77,0,false,false,0,142,1.2859806189702625,45.07042253521127,4.290062846338859,4.176580079563327,0.8010731940275991,-0.4755674274099168,43 days 03:22:49.014084507,0.008602119519556337,0.2616478020531719,0.5232956041063438,1.0927929979168063,0,11397,11398 days 00:00:00,1000.0,65764.33579780212,6476.433579780212,12349.411379606361,100.0,2110.037266180806,66.99934152679154,1735 days 00:00:00,142,0.0,138.37097731781014,-20.43291415927914,15.197611017315053,-4.866317100130399,65 days 18:45:00,24,456.0868718155078,0.522173200500259,0.21410903169777998,1.1440952081953828,1.121221985160284,24.42024681578049,1.2314307202713701,0.9290780141843973,-0.02766027309633588,0.0006299368720962744,0.15874409176826115,64.76433579780203,0.0969686310940201,0.36587198238697044,6126,284,16507.559523809523,,
Median Best Trade [%],USLM,SMA,62,76,0,false,false,0,105,1.2842489501584535,49.523809523809526,3.635406244768903,4.684905565139488,0.6774662994116173,-0.8282203438839632,58 days 11:53:08.571428571,0.006360722179953629,0.1934719663069229,0.3869439326138458,0.9063978916497826,0,11397,11398 days 00:00:00,1000.0,22213.776400242525,2121.3776400242527,12349.411379606361,100.0,584.5674340464768,68.84471001617909,3194 days 00:00:00,105,0.0,131.3398952950871,-20.432914159279136,16.41218009791291,-6.82109963682689,78 days 23:04:36.923076924,38 days 09:57:44.150943396,202.03596571659546,0.44315751768012734,0.15163348262315732,1.1211107531638322,1.1811477274707305,27.780016583074637,1.1980100467021502,0.9358108108108109,-0.027987142364841074,0.0005384465704669289,0.1356885357576661,21.213776400242626,0.07095855822566621,0.3684946583267876,6142,210,16507.559523809523,,
Most Expectancy,USLM,SMA,51,84,0,false,false,0,81,1.2736195812466826,37.03703703703704,5.458108523590098,8.145224357899457,0.806685030719974,-0.46874948363362623,74 days 21:37:46.666666666,0.004906842824535657,0.14924980257962622,0.29849960515925245,1.2156731273832566,0,11397,11398 days 00:00:00,1000.0,66606.31172236652,6560.631172236652,12349.411379606361,100.0,916.9724129103564,64.67670367126041,1910 days 00:00:00,81,0.0,141.4364885064307,-22.23676408776777,32.01978955859161,-5.8986375248606375,126 days 00:48:00,44 days 19:45:52.941176470,809.9544657082287,0.5230356736583492,0.22251839749571503,1.1451944371359297,1.263745184320593,28.153322287422537,1.1873967799057301,0.9644580956559894,-0.027777752022683722,0.0006293766316893091,0.1586029111857059,65.60631172236633,0.09727721339078221,0.36494381315117835,6067,162,16507.559523809523,,
