Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Least Total Trades,NVDA,EMA,49,53,0,false,0,34,146.6216900599911,52.94117647058824,61.01671692995834,60.18557999204883,1.7231142190780988,-0.13220451991346133,133 days 14:49:24.705882352,0.0035598987871913444,0.10828025477707007,0.21656050955414013,6.516909935444778,0,6594,6595 days 00:00:00,1000.0,2419067.6393052633,241806.7639305263,278644.875986693,100.0,4529.131585395029,58.711674893786416,1354 days 00:00:00,34,0.0,624.2298378282602,-32.461743551747716,124.8984476758063,-12.616396152178332,230 days 13:20:00,24 days 13:30:00,71119.6364501548,1.069563977212258,0.9182221688589872,1.2249727256123246,1.6010940876477495,22.63488941894348,1.1128635508921392,0.5653928317113696,-0.03883030874540357,None,None,0.0015627174853914106,0.39380480631863546,2418.0676393052654,0.34676487647532706,0.4431190352948675,9550.833333333334
Most Profit Factor,NVDA,EMA,49,53,0,false,0,34,146.6216900599911,52.94117647058824,61.01671692995834,60.18557999204883,1.7231142190780988,-0.13220451991346133,133 days 14:49:24.705882352,0.0035598987871913444,0.10828025477707007,0.21656050955414013,6.516909935444778,0,6594,6595 days 00:00:00,1000.0,2419067.6393052633,241806.7639305263,278644.875986693,100.0,4529.131585395029,58.711674893786416,1354 days 00:00:00,34,0.0,624.2298378282602,-32.461743551747716,124.8984476758063,-12.616396152178332,230 days 13:20:00,24 days 13:30:00,71119.6364501548,1.069563977212258,0.9182221688589872,1.2249727256123246,1.6010940876477495,22.63488941894348,1.1128635508921392,0.5653928317113696,-0.03883030874540357,None,None,0.0015627174853914106,0.39380480631863546,2418.0676393052654,0.34676487647532706,0.4431190352948675,9550.833333333334
Least Max Drawdown [%],NVDA,EMA,47,50,0,false,0,35,70.62141862592561,51.42857142857142,30.49039866586662,58.88771141278964,1.7138913031434857,-0.1913126134453007,129 days 08:13:42.857142856,0.0036646016926969722,0.11146496815286625,0.2229299363057325,6.563916877221776,0,6594,6595 days 00:00:00,1000.0,2254365.9653853704,225336.59653853707,278644.875986693,100.0,4989.976215247752,55.252732458002754,1327 days 00:00:00,35,0.0,636.2577818307415,-30.20516442649692,125.42839680386373,-11.567131942465277,223 days 21:20:00,29 days 05:38:49.411764706,64381.88472529629,1.062634341504361,0.9648552162259755,1.2238025704032196,1.6142319800115819,22.68525683363,1.113861639363203,0.5613162878787878,-0.038830308745403656,None,None,0.001551296724324793,0.39092677452984786,2253.3659653853865,0.34314107493147494,0.44274914483604305,9550.833333333334
Most Win Rate [%],NVDA,EMA,42,48,0,false,0,39,60.46876495425585,56.41025641025641,31.65736266740884,37.50329007906184,1.7631405794868897,0.04891358706860375,115 days 10:27:41.538461538,0.004083413314719483,0.12420382165605096,0.2484076433121019,4.658051952494942,0,6594,6595 days 00:00:00,1000.0,2923743.963894884,292274.3963894884,278644.875986693,100.0,9436.329796359896,61.95069052311135,1206 days 00:00:00,39,0.0,380.4223980904267,-22.124614915880674,75.2520119171182,-11.347997005481671,182 days 07:38:10.909090908,28 days 21:10:35.294117647,74942.15292038166,1.0912826318413924,0.896404849734715,1.2318714329994116,1.62371182736789,22.990047651439948,1.1206898163770107,0.5572609208972845,-0.03857689483766662,None,None,0.0015885769165949921,0.40032138298193803,2922.743963894905,0.35655121939329426,0.4414867834776917,9550.833333333334
Least Avg Losing Trade [%],NVDA,EMA,43,49,0,false,0,35,52.45861682319878,54.285714285714285,25.71858965237205,48.91321884887244,1.6913461409762833,-0.2911994656118289,128 days 23:18:51.428571426,0.0036646016926969722,0.11146496815286625,0.2229299363057325,5.4521103812437435,0,6594,6595 days 00:00:00,1000.0,1976036.3700389368,197503.63700389367,278644.875986693,100.0,6173.344153348675,65.93653234074381,1321 days 00:00:00,35,0.0,629.9409252496155,-24.2400222150799,100.93184338265837,-12.858897784998351,211 days 02:31:34.736842104,31 days 10:30:00,56429.61057254106,1.0496222866539666,0.7916224489044427,1.2214662891369208,1.6153917484187612,22.85033125584711,1.1123975684395513,0.5583648393194708,-0.03877962130766429,None,None,0.001530357834350954,0.3856501742564404,1975.036370038935,0.3363950185158997,0.4421876921478192,9550.833333333334
Median Worst Trade [%],NVDA,EMA,40,49,0,false,0,39,38.402592637130674,51.28205128205128,23.902370852102095,36.90454204040834,1.7089794415452697,-0.22188006268074384,115 days 06:09:13.846153845,0.004083413314719483,0.12420382165605096,0.2484076433121019,4.583685157885112,0,6594,6595 days 00:00:00,1000.0,2169191.334370975,216819.13343709748,278644.875986693,100.0,7129.191902785798,65.68980285033929,1206 days 00:00:00,39,0.0,380.4223980904266,-24.153713995414645,82.74146181857822,-11.344847199770465,192 days 06:00:00,34 days 05:03:09.473684210,55594.64959925576,1.0598977111335202,0.8065854884762145,1.2246430135925024,1.6191975805676475,22.954352929232204,1.117948658392139,0.5546911834040548,-0.038736001297076814,None,None,0.0015436968506789455,0.3890116063710943,2168.191334370948,0.34116587927290376,0.44171766371486304,9550.833333333334
Median Max Drawdown [%],NVDA,EMA,33,59,0,false,0,40,37.25800739945305,52.5,22.516980545326124,35.84333247775962,1.7123829922442961,-0.21642792219522075,112 days 11:59:59.999999999,0.004188116220225111,0.12738853503184713,0.25477707006369427,4.566029615001225,0,6594,6595 days 00:00:00,1000.0,2184383.4444654807,218338.3444465481,278644.875986693,100.0,7263.186653626704,62.56635892816678,1316 days 00:00:00,40,0.0,380.4223980904266,-23.472966052239688,78.27092148294115,-11.050318527967349,189 days 05:42:51.428571428,27 days 16:25:15.789473684,54584.58611163702,1.061524253773472,0.8477965812514691,1.2250572596311666,1.62763660797738,23.108431269650772,1.1174684379325475,0.5561585653610194,-0.03861661054787285,None,None,0.001543441343959732,0.3889472186778525,2183.3834444654776,0.34152358837889474,0.4409678332584905,9550.833333333334
Least Max Drawdown Duration,NVDA,EMA,37,49,0,false,0,41,32.46803278282518,51.21951219512195,21.110968831618315,34.022644267848655,1.690704278897977,-0.32071474085329027,108 days 18:08:46.829268293,0.004292819125730739,0.1305732484076433,0.2611464968152866,4.442447181470684,0,6594,6595 days 00:00:00,1000.0,1893793.5679452356,189279.35679452357,278644.875986693,100.0,6477.0820237668,62.591633143363836,1187 days 00:00:00,41,0.0,408.8945601878674,-23.99548242066829,76.59071374997018,-10.673828688378952,180 days 04:34:17.142857144,33 days 18:00:00,46165.69677915208,1.0494645715545594,0.8282125478411564,1.2228504971753407,1.6268367164704756,23.39501851430468,1.119547946599211,0.5470326061459067,-0.03857689483766661,None,None,0.0015179029230419176,0.38251153660656323,1892.79356794524,0.334225969735205,0.4386548322295079,9550.833333333334
Most Calmar Ratio,NVDA,EMA,48,60,0,false,0,34,26.38012035454974,55.88235294117647,9.211191060964158,62.90660842553331,1.8300547729636774,0.5494187674832345,134 days 01:24:42.352941177,0.0035598987871913444,0.10828025477707007,0.21656050955414013,6.811543587478129,0,6594,6595 days 00:00:00,1000.0,4318376.003168206,431737.6003168206,278644.875986693,100.0,17657.93129094295,58.8239937716746,1355 days 00:00:00,34,0.0,625.823265510414,-17.99826755464822,120.6761584873832,-10.268154986143253,225 days 15:09:28.421052632,18 days 01:36:00,126981.64715200607,1.1292365680462126,1.0017447060039848,1.2387458763884411,1.6254185224398678,22.567266506924177,1.1207700786371644,0.5698643180195192,-0.038830308745403636,None,None,0.0016509594921699355,0.41604179202682373,4317.37600316821,0.3769189538740305,0.44340255034178117,9550.833333333334
Mean Max Drawdown [%],NVDA,EMA,28,71,0,false,0,40,25.126922880820317,45.0,22.179733232375252,50.90213644031739,1.6705676778500207,-0.38059392928063845,112 days 11:24:00,0.004188116220225111,0.12738853503184713,0.25477707006369427,6.484348591123235,0,6594,6595 days 00:00:00,1000.0,1726943.277610013,172594.3277610013,278644.875986693,100.0,4091.148857961026,63.514837599394845,1406 days 00:00:00,40,0.0,650.2620862859968,-30.20516442649693,125.76248242772277,-10.347237549377915,221 days 21:20:00,22 days 22:54:32.727272727,43148.58194025033,1.0371485896223926,0.80400269967355,1.219165931042578,1.6292091641826159,23.117807087277868,1.1130389603998085,0.5554245283018867,-0.03876843282512834,None,None,0.0015075484927680731,0.37990222017755443,1725.943277610013,0.32953224307104434,0.4408359586393636,9550.833333333334
