Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],MKR-USD,SMA,17,27,0,false,1,354,0.06387589074102983,39.376770538243626,1.1446825704991308,0.2744349468184659,1.2762757082813854,-0.0023715804731928762,0 days 23:49:58.300283285,0.48636546300017225,14.632298065330962,29.22326195533613,4.015613941391044,0,17419,725 days 20:00:00,1000.0,1949.931207816818,94.9931207816818,95.21894016084538,100.0,932.5925398076864,44.0749345292103,245 days 08:00:00,353,67.3649130931924,21.47171125537665,-12.182884801906894,3.9083169753031797,-2.085890295982353,1 days 11:37:33.237410071,0 days 16:10:22.429906542,2.5001878037496432,0.8657048192211838,0.9054545076341811,1.0415245079493984,0.3592710616412424,29.518830016207765,1.1368858362881147,0.3171026765461969,-0.008337000656329672,None,None,0.000057927873233430155,0.3503477773157856,0.9499312078168216,0.2609299728185117,0.48705240620814255,725.7916666666666
Most Profit Factor,MKR-USD,SMA,17,27,0,false,1,354,0.06387589074102983,39.376770538243626,1.1446825704991308,0.2744349468184659,1.2762757082813854,-0.0023715804731928762,0 days 23:49:58.300283285,0.48636546300017225,14.632298065330962,29.22326195533613,4.015613941391044,0,17419,725 days 20:00:00,1000.0,1949.931207816818,94.9931207816818,95.21894016084538,100.0,932.5925398076864,44.0749345292103,245 days 08:00:00,353,67.3649130931924,21.47171125537665,-12.182884801906894,3.9083169753031797,-2.085890295982353,1 days 11:37:33.237410071,0 days 16:10:22.429906542,2.5001878037496432,0.8657048192211838,0.9054545076341811,1.0415245079493984,0.3592710616412424,29.518830016207765,1.1368858362881147,0.3171026765461969,-0.008337000656329672,None,None,0.000057927873233430155,0.3503477773157856,0.9499312078168216,0.2609299728185117,0.48705240620814255,725.7916666666666
Most Sharpe Ratio,MKR-USD,SMA,17,27,0,false,1,354,0.06387589074102983,39.376770538243626,1.1446825704991308,0.2744349468184659,1.2762757082813854,-0.0023715804731928762,0 days 23:49:58.300283285,0.48636546300017225,14.632298065330962,29.22326195533613,4.015613941391044,0,17419,725 days 20:00:00,1000.0,1949.931207816818,94.9931207816818,95.21894016084538,100.0,932.5925398076864,44.0749345292103,245 days 08:00:00,353,67.3649130931924,21.47171125537665,-12.182884801906894,3.9083169753031797,-2.085890295982353,1 days 11:37:33.237410071,0 days 16:10:22.429906542,2.5001878037496432,0.8657048192211838,0.9054545076341811,1.0415245079493984,0.3592710616412424,29.518830016207765,1.1368858362881147,0.3171026765461969,-0.008337000656329672,None,None,0.000057927873233430155,0.3503477773157856,0.9499312078168216,0.2609299728185117,0.48705240620814255,725.7916666666666
Most Calmar Ratio,MKR-USD,SMA,17,27,0,false,1,354,0.06387589074102983,39.376770538243626,1.1446825704991308,0.2744349468184659,1.2762757082813854,-0.0023715804731928762,0 days 23:49:58.300283285,0.48636546300017225,14.632298065330962,29.22326195533613,4.015613941391044,0,17419,725 days 20:00:00,1000.0,1949.931207816818,94.9931207816818,95.21894016084538,100.0,932.5925398076864,44.0749345292103,245 days 08:00:00,353,67.3649130931924,21.47171125537665,-12.182884801906894,3.9083169753031797,-2.085890295982353,1 days 11:37:33.237410071,0 days 16:10:22.429906542,2.5001878037496432,0.8657048192211838,0.9054545076341811,1.0415245079493984,0.3592710616412424,29.518830016207765,1.1368858362881147,0.3171026765461969,-0.008337000656329672,None,None,0.000057927873233430155,0.3503477773157856,0.9499312078168216,0.2609299728185117,0.48705240620814255,725.7916666666666
Most Omega Ratio,MKR-USD,SMA,17,27,0,false,1,354,0.06387589074102983,39.376770538243626,1.1446825704991308,0.2744349468184659,1.2762757082813854,-0.0023715804731928762,0 days 23:49:58.300283285,0.48636546300017225,14.632298065330962,29.22326195533613,4.015613941391044,0,17419,725 days 20:00:00,1000.0,1949.931207816818,94.9931207816818,95.21894016084538,100.0,932.5925398076864,44.0749345292103,245 days 08:00:00,353,67.3649130931924,21.47171125537665,-12.182884801906894,3.9083169753031797,-2.085890295982353,1 days 11:37:33.237410071,0 days 16:10:22.429906542,2.5001878037496432,0.8657048192211838,0.9054545076341811,1.0415245079493984,0.3592710616412424,29.518830016207765,1.1368858362881147,0.3171026765461969,-0.008337000656329672,None,None,0.000057927873233430155,0.3503477773157856,0.9499312078168216,0.2609299728185117,0.48705240620814255,725.7916666666666
Most Sortino Ratio,MKR-USD,SMA,17,27,0,false,1,354,0.06387589074102983,39.376770538243626,1.1446825704991308,0.2744349468184659,1.2762757082813854,-0.0023715804731928762,0 days 23:49:58.300283285,0.48636546300017225,14.632298065330962,29.22326195533613,4.015613941391044,0,17419,725 days 20:00:00,1000.0,1949.931207816818,94.9931207816818,95.21894016084538,100.0,932.5925398076864,44.0749345292103,245 days 08:00:00,353,67.3649130931924,21.47171125537665,-12.182884801906894,3.9083169753031797,-2.085890295982353,1 days 11:37:33.237410071,0 days 16:10:22.429906542,2.5001878037496432,0.8657048192211838,0.9054545076341811,1.0415245079493984,0.3592710616412424,29.518830016207765,1.1368858362881147,0.3171026765461969,-0.008337000656329672,None,None,0.000057927873233430155,0.3503477773157856,0.9499312078168216,0.2609299728185117,0.48705240620814255,725.7916666666666
Least Max Drawdown [%],MKR-USD,SMA,20,52,0,false,1,188,0.04708485464577785,38.50267379679144,1.1282154726054143,0.46155226315491715,1.1053037258142397,-0.2687011310615825,1 days 21:02:53.262032085,0.25764969286411393,7.770824961249211,15.50031574717263,3.5866418474452946,0,17419,725 days 20:00:00,1000.0,1696.3350324114108,69.63350324114109,95.21894016084538,100.0,551.934005656454,39.683229178416084,238 days 17:00:00,187,33.19296301286272,44.795376660545976,-9.83962278033802,5.799856339090951,-2.880690288735469,2 days 22:29:10,1 days 05:07:18.260869565,3.5462142748585563,0.7459132283920785,0.7671033150602106,1.0358113593496387,0.5911816132468702,28.84314012771644,1.1059094643020277,0.3144193767448879,-0.008342492457055734,None,None,0.000049904507242670984,0.3018224598036741,0.6963350324114177,0.20138854603835044,0.4869780730190912,725.7916666666666
Least Best Trade [%],MKR-USD,SMA,18,26,0,false,1,393,0.043656467798743374,40.816326530612244,1.09635965957625,0.20392595097930855,1.04685763785723,-0.3320562358982433,0 days 21:29:50.816326530,0.540099890923704,16.244330903036914,32.447327630748035,3.3126406274243725,0,17419,725 days 20:00:00,1000.0,1636.00897304815,63.60089730481499,95.21894016084538,100.0,930.7039563259754,46.68147443998964,245 days 00:00:00,392,56.519738669378285,21.181842325993294,-12.182884801906896,3.548348941848479,-2.102572663413223,1 days 06:27:00,0 days 15:19:23.793103448,1.478288863211164,0.7144727997940213,0.6016822654867885,1.0340351427267536,0.2895931660415558,29.018787416958304,1.1360861734595993,0.31819901626939084,-0.008404045465893148,None,None,0.00004808013015651264,0.2907886271865885,0.6360089730481464,0.18637951590491042,0.4898215398717159,725.7916666666666
Most Expectancy,MKR-USD,SMA,66,89,0,false,0,126,0.02606697892929551,42.06349206349206,1.106530681434896,0.6439272762082169,0.9598406640160496,-0.46687312648223567,2 days 19:09:02.857142856,0.17360353636833345,5.208106091050004,10.416212182100008,3.3536415694132526,0,17419,725 days 20:00:00,1000.0,1507.6377586762658,50.763775867626585,95.21894016084538,100.0,368.62974218957714,62.4599962918995,391 days 00:00:00,126,0.0,42.66431905082168,-16.243283190205524,7.1346721803712,-4.06853135284162,4 days 01:21:30.566037735,1 days 21:13:09.041095890,4.028871100605286,0.6437706804870776,0.36712576454666,1.0304125060372593,1.0091975186789637,23.42457638703715,1.076792111572164,0.3176007866273353,-0.008740563470756033,None,None,0.00004337194237099009,0.2623135074597481,0.5076377586762584,0.15319414236038997,0.4903832446310414,725.7916666666666
Mean Expectancy,MKR-USD,SMA,12,22,0,false,1,416,0.019639106503735605,39.277108433734945,1.059783748355918,0.16264336661117107,1.0014384847814974,-0.4197133409251298,0 days 20:17:55.662650601,0.5717894253401459,17.19501693553017,34.348699695734545,2.7966554433307285,0,17419,725 days 20:00:00,1000.0,1552.5428066658696,55.25428066658695,95.21894016084538,100.0,973.7841394502886,51.84157803038095,266 days 17:00:00,415,170.99705550106228,23.514503511592856,-14.642234357390423,3.651991041999298,-2.0943553281835308,1 days 07:27:36.441717791,0 days 13:04:45.714285714,0.9193873522043692,0.6689993500722758,0.4775799435489448,1.031860127697602,0.8478399189558236,29.285197178650186,1.1530956679463504,0.3156106034287441,-0.00839007027040289,None,None,0.00004508144023497051,0.27265255054110166,0.5525428066658751,0.16500523143414103,0.49048985673100265,725.7916666666666
