Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Mean Max Drawdown [%],MSTY_MSTR,SMA,27,28,0,false,82,0.0,37.03703703703704,0.25781753231886007,0.0001,-5.933721156130409,0.2644555600836717,0 days 11:51:51.111111110,0.6819913130638156,21.0,41.74390243902439,0.0021000000000000003,0,1968,82 days 01:00:00,1000.0,444.0094755527789,-55.599052444722105,-75.58897794271515,100.0,103.60796706303701,56.41617808639917,78 days 21:00:00,81,1,5.154990024472397,4.1035219405644945,-8.889083776703442,1.100032467539837,-2.2043743327595084,0 days 13:16:00,0 days 11:02:21.176470588,-6.927722400885105,-5.4173624783557255,-1.7246937371973619,0.7141521583995935,-7.87086348566389,102.87048541256908,0.7733126922315136,0.3467852257181943,-0.005989187782339929,None,None,-0.0003888452463992389,-2.351736050222597,-0.55599052444722,-0.9174101856978248,0.522452537718913,118.76984126984127
Median Max Drawdown [%],MSTY_MSTR,SMA,11,18,0,false,56,0.0,30.909090909090907,0.2178282310384035,0.0001,-5.272337864717301,0.25533050265279483,0 days 18:38:10.909090908,0.4630805212161711,14.341463414634147,28.426829268292682,0.0014341463414634147,0,1968,82 days 01:00:00,1000.0,437.11193790409334,-56.28880620959067,-75.58897794271515,100.0,74.60579972776884,57.5975668498344,80 days 03:00:00,55,1,7.645578374874276,3.6913760913911484,-14.3417614854167,1.6017151746779006,-2.8489011161046536,1 days 03:00:00,0 days 14:53:41.052631578,-10.373338917650564,-4.8591742495178325,-1.692471772128914,0.7274889170810965,-9.587215256247479,151.29106805759793,0.7261733855854705,0.3905367231638418,-0.005944539491121316,None,None,-0.00039043905259944186,-2.3613753901214243,-0.5628880620959074,-0.9212880158370785,0.5848556927560628,118.76984126984127
Most Total Trades,MSTY_MSTR,SMA,2,3,0,false,388,0.0,34.62532299741602,0.4077745021487957,0.0001,-9.23045532368609,-0.0007015841314809317,0 days 02:42:19.534883719,3.2584029401937857,99.3658536585366,198.47560975609755,0.00993658536585366,0,1968,82 days 01:00:00,1000.0,243.57990029845382,-75.64200997015462,-75.58897794271515,100.0,382.1576380875655,75.94787151355136,81 days 21:00:00,387,1,1.2517223666161215,4.46887475255418,-10.914203095944115,0.7506505208216702,-0.9379513343762854,0 days 04:08:03.582089552,0 days 01:56:55.019762845,-1.957808325757527,-8.22522050073136,-1.3142340537814436,0.6314443230634643,-6.207288554501964,77.09034726267612,1.1193232701703053,0.35793103448275865,-0.007952258716982182,None,None,-0.0006855242345185561,-4.146050570368227,-0.7564200997015471,-0.9869382379667765,0.6066430235376742,118.76984126984127
Least Total Trades,MSTY_MSTR,SMA,30,89,0,false,12,-0.0,0.0,0.0,NaN,-4.756619807111927,0.34700002827392196,2 days 00:38:10.909090909,0.09261610424323422,3.073170731707317,5.890243902439025,NaN,0,1968,82 days 01:00:00,1000.0,506.4039954060387,-49.35960045939613,-75.58897794271515,100.0,16.041890470475515,51.45089783931142,76 days 08:00:00,11,1,14.903762233574582,-3.9965482786965407,-12.51677168893704,NaN,-6.225924568528081,NaT,2 days 00:38:10.909090909,-46.227251529775984,-4.4192709175106915,-1.8494275720656983,0.6784760823963102,-9.810064004799917,138.01778928546048,0.6287211696872481,0.17974835230677053,-0.004608747454525913,None,None,-0.00032125488520126535,-1.9429495456972528,-0.49359600459396047,-0.8763111866398582,0.5291235101571947,118.76984126984127
Mean Total Trades,MSTY_MSTR,SMA,2,76,0,false,26,-0.0,4.0,0.0006309034721516328,0.0001,-4.30693665380534,0.34314515982746707,1 days 00:02:24,0.2104911460073505,6.658536585365854,13.060975609756097,0.0006658536585365855,0,1968,82 days 01:00:00,1000.0,503.49013974632726,-49.650986025367274,-75.58897794271515,100.0,35.575633026655446,53.524759389146446,76 days 18:00:00,25,1,14.818005777604128,0.056265119617078765,-15.380747085184037,0.056265119617078765,-2.8889717965811994,2 days 02:00:00,0 days 22:57:30,-20.453114641251062,-4.057637245786683,-1.7800644329212536,0.6849639922764863,-11.691710152872316,188.84912954690384,0.6725851249461888,0.20281001832620646,-0.00422149991646589,None,None,-0.00031955908188309055,-1.9326933272289317,-0.4965098602536737,-0.8784842710539438,0.5732392124965924,118.76984126984127
Median Total Trades,MSTY_MSTR,SMA,3,89,0,false,19,-0.0,0.0,0.0,NaN,-4.458584450899999,0.3320652051118717,1 days 05:23:20,0.15155362512529236,4.865853658536586,9.475609756097562,NaN,0,1968,82 days 01:00:00,1000.0,495.1149152202931,-50.4885084779707,-75.58897794271515,100.0,26.127766703254135,54.70257373567273,76 days 18:00:00,18,1,13.775069947363363,-0.9053145580255263,-15.421543690622922,NaN,-3.924509362411522,NaT,1 days 05:23:20,-28.81445304039279,-4.2145272966910685,-1.7479455410394775,0.6572772030110304,-11.926853668006546,194.55233682090426,0.6153702672485823,0.17833632555356077,-0.0039479990173301545,None,None,-0.00032862741698698065,-1.987538617937259,-0.5048850847797057,-0.8845866784738293,0.5675614199567451,118.76984126984127
Most Win Rate [%],MSTY_MSTR,SMA,56,57,0,false,48,0.0,48.93617021276596,0.3188302544053746,0.0001,-4.6427413311045855,0.3195386035240649,0 days 15:08:56.170212764,0.3957233544938189,12.292682926829269,24.329268292682926,0.0012292682926829269,0,1968,82 days 01:00:00,1000.0,485.64618510911396,-51.435381489088606,-75.58897794271515,100.0,82.19280774000833,59.33159610127464,67 days 18:00:00,47,1,10.523146624327012,3.014467800529172,-15.680701234163152,1.1426342164135925,-4.01218334366371,0 days 09:02:36.521739130,0 days 21:00:00,-11.167594925855596,-4.1984630009872665,-1.6176527884271825,0.7360620721859302,-9.054165146204047,144.09368951016506,0.8045784884798343,0.23603264281230385,-0.0058456486288931955,None,None,-0.00033711241627785033,-2.0388558936484387,-0.5143538148908875,-0.8912329541895849,0.5844432706107079,118.76984126984127
Least Win Rate [%],MSTY_MSTR,SMA,2,81,0,false,24,-0.0,0.0,0.0,NaN,-4.420960045495962,0.33342984040355084,1 days 01:02:36.521739130,0.19365185432676246,6.146341463414634,12.036585365853659,NaN,0,1968,82 days 01:00:00,1000.0,496.14642908991885,-50.38535709100811,-75.58897794271515,100.0,32.74619539969819,54.034260764917676,76 days 18:00:00,23,1,10.750669480243971,-0.15055876681558625,-15.380747085184057,NaN,-3.037888390981125,NaT,1 days 01:02:36.521739130,-22.374097408275006,-4.17534114485402,-1.7688101564014032,0.6703405050433903,-11.820666776703645,191.76748069073145,0.6513686039572562,0.19261053906723197,-0.0040924224936649805,None,None,-0.0003272793290963293,-1.9793853823745997,-0.5038535709100811,-0.883846514482873,0.5705379737351276,118.76984126984127
Mean Win Rate [%],MSTY_MSTR,SMA,6,37,0,false,36,0.0,14.285714285714285,0.07180988113587491,0.0001,-5.697912336505278,0.1815096273298189,1 days 02:23:59.999999999,0.2946876044102907,9.219512195121952,18.182926829268293,0.0009219512195121953,0,1968,82 days 01:00:00,1000.0,381.3114927390898,-61.86885072609102,-75.58897794271515,100.0,44.57980970198805,63.010538770033186,79 days 09:00:00,35,1,8.262387043631122,3.292304680881132,-15.840867423623378,1.3801690002871398,-3.39869149503706,1 days 22:48:00,0 days 23:00:00,-17.91288269441546,-5.307252281793709,-1.5652731285080357,0.6822135718977953,-9.368501755180645,135.03216713928146,0.6698844109598838,0.3385452073419443,-0.005715864485807813,None,None,-0.00045550075733171883,-2.7548685803422357,-0.6186885072609107,-0.9482565767109948,0.6247083563437221,118.76984126984127
Median Win Rate [%],MSTY_MSTR,SMA,4,45,0,false,34,-0.0,12.121212121212121,0.05014283473364861,0.0001,-5.849990508988941,0.1708929072055245,1 days 00:54:32.727272726,0.2778483127297027,8.707317073170731,17.158536585365855,0.0008707317073170732,0,1968,82 days 01:00:00,1000.0,373.2864225060971,-62.67135774939029,-75.58897794271515,100.0,41.630723087985345,63.993466574170746,78 days 23:00:00,33,1,10.869011150462484,3.241617554808197,-15.421543690622908,1.465002064587208,-3.5858632119165854,1 days 22:45:00,0 days 21:53:47.586206896,-19.32068450437471,-5.491451608026845,-1.5431656706975145,0.6597182595921286,-9.746774804264462,140.56142047450794,0.6496571968096777,0.3039735099337748,-0.005182144686301644,None,None,-0.0004668824050837773,-2.8237047859466853,-0.6267135774939008,-0.9515291604483159,0.6188398766843849,118.76984126984127
Most Best Trade [%],MSTY_MSTR,SMA,76,78,0,false,27,0.0,42.30769230769231,0.40662688407099457,0.0001,-2.3044127652490034,0.6594763067477428,0 days 22:48:27.692307691,0.2189107918476445,6.914634146341464,13.573170731707318,0.0006914634146341464,0,1968,82 days 01:00:00,1000.0,742.6016206178323,-25.73983793821677,-75.58897794271515,100.0,46.54637492388592,40.432878668203166,67 days 18:00:00,26,1,6.8345854861742055,12.8329534837867,-10.2870775817658,1.7633977496257385,-3.1950893885560285,0 days 13:54:32.727272727,1 days 05:20:00,-10.162806341090064,-2.0514506030497603,-1.815177573137104,0.8509332827113405,-9.089411492198204,141.27193170407577,0.8137049515927193,0.19405700424499697,-0.004764717809620349,None,None,-0.00013222439945266147,-0.7996931678896966,-0.2573983793821668,-0.5991217319612389,0.46914650301767524,118.76984126984127
Least Best Trade [%],MSTY_MSTR,SMA,30,89,0,false,12,-0.0,0.0,0.0,NaN,-4.756619807111927,0.34700002827392196,2 days 00:38:10.909090909,0.09261610424323422,3.073170731707317,5.890243902439025,NaN,0,1968,82 days 01:00:00,1000.0,506.4039954060387,-49.35960045939613,-75.58897794271515,100.0,16.041890470475515,51.45089783931142,76 days 08:00:00,11,1,14.903762233574582,-3.9965482786965407,-12.51677168893704,NaN,-6.225924568528081,NaT,2 days 00:38:10.909090909,-46.227251529775984,-4.4192709175106915,-1.8494275720656983,0.6784760823963102,-9.810064004799917,138.01778928546048,0.6287211696872481,0.17974835230677053,-0.004608747454525913,None,None,-0.00032125488520126535,-1.9429495456972528,-0.49359600459396047,-0.8763111866398582,0.5291235101571947,118.76984126984127
Mean Best Trade [%],MSTY_MSTR,SMA,8,41,0,false,26,-0.0,12.0,0.05019326509777142,0.0001,-4.967473470182112,0.24769452654888818,1 days 10:45:35.999999999,0.2104911460073505,6.658536585365854,13.060975609756097,0.0006658536585365855,0,1968,82 days 01:00:00,1000.0,431.3399816112003,-56.86600183887997,-75.58897794271515,100.0,34.08356702859718,58.47425862174909,78 days 20:00:00,25,1,12.571140634902918,2.1679934860871586,-15.510099904810753,1.4698312919189687,-4.014623704082003,2 days 10:20:00,1 days 07:32:43.636363636,-23.249246360948103,-4.623720498148403,-1.6695694360068256,0.7119761248109039,-9.58979354155244,139.75071975143786,0.6613274167450878,0.33310765064319564,-0.005430164337364498,None,None,-0.00039346977817281793,-2.3797052183892027,-0.5686600183887999,-0.9244371024767265,0.6194093424994109,118.76984126984127
Median Best Trade [%],MSTY_MSTR,SMA,51,66,0,false,17,0.0,18.75,0.09386273982500085,0.0001,-4.893498496448598,0.28805685295557176,1 days 16:59:59.999999999,0.13471433344470432,4.353658536585366,8.451219512195122,0.0004353658536585366,0,1968,82 days 01:00:00,1000.0,461.8494516159151,-53.81505483840849,-75.58897794271515,100.0,24.32566314439855,59.55863331493047,67 days 18:00:00,16,1,8.078265253183133,2.54814341476516,-16.51982567899093,2.0176548057467754,-6.225253332748149,1 days 03:20:00,1 days 20:09:13.846153846,-34.13930085232925,-4.509030794520216,-1.625013015017898,0.6986769988550117,-9.796372029493556,152.09090553902212,0.7047174340036133,0.21393341553637485,-0.005718059385798472,None,None,-0.00036244022877287234,-2.192038503618332,-0.5381505483840854,-0.9067870638560093,0.5850744578362883,118.76984126984127
Most Worst Trade [%],MSTY_MSTR,SMA,76,89,0,false,15,0.0,14.285714285714285,0.14534277696959538,0.0001,-2.507584035854927,0.6093459191053648,1 days 16:29:59.999999999,0.11787504176411627,3.8414634146341466,7.426829268292683,0.0003841463414634147,0,1968,82 days 01:00:00,1000.0,704.7085729602377,-29.52914270397623,-75.58897794271515,100.0,25.020772267823208,37.644522931055725,73 days 14:00:00,14,1,1.5261349933224437,3.934980557802529,-6.105087242687098,2.719357927187642,-3.3035516685466497,0 days 19:30:00,1 days 20:00:00,-21.20125443093461,-2.3011595338781023,-2.0965437660548454,0.8157421922343077,-10.714779201719658,166.52202431761796,0.7062815785798631,0.18900966183574877,-0.004261178763110941,None,None,-0.00015648281268201394,-0.9464080511008203,-0.2952914270397645,-0.658693439955113,0.494968840292275,118.76984126984127
Least Worst Trade [%],MSTY_MSTR,SMA,56,63,0,false,22,0.0,23.809523809523807,0.10010107244927877,0.0001,-5.183480186178685,0.2653116067649111,1 days 08:22:51.428571428,0.17681256264617443,5.634146341463415,11.012195121951219,0.0005634146341463416,0,1968,82 days 01:00:00,1000.0,444.65655248984035,-55.534344751015965,-75.58897794271515,100.0,31.364504624352882,60.08857207260668,67 days 18:00:00,21,1,7.441673766783424,3.1442808793114687,-19.445086679935542,1.4535769710973658,-5.359888399741684,0 days 17:36:00,1 days 13:00:00,-26.79929148937825,-4.748233662222658,-1.618994756429761,0.6979399047874859,-9.35082625330862,145.6740860786185,0.727430323299633,0.21995043370508055,-0.005929119691548655,None,None,-0.0003817538751390384,-2.3088474368409044,-0.5553434475101602,-0.917039921546933,0.5852067353957154,118.76984126984127
Mean Worst Trade [%],MSTY_MSTR,SMA,26,88,0,false,13,-0.0,0.0,0.0,NaN,-5.130587783871537,0.31114051049043034,1 days 21:20:00,0.10103575008352823,3.329268292682927,6.402439024390244,NaN,0,1968,82 days 01:00:00,1000.0,479.29815241831125,-52.07018475816888,-75.58897794271515,100.0,16.448484898687312,53.934222086177655,76 days 08:00:00,12,1,14.496797466376336,-3.5981472922268583,-12.706589301542065,NaN,-6.158237288586017,NaT,1 days 21:20:00,-44.59988708733874,-4.779142119305102,-1.783776619404408,0.6598957427471481,-9.750163636812962,136.107299677166,0.6209510759620707,0.18329326923076922,-0.004806057582871922,None,None,-0.0003489680098054338,-2.1105585233032635,-0.5207018475816894,-0.8955410977926931,0.5314881860746615,118.76984126984127
Median Worst Trade [%],MSTY_MSTR,SMA,45,69,0,false,15,-0.0,0.0,0.0,NaN,-5.3357116688896875,0.2171256950156172,1 days 23:08:34.285714285,0.11787504176411627,3.8414634146341466,7.426829268292683,NaN,0,1968,82 days 01:00:00,1000.0,408.2333142861704,-59.17666857138296,-75.58897794271515,100.0,18.87437047933663,60.69493368349501,76 days 08:00:00,14,1,8.14082896604043,-1.2297185908011554,-14.024092907338751,NaN,-6.265133184608585,NaT,1 days 23:08:34.285714285,-42.85053676284786,-4.9717327175742065,-1.6169787729572753,0.6624405268329101,-9.859683137056374,144.10795587253492,0.6605532318846682,0.21693448702101362,-0.0056490333148303176,None,None,-0.00042160910446218964,-2.549891863787323,-0.5917666857138291,-0.936193855958382,0.6172486550318936,118.76984126984127
Most Avg Winning Trade [%],MSTY_MSTR,SMA,46,51,0,false,25,-0.0,8.333333333333332,0.06330616371996826,0.0001,-7.039691226801888,0.08021303017410851,1 days 08:42:29.999999998,0.20207150016705647,6.402439024390244,12.548780487804878,0.0006402439024390244,0,1968,82 days 01:00:00,1000.0,304.7424302583388,-69.52575697416611,-75.58897794271515,100.0,27.45952545554438,70.6532094261806,78 days 00:00:00,24,1,10.49944263166509,6.250504047274825,-14.497507577092335,5.078366438233742,-5.754315375777057,2 days 05:30:00,1 days 06:49:05.454545454,-29.406542182221912,-6.569406980166292,-1.4082039716209296,0.617776480092648,-9.15695463435725,130.13947138563023,0.6524322338539419,0.26298909557408595,-0.006882382076626056,None,None,-0.0005687080768146713,-3.439546448575132,-0.6952575697416604,-0.974007788012661,0.6301169655235059,118.76984126984127
Least Avg Winning Trade [%],MSTY_MSTR,SMA,25,79,0,false,14,-0.0,7.6923076923076925,0.0000143803767219125,0.0001,-4.449270346113524,0.3947122444824479,1 days 21:27:41.538461538,0.10945539592382225,3.5853658536585367,6.914634146341464,0.0003585365853658537,0,1968,82 days 01:00:00,1000.0,542.4691719918819,-45.753082800811804,-75.58897794271515,100.0,19.190007492659806,47.67440443540754,76 days 18:00:00,13,1,12.758097700356643,0.0010470989688574526,-9.230266384435815,0.0010470989688574526,-5.13846082979033,0 days 03:00:00,2 days 01:00:00,-36.176071208344204,-4.100438563311601,-1.9595357889670955,0.7152416065028194,-9.705735686061253,142.4087268617703,0.6762284279663016,0.2013422818791946,-0.004817293483872089,None,None,-0.00028798671499522346,-1.7417436522911114,-0.45753082800811606,-0.8472068802684535,0.5112108808961215,118.76984126984127
Mean Avg Winning Trade [%],MSTY_MSTR,SMA,2,3,0,false,388,0.0,34.62532299741602,0.4077745021487957,0.0001,-9.23045532368609,-0.0007015841314809317,0 days 02:42:19.534883719,3.2584029401937857,99.3658536585366,198.47560975609755,0.00993658536585366,0,1968,82 days 01:00:00,1000.0,243.57990029845382,-75.64200997015462,-75.58897794271515,100.0,382.1576380875655,75.94787151355136,81 days 21:00:00,387,1,1.2517223666161215,4.46887475255418,-10.914203095944115,0.7506505208216702,-0.9379513343762854,0 days 04:08:03.582089552,0 days 01:56:55.019762845,-1.957808325757527,-8.22522050073136,-1.3142340537814436,0.6314443230634643,-6.207288554501964,77.09034726267612,1.1193232701703053,0.35793103448275865,-0.007952258716982182,None,None,-0.0006855242345185561,-4.146050570368227,-0.7564200997015471,-0.9869382379667765,0.6066430235376742,118.76984126984127
