Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Signal Conversion Rate,Total Period
Most Best Trade [%],STRK_MSTR,SMA,17,34,0,false,0,3,2.3573948520363897,66.66666666666666,4.185582213374429,10.959440353435621,7.840070806856504,3.3771529865108327,2 days 10:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,50.52034699510566,0,328,13 days 17:00:00,1000.0,1306.1243450740199,30.612434507401986,6.9936862160726365,100.0,7.6462917944924795,18.25598410746296,5 days 22:00:00,3,0.0,38.3394845377636,-6.95532187012669,19.916821465216785,-6.95532187012669,3 days 05:30:00,0 days 21:00:00,102.0414483580065,5.223990568554221,6705.950025827266,1.2354629836591906,0.2597863855510324,5.872934885442967,0.9541199279744245,0.4429824561403509,-0.026323923236899194,None,None,0.0009587618792243956,5.7985918455491445,0.3061243450740192,134.5629605012155,1.3358765248115465,176,176,1.0,19.794973544973544
Mean Calmar Ratio,STRK_MSTR,SMA,68,71,0,false,1,5,0.8773666871409487,50.0,17.761268985053768,5.388058087765836,4.91619964013595,1.2721640926432431,1 days 00:30:00,0.20207150016705647,7.682926829268292,13.829268292682926,41.39605604015215,0,328,13 days 17:00:00,1000.0,1158.9080269537424,15.890802695374237,6.9936862160726365,100.0,10.388327238972947,23.055691324105,7 days 15:00:00,4,-64.12584012947855,16.295574527666083,-0.8512188845267129,11.35012882476237,-0.574012649230698,1 days 18:30:00,0 days 06:30:00,55.75846677080522,3.231622039076213,215.7518631469049,1.1489348782753621,0.4290898208552932,5.832160209980544,1.2136636038120028,0.2751937984496124,-0.026133378911599548,None,None,0.000596498319111717,3.6076218339876642,0.15890802695374195,14.045647058495353,1.343527645494114,142,141,0.9929577464788732,19.794973544973544
Least Avg Losing Trade [%],STRK_MSTR,SMA,15,38,0,false,0,3,0.6993231125506489,66.66666666666666,1.6781277239048515,7.287096824445286,4.818885256694531,1.328396798359444,2 days 08:59:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,33.59173902000388,0,328,13 days 17:00:00,1000.0,1162.840765942341,16.2840765942341,6.9936862160726365,100.0,7.0506177827093754,22.360541635068692,9 days 09:00:00,3,0.0,34.23101914812,-17.911975301796357,19.886632887566115,-17.911975301796357,3 days 02:30:00,0 days 22:00:00,54.28025531411363,3.295671925606241,243.8805894865835,1.1444301396697516,0.18734554362208994,5.923324786425176,0.9298494884816729,0.41201716738197425,-0.026877152271005282,None,None,0.0006061577725692199,3.6660422084986424,0.1628407659423401,15.01243332547709,1.338750512942138,171,171,1.0,19.794973544973544
Mean Win Rate [%],STRK_MSTR,SMA,2,23,0,false,0,8,0.1305763221947121,37.5,1.6125443168468008,2.3562607157977355,4.73634126645072,1.1898130092107209,0 days 20:15:00,0.40414300033411293,12.292682926829269,24.585365853658537,28.964765872245334,0,328,13 days 17:00:00,1000.0,1153.1486505829357,15.314865058293561,6.9936862160726365,100.0,19.277750448113196,18.337728123355497,6 days 01:00:00,8,0.0,29.488091254588095,-9.499494335236552,12.791307599475601,-3.904767414408984,1 days 12:20:00,0 days 10:36:00,19.14358132286699,3.306379910807174,236.88446697700172,1.1502440858703613,-0.06984461927281228,6.672394682734336,0.9985635470742698,0.3823529411764706,-0.022122699557010777,None,None,0.0005575371893813529,3.3719849213784223,0.1531486505829347,12.728910175052386,1.22737997161161,162,162,1.0,19.794973544973544
Median Win Rate [%],STRK_MSTR,SMA,25,34,0,false,0,3,0.11864558488776104,33.33333333333333,1.7333523576273915,6.825485284519488,4.664644220749332,1.1808570864384131,2 days 11:59:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,31.46382240912642,0,328,13 days 17:00:00,1000.0,1152.5223014464866,15.25223014464866,6.9936862160726365,100.0,7.233312623846265,20.158011842670543,9 days 09:00:00,3,0.0,36.086236437557986,-13.294294925893931,36.086236437557986,-7.804890291999755,3 days 15:00:00,1 days 22:30:00,50.840767148828846,3.157274842007143,212.32741806869166,1.1342149595621316,0.2916513284409149,5.828810280320458,0.9413984164365693,0.43668122270742354,-0.02687715227100517,None,None,0.0005770171388462638,3.4897996557422033,0.15252230144648626,12.592472561309743,1.3302530650606403,180,180,1.0,19.794973544973544
Median Avg Winning Trade [%],STRK_MSTR,SMA,26,30,0,false,0,8,0.08683396494281188,50.0,1.2691573809520715,1.6594309375621163,3.1963258912353876,0.287135775712595,0 days 21:52:30,0.40414300033411293,12.292682926829269,24.585365853658537,20.398858354422114,0,328,13 days 17:00:00,1000.0,1090.0182373281514,9.001823732815136,6.9936862160726365,100.0,18.83688723649001,22.227220900498427,7 days 03:00:00,8,0.0,26.77215129781955,-12.686944874906825,9.895783795955342,-6.57692192083111,1 days 05:30:00,0 days 14:15:00,11.252279666018936,2.247395239648545,40.152041416357065,1.094001399233933,-0.008231054677114366,5.482743021246045,0.9282436114712159,0.4304347826086957,-0.027950613378564537,None,None,0.00040150360536164617,2.428293805227236,0.0900182373281515,3.8769027137125365,1.3003729808681068,175,175,1.0,19.794973544973544
Least Max Drawdown [%],STRK_MSTR,SMA,2,16,0,false,0,15,0.04360000854321774,33.33333333333333,1.2522573160253136,0.9345140216459318,3.4659676432714632,0.3804047971000992,0 days 11:19:59.999999999,0.7577681256264618,23.048780487804876,46.09756097560975,21.539408547692815,0,328,13 days 17:00:00,1000.0,1096.541180020795,9.654118002079509,6.9936862160726365,100.0,34.01941521569341,17.2645316787936,7 days 06:00:00,15,0.0,28.740687975303686,-8.310298160475222,9.299606812875902,-3.2480323739690515,0 days 23:48:00,0 days 05:06:00,6.4360786680530175,2.4013167426758444,61.591501693270835,1.1040659009340206,0.09046307109610252,6.136441845846835,1.092194224579891,0.3940677966101695,-0.025086981503848735,None,None,0.0004032936265247851,2.4391198532219005,0.09654118002079559,4.442240514096001,1.222446479291989,170,170,1.0,19.794973544973544
Most Avg Winning Trade [%],STRK_MSTR,SMA,23,35,0,false,0,4,0.016595449353625488,25.0,1.202662709394933,3.262513597321761,2.623124543538279,-0.10231393723701947,1 days 21:00:00,0.20207150016705647,6.146341463414634,12.292682926829269,20.052522598172775,0,328,13 days 17:00:00,1000.0,1062.7813464350597,6.278134643505973,6.9936862160726365,100.0,9.475575700978599,25.814455018339938,9 days 09:00:00,4,0.0,37.29363394622785,-12.686944874906814,37.29363394622785,-8.081193185646935,3 days 13:00:00,1 days 07:40:00,15.695336608764919,1.806341849968837,15.72532428368522,1.0742051367296368,0.24727796543387312,5.499616060798634,0.9222973396163544,0.4304347826086957,-0.027653492149623645,None,None,0.00033481424704108275,2.0249565661044686,0.06278134643505973,2.06279604723704,1.3491552579532822,180,180,1.0,19.794973544973544
Most Avg Losing Trade [%],STRK_MSTR,SMA,15,73,0,false,0,3,0.010408343835400208,66.66666666666666,41.071162339228955,0.4419506459412217,1.4837036670315205,-0.8100922006843233,1 days 19:59:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,2.0372846849485584,0,328,13 days 17:00:00,1000.0,1013.2815555839874,1.328155558398737,6.9936862160726365,100.0,6.058711655522968,22.15465446477058,9 days 09:00:00,3,0.0,0.9101467405018965,-0.03273247972344322,0.6792922087735542,-0.03273247972344322,1 days 10:00:00,2 days 16:00:00,4.427185194662499,1.0042271284590871,1.8999435600914294,1.0457102179297981,0.4160388231897661,6.617335712262656,1.0613178331227808,0.2557251908396947,-0.026822273202608334,None,None,0.00018018557155497438,1.089762336764485,0.013281555583988025,0.2744916488719311,1.3060085095749718,132,132,1.0,19.794973544973544
Median Worst Trade [%],STRK_MSTR,SMA,30,48,0,false,0,3,0.005314453225360492,33.33333333333333,1.2562966144869065,1.6138028718436663,1.966579735714378,-0.5271108396912784,2 days 08:19:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,7.439237628742754,0,328,13 days 17:00:00,1000.0,1033.0723840218127,3.3072384021812695,6.9936862160726365,100.0,6.496008676061423,27.50129082006907,9 days 09:00:00,3,0.0,16.227398433239376,-7.991326883423958,16.227398433239376,-5.692994908854185,3 days 10:00:00,1 days 19:30:00,11.02412800727091,1.3458988562156793,5.011381395296887,1.0563155690777426,0.2920721953209751,5.28304745251032,1.0083012250287546,0.3651452282157676,-0.028880912560300367,None,None,0.0002538270800168116,1.5351461799416768,0.03307238402181123,0.8187177979020019,1.3727247816712451,169,169,1.0,19.794973544973544
Mean Sortino Ratio,STRK_MSTR,SMA,58,60,0,false,1,5,0.0016116114578074176,75.0,1.5781626416653283,0.9392371691382686,0.0966752213721853,-1.6199357674803347,1 days 02:00:00,0.20207150016705647,7.682926829268292,13.829268292682926,7.216090445818405,0,328,13 days 17:00:00,1000.0,956.6436376812237,-4.335636231877629,6.9936862160726365,100.0,9.21565832352178,26.92053124778928,9 days 09:00:00,4,-77.5955232743164,6.297772875951835,-5.577103511635832,3.111350729396302,-5.577103511635832,1 days 06:00:00,0 days 14:00:00,8.559790238885,0.0669556261032404,-2.5734200976273973,1.0027357553336842,0.2327647776544669,5.328813372136314,1.0798692749747372,0.3107569721115538,-0.02824509324156346,None,None,0.000012294710202529633,0.07435840730489922,-0.04335636231877604,-0.5572779972230878,1.336562171879052,158,157,0.9936708860759493,19.794973544973544
Mean Total Fees Paid,STRK_MSTR,SMA,6,55,0,false,0,4,0.0016113798505110561,50.0,0.9706492568200857,0.39103736728078164,1.0616753438036994,-1.0772872683537997,1 days 16:00:00,0.20207150016705647,6.146341463414634,12.292682926829269,2.403449184262365,0,328,13 days 17:00:00,1000.0,994.5947709663612,-0.5405229033638761,6.9936862160726365,100.0,8.229258830171139,27.777764994085608,9 days 09:00:00,4,0.0,13.347159316160656,-14.489435603159443,9.018692899871425,-8.236618165309862,2 days 18:00:00,0 days 14:00:00,-1.3513072584096903,0.7361114984823038,-0.4837728559798078,1.031246895836234,0.22202035751656313,5.514180869638818,0.9821399007964133,0.3428571428571428,-0.028726157634468286,None,None,0.00013900651899760783,0.8407114268975322,-0.005405229033639047,-0.09483110203494638,1.3745150849807675,160,160,1.0,19.794973544973544
Mean Total Return [%],STRK_MSTR,SMA,3,53,0,false,0,5,6.371042591923647e-8,40.0,0.8239621567497015,0.0001,0.2417061190414618,-1.532270528503222,1 days 07:48:00,0.2525893752088206,7.682926829268292,15.365853658536585,0.0007682926829268293,0,328,13 days 17:00:00,1000.0,962.7746694158532,-3.7225330584146827,6.9936862160726365,100.0,10.582085523631914,27.462804444755413,9 days 09:00:00,5,0.0,16.6657310596543,-7.604976984205153,8.70970376316047,-6.4286865454060305,2 days 17:30:00,0 days 09:20:00,-7.445066116829317,0.16802878275056313,-2.315176462932315,1.0070650559282943,0.254308726808419,6.0121077018539255,0.9827984280746005,0.3373983739837399,-0.02796000953436659,None,None,0.000030756576631241306,0.1860157754657474,-0.03722533058414679,-0.5021092107460698,1.3323313825299454,159,159,1.0,19.794973544973544
Mean Expectancy,STRK_MSTR,SMA,13,66,0,false,0,3,5.083893231535603e-8,33.33333333333333,0.6817104641055434,0.0001,0.5594897119079421,-1.347268085113578,1 days 22:59:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,0.0004609756097560975,0,328,13 days 17:00:00,1000.0,975.7131597985923,-2.42868402014077,6.9936862160726365,100.0,6.042718973180092,27.72682067776605,9 days 09:00:00,3,0.0,5.206941425796622,-6.710277600577292,5.206941425796622,-3.6499572015203645,2 days 17:00:00,1 days 14:00:00,-8.095613400469286,0.38371565024965415,-1.732526655026925,1.0167849091214096,0.3610970200027814,6.172525361937441,1.0167849091214094,0.2801556420233463,-0.027950613378564595,None,None,0.00006994662891001536,0.42303721164777286,-0.02428684020140881,-0.363630230105363,1.3268298092524187,141,141,1.0,19.794973544973544
Median Profit Factor,STRK_MSTR,SMA,47,60,0,false,1,3,2.573412531419075e-8,50.0,0.8146705218366659,0.0001,0.10532719911038582,-1.6327917472428501,2 days 01:00:00,0.10103575008352823,4.609756097560975,7.682926829268292,0.0004609756097560975,0,328,13 days 17:00:00,1000.0,955.7445307966316,-4.425546920336842,6.9936862160726365,100.0,5.080685315615406,26.989215396085843,9 days 09:00:00,2,-32.228798236899365,5.291965522009336,-6.169664915947261,5.291965522009336,-6.169664915947261,3 days 08:00:00,0 days 18:00:00,-6.013335483234545,0.07148913308502099,-2.5950166213706267,1.002968242165741,0.40815521681313116,5.577915730421307,1.1366973411211732,0.29527559055118113,-0.028245093241563476,None,None,0.000013312408793942677,0.08051344838576531,-0.044255469203369424,-0.5648648945758862,1.3554220893447224,158,157,0.9936708860759493,19.794973544973544
Mean Omega Ratio,STRK_MSTR,SMA,26,58,0,false,0,3,9.622859730112024e-9,33.33333333333333,0.5957475884747199,0.0001,0.12118182992318088,-1.6324503324930824,2 days 05:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,0.0004609756097560975,0,328,13 days 17:00:00,1000.0,955.7684082729257,-4.423159172707426,6.9936862160726365,100.0,6.049604488720974,29.401729254820353,9 days 09:00:00,3,0.0,6.5249369497599465,-7.840397163025411,6.5249369497599465,-5.2448965250565,3 days 02:00:00,1 days 19:30:00,-14.743863909024746,0.08342484856841786,-2.381408398277174,1.0034646551763633,0.3268049025399234,5.476137368305163,1.0282415602424466,0.32661290322580644,-0.028880912560300422,None,None,0.000015643525169957973,0.09461204022790581,-0.04423159172707347,-0.5646650092495624,1.3648883994877776,161,161,1.0,19.794973544973544
Mean Sharpe Ratio,STRK_MSTR,SMA,36,49,0,false,0,3,5.237341155721096e-9,33.33333333333333,0.7363907303683871,0.0001,0.05335783448281706,-1.6792560614960899,2 days 07:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,0.0004609756097560975,0,328,13 days 17:00:00,1000.0,952.4949624553101,-4.750503754468991,6.9936862160726365,100.0,6.2318704891088235,32.25952666350827,9 days 09:00:00,3,0.0,13.283770943237826,-11.10856843243046,13.283770943237826,-8.26345787466296,3 days 10:00:00,1 days 18:30:00,-15.835012514896682,0.03671803468193105,-2.2515839034547827,1.0015004088535802,0.32653034821204496,5.307849943641233,1.025345656683427,0.3428571428571428,-0.02888091256030032,None,None,6.92356431284193e-6,0.04187371696406799,-0.04750503754469004,-0.5912730887226076,1.3724870245281882,167,167,1.0,19.794973544973544
Least Avg Winning Trade Duration,STRK_MSTR,SMA,18,83,0,false,0,4,-7.460093911835901e-9,25.0,0.04647525337377247,0.0001,-1.6056722777394314,-2.4749618554753487,1 days 05:30:00,0.20207150016705647,6.146341463414634,12.292682926829269,0.0006146341463414634,0,328,13 days 17:00:00,1000.0,896.8457960212913,-10.315420397870867,6.9936862160726365,100.0,7.456249113209138,26.233905035743526,9 days 09:00:00,4,0.0,0.5448152312946652,-7.631110101622514,0.5448152312946652,-3.6932791851607116,0 days 01:00:00,1 days 15:00:00,-25.788550994677152,-1.1139727959572108,-3.6018732649706724,0.9497869103252202,0.3632170175258081,7.065760105579478,1.0830903363357771,0.20955882352941177,-0.027644095993821692,None,None,-0.00019600820345511163,-1.1854576144965152,-0.10315420397870922,-0.8648512928867241,1.280730072645758,118,118,1.0,19.794973544973544
Median Omega Ratio,STRK_MSTR,SMA,47,48,0,false,0,5,-7.967043977238402e-9,20.0,0.7019037928524083,0.0001,-0.1419266719171985,-1.7882057470061636,1 days 09:12:00,0.2525893752088206,7.682926829268292,15.365853658536585,0.0007682926829268293,0,328,13 days 17:00:00,1000.0,944.8753633173376,-5.512463668266241,6.9936862160726365,100.0,10.36672762886293,32.33083973703732,9 days 09:00:00,5,0.0,12.992746244356876,-8.083454962324996,12.992746244356876,-4.347790847492132,3 days 12:00:00,0 days 20:30:00,-11.024927336532507,-0.09746163670668584,-2.409580012897692,0.996039008400749,0.3453380127985567,5.361307870518185,1.0560413583044086,0.3373983739837399,-0.02824509324156343,None,None,-0.000018328942626586712,-0.11085344500559643,-0.05512463668266232,-0.6473771726566286,1.3688682667746834,166,166,1.0,19.794973544973544
Median Expectancy,STRK_MSTR,SMA,2,43,0,false,0,9,-1.1683260736733402e-8,11.11111111111111,0.823189843038899,0.0001,-0.3194338711480238,-1.7776747691651842,0 days 18:00:00,0.45466087537587707,13.829268292682926,27.65853658536585,0.0013829268292682927,0,328,13 days 17:00:00,1000.0,945.6118668630198,-5.4388133136980175,6.9936862160726365,100.0,19.569633236538344,29.152143219583976,9 days 09:00:00,9,0.0,26.517254965419966,-9.499494335236566,26.517254965419966,-3.543838698000519,2 days 18:00:00,0 days 12:00:00,-6.043125904108898,-0.23204821602605671,-2.656427086195999,0.9905204881015129,-0.20309954863635235,5.87381708677158,0.9790028080073094,0.3539094650205761,-0.02632392323689921,None,None,-0.000039971492327287866,-0.24174758559543702,-0.05438813313697943,-0.642290059186378,1.2538052189458282,162,162,1.0,19.794973544973544
Median Calmar Ratio,STRK_MSTR,SMA,19,55,0,false,0,3,-1.608490850216489e-8,33.33333333333333,0.6454791430025324,0.0001,-0.18695282204844973,-1.7913182229783646,2 days 05:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,0.0004609756097560975,0,328,13 days 17:00:00,1000.0,944.6576865142912,-5.534231348570882,6.9936862160726365,100.0,6.104703078972819,28.52950149020794,9 days 09:00:00,3,0.0,10.086298361246694,-11.046764006996062,10.086298361246694,-7.293144188249368,3 days 01:00:00,1 days 20:00:00,-18.44743782856959,-0.12904862797204067,-2.7353749940320498,0.9946683364819323,0.3327708776173005,5.749993651591729,1.019228048493832,0.32661290322580644,-0.02764409599382171,None,None,-0.00002388112968779385,-0.14443307235177721,-0.05534231348570939,-0.6488675442464705,1.3469746421497828,161,161,1.0,19.794973544973544
Median Max Drawdown [%],STRK_MSTR,SMA,4,72,0,false,0,4,-3.9545664549956544e-8,25.0,0.5943363223704436,0.0001,-0.6655811078021038,-2.0277634906526005,1 days 08:15:00,0.20207150016705647,6.146341463414634,12.292682926829269,0.0006146341463414634,0,328,13 days 17:00:00,1000.0,928.1214464204021,-7.187855357959791,6.9936862160726365,100.0,8.206089376490342,26.33975711795032,9 days 09:00:00,4,0.0,10.541430644438165,-7.99094196813237,10.541430644438165,-5.6206453238520355,2 days 06:00:00,1 days 01:00:00,-17.969638394899473,-0.4619682260247278,-3.275552293667299,0.979328719772817,0.2946326885672133,6.5764130944745025,1.055838776005068,0.24150943396226415,-0.027644095993821755,None,None,-0.00008368564463178008,-0.5061307787330059,-0.07187855357959771,-0.7462068605650748,1.318550610583176,129,129,1.0,19.794973544973544
Median Best Trade [%],STRK_MSTR,SMA,19,56,0,false,0,3,-5.281263940887795e-8,33.33333333333333,0.44752102613658046,0.0001,-0.8853603568681563,-2.1962106963045347,2 days 05:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,0.0004609756097560975,0,328,13 days 17:00:00,1000.0,916.3407774173633,-8.365922258263675,6.9936862160726365,100.0,5.951655362600693,31.00853066196489,9 days 09:00:00,3,0.0,6.78337134443977,-11.04676400699607,6.78337134443977,-7.293144188249376,3 days 01:00:00,1 days 20:00:00,-27.886407527545547,-0.6151492576502782,-2.9099676113271546,0.9749387109818529,0.317540221657824,5.599511339448447,0.9990112717468368,0.32661290322580644,-0.028245093241563376,None,None,-0.0001145240023380288,-0.6926411661403982,-0.08365922258263714,-0.7993242562215516,1.355108149963238,161,161,1.0,19.794973544973544
Least Calmar Ratio,STRK_MSTR,SMA,4,89,0,false,0,5,-6.634433466054543e-8,20.0,0.23682663798555909,0.0001,-3.502818922234359,-3.4907523817708532,0 days 23:00:00,0.2525893752088206,7.682926829268292,15.365853658536585,0.0007682926829268293,0,328,13 days 17:00:00,1000.0,825.8045939995909,-17.419540600040907,6.9936862160726365,100.0,8.694104034070152,22.842421367366732,9 days 09:00:00,5,0.0,6.562503947931379,-12.866193354262052,6.562503947931379,-6.081625102107725,1 days 13:00:00,0 days 19:30:00,-34.83908120008182,-2.521438285017064,-4.351026617197074,0.8903216708244909,0.01287087452129196,5.844289593066109,1.125500980098885,0.19202898550724637,-0.028245093241563483,None,None,-0.0004452353906159013,-2.6927836424449714,-0.1741954060004104,-0.9703546164013879,1.2852845277208076,115,115,1.0,19.794973544973544
Median Total Fees Paid,STRK_MSTR,SMA,22,59,0,false,0,3,-7.122207706342662e-8,33.33333333333333,0.4751102615951166,0.0001,-1.1246460661996835,-2.3241754500507694,2 days 04:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,0.0004609756097560975,0,328,13 days 17:00:00,1000.0,907.3913240731815,-9.260867592681848,6.9936862160726365,100.0,5.992329675013932,31.21684454037749,9 days 09:00:00,3,0.0,8.390968303487766,-11.557610395885197,8.390968303487766,-8.456770879201887,3 days 00:00:00,1 days 19:00:00,-30.869558642272796,-0.783241066354544,-2.962494334193126,0.9677435614807158,0.3122866776566478,5.743726510895589,0.979840355999225,0.321285140562249,-0.02888091256030037,None,None,-0.00014533281986134288,-0.8789728945214017,-0.09260867592681865,-0.8324519247254827,1.3505982867171702,158,158,1.0,19.794973544973544
Mean Best Trade [%],STRK_MSTR,SMA,57,60,0,false,1,4,-1.6267928418165272e-7,33.33333333333333,0.8797337850265831,0.0001,-1.0404899493474222,-2.2377423441230992,1 days 09:59:59.999999999,0.15155362512529236,6.146341463414634,10.75609756097561,0.0006146341463414634,0,328,13 days 17:00:00,1000.0,913.4361842885685,-8.656381571143152,6.9936862160726365,100.0,7.139058792837729,30.221214611685042,9 days 09:00:00,3,-74.09086927015642,9.132943327457244,-9.171012790435224,9.132943327457244,-4.774016777826916,3 days 11:00:00,0 days 09:30:00,-4.157648813758392,-0.7252738589692083,-3.0119720090395834,0.9704831137196187,0.24471108262868568,5.669176639776031,1.0598697162990567,0.3003952569169961,-0.02824509324156343,None,None,-0.0001316031045321873,-0.7959355762106687,-0.08656381571143168,-0.8107009657629687,1.3207543638894919,156,155,0.9935897435897436,19.794973544973544
Most Max Drawdown Duration,STRK_MSTR,SMA,5,7,0,false,0,29,-3.012134969914172e-6,41.37931034482759,0.8286356035462185,0.0001,-1.8307149744730542,-2.579552871864051,0 days 06:08:16.551724137,1.4650183762111595,44.5609756097561,89.1219512195122,0.00445609756097561,0,328,13 days 17:00:00,1000.0,889.5310285248644,-11.046897147513562,6.9936862160726365,100.0,59.78975087382953,28.34869668866012,9 days 21:00:00,29,0.0,11.254577501831092,-8.471141862617673,4.5060457687362865,-3.6538799735272396,0 days 08:54:59.999999999,0 days 04:10:35.294117647,-3.809274878452978,-1.330077209583942,-3.371247853786201,0.9479430574675521,-0.1553301988277415,5.101448397406023,1.1619947156053856,0.3940677966101695,-0.02721536302966962,None,None,-0.00022756203412723126,-1.3762951824014946,-0.11046897147513568,-0.8837401885780564,1.2453198178890508,178,178,1.0,19.794973544973544
Least Max Drawdown Duration,STRK_MSTR,SMA,5,6,0,false,0,38,-3.0465671307203623e-6,36.84210526315789,0.8379553083177508,0.0001,-1.7627544120844096,-2.488210037524483,0 days 04:33:09.473684209,1.9196792515870365,58.390243902439025,116.78048780487805,0.005839024390243903,0,328,13 days 17:00:00,1000.0,895.9192597394408,-10.40807402605592,6.9936862160726365,100.0,78.48128667284303,28.773310258272687,10 days 00:00:00,38,0.0,10.251718741319841,-8.471141862617678,3.818405832574371,-2.558032563806284,0 days 06:42:51.428571428,0 days 03:17:30,-2.7389668489620824,-1.229449674793804,-3.2891851942084758,0.9493508120471503,0.33202888349887744,6.855019275737461,1.3269335213840847,0.3651452282157676,-0.026215697514194888,None,None,-0.00020858364336361824,-1.2615138750631631,-0.10408074026055891,-0.8673950597407645,1.2348876206805193,173,173,1.0,19.794973544973544
Least Total Return [%],STRK_MSTR,SMA,2,3,0,false,0,59,-7.538136613149833e-6,25.423728813559322,0.6449710480956405,0.0001,-7.66421477747729,-5.093070868700433,0 days 02:58:58.983050846,2.980554627464083,90.65853658536585,181.3170731707317,0.009065853658536585,0,328,13 days 17:00:00,1000.0,713.7434668416133,-28.62565331583867,6.9936862160726365,100.0,111.49696410108321,39.13494054040794,10 days 01:00:00,59,0.0,11.559234062216403,-6.626802414916854,3.521405758455736,-1.898193601603965,0 days 05:36:00,0 days 02:05:27.272727272,-4.8518056467523145,-5.66392492884369,-2.55493934515896,0.7991511564342207,0.04431741991533835,6.441260430590643,1.4365693407329438,0.3428571428571428,-0.025931932295892662,None,None,-0.0009112902733349078,-5.511483573129523,-0.2862565331583866,-0.9979691942410892,1.171108655279925,176,176,1.0,19.794973544973544
Most Total Fees Paid,STRK_MSTR,SMA,2,3,0,false,0,59,-7.538136613149833e-6,25.423728813559322,0.6449710480956405,0.0001,-7.66421477747729,-5.093070868700433,0 days 02:58:58.983050846,2.980554627464083,90.65853658536585,181.3170731707317,0.009065853658536585,0,328,13 days 17:00:00,1000.0,713.7434668416133,-28.62565331583867,6.9936862160726365,100.0,111.49696410108321,39.13494054040794,10 days 01:00:00,59,0.0,11.559234062216403,-6.626802414916854,3.521405758455736,-1.898193601603965,0 days 05:36:00,0 days 02:05:27.272727272,-4.8518056467523145,-5.66392492884369,-2.55493934515896,0.7991511564342207,0.04431741991533835,6.441260430590643,1.4365693407329438,0.3428571428571428,-0.025931932295892662,None,None,-0.0009112902733349078,-5.511483573129523,-0.2862565331583866,-0.9979691942410892,1.171108655279925,176,176,1.0,19.794973544973544
Most Max Drawdown [%],STRK_MSTR,SMA,2,3,0,false,0,59,-7.538136613149833e-6,25.423728813559322,0.6449710480956405,0.0001,-7.66421477747729,-5.093070868700433,0 days 02:58:58.983050846,2.980554627464083,90.65853658536585,181.3170731707317,0.009065853658536585,0,328,13 days 17:00:00,1000.0,713.7434668416133,-28.62565331583867,6.9936862160726365,100.0,111.49696410108321,39.13494054040794,10 days 01:00:00,59,0.0,11.559234062216403,-6.626802414916854,3.521405758455736,-1.898193601603965,0 days 05:36:00,0 days 02:05:27.272727272,-4.8518056467523145,-5.66392492884369,-2.55493934515896,0.7991511564342207,0.04431741991533835,6.441260430590643,1.4365693407329438,0.3428571428571428,-0.025931932295892662,None,None,-0.0009112902733349078,-5.511483573129523,-0.2862565331583866,-0.9979691942410892,1.171108655279925,176,176,1.0,19.794973544973544
Most Total Trades,STRK_MSTR,SMA,2,3,0,false,0,59,-7.538136613149833e-6,25.423728813559322,0.6449710480956405,0.0001,-7.66421477747729,-5.093070868700433,0 days 02:58:58.983050846,2.980554627464083,90.65853658536585,181.3170731707317,0.009065853658536585,0,328,13 days 17:00:00,1000.0,713.7434668416133,-28.62565331583867,6.9936862160726365,100.0,111.49696410108321,39.13494054040794,10 days 01:00:00,59,0.0,11.559234062216403,-6.626802414916854,3.521405758455736,-1.898193601603965,0 days 05:36:00,0 days 02:05:27.272727272,-4.8518056467523145,-5.66392492884369,-2.55493934515896,0.7991511564342207,0.04431741991533835,6.441260430590643,1.4365693407329438,0.3428571428571428,-0.025931932295892662,None,None,-0.0009112902733349078,-5.511483573129523,-0.2862565331583866,-0.9979691942410892,1.171108655279925,176,176,1.0,19.794973544973544
