Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],SOL-USD,SMA,2,10,0,false,false,1,114,1.5082648777869299,39.823008849557525,1.7173241787945417,9.216741221232214,3.0718532233617384,1.3947167048635822,8 days 06:47:47.256637167,0.0603310197544047,1.825947677522691,3.6358782701548322,16.829287227236613,0,1873,1874 days 00:00:00,1000.0,443784.07802445244,44278.40780244524,18490.040058816732,100.0,34394.736965946984,67.22703536396311,613 days 00:00:00,113,-7704.225364932849,216.7705085315435,-18.99338122861738,32.9022329355223,-6.457481236753873,14 days 11:12:00,4 days 04:35:17.647058823,3986.6221538883656,1.7444040126560376,3.3883170456094276,1.4480253394307332,1.1499815050690425,11.136361790727697,1.76135855363528,0.3404864091559371,-0.061425491269437034,None,None,0.004377427834468247,1.1031118142859981,442.784078024452,1.269706645556648,0.7610595162391826,942,941,1873,,
Most Sharpe Ratio,SOL-USD,SMA,2,10,0,false,false,1,114,1.5082648777869299,39.823008849557525,1.7173241787945417,9.216741221232214,3.0718532233617384,1.3947167048635822,8 days 06:47:47.256637167,0.0603310197544047,1.825947677522691,3.6358782701548322,16.829287227236613,0,1873,1874 days 00:00:00,1000.0,443784.07802445244,44278.40780244524,18490.040058816732,100.0,34394.736965946984,67.22703536396311,613 days 00:00:00,113,-7704.225364932849,216.7705085315435,-18.99338122861738,32.9022329355223,-6.457481236753873,14 days 11:12:00,4 days 04:35:17.647058823,3986.6221538883656,1.7444040126560376,3.3883170456094276,1.4480253394307332,1.1499815050690425,11.136361790727697,1.76135855363528,0.3404864091559371,-0.061425491269437034,None,None,0.004377427834468247,1.1031118142859981,442.784078024452,1.269706645556648,0.7610595162391826,942,941,1873,,
Most Omega Ratio,SOL-USD,SMA,2,10,0,false,false,1,114,1.5082648777869299,39.823008849557525,1.7173241787945417,9.216741221232214,3.0718532233617384,1.3947167048635822,8 days 06:47:47.256637167,0.0603310197544047,1.825947677522691,3.6358782701548322,16.829287227236613,0,1873,1874 days 00:00:00,1000.0,443784.07802445244,44278.40780244524,18490.040058816732,100.0,34394.736965946984,67.22703536396311,613 days 00:00:00,113,-7704.225364932849,216.7705085315435,-18.99338122861738,32.9022329355223,-6.457481236753873,14 days 11:12:00,4 days 04:35:17.647058823,3986.6221538883656,1.7444040126560376,3.3883170456094276,1.4480253394307332,1.1499815050690425,11.136361790727697,1.76135855363528,0.3404864091559371,-0.061425491269437034,None,None,0.004377427834468247,1.1031118142859981,442.784078024452,1.269706645556648,0.7610595162391826,942,941,1873,,
Most Sortino Ratio,SOL-USD,SMA,2,10,0,false,false,1,114,1.5082648777869299,39.823008849557525,1.7173241787945417,9.216741221232214,3.0718532233617384,1.3947167048635822,8 days 06:47:47.256637167,0.0603310197544047,1.825947677522691,3.6358782701548322,16.829287227236613,0,1873,1874 days 00:00:00,1000.0,443784.07802445244,44278.40780244524,18490.040058816732,100.0,34394.736965946984,67.22703536396311,613 days 00:00:00,113,-7704.225364932849,216.7705085315435,-18.99338122861738,32.9022329355223,-6.457481236753873,14 days 11:12:00,4 days 04:35:17.647058823,3986.6221538883656,1.7444040126560376,3.3883170456094276,1.4480253394307332,1.1499815050690425,11.136361790727697,1.76135855363528,0.3404864091559371,-0.061425491269437034,None,None,0.004377427834468247,1.1031118142859981,442.784078024452,1.269706645556648,0.7610595162391826,942,941,1873,,
Median Total Trades,SOL-USD,SMA,2,9,0,false,false,1,125,1.4977073894867072,39.516129032258064,1.6352564515487282,8.127828485252696,2.8422229148655456,0.4531193385309851,7 days 13:32:54.193548386,0.06620395088093967,2.00213561131874,3.9882541377469303,16.273014853015276,0,1873,1874 days 00:00:00,1000.0,269682.3477967919,26868.234779679187,18490.040058816732,100.0,22469.510656171504,67.32407084114725,715 days 00:00:00,124,-4681.766848463216,196.3800111252727,-21.853886412234548,31.08282587114179,-6.869436473528179,13 days 12:44:04.897959183,3 days 16:00:00,2204.5493116552825,1.6383165504766848,2.9332818715558053,1.4148054080948271,1.0990982705557255,11.09845460942891,1.7463079304936118,0.3424068767908309,-0.06252034035580903,None,None,0.004114939173374116,1.0369646716902772,268.6823477967916,1.1226623422045048,0.7617497211987123,944,943,1873,,
Mean Avg Winning Trade [%],SOL-USD,SMA,2,9,0,false,false,1,125,1.4977073894867072,39.516129032258064,1.6352564515487282,8.127828485252696,2.8422229148655456,0.4531193385309851,7 days 13:32:54.193548386,0.06620395088093967,2.00213561131874,3.9882541377469303,16.273014853015276,0,1873,1874 days 00:00:00,1000.0,269682.3477967919,26868.234779679187,18490.040058816732,100.0,22469.510656171504,67.32407084114725,715 days 00:00:00,124,-4681.766848463216,196.3800111252727,-21.853886412234548,31.08282587114179,-6.869436473528179,13 days 12:44:04.897959183,3 days 16:00:00,2204.5493116552825,1.6383165504766848,2.9332818715558053,1.4148054080948271,1.0990982705557255,11.09845460942891,1.7463079304936118,0.3424068767908309,-0.06252034035580903,None,None,0.004114939173374116,1.0369646716902772,268.6823477967916,1.1226623422045048,0.7617497211987123,944,943,1873,,
Median Worst Trade [%],SOL-USD,SMA,3,8,0,false,false,1,129,1.4867694148755495,42.1875,1.6333318658262237,6.985665331253051,2.6680316642877053,-0.02043908627413895,7 days 11:59:59.999999999,0.06833956219967965,2.06620395088094,4.11639081687133,14.433809306967063,0,1873,1874 days 00:00:00,1000.0,182121.2053484229,18112.12053484229,18490.040058816732,100.0,16622.221851400565,73.2964084231511,723 days 00:00:00,128,-3161.67902188719,151.98641405372825,-34.4715933794456,26.199318895790302,-7.035108891517377,12 days 00:53:19.999999999,4 days 04:32:25.945945946,1439.710034143046,1.5503086422481895,2.3955131176929805,1.3825569770621622,1.067360974485438,10.888787071004451,1.7554457883029917,0.346264367816092,-0.06269969632692292,None,None,0.003922526176570754,0.98847659649583,181.12120534842325,1.013513577334776,0.7673515683342096,966,965,1873,,
Most Win Rate [%],SOL-USD,SMA,9,10,0,false,false,1,172,1.4657381036972976,47.953216374269005,1.3996996436911397,5.288350360749511,2.471223719419957,-0.29636644805390966,5 days 16:58:56.842105262,0.09129738387613455,2.754938601174586,5.493860117458623,14.569080545364375,0,1873,1874 days 00:00:00,1000.0,131102.12562210712,13010.212562210714,18490.040058816732,100.0,20000.77213542454,71.01049463004027,470 days 00:00:00,171,432.2101854847715,274.7089224186766,-36.55388562409995,18.713421083808853,-7.080815923417523,7 days 06:08:46.829268292,4 days 06:44:29.662921348,758.3035990445753,1.4802983879256102,2.231959271197382,1.361175956222841,0.7832032316045665,10.848203785911288,1.8558949382586583,0.3511175198269647,-0.06294067264106265,None,None,0.0037780823838164394,0.9520767607217427,130.1021256221068,0.9264538937292894,0.7740497241922127,980,979,1873,,
Mean Best Trade [%],SOL-USD,SMA,9,10,0,false,false,1,172,1.4657381036972976,47.953216374269005,1.3996996436911397,5.288350360749511,2.471223719419957,-0.29636644805390966,5 days 16:58:56.842105262,0.09129738387613455,2.754938601174586,5.493860117458623,14.569080545364375,0,1873,1874 days 00:00:00,1000.0,131102.12562210712,13010.212562210714,18490.040058816732,100.0,20000.77213542454,71.01049463004027,470 days 00:00:00,171,432.2101854847715,274.7089224186766,-36.55388562409995,18.713421083808853,-7.080815923417523,7 days 06:08:46.829268292,4 days 06:44:29.662921348,758.3035990445753,1.4802983879256102,2.231959271197382,1.361175956222841,0.7832032316045665,10.848203785911288,1.8558949382586583,0.3511175198269647,-0.06294067264106265,None,None,0.0037780823838164394,0.9520767607217427,130.1021256221068,0.9264538937292894,0.7740497241922127,980,979,1873,,
Mean Worst Trade [%],SOL-USD,SMA,9,10,0,false,false,1,172,1.4657381036972976,47.953216374269005,1.3996996436911397,5.288350360749511,2.471223719419957,-0.29636644805390966,5 days 16:58:56.842105262,0.09129738387613455,2.754938601174586,5.493860117458623,14.569080545364375,0,1873,1874 days 00:00:00,1000.0,131102.12562210712,13010.212562210714,18490.040058816732,100.0,20000.77213542454,71.01049463004027,470 days 00:00:00,171,432.2101854847715,274.7089224186766,-36.55388562409995,18.713421083808853,-7.080815923417523,7 days 06:08:46.829268292,4 days 06:44:29.662921348,758.3035990445753,1.4802983879256102,2.231959271197382,1.361175956222841,0.7832032316045665,10.848203785911288,1.8558949382586583,0.3511175198269647,-0.06294067264106265,None,None,0.0037780823838164394,0.9520767607217427,130.1021256221068,0.9264538937292894,0.7740497241922127,980,979,1873,,
