Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Win Rate [%],MSTY,EMA,46,83,0,false,0,8,0.3041702258494851,50.0,1.8358063738444546,7.8761980495400055,3.0182784479629805,4.054905130711683,4 days 04:22:30,0.06735716672235216,2.048780487804878,4.097560975609756,16.136600881984403,0,1968,82 days 01:00:00,1000.0,1545.5029316270893,54.55029316270893,-17.856624290653723,100.0,25.206980944009533,44.87546437538276,39 days 17:00:00,8,0.0,60.746222870044555,-22.450864044137028,24.19280051545697,-8.440404416376959,6 days 14:30:00,1 days 18:15:00,68.18786645338618,2.1531180088760573,13.229669580520243,1.13066967066079,-0.7886151279603011,30.872285673344113,0.9388139573133713,0.28945645055664704,-0.014550472520462945,None,None,0.0003169707461345393,1.917039072621694,0.545502931627089,2.808454590522323,1.0715422338786926,118.76984126984127
Most Expectancy,MSTY,EMA,46,83,0,false,0,8,0.3041702258494851,50.0,1.8358063738444546,7.8761980495400055,3.0182784479629805,4.054905130711683,4 days 04:22:30,0.06735716672235216,2.048780487804878,4.097560975609756,16.136600881984403,0,1968,82 days 01:00:00,1000.0,1545.5029316270893,54.55029316270893,-17.856624290653723,100.0,25.206980944009533,44.87546437538276,39 days 17:00:00,8,0.0,60.746222870044555,-22.450864044137028,24.19280051545697,-8.440404416376959,6 days 14:30:00,1 days 18:15:00,68.18786645338618,2.1531180088760573,13.229669580520243,1.13066967066079,-0.7886151279603011,30.872285673344113,0.9388139573133713,0.28945645055664704,-0.014550472520462945,None,None,0.0003169707461345393,1.917039072621694,0.545502931627089,2.808454590522323,1.0715422338786926,118.76984126984127
Most Omega Ratio,MSTY,EMA,46,83,0,false,0,8,0.3041702258494851,50.0,1.8358063738444546,7.8761980495400055,3.0182784479629805,4.054905130711683,4 days 04:22:30,0.06735716672235216,2.048780487804878,4.097560975609756,16.136600881984403,0,1968,82 days 01:00:00,1000.0,1545.5029316270893,54.55029316270893,-17.856624290653723,100.0,25.206980944009533,44.87546437538276,39 days 17:00:00,8,0.0,60.746222870044555,-22.450864044137028,24.19280051545697,-8.440404416376959,6 days 14:30:00,1 days 18:15:00,68.18786645338618,2.1531180088760573,13.229669580520243,1.13066967066079,-0.7886151279603011,30.872285673344113,0.9388139573133713,0.28945645055664704,-0.014550472520462945,None,None,0.0003169707461345393,1.917039072621694,0.545502931627089,2.808454590522323,1.0715422338786926,118.76984126984127
Most Profit Factor,MSTY,EMA,59,66,0,false,0,9,0.26144514294779264,44.44444444444444,1.8618399082567605,6.988150902621841,3.0155556517389166,4.062686478024737,3 days 17:40:00,0.07577681256264618,2.304878048780488,4.609756097560976,16.106835617018636,0,1968,82 days 01:00:00,1000.0,1546.8924175815323,54.68924175815323,-17.856624290653723,100.0,28.266839017120642,44.79870512834432,39 days 18:00:00,9,0.0,60.746222870044555,-22.576950512726874,24.002720252953775,-6.623504577643706,6 days 14:30:00,1 days 10:36:00,60.76582417572581,2.1508907369141124,13.314369446622887,1.129805312866336,-0.7770978151173007,30.176293660578086,0.9461800701431392,0.2903014416775885,-0.01463957760954555,None,None,0.0003186177002283501,1.9269998509810615,0.5468924175815315,2.818981564529072,1.0782252393600995,118.76984126984127
Most Total Return [%],MSTY,EMA,56,69,0,false,0,9,0.2580071787949545,44.44444444444444,1.82184228077839,7.032731477273501,3.0219575327094677,4.07339967041158,3 days 17:20:00,0.07577681256264618,2.304878048780488,4.609756097560976,16.209588404935268,0,1968,82 days 01:00:00,1000.0,1548.8054320955857,54.880543209558574,-17.856624290653723,100.0,28.473848299226436,44.04085353194513,39 days 17:00:00,9,0.0,60.746222870044555,-22.576950512726874,24.46782584704802,-6.91534401854611,6 days 14:00:00,1 days 10:24:00,60.97838134395393,2.155759023020207,13.630676203747612,1.1304997158654286,-0.7798765403325495,30.26778565034765,0.9437882243310929,0.28945645055664704,-0.014639577609545582,None,None,0.00031910702736501846,1.9299593015036316,0.5488054320955857,2.8335069607106678,1.077442494313544,118.76984126984127
Most Sharpe Ratio,MSTY,EMA,56,69,0,false,0,9,0.2580071787949545,44.44444444444444,1.82184228077839,7.032731477273501,3.0219575327094677,4.07339967041158,3 days 17:20:00,0.07577681256264618,2.304878048780488,4.609756097560976,16.209588404935268,0,1968,82 days 01:00:00,1000.0,1548.8054320955857,54.880543209558574,-17.856624290653723,100.0,28.473848299226436,44.04085353194513,39 days 17:00:00,9,0.0,60.746222870044555,-22.576950512726874,24.46782584704802,-6.91534401854611,6 days 14:00:00,1 days 10:24:00,60.97838134395393,2.155759023020207,13.630676203747612,1.1304997158654286,-0.7798765403325495,30.26778565034765,0.9437882243310929,0.28945645055664704,-0.014639577609545582,None,None,0.00031910702736501846,1.9299593015036316,0.5488054320955857,2.8335069607106678,1.077442494313544,118.76984126984127
Most Calmar Ratio,MSTY,EMA,56,69,0,false,0,9,0.2580071787949545,44.44444444444444,1.82184228077839,7.032731477273501,3.0219575327094677,4.07339967041158,3 days 17:20:00,0.07577681256264618,2.304878048780488,4.609756097560976,16.209588404935268,0,1968,82 days 01:00:00,1000.0,1548.8054320955857,54.880543209558574,-17.856624290653723,100.0,28.473848299226436,44.04085353194513,39 days 17:00:00,9,0.0,60.746222870044555,-22.576950512726874,24.46782584704802,-6.91534401854611,6 days 14:00:00,1 days 10:24:00,60.97838134395393,2.155759023020207,13.630676203747612,1.1304997158654286,-0.7798765403325495,30.26778565034765,0.9437882243310929,0.28945645055664704,-0.014639577609545582,None,None,0.00031910702736501846,1.9299593015036316,0.5488054320955857,2.8335069607106678,1.077442494313544,118.76984126984127
Most Sortino Ratio,MSTY,EMA,56,69,0,false,0,9,0.2580071787949545,44.44444444444444,1.82184228077839,7.032731477273501,3.0219575327094677,4.07339967041158,3 days 17:20:00,0.07577681256264618,2.304878048780488,4.609756097560976,16.209588404935268,0,1968,82 days 01:00:00,1000.0,1548.8054320955857,54.880543209558574,-17.856624290653723,100.0,28.473848299226436,44.04085353194513,39 days 17:00:00,9,0.0,60.746222870044555,-22.576950512726874,24.46782584704802,-6.91534401854611,6 days 14:00:00,1 days 10:24:00,60.97838134395393,2.155759023020207,13.630676203747612,1.1304997158654286,-0.7798765403325495,30.26778565034765,0.9437882243310929,0.28945645055664704,-0.014639577609545582,None,None,0.00031910702736501846,1.9299593015036316,0.5488054320955857,2.8335069607106678,1.077442494313544,118.76984126984127
Median Worst Trade [%],MSTY,EMA,40,88,0,false,0,9,0.22065158442593985,44.44444444444444,1.8068097374767322,6.430048010748464,2.850176740589962,3.758174359433625,3 days 17:26:40,0.07577681256264618,2.304878048780488,4.609756097560976,14.820476512578777,0,1968,82 days 01:00:00,1000.0,1492.5168326452074,49.25168326452074,-17.856624290653723,100.0,27.192578330556525,43.493140515104955,41 days 20:00:00,9,0.0,59.35916768875745,-19.28758071667976,23.170140008939633,-6.96202558780447,6 days 13:15:00,1 days 11:12:00,54.72409251613415,2.03540526792008,11.35726665729724,1.1230923411312383,-0.7969884494611047,31.275522405503207,0.9495235247745928,0.28776978417266186,-0.0146395776095456,None,None,0.0002985791902638073,1.8058069427155066,0.4925168326452074,2.4214646879294066,1.0677426388859426,118.76984126984127
Median Best Trade [%],MSTY,EMA,47,89,0,false,0,8,0.16816787513554113,50.0,1.5135277718779918,6.48481161916774,2.4583367967023446,3.126398512861775,4 days 04:07:30,0.06735716672235216,2.048780487804878,4.097560975609756,13.285955512441223,0,1968,82 days 01:00:00,1000.0,1379.7029933637752,37.97029933637753,-17.856624290653723,100.0,24.23748271735648,48.21047075925033,41 days 04:00:00,8,0.0,60.92558742535436,-22.450864044137028,23.41393146196703,-10.444308223631552,6 days 15:30:00,1 days 16:45:00,47.462874170471906,1.763516603502265,6.610546185874195,1.105944396684022,-0.8192005225598533,31.276621762115933,0.9224581672341734,0.28776978417266186,-0.014639577609545602,None,None,0.00025863042940427915,1.5641968370370802,0.3797029933637752,1.6876137882162645,1.0674757362862424,118.76984126984127
Most Avg Losing Trade Duration,MSTY,EMA,48,88,0,false,0,8,0.09078521655367118,37.5,1.4395738874157051,6.003364534367503,2.276188379494952,2.8446573672947757,4 days 04:22:30,0.06735716672235216,2.048780487804878,4.097560975609756,12.299576119191958,0,1968,82 days 01:00:00,1000.0,1329.3935355276924,32.93935355276924,-17.856624290653723,100.0,23.696405015676014,48.86564946741206,45 days 18:00:00,8,0.0,60.92558742535436,-22.450864044137024,30.671674839722723,-8.79762164884563,7 days 10:20:00,2 days 05:36:00,41.17419194096155,1.634480612476045,5.216738142288467,1.0975364781856962,-0.8160963214394787,31.125818197550654,0.9204340010239135,0.28776978417266186,-0.014758898932861279,None,None,0.0002399743499000259,1.4513648681953566,0.3293935355276918,1.397814122411444,1.0686684662532626,118.76984126984127
Median Total Trades,MSTY,EMA,25,54,0,false,0,14,0.07607432735590353,35.714285714285715,1.2593808345956374,3.805231007904257,2.120072482088699,2.6916963591593075,2 days 14:21:25.714285714,0.11787504176411627,3.5853658536585367,7.170731707317073,13.64314532102258,0,1968,82 days 01:00:00,1000.0,1302.0798629937456,30.207986299374557,-17.856624290653723,100.0,45.01384091817445,51.49874296346625,39 days 18:00:00,14,0.0,75.01529433225122,-19.84600262871094,23.78102918020056,-7.292434643371467,5 days 07:24:00,1 days 02:13:20,21.57713307098183,1.560927673537604,4.341991778997338,1.0913154580546083,-1.224960601411893,31.283276219033038,0.9207974177335754,0.32236400268636667,-0.014708860560123457,None,None,0.00023326013883009605,1.410757319644421,0.3020798629937471,1.2496868115147315,1.0877164431081798,118.76984126984127
Median Win Rate [%],MSTY,EMA,29,88,0,false,0,10,0.07532042433560532,30.0,1.6415787409697766,4.771873062177045,2.402099816341585,3.037977310513084,3 days 09:53:59.999999999,0.0841964584029402,2.5609756097560976,5.121951219512195,12.220650525087555,0,1968,82 days 01:00:00,1000.0,1363.9139514670908,36.39139514670908,-17.856624290653723,100.0,29.169211329550166,47.97052909192121,45 days 18:00:00,10,0.0,57.928295138935745,-18.27130671593055,27.60347463038229,-5.013099038482346,7 days 04:00:00,1 days 19:17:08.571428571,36.391395146709094,1.7293236313410318,6.2079192976945095,1.1033927996154393,-0.9012657521342698,32.34886379317115,0.9380073016865034,0.29369250985545337,-0.014758898932861303,None,None,0.0002505916437234857,1.5155782612396413,0.3639139514670915,1.5942570420499815,1.0547468887199893,118.76984126984127
Median Max Drawdown [%],MSTY,EMA,23,58,0,false,0,15,0.060228509693883346,33.33333333333333,1.226888988574925,3.399578234056775,2.0107116025321305,2.5231626527623443,2 days 10:19:59.999999999,0.1262946876044103,3.8414634146341466,7.682926829268293,13.05935541131566,0,1968,82 days 01:00:00,1000.0,1271.9854322393264,27.198543223932642,-17.856624290653723,100.0,48.7860898579554,52.71309093926353,39 days 18:00:00,15,0.0,75.01529433225122,-19.84600262871095,23.826366882633245,-6.813816090231456,5 days 07:36:00,0 days 23:42:00,18.132362149288426,1.481321077845076,3.635397600767675,1.0862953001086326,-1.222272844867879,31.178161825894673,0.9191729462457663,0.323252688172043,-0.014877231095992703,None,None,0.00022153480037927006,1.3398424726938254,0.27198543223932936,1.0937671104201487,1.0885558098174524,118.76984126984127
Least Total Trades,MSTY,EMA,87,89,0,false,0,6,0.05506820299539762,33.33333333333333,1.3651474622832538,7.284690401528934,1.9276501825641632,2.3668164464558994,5 days 21:39:59.999999999,0.05051787504176412,1.5365853658536586,3.073170731707317,11.193548665763972,0,1968,82 days 01:00:00,1000.0,1244.0672775864941,24.406727758649414,-17.856624290653723,100.0,15.626103565522962,44.78599788335863,47 days 09:00:00,6,0.0,65.35334275347752,-23.350800975584722,44.39802626364923,-11.271977529531206,13 days 10:30:00,2 days 03:15:00,40.67787959774897,1.4035330082408057,3.6666457219867254,1.080534158963993,-1.0722024683913915,29.66543601640984,0.925500997025682,0.3048376408217362,-0.016045845215970526,None,None,0.00021655813840195274,1.3097436210550102,0.24406727758649516,0.9557951563994982,1.123077749282445,118.76984126984127
Least Worst Trade [%],MSTY,EMA,88,89,0,false,0,6,0.052789268771940075,33.33333333333333,1.3527992870743173,7.152578610056818,1.8991865466964974,2.3231306788145063,5 days 21:19:59.999999999,0.05051787504176412,1.5365853658536586,3.073170731707317,10.990547620331208,0,1968,82 days 01:00:00,1000.0,1236.2664741902827,23.626647419028266,-17.856624290653723,100.0,15.573428269522587,44.87889908369226,47 days 09:00:00,6,0.0,64.81657998892881,-23.432505232666394,44.129644881374865,-11.335954525602201,13 days 11:00:00,2 days 02:30:00,39.37774569838044,1.382823200603419,3.4965865438897663,1.079284765476491,-1.0714480203624146,29.660488964187426,0.9328610117356979,0.30224867724867727,-0.016045845215970488,None,None,0.0002133692598916637,1.290457283824782,0.23626647419028446,0.9183701958888213,1.1231121815221836,118.76984126984127
Mean Best Trade [%],MSTY,EMA,84,89,0,false,0,6,0.04316430415522454,33.33333333333333,1.3181597426817286,6.394067272141177,1.7827788913237332,2.1489021738034153,5 days 21:29:59.999999999,0.05051787504176412,1.5365853658536586,3.073170731707317,9.825030198655956,0,1968,82 days 01:00:00,1000.0,1205.1551446432293,20.51551446432293,-17.856624290653723,100.0,15.204217021587173,44.786951141680916,47 days 12:00:00,6,0.0,59.627992704825374,-23.350800975584725,41.66639232867579,-11.242095256126126,13 days 09:30:00,2 days 03:30:00,34.19252410720489,1.2988876098091748,2.8888024958893177,1.0745093173612628,-1.072871188198848,29.74994756969046,0.9267056339687756,0.30311052283256124,-0.016045845215970495,None,None,0.00020026993257727952,1.2112325522273866,0.2051551446432296,0.7739131769013292,1.1222823216141902,118.76984126984127
Mean Profit Factor,MSTY,EMA,21,62,0,false,0,16,0.03956759851207543,31.25,1.1750315330634722,2.7799678310575393,1.7617543962040758,2.1521510987191674,2 days 06:33:44.999999999,0.13471433344470432,4.097560975609756,8.195121951219512,11.39108769799187,0,1968,82 days 01:00:00,1000.0,1205.7352929589206,20.573529295892058,-17.856624290653723,100.0,50.155604820015604,53.80706889766373,41 days 11:00:00,16,0.0,72.4429179058859,-19.84600262871094,22.862895735895204,-6.34863576205049,5 days 07:24:00,0 days 21:27:16.363636363,12.858455809932536,1.299653653811743,2.4136665816193994,1.0754179760716893,-1.2235243111213554,31.272729540669044,0.9118648255441197,0.32236400268636667,-0.01516924245586329,None,None,0.00019421008071291872,1.1745825681517323,0.205735292958922,0.7765374621311114,1.0876823494042387,118.76984126984127
