Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],SPY_BTC-USD,SMA,79,88,0,false,30,0.09260501121890888,53.333333333333336,1.5398134844962024,1.062471682918305,1.9867418985342449,1.5662230237557035,2 days 05:19:59.999999999,0.20719424460431657,6.215827338129497,12.431654676258994,6.604140532672054,0,3475,144 days 20:00:00,1000.0,1305.6893867403041,30.568938674030406,-53.98745263177314,100.0,66.58985465381059,28.035926709049846,63 days 15:00:00,30,0,0.0,15.914554350542929,-11.773204940128357,5.17968821433528,-3.6429186387010946,2 days 05:00:00,2 days 05:42:51.428571428,10.189646224676817,1.3584104972851352,3.418970803816283,1.0719512180206756,0.40700050460882436,27.090443468056876,1.093204278105349,0.3023604346197078,-0.007941505417918198,None,None,0.00010083427084415508,0.6098456700654499,0.3056893867403023,0.5905721816122691,0.5403001368157709,144.79166666666666
Most Profit Factor,SPY_BTC-USD,SMA,79,88,0,false,30,0.09260501121890888,53.333333333333336,1.5398134844962024,1.062471682918305,1.9867418985342449,1.5662230237557035,2 days 05:19:59.999999999,0.20719424460431657,6.215827338129497,12.431654676258994,6.604140532672054,0,3475,144 days 20:00:00,1000.0,1305.6893867403041,30.568938674030406,-53.98745263177314,100.0,66.58985465381059,28.035926709049846,63 days 15:00:00,30,0,0.0,15.914554350542929,-11.773204940128357,5.17968821433528,-3.6429186387010946,2 days 05:00:00,2 days 05:42:51.428571428,10.189646224676817,1.3584104972851352,3.418970803816283,1.0719512180206756,0.40700050460882436,27.090443468056876,1.093204278105349,0.3023604346197078,-0.007941505417918198,None,None,0.00010083427084415508,0.6098456700654499,0.3056893867403023,0.5905721816122691,0.5403001368157709,144.79166666666666
Most Expectancy,SPY_BTC-USD,SMA,79,88,0,false,30,0.09260501121890888,53.333333333333336,1.5398134844962024,1.062471682918305,1.9867418985342449,1.5662230237557035,2 days 05:19:59.999999999,0.20719424460431657,6.215827338129497,12.431654676258994,6.604140532672054,0,3475,144 days 20:00:00,1000.0,1305.6893867403041,30.568938674030406,-53.98745263177314,100.0,66.58985465381059,28.035926709049846,63 days 15:00:00,30,0,0.0,15.914554350542929,-11.773204940128357,5.17968821433528,-3.6429186387010946,2 days 05:00:00,2 days 05:42:51.428571428,10.189646224676817,1.3584104972851352,3.418970803816283,1.0719512180206756,0.40700050460882436,27.090443468056876,1.093204278105349,0.3023604346197078,-0.007941505417918198,None,None,0.00010083427084415508,0.6098456700654499,0.3056893867403023,0.5905721816122691,0.5403001368157709,144.79166666666666
Most Sharpe Ratio,SPY_BTC-USD,SMA,79,88,0,false,30,0.09260501121890888,53.333333333333336,1.5398134844962024,1.062471682918305,1.9867418985342449,1.5662230237557035,2 days 05:19:59.999999999,0.20719424460431657,6.215827338129497,12.431654676258994,6.604140532672054,0,3475,144 days 20:00:00,1000.0,1305.6893867403041,30.568938674030406,-53.98745263177314,100.0,66.58985465381059,28.035926709049846,63 days 15:00:00,30,0,0.0,15.914554350542929,-11.773204940128357,5.17968821433528,-3.6429186387010946,2 days 05:00:00,2 days 05:42:51.428571428,10.189646224676817,1.3584104972851352,3.418970803816283,1.0719512180206756,0.40700050460882436,27.090443468056876,1.093204278105349,0.3023604346197078,-0.007941505417918198,None,None,0.00010083427084415508,0.6098456700654499,0.3056893867403023,0.5905721816122691,0.5403001368157709,144.79166666666666
Most Calmar Ratio,SPY_BTC-USD,SMA,79,88,0,false,30,0.09260501121890888,53.333333333333336,1.5398134844962024,1.062471682918305,1.9867418985342449,1.5662230237557035,2 days 05:19:59.999999999,0.20719424460431657,6.215827338129497,12.431654676258994,6.604140532672054,0,3475,144 days 20:00:00,1000.0,1305.6893867403041,30.568938674030406,-53.98745263177314,100.0,66.58985465381059,28.035926709049846,63 days 15:00:00,30,0,0.0,15.914554350542929,-11.773204940128357,5.17968821433528,-3.6429186387010946,2 days 05:00:00,2 days 05:42:51.428571428,10.189646224676817,1.3584104972851352,3.418970803816283,1.0719512180206756,0.40700050460882436,27.090443468056876,1.093204278105349,0.3023604346197078,-0.007941505417918198,None,None,0.00010083427084415508,0.6098456700654499,0.3056893867403023,0.5905721816122691,0.5403001368157709,144.79166666666666
Most Omega Ratio,SPY_BTC-USD,SMA,79,88,0,false,30,0.09260501121890888,53.333333333333336,1.5398134844962024,1.062471682918305,1.9867418985342449,1.5662230237557035,2 days 05:19:59.999999999,0.20719424460431657,6.215827338129497,12.431654676258994,6.604140532672054,0,3475,144 days 20:00:00,1000.0,1305.6893867403041,30.568938674030406,-53.98745263177314,100.0,66.58985465381059,28.035926709049846,63 days 15:00:00,30,0,0.0,15.914554350542929,-11.773204940128357,5.17968821433528,-3.6429186387010946,2 days 05:00:00,2 days 05:42:51.428571428,10.189646224676817,1.3584104972851352,3.418970803816283,1.0719512180206756,0.40700050460882436,27.090443468056876,1.093204278105349,0.3023604346197078,-0.007941505417918198,None,None,0.00010083427084415508,0.6098456700654499,0.3056893867403023,0.5905721816122691,0.5403001368157709,144.79166666666666
Most Sortino Ratio,SPY_BTC-USD,SMA,79,88,0,false,30,0.09260501121890888,53.333333333333336,1.5398134844962024,1.062471682918305,1.9867418985342449,1.5662230237557035,2 days 05:19:59.999999999,0.20719424460431657,6.215827338129497,12.431654676258994,6.604140532672054,0,3475,144 days 20:00:00,1000.0,1305.6893867403041,30.568938674030406,-53.98745263177314,100.0,66.58985465381059,28.035926709049846,63 days 15:00:00,30,0,0.0,15.914554350542929,-11.773204940128357,5.17968821433528,-3.6429186387010946,2 days 05:00:00,2 days 05:42:51.428571428,10.189646224676817,1.3584104972851352,3.418970803816283,1.0719512180206756,0.40700050460882436,27.090443468056876,1.093204278105349,0.3023604346197078,-0.007941505417918198,None,None,0.00010083427084415508,0.6098456700654499,0.3056893867403023,0.5905721816122691,0.5403001368157709,144.79166666666666
Most Win Rate [%],SPY_BTC-USD,SMA,80,88,0,false,29,0.05709444866941401,62.06896551724138,1.3542799631219706,0.8255572869061145,1.5240918132485881,1.380833243025698,2 days 07:20:41.379310344,0.20028776978417268,6.00863309352518,12.01726618705036,4.9604708347049415,0,3475,144 days 20:00:00,1000.0,1205.602166684544,20.560216668454416,-53.98745263177314,100.0,61.43462235705481,29.092902149368488,65 days 02:00:00,29,0,0.0,15.91455435054294,-12.107230913484896,4.280803981968989,-4.8284827595604085,2 days 02:56:40,2 days 14:32:43.636363636,7.08972988567394,1.0467681700543212,2.069015557339422,1.0548106422584365,0.3875315500695724,26.48495582778235,1.0783088991404342,0.3028485757121439,-0.008053886346943784,None,None,0.00007820497050106569,0.47298366159044525,0.205602166684552,0.384488611715196,0.5438032423255323,144.79166666666666
Median Total Trades,SPY_BTC-USD,SMA,83,88,0,false,41,0.05285540990302884,60.97560975609756,1.3173707722153982,0.5739319722199696,1.509365634374133,1.3766073756833839,1 days 15:08:46.829268292,0.2831654676258993,8.494964028776979,16.989928057553957,4.87553145897367,0,3475,144 days 20:00:00,1000.0,1203.3207285548308,20.33207285548308,-53.98745263177314,100.0,85.01069198492782,30.368143932067348,73 days 07:00:00,41,0,0.0,12.66578236384631,-11.74373214198922,3.3455851978697995,-3.756776192857889,1 days 06:43:12,2 days 04:18:45,4.959042159873922,1.037936300829142,1.9570112413465877,1.0542097016532883,0.3705803592189431,26.03182439913041,1.0986800860902768,0.30187265917602996,-0.008240504873295935,None,None,0.00007786086418100866,0.4709025065667404,0.2033207285548333,0.37993326048146847,0.5460173749846113,144.79166666666666
Least Max Drawdown [%],SPY_BTC-USD,SMA,13,17,0,false,130,0.021685533289278847,41.86046511627907,1.1156839272413879,0.17221202685258108,1.2776049584517921,1.2758030384399108,0 days 13:10:41.860465116,0.8909352517985613,26.935251798561154,53.66330935251799,4.6385743060148465,0,3475,144 days 20:00:00,1000.0,1148.899034734738,14.889903473473796,-53.98745263177314,100.0,275.5514389018008,20.22454922607147,84 days 16:00:00,129,1,-15.047304001338716,15.184429314964062,-9.922294061463958,2.8740686721358943,-1.7731247577514049,0 days 18:43:20,0 days 09:11:12,1.270901850667256,0.8375380874331467,2.070709425984129,1.043329648041882,2.406802805526588,67.95106086274252,1.2522457766066253,0.315669947009841,-0.009220611229399671,None,None,0.0000714963866560894,0.43241014649602866,0.1488990347347352,0.27316966430800216,0.62135167304312,144.79166666666666
