Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Profit Factor,BTC-USD,StrategyTypeEnum.SMA,75,87,0,false,false,1,28,1.708838341914778,62.96296296296296,5.856657599100201,69.78964499016533,1.7792978737191947,-0.044256638795599504,84 days 04:26:40,0.006900076667518528,0.2146690518783542,0.42167135190391003,14.981676920965723,0,3913,3914 days 00:00:00,1000.0,219654.20090287356,21865.420090287356,22877.91992897882,100.0,3460.379371941366,64.32719295811572,1055 days 00:00:00,27,-1308.3666710557009,1465.5309673273682,-33.19589578456767,116.1924814712852,-9.095177027738464,106 days 21:10:35.294117646,45 days 14:24:00,8146.761761997381,1.1872413992619726,1.01575019938685,1.281832084428707,-0.07300796625875453,16.50177131278191,1.1181057551322346,1.1464318813716403,-0.03957530603167256,0.0018030387201585427,0.4543657574799528,218.65420090287256,0.41504799230830614,0.4605881113253291,2290,55,3913,,
Least Total Trades,BTC-USD,StrategyTypeEnum.SMA,55,87,0,false,false,1,20,1.7074792347640433,68.42105263157895,3.4072431940845567,93.8071961315765,1.778463820438141,-0.01811552979391554,117 days 11:22:06.315789474,0.004855609506772297,0.1533350370559673,0.29900332225913623,14.383929894951676,0,3913,3914 days 00:00:00,1000.0,225634.74288882592,22463.47428888259,22877.91992897882,100.0,2784.8171761388153,65.47875158382534,1307 days 00:00:00,19,4659.475530378491,1289.7399547509333,-36.79781747996997,145.53010745991543,-18.25911174649115,153 days 09:13:50.769230770,39 days 16:00:00,11577.645650444607,1.1893341552860959,1.0042200330921724,1.2832721842702408,-0.08436374264826041,16.341730410092403,1.1027956383221766,1.1636536631779257,-0.04055443370462941,0.0018133625462428062,0.4569673616531872,224.63474288882588,0.4174975137975321,0.46241025067355485,2256,39,3913,,
Most Win Rate [%],BTC-USD,StrategyTypeEnum.SMA,55,87,0,false,false,1,20,1.7074792347640433,68.42105263157895,3.4072431940845567,93.8071961315765,1.778463820438141,-0.01811552979391554,117 days 11:22:06.315789474,0.004855609506772297,0.1533350370559673,0.29900332225913623,14.383929894951676,0,3913,3914 days 00:00:00,1000.0,225634.74288882592,22463.47428888259,22877.91992897882,100.0,2784.8171761388153,65.47875158382534,1307 days 00:00:00,19,4659.475530378491,1289.7399547509333,-36.79781747996997,145.53010745991543,-18.25911174649115,153 days 09:13:50.769230770,39 days 16:00:00,11577.645650444607,1.1893341552860959,1.0042200330921724,1.2832721842702408,-0.08436374264826041,16.341730410092403,1.1027956383221766,1.1636536631779257,-0.04055443370462941,0.0018133625462428062,0.4569673616531872,224.63474288882588,0.4174975137975321,0.46241025067355485,2256,39,3913,,
Mean Avg Winning Trade Duration,BTC-USD,StrategyTypeEnum.SMA,67,77,0,false,false,1,34,1.660948085321661,60.60606060606061,3.2897893823135593,55.73624269099223,1.7168531399430822,-0.1389631593853081,69 days 16:43:38.181818181,0.0084334270380782,0.2606695629951444,0.5136723741374905,14.528742025252253,0,3913,3914 days 00:00:00,1000.0,197987.3189548382,19698.73189548382,22877.91992897882,100.0,3617.3539278819817,64.3271929581157,1259 days 00:00:00,33,4088.5417563989467,1389.432604818778,-28.665811966433985,99.75920990141289,-11.991399171193407,96,29 days 05:32:18.461538461,5845.417490861797,1.158056977450573,0.9909778130940796,1.2721269527123362,-0.17563519397600266,16.246507198046064,1.1065485239466035,1.1496350364963506,-0.04055443370462934,0.0017953336789082713,0.45242408708488435,196.9873189548392,0.40561797280520806,0.4701776196623682,2324,67,3913,,
Most Calmar Ratio,BTC-USD,StrategyTypeEnum.SMA,8,44,0,false,false,1,48,1.6538418163124842,48.93617021276596,2.7899720615634376,25.15650890162877,2.3859958053088683,2.926338369907924,45 days 07:39:34.468085105,0.012011244569384105,0.36800408893432146,0.7283414260158446,9.257698139112042,0,3913,3914 days 00:00:00,1000.0,899264.5484083071,89826.45484083072,22877.91992897882,100.0,16695.913127826054,53.60574920633759,755 days 00:00:00,47,175860.18068382132,357.662545496104,-19.792472298596227,59.50599606533389,-7.761749630255306,75 days 02:05:13.043478260,16 days 19:00:00,15370.305696265656,1.522128680779979,1.6521843437176704,1.376213645578367,0.5384553587934287,10.720684150375698,1.1764962357946827,1.1697560975609758,-0.03528481807699315,0.002076389579984566,0.5232501741561106,898.2645484083027,0.549472468073944,0.41371776908717933,2178,95,3913,,
Mean Sharpe Ratio,BTC-USD,StrategyTypeEnum.SMA,59,84,0,false,false,1,24,1.6516171767845447,60.86956521739131,3.698048531922544,74.3606880849514,1.7738233197995812,-0.02767617408724125,97 days 13:33:54.782608695,0.005877843087145413,0.18400204446716073,0.3603373370815231,13.682518635615898,0,3913,3914 days 00:00:00,1000.0,223447.46634270437,22244.746634270436,22877.91992897882,100.0,2784.830963480035,67.11035421985879,1307 days 00:00:00,23,4614.307124953193,1238.63075165313,-35.604521632366094,130.8133675144869,-13.454591027659404,136 days 10:17:08.571428570,37 days 02:40:00,9471.006922510924,1.1889718513938865,0.9775625409746476,1.2828418165107067,-0.10413640579241377,16.43564098791808,1.1035982808162776,1.162417374881964,-0.04032256079517717,0.0018094577242015464,0.4559833464987897,222.44746634270402,0.41660876890512033,0.46155511740288374,2268,47,3913,,
Mean Avg Losing Trade Duration,BTC-USD,StrategyTypeEnum.SMA,28,38,0,false,false,1,56,1.6365432382607814,58.18181818181818,2.9135263845437787,15.942339703535401,1.9600205821210246,-0.009012565048576055,39 days 13:05:27.272727272,0.014055711730130335,0.4293381037567084,0.8510094556606185,6.844653897761174,0,3913,3914 days 00:00:00,1000.0,227717.31187442783,22671.731187442783,22877.91992897882,100.0,5847.79756778871,69.51602478858169,573 days 00:00:00,55,24350.713364807394,255.9430336505076,-23.159486861047597,34.26902833645402,-9.555661872699197,50 days 13:30:00,24,3679.392700174918,1.2691782349513954,0.9479418685638014,1.303807190078034,0.49387267636453325,10.72940862945456,1.166564327964558,1.1176470588235294,-0.03554376192538579,0.0017214878938246994,0.43381494924382424,226.71731187442882,0.41833625376649475,0.41136568360125575,2214,111,3913,,
Median Total Trades,BTC-USD,StrategyTypeEnum.SMA,80,84,0,false,false,1,41,1.6074097278215767,60.0,2.5656374553653376,32.79105227509085,1.672719938775268,-0.3607344287532719,57 days 00:00:00,0.010222335803731152,0.31433682596473295,0.6210069000766675,10.307435292195692,0,3913,3914 days 00:00:00,1000.0,147250.6655233555,14625.066552335551,22877.91992897882,100.0,4493.254347710894,64.3271929581157,1050 days 00:00:00,40,-2055.0751767339534,823.1494294117347,-31.85490444032944,60.6821416504264,-9.045581787912484,76 days 08:00:00,28 days 00:00:00,3707.643517502236,1.1227479803887452,0.9216578660511445,1.2630025613786828,-0.12425811673599976,16.520771669122453,1.1445316849035216,1.1035103510351034,-0.03977263144820217,0.001697280372404556,0.4277146538459481,146.25066552335514,0.3790777964283705,0.45847748076695116,2298,81,3913,,
Median Avg Losing Trade Duration,BTC-USD,StrategyTypeEnum.SMA,25,38,0,false,false,1,54,1.6043687574652663,52.83018867924528,2.8480553973752425,18.96045519271081,2.1515960486143926,0.7320307851025994,40 days 23:59:59.999999999,0.013544594939943777,0.41400460005111167,0.8203424482494249,7.8497156688452625,0,3913,3914 days 00:00:00,1000.0,397252.6161610359,39625.26161610359,22877.91992897882,100.0,9795.885018605864,64.09309756850385,818 days 00:00:00,53,39104.09846024937,267.5713900491202,-28.597211692571456,43.451999375719616,-8.470074292259051,54 days 00:51:25.714285714,26,6738.651277373328,1.373307964232313,1.1660132167880644,1.3321282817365043,0.607020259840421,10.586810660649027,1.182263850041149,1.126760563380282,-0.03574115003795274,0.0018633760481060063,0.4695707641227136,396.25261616103336,0.4700733162402486,0.411508938140035,2213,107,3913,,
Mean Max Drawdown Duration,BTC-USD,StrategyTypeEnum.SMA,14,47,0,false,false,1,42,1.6001128260230872,53.65853658536586,2.7655469105743387,24.79741634479476,2.0932757624275706,0.6765114866054389,52 days 09:57:04.390243902,0.01047789419882443,0.3220035778175313,0.6363404037822642,7.984856783654843,0,3913,3914 days 00:00:00,1000.0,384550.95550572476,38355.09555057248,22877.91992897882,100.0,8472.074170350345,69.73863832538163,999,41,42267.92090403248,329.9287117489814,-24.036922784328628,54.64061724276799,-9.75786890549003,79 days 05:27:16.363636364,21 days 08:50:31.578947368,8323.976453699812,1.351793609700898,1.0640397666864387,1.3289485118523707,0.4774341130588991,10.865571695925661,1.160600168488522,1.1450528338136408,-0.035731219026610125,0.0018684496368117753,0.47084930847656736,383.5509555057255,0.4670007904531879,0.41919655959455626,2193,83,3913,,
