Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Signal Conversion Rate,Total Period
Mean Sharpe Ratio,STRK_MSTR,EMA,47,65,0,false,0,3,0.003968748347365302,33.33333333333333,1.125444376516997,1.5530597344696622,1.7034798875880877,-0.6797183987791766,3 days 00:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,7.159226580847954,0,328,13 days 17:00:00,1000.0,1022.3994901971975,2.239949019719745,6.9936862160726365,100.0,6.604590063352495,32.4235638887606,9 days 09:00:00,3,0.0,20.116158539911662,-9.238546475819946,20.116158539911662,-7.728489668251336,6 days 00:00:00,1 days 13:00:00,7.466496732399165,1.2083049415546994,2.4786987708280708,1.0443398215420534,0.001898860884213483,3.7758466338400583,0.8951484184646171,0.5666666666666667,-0.032622382794330884,None,None,0.00024057578524104719,1.4550023491378534,0.022399490197197114,0.5026427181113109,1.4492166157943034,218,218,1.0,19.794973544973544
Mean Expectancy,STRK_MSTR,EMA,14,61,0,false,0,4,0.003780641402590492,25.0,1.1795985744113002,1.6234078759635295,1.9748675746086168,-0.48915561358559406,2 days 05:45:00,0.20207150016705647,6.146341463414634,12.292682926829269,9.978019140068524,0,328,13 days 17:00:00,1000.0,1035.7268534382451,3.5726853438245145,6.9936862160726365,100.0,8.917717330803452,31.69478164420391,9 days 09:00:00,4,0.0,23.488765914550186,-7.420076367163203,23.488765914550186,-5.6650448035653564,5 days 08:00:00,1 days 05:00:00,8.931713359561329,1.3955190189096813,4.878947269296629,1.0524427229721445,0.028283081359476606,4.348693322360766,0.9175141687449466,0.5518867924528302,-0.028880912560300422,None,None,0.0002688472333921568,1.6259880675557643,0.035726853438246,0.9065704452799395,1.4022574509562178,215,215,1.0,19.794973544973544
Median Total Fees Paid,STRK_MSTR,EMA,31,88,0,false,0,3,0.0035491419599094675,33.33333333333333,1.1022056834951952,1.4819601907677677,1.630120958674313,-0.7287916637173762,2 days 23:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,6.831475025734344,0,328,13 days 17:00:00,1000.0,1018.9674600314378,1.8967460031437782,6.9936862160726365,100.0,6.599651010985205,32.69259339864098,9 days 09:00:00,3,0.0,20.475327373893496,-9.869856162361616,20.475327373893496,-8.014723400795093,5 days 22:00:00,1 days 12:30:00,6.322486677145882,1.1567545074347398,1.9858216588120043,1.042558838226714,0.002014438140210797,3.7870865920146706,0.899986689409385,0.5518867924528302,-0.03262238279433087,None,None,0.0002302235972322144,1.3923923160604326,0.01896746003143912,0.4125730088038362,1.4486603691659663,215,215,1.0,19.794973544973544
Mean Best Trade [%],STRK_MSTR,EMA,31,88,0,false,0,3,0.0035491419599094675,33.33333333333333,1.1022056834951952,1.4819601907677677,1.630120958674313,-0.7287916637173762,2 days 23:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,6.831475025734344,0,328,13 days 17:00:00,1000.0,1018.9674600314378,1.8967460031437782,6.9936862160726365,100.0,6.599651010985205,32.69259339864098,9 days 09:00:00,3,0.0,20.475327373893496,-9.869856162361616,20.475327373893496,-8.014723400795093,5 days 22:00:00,1 days 12:30:00,6.322486677145882,1.1567545074347398,1.9858216588120043,1.042558838226714,0.002014438140210797,3.7870865920146706,0.899986689409385,0.5518867924528302,-0.03262238279433087,None,None,0.0002302235972322144,1.3923923160604326,0.01896746003143912,0.4125730088038362,1.4486603691659663,215,215,1.0,19.794973544973544
Mean Max Drawdown [%],STRK_MSTR,EMA,11,85,0,false,0,4,0.0034155879147024153,25.0,1.2142307811207573,1.4195600221667526,1.9821880364349964,-0.49463814400824796,2 days 04:15:00,0.20207150016705647,6.146341463414634,12.292682926829269,8.72510062404931,0,328,13 days 17:00:00,1000.0,1035.343422463784,3.534342246378401,6.9936862160726365,100.0,8.779311651950852,31.720068558749,9 days 09:00:00,4,0.0,20.05220086133776,-7.406437586682582,20.05220086133776,-4.791320257556916,5 days 10:00:00,1 days 02:20:00,8.835855615946016,1.3922400436141995,4.796302636512866,1.052599917475896,0.06608035441988414,4.2062887834555225,0.9315043517485805,0.5231481481481481,-0.030820447119661372,None,None,0.00027086811877133837,1.6382103823290544,0.035343422463784524,0.8936370105412275,1.416125408378334,209,209,1.0,19.794973544973544
Median Total Return [%],STRK_MSTR,EMA,11,61,0,false,0,4,0.0026092355408304704,25.0,1.1317288461434976,1.3131892375982321,1.756216147296826,-0.6336874760075741,2 days 05:45:00,0.20207150016705647,6.146341463414634,12.292682926829269,8.071309460359865,0,328,13 days 17:00:00,1000.0,1025.618748498206,2.561874849820606,6.9936862160726365,100.0,8.793597264294293,32.40969094302833,9 days 09:00:00,4,0.0,22.03197781188902,-8.68215060975509,22.03197781188902,-5.593073620498697,5 days 07:00:00,1 days 05:20:00,6.404687124551536,1.2418463366599484,2.965662396980112,1.046341807630509,0.03071281361406363,4.28658187226768,0.912195422036854,0.5518867924528302,-0.02888091256030029,None,None,0.00023982500613087404,1.4504616370795262,0.025618748498207555,0.5920419521464022,1.405673793051038,215,215,1.0,19.794973544973544
Median Sharpe Ratio,STRK_MSTR,EMA,11,61,0,false,0,4,0.0026092355408304704,25.0,1.1317288461434976,1.3131892375982321,1.756216147296826,-0.6336874760075741,2 days 05:45:00,0.20207150016705647,6.146341463414634,12.292682926829269,8.071309460359865,0,328,13 days 17:00:00,1000.0,1025.618748498206,2.561874849820606,6.9936862160726365,100.0,8.793597264294293,32.40969094302833,9 days 09:00:00,4,0.0,22.03197781188902,-8.68215060975509,22.03197781188902,-5.593073620498697,5 days 07:00:00,1 days 05:20:00,6.404687124551536,1.2418463366599484,2.965662396980112,1.046341807630509,0.03071281361406363,4.28658187226768,0.912195422036854,0.5518867924528302,-0.02888091256030029,None,None,0.00023982500613087404,1.4504616370795262,0.025618748498207555,0.5920419521464022,1.405673793051038,215,215,1.0,19.794973544973544
Median Calmar Ratio,STRK_MSTR,EMA,11,61,0,false,0,4,0.0026092355408304704,25.0,1.1317288461434976,1.3131892375982321,1.756216147296826,-0.6336874760075741,2 days 05:45:00,0.20207150016705647,6.146341463414634,12.292682926829269,8.071309460359865,0,328,13 days 17:00:00,1000.0,1025.618748498206,2.561874849820606,6.9936862160726365,100.0,8.793597264294293,32.40969094302833,9 days 09:00:00,4,0.0,22.03197781188902,-8.68215060975509,22.03197781188902,-5.593073620498697,5 days 07:00:00,1 days 05:20:00,6.404687124551536,1.2418463366599484,2.965662396980112,1.046341807630509,0.03071281361406363,4.28658187226768,0.912195422036854,0.5518867924528302,-0.02888091256030029,None,None,0.00023982500613087404,1.4504616370795262,0.025618748498207555,0.5920419521464022,1.405673793051038,215,215,1.0,19.794973544973544
Least Avg Winning Trade [%],STRK_MSTR,EMA,3,4,0,false,0,30,0.002605698761256287,36.666666666666664,1.025545009065905,0.11708803559495862,1.3454489840156347,-0.8368613774005372,0 days 05:59:59.999999998,1.5155362512529236,46.09756097560975,92.1951219512195,5.39747286035297,0,328,13 days 17:00:00,1000.0,1011.4094033618294,1.140940336182939,6.9936862160726365,100.0,66.36990610805002,26.002868307540144,7 days 06:00:00,30,0.0,16.668562944277284,-4.345967246336744,3.900072565252172,-2.0730609026276388,0 days 10:32:43.636363636,0 days 03:22:06.315789473,0.3803134453943162,0.916348599371209,1.3562110307640478,1.0368476336758399,0.3578506308066417,5.89562905998607,1.3044212165599278,0.3940677966101695,-0.022590934926347322,None,None,0.00014786444948411458,0.894284190479925,0.011409403361826609,0.23189218063200356,1.1745215637171442,180,180,1.0,19.794973544973544
Median Profit Factor,STRK_MSTR,EMA,5,80,0,false,0,5,0.0019719133187587096,20.0,1.1678355649666474,1.1214198642902318,1.8827049842834582,-0.5477114818388775,1 days 17:48:00,0.2525893752088206,7.682926829268292,15.365853658536585,8.61578676222983,0,328,13 days 17:00:00,1000.0,1031.6316397515136,3.1631639751513605,6.9936862160726365,100.0,11.29910199170687,30.45851906523027,9 days 09:00:00,5,0.0,22.03197781188902,-5.059065865873664,22.03197781188902,-4.106219622609466,5 days 07:00:00,0 days 20:30:00,6.326327950302719,1.3319060431932332,4.240010241310591,1.050604195980182,0.017410609295609804,4.4076378337910045,0.9215826280527911,0.5302325581395348,-0.029065392206795704,None,None,0.00025569240614310316,1.546427672353488,0.031631639751514395,0.7726517109094484,1.3973403013530294,209,209,1.0,19.794973544973544
Mean Total Return [%],STRK_MSTR,EMA,9,46,0,false,0,5,0.001795006021771464,20.0,1.1208667892775301,1.1545021395567998,1.7344491029421536,-0.6220014173551376,1 days 17:36:00,0.2525893752088206,7.682926829268292,15.365853658536585,8.869955462448583,0,328,13 days 17:00:00,1000.0,1026.4360347713837,2.643603477138367,6.9936862160726365,100.0,11.074300449420582,31.450520093370283,9 days 09:00:00,5,0.0,24.54016100381306,-8.237232238647039,24.54016100381306,-4.691912576507265,5 days 03:00:00,0 days 21:15:00,5.287206954276726,1.2400536152357653,3.1897750586524305,1.0474533400412849,-0.048407185802471615,5.011378369940046,0.8758877067586605,0.5446009389671361,-0.027950613378564592,None,None,0.00023080975471169343,1.3959373964963218,0.026436034771384787,0.6155257990174587,1.3547889350094073,208,208,1.0,19.794973544973544
Mean Sortino Ratio,STRK_MSTR,EMA,4,58,0,false,0,6,0.001200798549994658,16.666666666666664,1.116397505836335,0.9323534637803537,1.730997132524971,-0.6345213567518277,1 days 09:19:59.999999999,0.3031072502505847,9.21951219512195,18.4390243902439,8.595844129487162,0,328,13 days 17:00:00,1000.0,1025.5604294955367,2.556042949553671,6.9936862160726365,100.0,13.893096003777089,30.867774594043535,9 days 09:00:00,6,0.0,24.54016100381306,-7.122526799299897,24.54016100381306,-3.789208044226186,5 days 03:00:00,0 days 15:24:00,4.260071582589404,1.2292237308682912,3.10419182681222,1.0478586607196063,-0.0023825903276346065,4.903440057928569,0.9144948311734747,0.502283105022831,-0.028726157634468247,None,None,0.00023079249745998448,1.3958330246379862,0.025560429495537385,0.5903786164535243,1.3666229043611555,200,200,1.0,19.794973544973544
Mean Omega Ratio,STRK_MSTR,EMA,3,61,0,false,0,6,0.0011529235166637616,16.666666666666664,1.1105163746294784,0.913446601214579,1.705367596456799,-0.6511499010441926,1 days 09:19:59.999999999,0.3031072502505847,9.21951219512195,18.4390243902439,8.421532079490508,0,328,13 days 17:00:00,1000.0,1024.397481285428,2.439748128542806,6.9936862160726365,100.0,13.871993381642996,30.946168022148235,9 days 09:00:00,6,0.0,24.54016100381306,-7.1225267992999,24.54016100381306,-3.811896279305116,5 days 03:00:00,0 days 15:24:00,4.066246880904664,1.2114959107201142,2.9080243882147574,1.047058132197495,-0.00908066990408862,4.901298293621496,0.9317856772766696,0.4954545454545455,-0.0287261576344683,None,None,0.00022776612009877293,1.3775294943573786,0.024397481285428846,0.5575509042201312,1.368437968643968,200,200,1.0,19.794973544973544
Least Win Rate [%],STRK_MSTR,EMA,2,60,0,false,0,10,0.0003020463264469444,10.0,1.0344960630027065,0.55156580371075,1.323798158508705,-0.8551670883825955,0 days 20:06:00,0.5051787504176412,15.365853658536585,30.73170731707317,8.4752794228725,0,328,13 days 17:00:00,1000.0,1010.1291593761231,1.0129159376123085,6.9936862160726365,100.0,23.68226036064968,31.907984428114695,9 days 09:00:00,10,0.0,30.406525146941092,-9.499494335236559,30.406525146941092,-2.765651901092621,5 days 02:00:00,0 days 08:46:40,1.0129159376123305,0.9584965114267893,0.9646378202369231,1.0366321285819842,-0.23467959918525924,4.807406952969187,0.9518167726070945,0.502283105022831,-0.027216470433026493,None,None,0.0001724128385260492,1.0427528474055456,0.010129159376123686,0.20354021878866435,1.3092934936658127,201,201,1.0,19.794973544973544
Least Total Fees Paid,STRK_MSTR,EMA,81,89,0,false,0,2,1.1275336835986116e-7,50.0,0.8626208446468461,0.0001,0.6537534013571094,-1.3289341757998538,4 days 13:00:00,0.10103575008352823,3.073170731707317,6.146341463414634,0.0003073170731707317,0,328,13 days 17:00:00,1000.0,976.9953758871335,-2.300462411286651,6.9936862160726365,100.0,4.265874443096462,35.42459064912181,9 days 09:00:00,2,0.0,14.459335188255778,-14.64643639249731,14.459335188255778,-14.64643639249731,7 days 22:00:00,1 days 04:00:00,-11.502312056433269,0.4708938419354153,-1.3038492237680723,1.017236479890632,-0.15822849172540218,3.784367525849329,0.9458514637579558,0.5302325581395348,-0.03154090210613357,None,None,0.00009030497880155468,0.5461645117918027,-0.023004624112865635,-0.34808016708292644,1.3958753187081157,218,218,1.0,19.794973544973544
Least Avg Losing Trade [%],STRK_MSTR,EMA,81,89,0,false,0,2,1.1275336835986116e-7,50.0,0.8626208446468461,0.0001,0.6537534013571094,-1.3289341757998538,4 days 13:00:00,0.10103575008352823,3.073170731707317,6.146341463414634,0.0003073170731707317,0,328,13 days 17:00:00,1000.0,976.9953758871335,-2.300462411286651,6.9936862160726365,100.0,4.265874443096462,35.42459064912181,9 days 09:00:00,2,0.0,14.459335188255778,-14.64643639249731,14.459335188255778,-14.64643639249731,7 days 22:00:00,1 days 04:00:00,-11.502312056433269,0.4708938419354153,-1.3038492237680723,1.017236479890632,-0.15822849172540218,3.784367525849329,0.9458514637579558,0.5302325581395348,-0.03154090210613357,None,None,0.00009030497880155468,0.5461645117918027,-0.023004624112865635,-0.34808016708292644,1.3958753187081157,218,218,1.0,19.794973544973544
Mean Avg Winning Trade [%],STRK_MSTR,EMA,34,61,0,false,0,3,6.516382459764264e-8,33.33333333333333,0.8699948162872457,0.0001,0.5619343042842415,-1.4094972845506697,2 days 20:39:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,0.0004609756097560975,0,328,13 days 17:00:00,1000.0,971.3610448551881,-2.8638955144811917,6.9936862160726365,100.0,6.398736446488088,35.837212308259645,9 days 09:00:00,3,0.0,19.184356769569526,-14.246997247799808,19.184356769569526,-9.605603207147205,5 days 15:00:00,1 days 11:30:00,-9.546318381603939,0.4024517148078347,-1.5031480650888371,1.0149668993521657,-0.019526470000678812,4.162627936236429,0.8790338324746431,0.5161290322580645,-0.0326223827943309,None,None,0.00007864553279284382,0.47564818233111944,-0.02863895514481063,-0.4138357083662141,1.4223884629733263,206,206,1.0,19.794973544973544
Least Worst Trade [%],STRK_MSTR,EMA,36,56,0,false,0,3,-2.6053213410091475e-8,33.33333333333333,0.7567824474210681,0.0001,-0.2582770934903634,-1.910625070285284,2 days 20:19:59.999999999,0.15155362512529236,4.609756097560975,9.21951219512195,0.0004609756097560975,0,328,13 days 17:00:00,1000.0,936.3137399793563,-6.368626002064366,6.9936862160726365,100.0,6.30010669280719,38.15224521371338,9 days 09:00:00,3,0.0,19.836084960844182,-17.91197530179635,19.836084960844182,-11.369994699039763,5 days 14:00:00,1 days 11:30:00,-21.22875334021458,-0.18669161020230374,-2.1665692255804756,0.9930977431594796,-0.047716752155774526,4.326396080207677,0.8512266369938389,0.5161290322580645,-0.03262238279433093,None,None,-0.00003613394518457076,-0.21853810047628397,-0.0636862600206427,-0.7017090069022568,1.4087973441913895,205,205,1.0,19.794973544973544
Mean Avg Losing Trade [%],STRK_MSTR,EMA,42,47,0,false,0,4,-2.9902898619569026e-8,25.0,0.7408146628423354,0.0001,-0.4037737668930184,-1.991326231501756,2 days 03:45:00,0.20207150016705647,6.146341463414634,12.292682926829269,0.0006146341463414634,0,328,13 days 17:00:00,1000.0,930.6697539911494,-6.933024600885062,6.9936862160726365,100.0,8.351121213187444,38.52505599978981,9 days 09:00:00,4,0.0,19.836084960844182,-13.693093551331648,19.836084960844182,-7.994164870572468,5 days 14:00:00,1 days 00:20:00,-17.332561502212698,-0.2906976454357664,-2.2125322623765653,0.9893401581293422,-0.003140022552313094,4.31191588325153,0.8580118185546505,0.5231481481481481,-0.031931919458825175,None,None,-0.000056018867220611564,-0.33880210895025875,-0.06933024600884974,-0.7330867229847583,1.4026546401077011,207,207,1.0,19.794973544973544
Mean Total Fees Paid,STRK_MSTR,EMA,40,49,0,false,0,4,-3.231093860713214e-8,25.0,0.7367259340186335,0.0001,-0.43871046765341737,-2.0125532265882535,2 days 04:00:00,0.20207150016705647,6.146341463414634,12.292682926829269,0.0006146341463414634,0,328,13 days 17:00:00,1000.0,929.1852045616986,-7.0814795438301426,6.9936862160726365,100.0,8.349635177722528,38.62311719996275,9 days 09:00:00,4,0.0,19.836084960844182,-13.693093551331648,19.836084960844182,-8.04482228573306,5 days 14:00:00,1 days 00:40:00,-17.703698859575397,-0.3158541390682931,-2.222820640976531,0.988428221330006,-0.0023304472371627047,4.31158867792485,0.8659680877138987,0.5231481481481481,-0.031931919458825175,None,None,-0.00006086731993635991,-0.36812555097510474,-0.0708147954383006,-0.740805966316658,1.4026701390884369,208,208,1.0,19.794973544973544
Least Avg Losing Trade Duration,STRK_MSTR,EMA,2,6,0,false,0,32,-9.479137374481806e-8,25.0,0.9175579622222716,0.0001,-0.12917536660754145,-1.5798277976186001,0 days 05:31:52.500000,1.6165720013364517,49.170731707317074,98.34146341463415,0.0049170731707317075,0,328,13 days 17:00:00,1000.0,959.4486632409904,-4.055133675900959,6.9936862160726365,100.0,68.6182544092309,27.137579494147662,9 days 18:00:00,32,0.0,20.279989950678182,-4.34596724633675,5.459368317643082,-1.869591689345741,0 days 13:07:30,0 days 03:00:00,-1.2672292737190585,-0.08865564109932252,-2.4610514039849267,0.996451993425038,0.37206651861600853,6.149413824993039,1.3175309690842172,0.37656903765690375,-0.022590934926347415,None,None,-0.00001419394529207265,-0.08584498112645539,-0.04055133675901057,-0.5327965214262411,1.1653454816535822,177,177,1.0,19.794973544973544
Least Total Return [%],STRK_MSTR,EMA,15,88,0,false,0,5,-1.1854285672601707e-7,20.0,0.4133209515940503,0.0001,-3.586182294935768,-3.8476972504667972,1 days 17:00:00,0.2525893752088206,7.682926829268292,15.365853658536585,0.0007682926829268293,0,328,13 days 17:00:00,1000.0,800.8409899186241,-19.91590100813759,6.9936862160726365,100.0,9.583693765559916,46.11867196820123,9 days 09:00:00,5,0.0,14.044972013371297,-15.838644087023212,14.044972013371297,-8.347369852922924,5 days 12:00:00,0 days 18:15:00,-39.83180201627516,-2.623288476982678,-2.162458676602082,0.9072940384178508,0.014535129654383472,4.280534383630547,0.8733765042713888,0.48198198198198205,-0.03262238279433079,None,None,-0.0005097244481512822,-3.0828134624189545,-0.19915901008137504,-0.9831386023381408,1.4143189393345628,205,205,1.0,19.794973544973544
Most Max Drawdown [%],STRK_MSTR,EMA,15,88,0,false,0,5,-1.1854285672601707e-7,20.0,0.4133209515940503,0.0001,-3.586182294935768,-3.8476972504667972,1 days 17:00:00,0.2525893752088206,7.682926829268292,15.365853658536585,0.0007682926829268293,0,328,13 days 17:00:00,1000.0,800.8409899186241,-19.91590100813759,6.9936862160726365,100.0,9.583693765559916,46.11867196820123,9 days 09:00:00,5,0.0,14.044972013371297,-15.838644087023212,14.044972013371297,-8.347369852922924,5 days 12:00:00,0 days 18:15:00,-39.83180201627516,-2.623288476982678,-2.162458676602082,0.9072940384178508,0.014535129654383472,4.280534383630547,0.8733765042713888,0.48198198198198205,-0.03262238279433079,None,None,-0.0005097244481512822,-3.0828134624189545,-0.19915901008137504,-0.9831386023381408,1.4143189393345628,205,205,1.0,19.794973544973544
Least Profit Factor,STRK_MSTR,EMA,15,88,0,false,0,5,-1.1854285672601707e-7,20.0,0.4133209515940503,0.0001,-3.586182294935768,-3.8476972504667972,1 days 17:00:00,0.2525893752088206,7.682926829268292,15.365853658536585,0.0007682926829268293,0,328,13 days 17:00:00,1000.0,800.8409899186241,-19.91590100813759,6.9936862160726365,100.0,9.583693765559916,46.11867196820123,9 days 09:00:00,5,0.0,14.044972013371297,-15.838644087023212,14.044972013371297,-8.347369852922924,5 days 12:00:00,0 days 18:15:00,-39.83180201627516,-2.623288476982678,-2.162458676602082,0.9072940384178508,0.014535129654383472,4.280534383630547,0.8733765042713888,0.48198198198198205,-0.03262238279433079,None,None,-0.0005097244481512822,-3.0828134624189545,-0.19915901008137504,-0.9831386023381408,1.4143189393345628,205,205,1.0,19.794973544973544
Least Sharpe Ratio,STRK_MSTR,EMA,15,88,0,false,0,5,-1.1854285672601707e-7,20.0,0.4133209515940503,0.0001,-3.586182294935768,-3.8476972504667972,1 days 17:00:00,0.2525893752088206,7.682926829268292,15.365853658536585,0.0007682926829268293,0,328,13 days 17:00:00,1000.0,800.8409899186241,-19.91590100813759,6.9936862160726365,100.0,9.583693765559916,46.11867196820123,9 days 09:00:00,5,0.0,14.044972013371297,-15.838644087023212,14.044972013371297,-8.347369852922924,5 days 12:00:00,0 days 18:15:00,-39.83180201627516,-2.623288476982678,-2.162458676602082,0.9072940384178508,0.014535129654383472,4.280534383630547,0.8733765042713888,0.48198198198198205,-0.03262238279433079,None,None,-0.0005097244481512822,-3.0828134624189545,-0.19915901008137504,-0.9831386023381408,1.4143189393345628,205,205,1.0,19.794973544973544
Least Omega Ratio,STRK_MSTR,EMA,15,88,0,false,0,5,-1.1854285672601707e-7,20.0,0.4133209515940503,0.0001,-3.586182294935768,-3.8476972504667972,1 days 17:00:00,0.2525893752088206,7.682926829268292,15.365853658536585,0.0007682926829268293,0,328,13 days 17:00:00,1000.0,800.8409899186241,-19.91590100813759,6.9936862160726365,100.0,9.583693765559916,46.11867196820123,9 days 09:00:00,5,0.0,14.044972013371297,-15.838644087023212,14.044972013371297,-8.347369852922924,5 days 12:00:00,0 days 18:15:00,-39.83180201627516,-2.623288476982678,-2.162458676602082,0.9072940384178508,0.014535129654383472,4.280534383630547,0.8733765042713888,0.48198198198198205,-0.03262238279433079,None,None,-0.0005097244481512822,-3.0828134624189545,-0.19915901008137504,-0.9831386023381408,1.4143189393345628,205,205,1.0,19.794973544973544
Least Sortino Ratio,STRK_MSTR,EMA,15,88,0,false,0,5,-1.1854285672601707e-7,20.0,0.4133209515940503,0.0001,-3.586182294935768,-3.8476972504667972,1 days 17:00:00,0.2525893752088206,7.682926829268292,15.365853658536585,0.0007682926829268293,0,328,13 days 17:00:00,1000.0,800.8409899186241,-19.91590100813759,6.9936862160726365,100.0,9.583693765559916,46.11867196820123,9 days 09:00:00,5,0.0,14.044972013371297,-15.838644087023212,14.044972013371297,-8.347369852922924,5 days 12:00:00,0 days 18:15:00,-39.83180201627516,-2.623288476982678,-2.162458676602082,0.9072940384178508,0.014535129654383472,4.280534383630547,0.8733765042713888,0.48198198198198205,-0.03262238279433079,None,None,-0.0005097244481512822,-3.0828134624189545,-0.19915901008137504,-0.9831386023381408,1.4143189393345628,205,205,1.0,19.794973544973544
Least Expectancy,STRK_MSTR,EMA,16,86,0,false,0,4,-1.294966732573207e-7,25.0,0.45197223584048296,0.0001,-2.866033318998629,-3.4326042518244964,2 days 03:00:00,0.20207150016705647,6.146341463414634,12.292682926829269,0.0006146341463414634,0,328,13 days 17:00:00,1000.0,829.8712917485533,-17.01287082514467,6.9936862160726365,100.0,7.822861463755239,44.165486210414926,9 days 09:00:00,4,0.0,14.044972013371297,-15.838644087023212,14.044972013371297,-9.962604018090554,5 days 12:00:00,1 days 00:00:00,-42.53217706286166,-2.0864028852171073,-2.2484176954331816,0.925203228149529,0.01649514320900479,4.397524882627584,0.8733226733000223,0.48198198198198205,-0.031540902106133646,None,None,-0.00040329382634823836,-2.4391210617541454,-0.17012870825144577,-0.967552878463682,1.4069586813825412,204,204,1.0,19.794973544973544
Most Max Drawdown Duration,STRK_MSTR,EMA,2,5,0,false,0,33,-3.511486127247487e-7,30.303030303030305,0.9125833153979572,0.0001,-0.3175460844031253,-1.6743450067066938,0 days 05:25:27.272727271,1.6670898763782158,50.70731707317073,101.41463414634146,0.005070731707317073,0,328,13 days 17:00:00,1000.0,952.8384262171799,-4.716157378282014,6.9936862160726365,100.0,70.83321571024933,27.261644944555748,9 days 21:00:00,33,0.0,19.01074782325189,-6.338497736021305,4.685715613552258,-2.1161442705397624,0 days 10:24:00,0 days 03:15:39.130434782,-1.4291385994793941,-0.22000336160189005,-2.6546848690137144,0.9913761876501287,0.31038506449797654,5.9957602505459,1.2930993751958195,0.38818565400843874,-0.023100576857453734,None,None,-0.00003521106463432427,-0.2129565189083932,-0.047161573782821375,-0.588555216588334,1.164951336711011,179,179,1.0,19.794973544973544
Most Total Fees Paid,STRK_MSTR,EMA,2,3,0,false,0,40,-1.8220070858523623e-6,25.0,0.7865184881239351,0.0001,-2.3172639571331515,-2.599960378994002,0 days 04:12:00,2.0207150016705646,61.46341463414634,122.92682926829268,0.006146341463414634,0,328,13 days 17:00:00,1000.0,888.103791511673,-11.189620848832703,6.9936862160726365,100.0,83.37918215841768,30.306055271609733,7 days 06:00:00,40,0.0,10.515415871796451,-4.345967246336749,3.968958305809054,-1.6571855807914555,0 days 07:42:00,0 days 03:02:00,-2.7974052122081687,-1.6222324334847948,-3.1596285497986925,0.9367434278724398,0.31920757332985855,6.6724255038997,1.410758174506687,0.3373983739837399,-0.02259093492634741,None,None,-0.00025387758622793366,-1.535451641506543,-0.11189620848832882,-0.8871218877302165,1.1391193385468645,168,168,1.0,19.794973544973544
Most Total Trades,STRK_MSTR,EMA,2,3,0,false,0,40,-1.8220070858523623e-6,25.0,0.7865184881239351,0.0001,-2.3172639571331515,-2.599960378994002,0 days 04:12:00,2.0207150016705646,61.46341463414634,122.92682926829268,0.006146341463414634,0,328,13 days 17:00:00,1000.0,888.103791511673,-11.189620848832703,6.9936862160726365,100.0,83.37918215841768,30.306055271609733,7 days 06:00:00,40,0.0,10.515415871796451,-4.345967246336749,3.968958305809054,-1.6571855807914555,0 days 07:42:00,0 days 03:02:00,-2.7974052122081687,-1.6222324334847948,-3.1596285497986925,0.9367434278724398,0.31920757332985855,6.6724255038997,1.410758174506687,0.3373983739837399,-0.02259093492634741,None,None,-0.00025387758622793366,-1.535451641506543,-0.11189620848832882,-0.8871218877302165,1.1391193385468645,168,168,1.0,19.794973544973544
Least Best Trade [%],STRK_MSTR,EMA,2,3,0,false,0,40,-1.8220070858523623e-6,25.0,0.7865184881239351,0.0001,-2.3172639571331515,-2.599960378994002,0 days 04:12:00,2.0207150016705646,61.46341463414634,122.92682926829268,0.006146341463414634,0,328,13 days 17:00:00,1000.0,888.103791511673,-11.189620848832703,6.9936862160726365,100.0,83.37918215841768,30.306055271609733,7 days 06:00:00,40,0.0,10.515415871796451,-4.345967246336749,3.968958305809054,-1.6571855807914555,0 days 07:42:00,0 days 03:02:00,-2.7974052122081687,-1.6222324334847948,-3.1596285497986925,0.9367434278724398,0.31920757332985855,6.6724255038997,1.410758174506687,0.3373983739837399,-0.02259093492634741,None,None,-0.00025387758622793366,-1.535451641506543,-0.11189620848832882,-0.8871218877302165,1.1391193385468645,168,168,1.0,19.794973544973544
