Short Window,Long Window
15,54
16,52
16,53
16,54
17,50
17,51
17,52
17,53
17,54
18,49
18,50
18,51
18,52
18,53
18,54
19,47
19,48
19,49
19,50
19,51
19,52
19,53
20,46
20,47
20,48
20,49
20,50
20,51
21,44
21,45
21,46
21,47
21,48
21,49
22,43
22,44
22,45
22,46
22,47
23,42
23,43
23,44
23,45
23,46
24,40
24,41
24,42
24,43
24,44
25,39
25,40
25,41
25,42
25,43
26,38
26,39
26,40
26,41
27,37
27,38
27,39
27,40
28,35
28,36
28,37
28,38
29,34
29,35
29,36
29,37
30,33
30,34
30,35
30,36
31,32
31,33
31,34
31,35
32,33
32,34
