Short Window,Long Window
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,27
2,28
2,29
2,30
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,20
3,21
3,22
3,23
3,24
3,25
3,26
3,27
3,28
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,23
4,24
4,25
4,26
4,27
4,28
5,9
5,10
5,11
5,12
5,26
5,27
5,28
6,8
6,9
6,10
6,27
6,28
7,8
7,9
7,27
7,28
8,27
8,28
9,27
9,28
10,27
11,26
11,27
12,26
13,25
14,24
15,23
15,24
16,23
17,22
18,21
19,20
