Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Best Trade [%],VIPS,SMA,16,26,0,true,false,,1,62,1.11196375833486,45.90163934426229,1.3893002336459088,10.927382949390289,1.4582866853472936,-0.13463825762823015,29 days 20:51:08.852459015,0.012493345741071103,0.38623553841590036,0.7662414713734798,4.2205436369344875,0,3371,3372 days 00:00:00,1000.0,26347.231318339836,2534.7231318339836,2929.090815693856,100.0,2399.7313758436876,69.10025009880769,1108 days 00:00:00,61,-26.347231318337435,384.0679991241294,-27.480757563105385,33.985685745848805,-8.637237605180571,46 days 01:42:51.428571428,16 days 02:54:32.727272727,415.9603040927568,0.9336851464407274,0.6149140125312432,1.213656527644189,0.79248361796031,18.446047987440664,1.2589521609481444,0.9640211640211641,-0.037361011207712715,0.0013475143381244006,0.33957361320734897,25.34723131833986,0.27695597365347413,0.43770312542070366,0,62,4882.599206349206,,,,
