Metric Type,price_change,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],2.0,0,0,0,0,1884,78 days 13:00:00,1000.0,911.2596787887853,-8.874032121121468,3.0612769134382045,100.0,296.9038537492339,34.136254274452575,70 days 23:00:00,137,137,0,0.0,52.55474452554745,8.118641250894305,-11.028817530851665,1.6145362699327352,-1.8560528201550657,0 days 01:00:00,0 days 01:14:46.153846153,0.9333205303014437,-0.6477395708847755,-0.2118485680120285,-1.027340280290169,0.9764619666494906,-0.27495766794064086,14,-4.717248995503117,119.0735462147709,2.3549965078017117,0.04722222222222222,0.0001,-0.0009990009990009422,None,None,-0.00001773544769523259,-0.1072639876607667,-0.08874032121121533,-0.25781472568795416,0.6093608767049685,0.00008085345311622684,-3.8988008507713854,1.7452229299363058,36.64968152866242,73.29936305732484,0.003664968152866242,0 days 01:07:00.437956203,false
Least Total Fees Paid,2.0,0,0,0,0,1884,78 days 13:00:00,1000.0,911.2596787887853,-8.874032121121468,3.0612769134382045,100.0,296.9038537492339,34.136254274452575,70 days 23:00:00,137,137,0,0.0,52.55474452554745,8.118641250894305,-11.028817530851665,1.6145362699327352,-1.8560528201550657,0 days 01:00:00,0 days 01:14:46.153846153,0.9333205303014437,-0.6477395708847755,-0.2118485680120285,-1.027340280290169,0.9764619666494906,-0.27495766794064086,14,-4.717248995503117,119.0735462147709,2.3549965078017117,0.04722222222222222,0.0001,-0.0009990009990009422,None,None,-0.00001773544769523259,-0.1072639876607667,-0.08874032121121533,-0.25781472568795416,0.6093608767049685,0.00008085345311622684,-3.8988008507713854,1.7452229299363058,36.64968152866242,73.29936305732484,0.003664968152866242,0 days 01:07:00.437956203,false
Least Max Drawdown [%],2.0,0,0,0,0,1884,78 days 13:00:00,1000.0,911.2596787887853,-8.874032121121468,3.0612769134382045,100.0,296.9038537492339,34.136254274452575,70 days 23:00:00,137,137,0,0.0,52.55474452554745,8.118641250894305,-11.028817530851665,1.6145362699327352,-1.8560528201550657,0 days 01:00:00,0 days 01:14:46.153846153,0.9333205303014437,-0.6477395708847755,-0.2118485680120285,-1.027340280290169,0.9764619666494906,-0.27495766794064086,14,-4.717248995503117,119.0735462147709,2.3549965078017117,0.04722222222222222,0.0001,-0.0009990009990009422,None,None,-0.00001773544769523259,-0.1072639876607667,-0.08874032121121533,-0.25781472568795416,0.6093608767049685,0.00008085345311622684,-3.8988008507713854,1.7452229299363058,36.64968152866242,73.29936305732484,0.003664968152866242,0 days 01:07:00.437956203,false
Least Total Trades,2.0,0,0,0,0,1884,78 days 13:00:00,1000.0,911.2596787887853,-8.874032121121468,3.0612769134382045,100.0,296.9038537492339,34.136254274452575,70 days 23:00:00,137,137,0,0.0,52.55474452554745,8.118641250894305,-11.028817530851665,1.6145362699327352,-1.8560528201550657,0 days 01:00:00,0 days 01:14:46.153846153,0.9333205303014437,-0.6477395708847755,-0.2118485680120285,-1.027340280290169,0.9764619666494906,-0.27495766794064086,14,-4.717248995503117,119.0735462147709,2.3549965078017117,0.04722222222222222,0.0001,-0.0009990009990009422,None,None,-0.00001773544769523259,-0.1072639876607667,-0.08874032121121533,-0.25781472568795416,0.6093608767049685,0.00008085345311622684,-3.8988008507713854,1.7452229299363058,36.64968152866242,73.29936305732484,0.003664968152866242,0 days 01:07:00.437956203,false
Most Worst Trade [%],2.0,0,0,0,0,1884,78 days 13:00:00,1000.0,911.2596787887853,-8.874032121121468,3.0612769134382045,100.0,296.9038537492339,34.136254274452575,70 days 23:00:00,137,137,0,0.0,52.55474452554745,8.118641250894305,-11.028817530851665,1.6145362699327352,-1.8560528201550657,0 days 01:00:00,0 days 01:14:46.153846153,0.9333205303014437,-0.6477395708847755,-0.2118485680120285,-1.027340280290169,0.9764619666494906,-0.27495766794064086,14,-4.717248995503117,119.0735462147709,2.3549965078017117,0.04722222222222222,0.0001,-0.0009990009990009422,None,None,-0.00001773544769523259,-0.1072639876607667,-0.08874032121121533,-0.25781472568795416,0.6093608767049685,0.00008085345311622684,-3.8988008507713854,1.7452229299363058,36.64968152866242,73.29936305732484,0.003664968152866242,0 days 01:07:00.437956203,false
Most Profit Factor,2.0,0,0,0,0,1884,78 days 13:00:00,1000.0,911.2596787887853,-8.874032121121468,3.0612769134382045,100.0,296.9038537492339,34.136254274452575,70 days 23:00:00,137,137,0,0.0,52.55474452554745,8.118641250894305,-11.028817530851665,1.6145362699327352,-1.8560528201550657,0 days 01:00:00,0 days 01:14:46.153846153,0.9333205303014437,-0.6477395708847755,-0.2118485680120285,-1.027340280290169,0.9764619666494906,-0.27495766794064086,14,-4.717248995503117,119.0735462147709,2.3549965078017117,0.04722222222222222,0.0001,-0.0009990009990009422,None,None,-0.00001773544769523259,-0.1072639876607667,-0.08874032121121533,-0.25781472568795416,0.6093608767049685,0.00008085345311622684,-3.8988008507713854,1.7452229299363058,36.64968152866242,73.29936305732484,0.003664968152866242,0 days 01:07:00.437956203,false
Most Expectancy,2.0,0,0,0,0,1884,78 days 13:00:00,1000.0,911.2596787887853,-8.874032121121468,3.0612769134382045,100.0,296.9038537492339,34.136254274452575,70 days 23:00:00,137,137,0,0.0,52.55474452554745,8.118641250894305,-11.028817530851665,1.6145362699327352,-1.8560528201550657,0 days 01:00:00,0 days 01:14:46.153846153,0.9333205303014437,-0.6477395708847755,-0.2118485680120285,-1.027340280290169,0.9764619666494906,-0.27495766794064086,14,-4.717248995503117,119.0735462147709,2.3549965078017117,0.04722222222222222,0.0001,-0.0009990009990009422,None,None,-0.00001773544769523259,-0.1072639876607667,-0.08874032121121533,-0.25781472568795416,0.6093608767049685,0.00008085345311622684,-3.8988008507713854,1.7452229299363058,36.64968152866242,73.29936305732484,0.003664968152866242,0 days 01:07:00.437956203,false
Most Sharpe Ratio,2.0,0,0,0,0,1884,78 days 13:00:00,1000.0,911.2596787887853,-8.874032121121468,3.0612769134382045,100.0,296.9038537492339,34.136254274452575,70 days 23:00:00,137,137,0,0.0,52.55474452554745,8.118641250894305,-11.028817530851665,1.6145362699327352,-1.8560528201550657,0 days 01:00:00,0 days 01:14:46.153846153,0.9333205303014437,-0.6477395708847755,-0.2118485680120285,-1.027340280290169,0.9764619666494906,-0.27495766794064086,14,-4.717248995503117,119.0735462147709,2.3549965078017117,0.04722222222222222,0.0001,-0.0009990009990009422,None,None,-0.00001773544769523259,-0.1072639876607667,-0.08874032121121533,-0.25781472568795416,0.6093608767049685,0.00008085345311622684,-3.8988008507713854,1.7452229299363058,36.64968152866242,73.29936305732484,0.003664968152866242,0 days 01:07:00.437956203,false
Most Calmar Ratio,2.0,0,0,0,0,1884,78 days 13:00:00,1000.0,911.2596787887853,-8.874032121121468,3.0612769134382045,100.0,296.9038537492339,34.136254274452575,70 days 23:00:00,137,137,0,0.0,52.55474452554745,8.118641250894305,-11.028817530851665,1.6145362699327352,-1.8560528201550657,0 days 01:00:00,0 days 01:14:46.153846153,0.9333205303014437,-0.6477395708847755,-0.2118485680120285,-1.027340280290169,0.9764619666494906,-0.27495766794064086,14,-4.717248995503117,119.0735462147709,2.3549965078017117,0.04722222222222222,0.0001,-0.0009990009990009422,None,None,-0.00001773544769523259,-0.1072639876607667,-0.08874032121121533,-0.25781472568795416,0.6093608767049685,0.00008085345311622684,-3.8988008507713854,1.7452229299363058,36.64968152866242,73.29936305732484,0.003664968152866242,0 days 01:07:00.437956203,false
Most Omega Ratio,2.0,0,0,0,0,1884,78 days 13:00:00,1000.0,911.2596787887853,-8.874032121121468,3.0612769134382045,100.0,296.9038537492339,34.136254274452575,70 days 23:00:00,137,137,0,0.0,52.55474452554745,8.118641250894305,-11.028817530851665,1.6145362699327352,-1.8560528201550657,0 days 01:00:00,0 days 01:14:46.153846153,0.9333205303014437,-0.6477395708847755,-0.2118485680120285,-1.027340280290169,0.9764619666494906,-0.27495766794064086,14,-4.717248995503117,119.0735462147709,2.3549965078017117,0.04722222222222222,0.0001,-0.0009990009990009422,None,None,-0.00001773544769523259,-0.1072639876607667,-0.08874032121121533,-0.25781472568795416,0.6093608767049685,0.00008085345311622684,-3.8988008507713854,1.7452229299363058,36.64968152866242,73.29936305732484,0.003664968152866242,0 days 01:07:00.437956203,false
