Metric Type,Short Window,Long Window,Ticker,Strategy Type,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],52,73,ALK,SMA,0,true,false,1,99,1.1117037300871628,50.0,1.2960629630696732,5.801051268710548,0.6862860814127995,-0.626022053218556,64 days 12:14:41.632653061,0.005926793445392672,0.1821128241065172,0.36238612473721094,1.0564458293315724,0,11416,11417 days 00:00:00,1000.0,22281.1070774996,2128.11070774996,5690.471125543792,100.0,2519.146632480232,78.48250517255755,3923 days 00:00:00,98,-22.281107077498746,155.64399999999998,-28.072061537859206,22.31411226352654,-10.712009726105443,86 days 19:06:07.346938776,42 days 05:23:15.918367347,217.3815120875214,0.45383264329247586,0.13291623982047196,1.0955171782939273,0.6786473019406527,21.618369335357,1.159781471016481,0.9445893089960888,-0.027572453168131967,,,0.00045221710296868337,0.11395870994810821,21.28110707749949,0.07090791820454645,0.30220243228322646,0,99,16535.079365079364,,,,
Least Total Return [%],52,73,ALK,SMA,0,true,false,1,99,1.1117037300871628,50.0,1.2960629630696732,5.801051268710548,0.6862860814127995,-0.626022053218556,64 days 12:14:41.632653061,0.005926793445392672,0.1821128241065172,0.36238612473721094,1.0564458293315724,0,11416,11417 days 00:00:00,1000.0,22281.1070774996,2128.11070774996,5690.471125543792,100.0,2519.146632480232,78.48250517255755,3923 days 00:00:00,98,-22.281107077498746,155.64399999999998,-28.072061537859206,22.31411226352654,-10.712009726105443,86 days 19:06:07.346938776,42 days 05:23:15.918367347,217.3815120875214,0.45383264329247586,0.13291623982047196,1.0955171782939273,0.6786473019406527,21.618369335357,1.159781471016481,0.9445893089960888,-0.027572453168131967,,,0.00045221710296868337,0.11395870994810821,21.28110707749949,0.07090791820454645,0.30220243228322646,0,99,16535.079365079364,,,,
Mean Total Return [%],52,73,ALK,SMA,0,true,false,1,99,1.1117037300871628,50.0,1.2960629630696732,5.801051268710548,0.6862860814127995,-0.626022053218556,64 days 12:14:41.632653061,0.005926793445392672,0.1821128241065172,0.36238612473721094,1.0564458293315724,0,11416,11417 days 00:00:00,1000.0,22281.1070774996,2128.11070774996,5690.471125543792,100.0,2519.146632480232,78.48250517255755,3923 days 00:00:00,98,-22.281107077498746,155.64399999999998,-28.072061537859206,22.31411226352654,-10.712009726105443,86 days 19:06:07.346938776,42 days 05:23:15.918367347,217.3815120875214,0.45383264329247586,0.13291623982047196,1.0955171782939273,0.6786473019406527,21.618369335357,1.159781471016481,0.9445893089960888,-0.027572453168131967,,,0.00045221710296868337,0.11395870994810821,21.28110707749949,0.07090791820454645,0.30220243228322646,0,99,16535.079365079364,,,,
Median Total Return [%],52,73,ALK,SMA,0,true,false,1,99,1.1117037300871628,50.0,1.2960629630696732,5.801051268710548,0.6862860814127995,-0.626022053218556,64 days 12:14:41.632653061,0.005926793445392672,0.1821128241065172,0.36238612473721094,1.0564458293315724,0,11416,11417 days 00:00:00,1000.0,22281.1070774996,2128.11070774996,5690.471125543792,100.0,2519.146632480232,78.48250517255755,3923 days 00:00:00,98,-22.281107077498746,155.64399999999998,-28.072061537859206,22.31411226352654,-10.712009726105443,86 days 19:06:07.346938776,42 days 05:23:15.918367347,217.3815120875214,0.45383264329247586,0.13291623982047196,1.0955171782939273,0.6786473019406527,21.618369335357,1.159781471016481,0.9445893089960888,-0.027572453168131967,,,0.00045221710296868337,0.11395870994810821,21.28110707749949,0.07090791820454645,0.30220243228322646,0,99,16535.079365079364,,,,
Most Total Fees Paid,52,73,ALK,SMA,0,true,false,1,99,1.1117037300871628,50.0,1.2960629630696732,5.801051268710548,0.6862860814127995,-0.626022053218556,64 days 12:14:41.632653061,0.005926793445392672,0.1821128241065172,0.36238612473721094,1.0564458293315724,0,11416,11417 days 00:00:00,1000.0,22281.1070774996,2128.11070774996,5690.471125543792,100.0,2519.146632480232,78.48250517255755,3923 days 00:00:00,98,-22.281107077498746,155.64399999999998,-28.072061537859206,22.31411226352654,-10.712009726105443,86 days 19:06:07.346938776,42 days 05:23:15.918367347,217.3815120875214,0.45383264329247586,0.13291623982047196,1.0955171782939273,0.6786473019406527,21.618369335357,1.159781471016481,0.9445893089960888,-0.027572453168131967,,,0.00045221710296868337,0.11395870994810821,21.28110707749949,0.07090791820454645,0.30220243228322646,0,99,16535.079365079364,,,,
Least Total Fees Paid,52,73,ALK,SMA,0,true,false,1,99,1.1117037300871628,50.0,1.2960629630696732,5.801051268710548,0.6862860814127995,-0.626022053218556,64 days 12:14:41.632653061,0.005926793445392672,0.1821128241065172,0.36238612473721094,1.0564458293315724,0,11416,11417 days 00:00:00,1000.0,22281.1070774996,2128.11070774996,5690.471125543792,100.0,2519.146632480232,78.48250517255755,3923 days 00:00:00,98,-22.281107077498746,155.64399999999998,-28.072061537859206,22.31411226352654,-10.712009726105443,86 days 19:06:07.346938776,42 days 05:23:15.918367347,217.3815120875214,0.45383264329247586,0.13291623982047196,1.0955171782939273,0.6786473019406527,21.618369335357,1.159781471016481,0.9445893089960888,-0.027572453168131967,,,0.00045221710296868337,0.11395870994810821,21.28110707749949,0.07090791820454645,0.30220243228322646,0,99,16535.079365079364,,,,
Mean Total Fees Paid,52,73,ALK,SMA,0,true,false,1,99,1.1117037300871628,50.0,1.2960629630696732,5.801051268710548,0.6862860814127995,-0.626022053218556,64 days 12:14:41.632653061,0.005926793445392672,0.1821128241065172,0.36238612473721094,1.0564458293315724,0,11416,11417 days 00:00:00,1000.0,22281.1070774996,2128.11070774996,5690.471125543792,100.0,2519.146632480232,78.48250517255755,3923 days 00:00:00,98,-22.281107077498746,155.64399999999998,-28.072061537859206,22.31411226352654,-10.712009726105443,86 days 19:06:07.346938776,42 days 05:23:15.918367347,217.3815120875214,0.45383264329247586,0.13291623982047196,1.0955171782939273,0.6786473019406527,21.618369335357,1.159781471016481,0.9445893089960888,-0.027572453168131967,,,0.00045221710296868337,0.11395870994810821,21.28110707749949,0.07090791820454645,0.30220243228322646,0,99,16535.079365079364,,,,
Median Total Fees Paid,52,73,ALK,SMA,0,true,false,1,99,1.1117037300871628,50.0,1.2960629630696732,5.801051268710548,0.6862860814127995,-0.626022053218556,64 days 12:14:41.632653061,0.005926793445392672,0.1821128241065172,0.36238612473721094,1.0564458293315724,0,11416,11417 days 00:00:00,1000.0,22281.1070774996,2128.11070774996,5690.471125543792,100.0,2519.146632480232,78.48250517255755,3923 days 00:00:00,98,-22.281107077498746,155.64399999999998,-28.072061537859206,22.31411226352654,-10.712009726105443,86 days 19:06:07.346938776,42 days 05:23:15.918367347,217.3815120875214,0.45383264329247586,0.13291623982047196,1.0955171782939273,0.6786473019406527,21.618369335357,1.159781471016481,0.9445893089960888,-0.027572453168131967,,,0.00045221710296868337,0.11395870994810821,21.28110707749949,0.07090791820454645,0.30220243228322646,0,99,16535.079365079364,,,,
Most Max Drawdown [%],52,73,ALK,SMA,0,true,false,1,99,1.1117037300871628,50.0,1.2960629630696732,5.801051268710548,0.6862860814127995,-0.626022053218556,64 days 12:14:41.632653061,0.005926793445392672,0.1821128241065172,0.36238612473721094,1.0564458293315724,0,11416,11417 days 00:00:00,1000.0,22281.1070774996,2128.11070774996,5690.471125543792,100.0,2519.146632480232,78.48250517255755,3923 days 00:00:00,98,-22.281107077498746,155.64399999999998,-28.072061537859206,22.31411226352654,-10.712009726105443,86 days 19:06:07.346938776,42 days 05:23:15.918367347,217.3815120875214,0.45383264329247586,0.13291623982047196,1.0955171782939273,0.6786473019406527,21.618369335357,1.159781471016481,0.9445893089960888,-0.027572453168131967,,,0.00045221710296868337,0.11395870994810821,21.28110707749949,0.07090791820454645,0.30220243228322646,0,99,16535.079365079364,,,,
Least Max Drawdown [%],52,73,ALK,SMA,0,true,false,1,99,1.1117037300871628,50.0,1.2960629630696732,5.801051268710548,0.6862860814127995,-0.626022053218556,64 days 12:14:41.632653061,0.005926793445392672,0.1821128241065172,0.36238612473721094,1.0564458293315724,0,11416,11417 days 00:00:00,1000.0,22281.1070774996,2128.11070774996,5690.471125543792,100.0,2519.146632480232,78.48250517255755,3923 days 00:00:00,98,-22.281107077498746,155.64399999999998,-28.072061537859206,22.31411226352654,-10.712009726105443,86 days 19:06:07.346938776,42 days 05:23:15.918367347,217.3815120875214,0.45383264329247586,0.13291623982047196,1.0955171782939273,0.6786473019406527,21.618369335357,1.159781471016481,0.9445893089960888,-0.027572453168131967,,,0.00045221710296868337,0.11395870994810821,21.28110707749949,0.07090791820454645,0.30220243228322646,0,99,16535.079365079364,,,,
