Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration
LTC-USD,true,30,34,92,53.2608695652174,1.9984987179339881,24.083769633507853,4157.940041070518,3355.3863967795687,0.7225130890052356,2,3004.1661029724164,1.8677823835949243,0,0,3820,3821 days 00:00:00,1000.0,383530.48377848754,38253.048377848754,1963.4409157596374,100.0,21107.250087268658,74.48794977237819,1104 days 00:00:00,92,0,0.0,599.4061586129451,-26.60250056103311,35.40611451966975,-8.08606043734446,27 days 03:25:42.857142857,15 days 12:16:44.651162790,1.086805972461392,1.027405063947547,1.2916130180583696,18.48265826122351,21 days 16:57:23.478260868
SOL-USD,true,2,11,99,36.734693877551024,2.025774239691768,54.80984340044743,5469.481496846507,3044.238309933121,1.661073825503356,4,9085.212553486648,3.1098830956237475,0,0,1788,1789 days 00:00:00,1000.0,410238.27207461087,40923.82720746109,14251.940951757664,100.0,29553.016709839136,63.492861064824794,722 days 00:00:00,98,1,-126770.91461634653,453.79418955903833,-15.47983112849915,44.535279327663574,-5.980666743276428,16 days 20:00:00,4 days 19:21:17.419354838,1.7731465907725885,3.8002707907790954,1.4530608829144063,1.871456410462747,9 days 05:23:15.918367346
LINK-USD,false,5,6,134,38.80597014925373,1.5891796346674996,50.16847622613253,5458.297371107692,3209.310982559927,1.505054286783976,4,8215.033856927339,2.585382379213578,0,0,2671,2672 days 00:00:00,1000.0,732411.8477284317,73141.18477284316,6047.427826647588,100.0,63417.02774949049,57.78068674372713,912 days 00:00:00,134,0,0.0,285.51053841237587,-34.32003475674675,32.36826880714824,-6.512624406453739,19 days 03:41:32.307692307,4 days 19:54:08.780487804,1.4300125267945027,2.530675984642054,1.3529684837485667,11.094594076931585,10 days 09:18:48.358208953
BTC-USD,true,74,77,54,61.111111111111114,2.2751100305857044,14.136125654450263,4737.237601793195,3588.816364994845,0.42408376963350786,1,2008.9855798180563,1.8166962630499344,0,0,3820,3821 days 00:00:00,1000.0,256810.83049683252,25581.083049683253,18142.17853544015,100.0,8231.875878573132,64.51968918240847,1302 days 00:00:00,54,0,0.0,900.674101232926,-35.66099729122741,51.75489397651604,-9.332338793140119,58 days 13:05:27.272727273,17 days 04:34:17.142857142,1.2153771752684255,1.0832949530801952,1.2861584672863033,0.4100336957720621,42 days 11:06:39.999999999
BTC-USD,false,24,32,34,55.88235294117647,2.717990887612218,8.900523560209425,6472.139966783936,2823.017891847906,0.2670157068062827,1,1728.1630277800039,1.9400832798257253,0,0,3820,3821 days 00:00:00,1000.0,221052.7588706538,22005.27588706538,18142.17853544015,100.0,4124.461277823153,60.76166762579936,1037 days 00:00:00,34,0,0.0,329.92871174898147,-23.894138127564705,57.59986943747242,-10.561309471389691,99 days 06:18:56.842105263,18 days 00:00:00,1.2687067070249198,1.110533014818727,1.3030140645699388,0.21293459019151403,63 days 09:52:56.470588235
TRX-USD,false,11,32,40,40.0,3.001587886669922,14.97566454511419,6246.542065312624,2294.413981749357,0.4492699363534257,1,2806.383556111999,2.5599472284498352,0,0,2671,2672 days 00:00:00,1000.0,250861.68261250496,24986.168261250496,9620.100884011466,100.0,6440.796311588453,77.86914788841909,1180 days 00:00:00,40,0,0.0,2202.70138399718,-30.579083209416442,175.8731348678264,-7.111499919776572,71 days 19:30:00,12 days 09:00:00,1.110084111271132,1.4472969422854314,1.4205419541329771,1.5972875505679276,36 days 03:36:00
MATIC-USD,false,7,20,46,39.130434782608695,1.629749672339854,21.53558052434457,5767.317555173011,2383.189072385542,0.6460674157303371,2,3726.075948566833,2.6228264261710637,0,0,2136,2137 days 00:00:00,1000.0,266296.60753795813,26529.660753795815,5329.880793446409,100.0,14522.983846569809,67.94163788911813,424 days 00:00:00,46,0,0.0,1607.9475383989327,-22.16477201209548,136.13955386658384,-9.072919606302658,40 days 18:40:00,9 days 06:00:00,1.3571554533189414,2.3486193874989274,1.398404513223277,3.97753360383154,21 days 14:05:13.043478260
TRX-USD,false,10,34,41,39.02439024390244,2.816882881857015,15.350056158742044,5558.965066151328,2041.8604467038856,0.46050168476226133,1,2559.912778497242,2.5334955046528402,0,0,2671,2672 days 00:00:00,1000.0,228917.56771220444,22791.756771220444,9620.100884011466,100.0,6211.522979970169,77.86914788841909,1180 days 00:00:00,41,0,0.0,2202.70138399718,-30.579083209416442,175.9377465353873,-7.218308530882966,71 days 21:00:00,11 days 16:19:12,1.0989942881579373,1.4133535486096869,1.415632533224519,1.369180640205153,35 days 04:05:51.219512194
LTC-USD,false,10,34,58,36.84210526315789,1.7562335070651878,14.921465968586388,4055.611554497642,1955.1846337109844,0.45549738219895286,1,1847.3204462895017,1.7128078881846087,0,0,3820,3821 days 00:00:00,1000.0,198368.94195035085,19736.894195035085,1963.4409157596374,100.0,13216.73243344742,67.46438627435492,1394 days 00:00:00,57,1,-33800.91665601477,884.7697607753537,-23.474139155195466,81.8339304811583,-7.058473233114116,61 days 17:08:34.285714286,13 days 20:40:00,1.0080848438402552,0.9746562744879456,1.2783640925257713,9.052196649573771,31 days 11:47:22.105263157
AVAX-USD,true,2,10,95,42.10526315789473,1.4191589273347427,58.46153846153846,1737.0451139741826,1108.1627521366395,1.7538461538461538,4,3046.509892200874,3.204267618455852,0,0,1625,1626 days 00:00:00,1000.0,166019.28582754752,16501.928582754754,311.79041499968,100.0,17485.626892841094,58.238367372070556,717 days 00:00:00,95,0,0.0,289.3577287478567,-19.34009072782547,34.38092681165423,-6.667502188076558,13 days 13:48:00,3 days 17:53:27.272727272,1.6413594107797485,3.6925279568389993,1.4691351318930785,51.92634984552585,7 days 21:13:15.789473683
BTC-USD,false,7,8,137,35.03649635036496,2.08160938594057,35.86387434554974,3447.694722735004,1830.2294480345076,1.0759162303664922,3,3709.430709539494,2.366011375238449,0,0,3820,3821 days 00:00:00,1000.0,473334.1770146954,47233.41770146954,18142.17853544015,100.0,29039.073698663673,55.755155011835555,1085 days 00:00:00,137,0,0.0,127.76816270679083,-15.076216164114745,25.20195013808098,-4.076858222299848,31 days 00:30:00,7 days 02:25:37.078651685,1.4722319436890872,1.4368688886721481,1.3593050899617336,1.6035141043949384,15 days 11:33:43.357664232
MATIC-USD,true,2,4,279,39.42652329749104,1.1570518555319396,130.6179775280899,2268.631434364155,1355.215910611801,3.918539325842697,8,8889.721491398866,3.1081896907540814,0,0,2136,2137 days 00:00:00,1000.0,633948.1701876012,63294.81701876013,5329.880793446409,100.0,278104.4422617881,61.28309682938428,847 days 00:00:00,279,0,0.0,622.5982968840159,-16.840168577657256,19.85354665727559,-4.742778269270036,5 days 22:28:21.818181818,2 days 09:30:53.254437869,1.4931704741943301,3.2801409532007657,1.4336781795635727,10.875465788388189,3 days 19:00:38.709677418
TRX-USD,true,2,4,356,38.87323943661972,1.3076988718485978,132.90902283788844,1963.7361095887536,1156.6179390663594,3.9985024335454886,8,7852.003613031781,3.148214965244831,0,0,2671,2672 days 00:00:00,1000.0,681393.3573370074,68039.33573370073,9620.100884011466,100.0,228756.52074861908,73.17322515894008,887 days 00:00:00,355,1,-16732.96156700037,1720.5588373888652,-40.894015039274365,23.533949004820705,-3.6236506818737393,6 days 12:31:18.260869565,2 days 08:30:58.064516129,1.2311005184037245,1.965303585005457,1.4885207017815898,6.072621852311506,3 days 23:23:29.577464787
SOL-USD,true,12,21,47,44.680851063829785,1.817277016910439,26.286353467561522,2349.315047308026,1132.5898988399572,0.7885906040268457,2,1852.6477722059935,2.424859911126719,0,0,1788,1789 days 00:00:00,1000.0,111417.80722347727,11041.780722347727,14251.940951757664,100.0,3646.7421412998547,85.0649865759936,837 days 00:00:00,47,0,0.0,483.127076540028,-45.93512978681889,82.4442779431727,-14.44720024527664,33 days 00:00:00,9 days 12:00:00,1.4541360034230932,1.899662750380139,1.3607348753218105,-0.22524372226044304,19 days 23:59:59.999999999
