Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration
ZEC-USD,true,3,5,287,40.55944055944056,1.1223748753493705,107.07600149756645,17.56973013274134,10.797248863095973,3.2235117933358293,7,56.636232288619595,1.0753339966071487,0,0,2671,2672 days 00:00:00,1000.0,5711.115728103033,471.11157281030324,-86.71335252842016,100.0,2421.770270143691,81.77605081857473,1072 days 00:00:00,286,1,-313.8270898609935,82.6409070407149,-23.405128190398745,10.923757774483247,-5.264114420894725,6 days 16:33:06.206896551,3 days 01:16:14.117647058,0.6850685558626227,0.32861782785891985,1.1564406058318346,6.432976111215366,4 days 12:40:16.783216781
ZEC-USD,false,2,22,90,37.07865168539326,1.6675419572615393,33.32085361287907,170.08009829965494,95.55061702227806,1.0108573567952077,3,171.9267186106583,1.3843348311508994,0,0,2671,2672 days 00:00:00,1000.0,15296.578338994468,1429.6578338994468,-86.71335252842016,100.0,1175.67839805615,69.93252407240391,1078 days 00:00:00,89,1,-840.5504096748246,99.76586157986202,-15.64668730494136,21.76072857941418,-5.635134434504265,27 days 14:32:43.636363636,4 days 12:25:42.857142857,0.8696117022584224,0.6456255376103677,1.2143798960598688,17.48717057077085,13 days 01:53:15.505617976
BNB-USD,true,11,21,64,48.4375,2.195637855409455,23.961063272182706,28426.39697211537,20229.988662432886,0.7188318981654811,2,20433.800893471176,3.1857510716838306,0,0,2671,2672 days 00:00:00,1000.0,1820289.4062153834,181928.94062153835,27859.906798822423,100.0,100897.30730442486,59.46165374562943,422 days 00:00:00,64,0,0.0,646.6988703931062,-16.477605542373162,60.03930565709342,-5.4836066915192605,34 days 22:27:05.806451613,11 days 16:00:00,1.641866661894661,3.0075011174611967,1.4810870164512455,5.530134574220043,22 days 22:30:00
BNB-USD,false,12,22,41,48.78048780487805,2.524078764306725,15.350056158742044,35537.47640432693,16316.564005659748,0.46050168476226133,1,16365.067756391662,3.110903067768539,0,0,2671,2672 days 00:00:00,1000.0,1458036.532577404,145703.65325774043,27859.906798822423,100.0,59620.75025392245,61.1051446097803,552 days 00:00:00,41,0,0.0,1564.4164038756526,-13.577050533746629,135.19687802171475,-6.259360753124968,59 days 14:24:00,12 days 18:17:08.571428571,1.6033334603650895,2.7903659796334255,1.4681843685373472,4.229868653541188,35 days 14:38:02.926829267
FTM-USD,true,2,13,105,34.285714285714285,1.443455434450014,46.31671812968681,35330.899612570196,18353.714084452047,1.3895015438906042,3,49092.339558710235,3.1754270732645065,0,0,2267,2268 days 00:00:00,1000.0,3710744.4593198774,370974.4459319877,3160.3812107428157,100.0,263523.2932200593,64.9500831922056,388 days 00:00:00,105,0,0.0,2341.9583335428347,-27.10127190456129,105.99838921564685,-7.75061558983842,20 days 11:20:00,4 days 16:41:44.347826087,1.6735927723963842,4.239594214277177,1.4579460982911052,116.38281593086485,10 days 02:30:51.428571428
FTM-USD,false,3,23,56,35.714285714285715,2.131760134752816,24.7022496691663,46930.93019117615,21547.71817776683,0.741067490074989,2,34778.98664365943,3.0819979090086607,0,0,2267,2268 days 00:00:00,1000.0,2629132.090705866,262813.2090705866,3160.3812107428157,100.0,64249.727753000756,76.2627214287124,431 days 00:00:00,56,0,0.0,1812.9005150991495,-27.101271904561298,164.7737903805843,-10.502636878590438,38 days 10:48:00,6 days 20:00:00,1.623303010642892,3.3451868402833513,1.4526623562476706,82.15870508824314,18 days 03:00:00
AAVE-USD,true,12,40,20,40.0,2.2022627315093226,12.399256044637323,733.8017964774217,134.76617015195993,0.3719776813391197,1,272.9578908161519,1.8943739335004512,0,0,1613,1614 days 00:00:00,1000.0,15676.035929548432,1467.6035929548432,33153.09062134112,100.0,385.6851399672143,57.25622882597242,1023 days 00:00:00,20,0,0.0,656.2762194213294,-29.66776905692054,111.65566877533418,-9.607566329145438,69 days 12:00:00,20 days 02:00:00,1.1519631274253235,1.5078987757420754,1.2681993728070533,-0.9557325255217647,39 days 20:24:00
AAVE-USD,false,2,3,186,33.87096774193548,1.1311900976547937,115.3130812151271,38.7374151861801,19.879905154198,3.459392436453813,7,134.00792110284252,1.598421149043581,0,0,1613,1614 days 00:00:00,1000.0,8205.159224629482,720.5159224629482,33153.09062134112,100.0,3218.541409249586,62.980241478194735,1298 days 00:00:00,186,0,0.0,162.31027532491444,-24.760826388841036,15.688714123965998,-4.785603945966442,8 days 01:31:25.714285714,2 days 11:30:43.902439024,0.984035936450861,0.967918847874625,1.2256862776702702,-0.9782670059122891,4 days 08:54:11.612903224
AVAX-USD,true,2,10,95,42.10526315789473,1.4203498282259204,58.46153846153846,1740.5197768552616,1110.3794429698637,1.7538461538461538,4,3052.6039163307664,3.205934625421376,0,0,1625,1626 days 00:00:00,1000.0,166349.37880125,16534.937880125,312.609170013303,100.0,17485.957316238193,58.15533351590072,717 days 00:00:00,95,0,0.0,289.3577287478567,-19.179517343385754,34.38092681165423,-6.664582671995835,13 days 13:48:00,3 days 17:53:27.272727272,1.6418652210937297,3.700216150098506,1.4692939343203055,51.89332324903123,7 days 21:13:15.789473683
AVAX-USD,false,5,9,53,35.84905660377358,2.0132369042915492,32.61538461538461,1615.430915796306,704.6186271838798,0.9784615384615385,2,1580.6370191483857,2.748192527493687,0,0,1625,1626 days 00:00:00,1000.0,86617.83853720421,8561.78385372042,312.609170013303,100.0,3309.463752104946,62.725550566644074,726 days 00:00:00,53,0,0.0,885.2633747180312,-36.65854862697595,92.15546037028078,-8.322276594376733,26 days 00:00:00,7 days 08:28:14.117647058,1.48992749132639,2.7458986968912025,1.4222659015991057,26.3881404482027,14 days 00:54:20.377358489
