Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Signal Window,Stop Loss [%],Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
CVNA,,SMA,61,62,0,,true,false,1,58,1.9334040069651919,63.1578947368421,4.277656486348605,8.316773272535055,1.80346603826388,-0.32497988495569197,21 days 04:12:37.894736841,0.019385923476617856,0.6,1.1896551724137931,4.990063963521033,0,2030,2031 days 00:00:00,1000.0,19353.857309421543,1835.3857309421542,2719.0089451211097,100.0,467.10300152863067,77.68974787859345,642 days 00:00:00,57,-19.353857309419254,114.05271218031012,-59.28548091266791,18.597054593229803,-9.306566134370222,26 days 15:20:00,11 days 19:25:42.857142857,322.33703801282394,1.0518077643927501,0.9050632219758105,1.2476180556808554,2.672272213406402,31.024405037337953,1.287734391876379,0.4414478353442157,-0.05504693258782653,None,None,0.002250712950879847,0.5671796636217215,18.353857309421596,0.44430199197628806,0.6489786954802613,1208,1207,2940.277777777778
MSFT,,SMA,58,67,0,,true,false,1,106,1.4909660896139427,52.38095238095239,2.1389413960311305,7.407450649486818,1.1919194194293454,-0.9480316922144842,60 days 13:01:42.857142856,0.0073395920507169695,0.22537207654145996,0.44861800141743446,1.6694325347532304,0,9877,9878 days 00:00:00,1000.0,247201.75771937924,24620.175771937924,473753.65527680144,100.0,14341.147177629948,60.99966577541797,4300 days 00:00:00,105,-247.20175771936192,156.59780187511635,-27.225160171838077,19.94851464907945,-6.387719750065079,81 days 06:32:43.636363636,37 days 17:45:36,2347.1329474009385,0.81024358839306,0.3701916513489195,1.1672744093050056,-0.3402572786266105,24.040371419113235,1.1313638541399353,0.4831831831831832,-0.023872438712075762,None,None,0.0006920382924988055,0.17439364970969898,246.20175771938048,0.15093210711568994,0.25903665628577127,6358,6357,14305.972222222223
LUV,,SMA,54,63,0,,true,false,1,119,1.3858586007444518,55.932203389830505,1.3777643309945542,6.246833383388877,0.9069435988715546,-0.4512930112311586,55 days 02:14:14.237288135,0.007119504775905351,0.2183867866818142,0.4349383902822686,1.3642258695349823,0,11443,11444 days 00:00:00,1000.0,88437.94901670358,8743.794901670359,15935.271612430535,100.0,9784.067552343724,63.763732738352616,3354 days 00:00:00,118,-88.43794901669025,195.9865942207879,-25.40273786839365,17.708552383335245,-8.300733039619972,68 days 12:43:38.181818182,38 days 00:55:23.076923077,741.7490420823751,0.6101838629626244,0.24102137678144742,1.1235234052222234,0.04687160033223923,10.277525324401191,1.1296275592295044,0.3763078773301263,-0.02652857580251809,None,None,0.000529040972391064,0.13331832504254812,87.43794901670391,0.103736777967393,0.2629512820058228,6502,6501,16574.18650793651
ON,,SMA,17,69,0,,true,false,1,62,1.3022183825079807,45.90163934426229,1.3268781816842403,10.252772903485791,0.8581153953023163,14.632727037738244,55 days 23:12:47.213114753,0.006680689799040401,0.20653553299492386,0.409739847715736,2.117561916297351,0,6304,6305 days 00:00:00,1000.0,13636.455349407424,1263.6455349407424,80.8333396911642,100.0,1250.2342425907525,60.11375592239978,1674 days 00:00:00,61,-13.636455349405878,345.607674961846,-27.270298686752742,35.67209799874833,-11.315139298555144,96 days 04:17:08.571428572,21 days 20:21:49.090909090,207.3785541763417,0.5512402221405783,0.2716372872108946,1.122009035742487,2.207517481038213,50.97796488742662,1.0871680421081593,0.38085851949189664,-0.03492541587991511,None,None,0.0007086285811441826,0.178574402448334,12.636455349407417,0.11007434583541653,0.38987417460136814,3415,3414,9130.79365079365
GS,,SMA,35,58,0,,true,false,1,59,1.289520769218538,51.724137931034484,2.27764832585669,6.846997734263679,0.8967285301361502,0.24477092455077346,65 days 22:20:41.379310344,0.006107967604703838,0.18898718730933495,0.37477120195241,1.293994843311882,0,6556,6557 days 00:00:00,1000.0,10646.067825882079,964.6067825882079,774.927148090582,100.0,424.3126192106122,72.2135056645469,2256 days 00:00:00,58,-10.646067825880891,184.9524932364839,-23.105902877838606,20.26682265105476,-7.53138610515534,90 days 23:12:00,39 days 02:34:17.142857142,166.4950671328959,0.5937124292414773,0.19486714927488966,1.1264251369219964,0.847268159767044,17.21556350263512,1.0724884494181721,0.4338508637655806,-0.022416740852197532,None,None,0.0004784608267611062,0.12057212834379875,9.646067825882136,0.095158938116642,0.2444088615580598,3825,3824,9495.79365079365
MTCH,,SMA,26,42,0,,true,false,1,110,1.2452793909269428,44.95412844036697,1.3786242850204813,6.647610916139357,1.0478097540327873,-0.4027524056876497,41 days 16:57:14.862385320,0.009240519955862959,0.2836444007858546,0.5647102161100197,1.885557614965854,0,8144,8145 days 00:00:00,1000.0,58542.66269900488,5754.266269900489,9634.641185161652,100.0,5769.395554915595,66.46555776845277,2281 days 00:00:00,109,-58.542662699001085,212.9203023152332,-23.70585218793532,24.538737039932183,-7.963475418291449,62 days 23:30:36.734693877,24 days 08:00:00,528.4514253367331,0.6367187180385669,0.3010078728105944,1.148235210100908,2.9321646784553126,57.6382814448617,1.2025648105788365,0.3695981166974946,-0.029982712800948417,None,None,0.0007351652053554928,0.18526163174958418,57.54266269900482,0.1341858667138509,0.3501741067245774,4547,4546,11795.873015873016
ADSK,,SMA,48,70,0,,true,false,1,85,1.206262874633842,50.0,1.3962824878416487,7.99097461438879,0.8152412134834768,-0.9225437022488744,71 days 18:17:08.571428571,0.0057683032174204495,0.17754127710364034,0.352993833300179,1.4187278383413557,0,10054,10055 days 00:00:00,1000.0,47452.08861807824,4645.208861807824,59971.997070313366,100.0,4665.386061004764,67.43667850053399,3778 days 00:00:00,84,-47.45208861807623,230.56901016235355,-32.62368421052629,25.5113106963574,-9.529361467579818,97 days 04:00:00,46 days 08:34:17.142857142,553.5659607940038,0.5494624114392351,0.22302316483547696,1.1162586468698514,0.6612695690740817,26.758658795279853,1.0652658377264141,0.42502834467120176,-0.03012162360118329,None,None,0.0006024066945129436,0.15180648701726177,46.45208861807793,0.1015661352579913,0.3325052480433583,6029,6028,14562.34126984127
FIS,,SMA,68,74,0,,true,false,1,81,1.1826288273376144,57.49999999999999,1.5343500565394004,2.4162066375905447,0.7523063389516562,0.5876857140112249,45 days 09:53:59.999999999,0.009177945615209168,0.2826520438683948,0.561814556331007,0.6829457445233493,0,6018,6019 days 00:00:00,1000.0,4724.086263605848,372.4086263605848,234.56067096535696,100.0,530.4421376918774,58.360772580254846,1326 days 00:00:00,80,-4.724086263605386,30.47214339546408,-23.080513483817867,8.055683404045102,-5.21367369349503,53 days 18:46:57.391304348,34 days 02:07:03.529411764,46.61012937336817,0.5274947420900793,0.16917414175174514,1.1126999348612847,-0.27958596390064766,25.638789924863126,1.043522594337769,0.46056782334384866,-0.01716787493305655,None,None,0.00032945411424990036,0.08302243679097489,3.7240862636058454,0.06716591919308756,0.18941898406175775,3634,3633,8716.547619047618
AMZN,,EMA,23,61,0,,true,false,1,55,1.174230867493886,44.44444444444444,2.1475995505458387,19.760559161782567,1.2583150631026032,-0.9171307780487196,85 days 15:33:20,0.0052875041527190355,0.16380655226209048,0.32463480357396113,3.236909067062667,0,7051,7052 days 00:00:00,1000.0,175276.2085128173,17427.620851281732,210302.69671806024,100.0,6608.401086843204,79.9485921375578,1187 days 00:00:00,54,-175.27620851280517,378.68944449981706,-31.028288002682093,57.816595883863585,-10.684270215882247,157 days 14:00:00,28 days 02:24:00,3230.583050395004,0.7845411057800078,0.3834542192598579,1.177298570290771,1.3684977000465741,19.468880365436984,1.1662346794123457,0.4969220972192741,-0.03227699649622425,None,None,0.0010602554220642973,0.26718436636020293,174.2762085128188,0.2027584475351596,0.4098656301379942,4626,4625,10212.757936507936
TECH,,SMA,24,29,0,,true,false,1,233,1.0255164317824887,49.56896551724138,1.199282410390764,2.0335599022056194,0.8100919397353731,-0.946870692813389,22 days 06:12:24.827586205,0.01752465453673451,0.5353391684901532,1.0683807439824946,1.0886442671216736,0,9140,9141 days 00:00:00,1000.0,24598.216008965137,2359.8216008965137,44416.57017299115,100.0,8331.643059447719,72.01008300506835,5333 days 00:00:00,232,-24.59821600896248,75.87062249468912,-23.198551052372963,9.330850997764367,-5.1389911746256285,29 days 22:44:52.173913043,14 days 16:49:13.846153846,101.82247510764728,0.5363561526174485,0.1894453033999259,1.1248544968464393,0.49905269538447783,15.639507404642949,1.1781942191056343,0.35261911808227286,-0.02512725515610501,None,None,0.0005239245233345993,0.13202897988031903,23.598216008964947,0.09230662951696411,0.2962525946741027,5165,5164,13238.492063492064
WELL,,SMA,65,66,0,,true,false,1,383,1.0140259794091706,51.047120418848166,1.707031313566617,0.8219297575202986,0.705061002882953,-0.46392261176597754,17 days 08:32:40.209424083,0.02315716799555447,0.7062077443146896,1.4105716041794714,0.5804531600435299,0,11389,11390 days 00:00:00,1000.0,13038.648771525113,1203.8648771525113,2245.692326472403,100.0,2676.3002766284967,45.60756473108539,2575 days 00:00:00,382,-13.038648771524095,36.49795775518779,-19.051002697350388,4.0129106363053495,-2.5055636722288184,22 days 12:11:04.615384615,11 days 23:36:53.903743315,31.54891994842051,0.49666666720887614,0.18806375682520896,1.1027483732888494,-0.14676680513935342,10.760722421554123,1.0832149882547548,0.3747736873868437,-0.017241379310344883,None,None,0.0002861484256380972,0.0721094032608005,12.038648771525054,0.05845927726297773,0.1747322419394652,6631,6630,16495.972222222223
APD,,SMA,14,42,0,,true,false,1,158,0.8312594198157779,44.5859872611465,1.209219445355756,1.3434140236327017,0.43601740620649815,-0.9592935558035259,42 days 00:18:20.636942675,0.009515803752782478,0.29128259151962077,0.5807216223334211,0.3913131182875344,0,11391,11392 days 00:00:00,1000.0,3760.8345579054517,276.08345579054514,6782.303422475293,100.0,872.1499499164445,47.36751652943653,5060 days 00:00:00,157,-3.7608345579051274,46.14054006501624,-29.138284309851674,9.400046163095482,-5.138933674785628,66 days 05:49:42.857142858,22 days 12:24:49.655172413,17.60888785008507,0.29883862816937046,0.09152907766282707,1.0594155069926459,-0.0067658318239698255,15.896710882922827,1.1013527843665316,0.38774515775368495,-0.019077627242310248,None,None,0.00019068192340669662,0.04805184469848755,2.7608345579054183,0.029735628906884637,0.19351716476787245,6597,6596,16498.869047619046
MU,,SMA,26,56,0,,TRUE,FALSE,1,91,1.606129473,46.66666667,2.371179267,14.20116317,1.196396674,26.14128808,62 days 04:47:59.999999999,0.006017527242,0.1850668216,0.3680999419,2.628164132,0,10326,10327 days 00:00:00,1000,1825807.191,182480.7191,6723.362522,100,61697.13276,69.86212011,1904 days 00:00:00,90,-1825.807191,252.4882353,-28.56666768,41.33788929,-9.543472183,97 days 01:42:51.428571428,31 days 16:30:00,20295.9222,0.7875640715,0.435125906,1.165657115,0.342871827,8.810073402,1.150928596,0.3665475718,-0.03885895364,None,None,0.00105210602,0.2651307169,1824.807191,0.2011194378,0.4051541693,14956.30952
MCO,,EMA,48,51,0,,TRUE,FALSE,1,35,1.600119277,61.76470588,5.344920862,13.88189695,1.055873371,-0.4511388805,161 days 09:52:56.470588234,0.003051341818,0.09554140127,0.1883530482,1.326295887,0,7693,7694 days 00:00:00,1000,32226.64803,3122.664803,5689.353266,100,723.1250571,46.52151636,1502 days 00:00:00,34,-32.22664803,131.2305381,-15.49819496,26.90322959,-7.152563459,241 days 16:00:00,31 days 18:27:41.538461538,919.378667,0.74786877,0.384973978,1.145012635,-0.4971278304,11.50089005,0.9957513354,0.5795524533,-0.0207884288,None,None,0.0005511040632,0.1388782239,31.22664803,0.1204649103,0.2234883646,11142.63889
DASH,,SMA,56,57,0,,TRUE,FALSE,1,38,1.470538148,54.05405405,2.506020111,3.964146297,1.64674963,25.63354278,17 days 14:55:08.108108106,0.02282860186,0.7131367292,1.407506702,2.826978324,0,1119,1120 days 00:00:00,1000,3161.490317,216.1490317,8.115669531,100,108.1652708,41.0066474,408 days 00:00:00,37,-3.161490317,51.02227476,-15.26774252,12.4092928,-5.971320182,26 days 13:12:00,7 days 02:49:24.705882352,58.50410289,1.087424267,1.109969952,1.232223358,0.3786818426,6.652598288,1.183074848,0.4564369311,-0.03516071136,None,None,0.001279506043,0.3224355229,2.161490317,0.2956141055,0.3568535517,1620.77381
META,,SMA,36,39,0,,TRUE,FALSE,1,75,1.46353857,56.75675676,3.520958424,4.172288749,1.494017815,-0.3809272038,27 days 23:21:04.864864863,0.0156096581,0.4812098992,0.9560036664,2.007746648,0,3273,3274 days 00:00:00,1000,10782.25725,978.2257252,1580.146521,100,466.582563,33.87565847,353 days 00:00:00,74,-10.78225725,75.1025472,-28.12754121,10.65339777,-4.334166841,37 days 22:17:08.571428571,14 days 21:45:00,132.3383717,0.9232932982,0.8961008219,1.208711287,2.592856616,45.016956,1.14706481,0.5045955882,-0.02506172362,None,None,0.0008927637764,0.2249764717,9.782257252,0.2008471569,0.2932537538,4740.654762
NET,,SMA,42,43,0,,TRUE,FALSE,1,56,1.457833955,58.18181818,1.889539053,4.988498552,1.729970648,-0.2684792803,15 days 21:22:54.545454544,0.02651718068,0.8212290503,1.627793296,4.096699928,0,1432,1433 days 00:00:00,1000,6842.411924,584.2411924,798.6666361,100,412.0221695,74.36838411,806 days 00:00:00,55,-6.842411924,109.6186537,-37.41742834,13.43651184,-6.76525907,19 days 03:45:00,11 days 08:20:52.173913043,106.3500788,1.125441379,0.8499059455,1.235073138,0.5123930293,8.529502894,1.27299205,0.4667349028,-0.0440592573,None,None,0.001812495749,0.4567489288,5.842411924,0.40241191,0.4884283014,2074.126984
HON,,SMA,60,76,0,,TRUE,FALSE,1,131,1.315094843,52.30769231,2.369607284,3.469749846,0.6455944673,0.04047631276,71 days 22:31:23.076923077,0.00562505795,0.172411632,0.3435071446,0.5982252336,0,15956,15957 days 00:00:00,1000,28313.97335,2731.397335,2625.141295,100,1831.588835,53.02077454,2459 days 00:00:00,130,-28.31397335,59.4472482,-34.43803032,12.1093994,-6.005994825,98 days 20:49:24.705882354,42 days 09:40:38.709677419,210.3252871,0.4316834036,0.1498961381,1.090056153,0.9407246062,59.77453726,1.091991451,0.3935027509,-0.01874013089,None,None,0.0002937909357,0.0740353158,27.31397335,0.0542185141,0.2064047763,23110.87302
TEM,,SMA,3,4,0,,TRUE,FALSE,1,39,1.297335888,55.26315789,2.01900198,3.665150217,3.783779479,1.850969541,3 days 01:53:41.052631578,0.1111678663,3.470338983,6.851694915,12.71931368,0,236,237 days 00:00:00,1000,2814.704285,181.4704285,63.65218074,100,131.962799,44.78533523,102 days 00:00:00,38,-2.814704285,49.34391197,-13.68146854,11.89736737,-6.504059207,4 days 00:00:00,1 days 22:35:17.647058823,47.82944709,1.928885165,8.757907631,1.481102281,2.001861925,8.922341765,2.369763649,0.3389830508,-0.08107409517,None,None,0.006033269975,1.520384034,1.814704285,2.005231184,0.9486217742,341.8253968
CEG,,SMA,4,5,0,,TRUE,FALSE,1,104,1.266606603,52.42718447,1.693479973,1.678639312,2.479916877,-0.5463751993,4 days 17:00:34.951456309,0.08465753425,2.6,5.175,4.364462212,0,840,841 days 00:00:00,1000,3884.405671,288.4405671,635.857137,100,461.8648193,34.90459747,148 days 00:00:00,103,-3.884405671,46.77999725,-12.82863725,6.220764263,-3.326967776,6 days 04:26:40,3 days 01:57:33.061224489,28.04165123,1.457836589,2.297885182,1.379381677,1.970838976,28.97770849,1.575003078,0.4858657244,-0.03073615426,None,None,0.001924247095,0.4849102679,2.884405671,0.5017137284,0.4003120802,1216.666667
AAP,,SMA,16,57,0,,TRUE,FALSE,1,55,1.212535382,53.7037037,1.570304765,5.736251445,0.9538436834,2.359071867,62 days 05:19:59.999999999,0.006309391061,0.1954645456,0.3873751904,1.121233782,0,5909,5910 days 00:00:00,1000,9644.527421,864.4527421,257.3486892,100,762.5477292,42.63010565,884 days 00:00:00,54,-9.644527421,80.87856911,-20.64128592,16.76547477,-7.057647612,93 days 04:57:55.862068966,26 days 06:43:12,160.2624435,0.6427917974,0.3524298451,1.142550375,0.1827024241,25.50332294,1.108148163,0.4128615826,-0.01994717101,None,None,0.0004894216406,0.1233342534,8.644527421,0.1014615469,0.2309189345,8558.670635
TSM,,EMA,32,88,0,,TRUE,FALSE,1,38,1.211101468,48.64864865,3.33309311,13.69528149,0.8831044939,-0.5456215762,117 days 09:43:47.027027027,0.003676098069,0.1148366671,0.2266513167,1.572720482,0,6949,6950 days 00:00:00,1000,14749.87557,1374.987557,3026.084613,100,292.7134123,62.31225101,4335 days 00:00:00,37,-14.74987557,284.0197222,-28.01206583,37.79107582,-9.132313144,202 days 17:20:00,36 days 13:53:41.052631579,372.0169039,0.5744539785,0.2436345166,1.114691777,0.764998449,9.516090091,1.086555913,0.4567176693,-0.02796594948,None,None,0.0005582436152,0.140677391,13.74987557,0.1025012451,0.2947238119,10065.01984
TSLA,,MACD,3,5,25,,TRUE,FALSE,1,309,1.133898731,41.55844156,1.714832563,1.833095979,1.710169844,-0.7194486233,6 days 02:06:14.025974025,0.05670575342,1.7304,3.4552,3.171989282,0,3750,3751 days 00:00:00,1000,64643.22819,6364.322819,22685.05289,100,7176.402156,59.34478635,822 days 00:00:00,308,-64.64322819,61.36208331,-17.66984501,10.04581807,-4.007061955,9 days 21:00:00,3 days 09:28:00,206.8437384,1.074836434,0.8430345822,1.256066667,0.8261662337,11.19615167,1.546620471,0.3521989906,-0.03559145235,None,None,0.001432507014,0.3609917675,63.64322819,0.3232280913,0.4042044407,5431.547619
ARM,,MACD,2,8,2,,TRUE,FALSE,1,71,1.120222719,47.14285714,1.571137735,1.811236432,2.670564082,0.4384839683,2 days 23:18:51.428571428,0.1137147462,3.508235294,6.967058824,6.354243578,0,425,426 days 00:00:00,1000,2591.856047,159.1856047,110.6620638,100,241.1463642,34.76362551,235 days 00:00:00,70,-2.591856047,68.7169343,-15.90183556,8.519141647,-4.17148984,4 days 10:10:54.545454545,1 days 16:12:58.378378378,22.77782719,1.369149304,3.628617934,1.391932876,4.1124745,43.28085038,2.158134459,0.3438485804,-0.05431304905,None,None,0.00307656376,0.7752940676,1.591856047,0.7565933043,0.6814936486,615.5753968
ARM,,MACD,2,7,2,,TRUE,FALSE,1,71,1.06741599,44.28571429,1.499120494,1.695906855,2.501643997,0.2608318358,2 days 23:18:51.428571427,0.1137147462,3.508235294,6.967058824,5.949640284,0,425,426 days 00:00:00,1000,2395.262531,139.5262531,110.6620638,100,237.8839669,34.76362551,235 days 00:00:00,70,-2.395262531,68.7169343,-15.90183556,8.869571542,-4.00623687,4 days 13:09:40.645161290,1 days 17:13:50.769230769,19.96653991,1.287569847,3.203485524,1.364868045,4.142022049,43.72424419,2.116171556,0.3438485804,-0.05431304905,None,None,0.002887317783,0.7276040813,1.395262531,0.6765097038,0.680096423,615.5753968
KMB,,SMA,15,48,0,,TRUE,FALSE,1,130,1.063909406,48.8372093,1.763755445,2.320498265,0.7540204101,-0.8036776056,50 days 14:19:32.093023254,0.007818717733,0.2396628918,0.4774822228,0.5561373245,0,11391,11392 days 00:00:00,1000,12013.478,1101.3478,5609.893884,100,1575.916228,29.90963932,1315 days 00:00:00,129,-12.013478,55.6264699,-10.2001027,8.53558918,-3.612088517,74 days 18:39:59.999999999,27 days 12:21:49.090909091,85.46892618,0.5096896711,0.2772037146,1.10469244,0.2606203442,10.9516452,1.107108954,0.390625,-0.01538322472,None,None,0.0002690185214,0.06779266739,11.013478,0.05653313534,0.1600748307,16498.86905
ARM,,MACD,2,6,3,,TRUE,FALSE,1,64,1.043743317,44.44444444,1.471843226,1.751242774,2.337083937,0.08868992123,3 days 06:05:42.857142856,0.1023432716,3.162352941,6.275294118,5.538047736,0,425,426 days 00:00:00,1000,2204.766736,120.4766736,110.6620638,100,203.9848991,37.80705154,235 days 00:00:00,63,-2.204766736,68.7169343,-15.90183556,9.364933834,-4.339710074,4 days 18:00:00,2 days 01:22:17.142857142,19.15827781,1.199972502,2.562414133,1.340406099,4.156232639,43.61370041,2.126605831,0.3229813665,-0.05387526073,None,None,0.002693975242,0.6788817609,1.204766736,0.5963052153,0.6808775403,615.5753968
ABBV,,SMA,13,37,0,,TRUE,FALSE,1,43,1.01640055,52.38095238,1.991831286,3.616703067,1.095084134,-0.403165517,43 days 08:34:17.142857142,0.009299955187,0.2896087235,0.5724823605,1.047428759,0,3118,3119 days 00:00:00,1000,3559.318828,255.9318828,428.8155093,100,197.1481624,28.49129225,458 days 00:00:00,42,-3.559318828,43.47639251,-15.87516031,10.82025804,-4.307207397,63 days 04:21:49.090909091,21 days 13:12:00,61.02090826,0.785729785,0.5621896436,1.165822316,-0.7388403346,20.60022611,1.004292718,0.4691474329,-0.01643583796,None,None,0.0004739587133,0.1194375958,2.559318828,0.1080204038,0.1829422423,4516.150794
